case,n_detected,prominence_frac,gmax,peak_id,k_peak,abs_g,prominence,g_re,g_im
zs4.0_zr70.0,,0.03,16.92134552555431,20.0,1.4031613355535453,1.5568932912735245,0.9345815927624891,0.965991989545936,1.2209734626705004
zs4.0_zr70.0,,0.03,16.92134552555431,21.0,1.4056009490871477,0.7484639266678719,0.5962221466687092,0.7484225293101081,0.007871921248965802
zs4.0_zr70.0,,0.03,16.92134552555431,22.0,1.410558873365114,3.9048202528299627,3.3036310376281977,3.6268489002302733,1.446923723563032
zs4.0_zr70.0,,0.03,16.92134552555431,23.0,1.4124476064233868,1.128021355260604,0.9590865308202701,0.7408895277057682,-0.8505967820653294
zs4.0_zr70.0,,0.03,16.92134552555431,24.0,1.4138641562170915,0.983671830774491,0.8147370063341571,0.7554560136049564,0.6299972080631365
zs4.0_zr70.0,,0.03,16.92134552555431,25.0,1.4152020088000348,1.1594116092141773,1.053714706675751,0.09460092706350984,1.1555457343520994
zs4.0_zr70.0,,0.03,16.92134552555431,26.0,1.416539861382978,1.565275970867664,1.207986430655034,-0.8892482900202823,1.2881484167873327
zs4.0_zr70.0,,0.03,16.92134552555431,27.0,1.41779901675516,2.5221062074356198,1.5700365021655522,-1.5989271196419164,1.9505003941704016
zs4.0_zr70.0,,0.03,16.92134552555431,28.0,1.41953035539191,10.24262357722744,9.14092482034788,9.410895714235133,-4.04306561912693
zs4.0_zr70.0,,0.03,16.92134552555431,29.0,1.4212616940286602,2.0650636252481966,0.9633648683686384,-2.053858122609724,-0.21483618995244555
zs4.0_zr70.0,,0.03,16.92134552555431,30.0,1.42354391314074,1.0877821347647725,0.9014019163123972,0.16189003193628906,1.0756679739924737
zs4.0_zr70.0,,0.03,16.92134552555431,31.0,1.4258261322528196,3.004179596653837,1.892597032541319,2.577955568678617,-1.542478568690703
zs4.0_zr70.0,,0.03,16.92134552555431,32.0,1.4276361681003311,16.92134552555431,14.96802585721645,-15.610587283008217,-6.530045870802064
zs4.0_zr70.0,,0.03,16.92134552555431,33.0,1.4293675067370812,4.711282775426975,2.7579631070891133,3.303462276459227,3.359065700168087
zs4.0_zr70.0,,0.03,16.92134552555431,34.0,1.4307053593200245,3.3782445059644144,2.1728857673088786,0.7582964449064064,3.292039253065045
zs4.0_zr70.0,,0.03,16.92134552555431,35.0,1.4319645146922064,3.111560359807522,2.0981778124118673,0.672269723156114,3.0380686779684747
zs4.0_zr70.0,,0.03,16.92134552555431,36.0,1.4333023672751497,3.680830969826267,2.304844500949484,-1.157702897713995,3.4940292827989863
zs4.0_zr70.0,,0.03,16.92134552555431,37.0,1.4350337059118998,10.85393188248626,9.477945413609476,6.482424033799487,-8.70551640947684
zs4.0_zr70.0,,0.03,16.92134552555431,38.0,1.4369224389701727,1.6987470043362871,1.1370333948299312,-1.5176130551557638,-0.7632771446612938
zs4.0_zr70.0,,0.03,16.92134552555431,39.0,1.4383389887638773,0.9059245672140706,0.741965404571496,-0.1707307615119601,-0.8896911422260803
zs4.0_zr70.0,,0.03,16.92134552555431,40.0,1.4395981441360592,0.7446443949571504,0.6501539282762594,-0.29226687978866817,-0.6848907547336996
zs4.0_zr70.0,,0.03,16.92134552555431,41.0,1.4409359967190025,0.9484695248724955,0.7450434200855679,0.01575991505231291,-0.9483385812511275
zs4.0_zr70.0,,0.03,16.92134552555431,42.0,1.4428247297772754,3.7509793784978314,3.3259636958594005,-3.740668728571537,0.2779276182803272
zs4.0_zr70.0,,0.03,16.92134552555431,43.0,1.4507731480641737,0.8033762420258843,0.5950710887447024,0.6116137037859988,0.5209050427792045
zs50.0_zr18.0,36.0,0.03,35.29072327347077,,,,,,
zs50.0_zr18.0,,0.03,35.29072327347077,0.0,1.3624748775899174,5.7507553743663244,3.970410907544556,4.742034898071405,3.253350949601977
zs50.0_zr18.0,,0.03,35.29072327347077,1.0,1.3759321006301115,6.696051895523685,4.9753778371714255,-6.373884077919161,2.052002131771542
zs50.0_zr18.0,,0.03,35.29072327347077,2.0,1.388602351562692,2.5960195316098846,1.7620032368044591,-2.588526997450182,-0.19709234376695584
zs50.0_zr18.0,,0.03,35.29072327347077,3.0,1.4000134471230905,7.909345732450977,6.416471475516052,-7.169422598510594,3.3402289621231183
zs50.0_zr18.0,,0.03,35.29072327347077,4.0,1.410558873365114,4.5293044257190305,3.6913518852207563,3.8646405414758083,2.362022875845949
zs50.0_zr18.0,,0.03,35.29072327347077,5.0,1.4177203195443986,3.6464433117532873,1.5897582015871126,-0.37500748892732977,3.6271087947673553
zs50.0_zr18.0,,0.03,35.29072327347077,6.0,1.4196090526026715,16.038597597355864,13.981912487189689,15.904108177965012,2.0726687997593
zs50.0_zr18.0,,0.03,35.29072327347077,7.0,1.421419088450183,3.712871726075797,2.564494778986619,-1.3860173481564704,-3.4444698234855204
zs50.0_zr18.0,,0.03,35.29072327347077,8.0,1.4228356382438876,2.3842415331342948,2.0815550428946925,1.7881145050342797,-1.5771031054463707
zs50.0_zr18.0,,0.03,35.29072327347077,9.0,1.4241734908268309,2.035343411764342,1.9004997196477986,2.0321825181987303,-0.11338878489506322
zs50.0_zr18.0,,0.03,35.29072327347077,10.0,1.4255900406205355,2.3692274538176283,1.9611985821013502,0.9886461632366604,2.1530948636417744
zs50.0_zr18.0,,0.03,35.29072327347077,11.0,1.4275574708895697,8.404777715519181,7.635654263281929,8.279519990504749,-1.4456269138751057
zs50.0_zr18.0,,0.03,35.29072327347077,12.0,1.429524901158604,2.5573569698314693,1.7882335175942177,-0.22954667076709312,-2.5470341570315345
zs50.0_zr18.0,,0.03,35.29072327347077,13.0,1.4308627537415473,2.176148188915875,1.7505135196284713,0.7082995956508921,-2.057652211361926
zs50.0_zr18.0,,0.03,35.29072327347077,14.0,1.4321219091137292,2.2511162539653786,1.773349949779682,0.63034644741786,-2.1610617170952806
zs50.0_zr18.0,,0.03,35.29072327347077,15.0,1.4334597616966724,2.69761021521231,1.8771218268508014,2.063208907970272,-1.7378923658529384
zs50.0_zr18.0,,0.03,35.29072327347077,16.0,1.4349550087011385,5.6192167014667485,4.79872831310524,0.8340077105507329,5.55698006805718
zs50.0_zr18.0,,0.03,35.29072327347077,17.0,1.4372372278132182,2.278483777926814,1.9064942556007234,0.6723504729556227,-2.1770239244877394
zs50.0_zr18.0,,0.03,35.29072327347077,18.0,1.4384963831854,3.227597585636701,2.708132903480387,1.325158115088973,-2.943015824765763
zs50.0_zr18.0,,0.03,35.29072327347077,19.0,1.439755538557582,4.676165771255974,3.6174879032102933,2.1321325798457473,-4.161794923134283
zs50.0_zr18.0,,0.03,35.29072327347077,20.0,1.4410933911405253,7.938779990093418,5.4989595853003586,6.9373688986884945,-3.8596813980712494
zs50.0_zr18.0,,0.03,35.29072327347077,21.0,1.4428247297772754,35.29072327347077,31.787842754869992,-35.147345702660125,3.1779300216320543
zs50.0_zr18.0,,0.03,35.29072327347077,22.0,1.4446347656247869,7.5104794878193815,4.007598969218605,5.025201427305964,5.5816353116230895
zs50.0_zr18.0,,0.03,35.29072327347077,23.0,1.4458939209969688,4.277473932584644,2.0530670772260384,3.0337110537710013,3.0155232524669384
zs50.0_zr18.0,,0.03,35.29072327347077,24.0,1.4489631122166622,3.9781251318061934,1.327262683085825,-3.9621037792380434,0.35666960461420844
zs50.0_zr18.0,,0.03,35.29072327347077,25.0,1.4506944508534123,19.89907800523158,17.248215556511212,19.788710584544532,2.0929020185919973
zs50.0_zr18.0,,0.03,35.29072327347077,26.0,1.4524257894901624,4.962960752378205,3.8770153896456883,-4.532109351961739,-2.022613223408614
zs50.0_zr18.0,,0.03,35.29072327347077,27.0,1.4536849448623443,3.085970188349516,2.673577776171687,-2.8050427798431166,-1.2864474364045937
zs50.0_zr18.0,,0.03,35.29072327347077,28.0,1.4549441002345262,2.1937012442550334,1.8304004333340955,-1.9187364252988657,-1.0633793675247856
zs50.0_zr18.0,,0.03,35.29072327347077,29.0,1.4584854747187879,9.134054500934278,7.652565125418119,5.834064399457414,7.028132341456108
zs50.0_zr18.0,,0.03,35.29072327347077,30.0,1.4600594189340153,3.2153567412487822,1.7338673657326227,-2.9124093088039205,-1.3624944005339097
zs50.0_zr18.0,,0.03,35.29072327347077,31.0,1.4613185743061972,2.4982886591157194,1.5084711714805001,-2.1126471122400745,-1.3334798098996068
zs50.0_zr18.0,,0.03,35.29072327347077,32.0,1.4626564268891404,2.2826179686964396,1.4590195571197295,-0.8873783293761527,-2.1030702535981645
zs50.0_zr18.0,,0.03,35.29072327347077,33.0,1.4639155822613223,2.4299855403756356,1.6212023122699506,-0.77158730166053,-2.3042314906169676
zs50.0_zr18.0,,0.03,35.29072327347077,34.0,1.4654895264765497,4.736839681033659,3.9280564529279736,4.159930765620331,2.2655300018010145
zs50.0_zr18.0,,0.03,35.29072327347077,35.0,1.473437944763448,1.6550085161993389,1.3742385239042532,1.5889414157229491,-0.46294531652527565
zs50.0_zr70.0,38.0,0.03,88.89949997321801,,,,,,
zs50.0_zr70.0,,0.03,88.89949997321801,0.0,1.3760894950516342,6.706121567939229,4.915222588827064,4.3620479123237645,5.0935846409548935
zs50.0_zr70.0,,0.03,88.89949997321801,1.0,1.3883662599304079,6.540342286216032,4.817734065582114,0.3089178541612458,6.533042704609082
zs50.0_zr70.0,,0.03,88.89949997321801,2.0,1.4000134471230905,11.729018662510745,9.710892009540354,-10.746380932416576,4.699486742285674
zs50.0_zr70.0,,0.03,88.89949997321801,3.0,1.4198451442349556,5.83819341354532,4.8868470946716585,2.0595984482407825,-5.462834114813309
zs50.0_zr70.0,,0.03,88.89949997321801,4.0,1.4257474350420583,5.0056953452060595,2.9897960039438276,2.2404708887927853,-4.476301607967193
zs50.0_zr70.0,,0.03,88.89949997321801,5.0,1.4275574708895697,18.456206140000635,16.440306798738405,-17.99536839505397,4.098568214448788
zs50.0_zr70.0,,0.03,88.89949997321801,6.0,1.4354271919657067,3.8538825341235925,3.429023116121384,0.8067736169714081,-3.7684913317907145
zs50.0_zr70.0,,0.03,88.89949997321801,7.0,1.441014693929764,4.995470931241536,3.238913393206696,-1.9261894161974533,4.609178251902187
zs50.0_zr70.0,,0.03,88.89949997321801,8.0,1.4428247297772754,23.553203592066637,21.39494518592319,23.44344831862513,-2.271151774165126
zs50.0_zr70.0,,0.03,88.89949997321801,9.0,1.4447134628355482,5.921392377153677,3.7631339710102294,0.17126072027916114,-5.9189152257743265
zs50.0_zr70.0,,0.03,88.89949997321801,10.0,1.4460513154184915,4.088650604644102,2.742948057067888,2.756316764782597,-3.0198976239328017
zs50.0_zr70.0,,0.03,88.89949997321801,11.0,1.448727020584378,4.110304306795322,2.7100601686833903,3.26850306269956,2.492285943382854
zs50.0_zr70.0,,0.03,88.89949997321801,12.0,1.4505370564318896,10.568260596119599,9.168016458007667,4.863075464913084,-9.382890229031489
zs50.0_zr70.0,,0.03,88.89949997321801,13.0,1.458091988664981,6.893030216877223,5.204956935781556,-4.634879263118731,-5.102132866468143
zs50.0_zr70.0,,0.03,88.89949997321801,14.0,1.4639942794720837,7.6076585358185165,4.623579843361264,-1.5175694042278514,7.454760324850414
zs50.0_zr70.0,,0.03,88.89949997321801,15.0,1.4658043153195952,34.30510042262653,31.321021730169278,33.112610101182504,-8.96632406806476
zs50.0_zr70.0,,0.03,88.89949997321801,16.0,1.467693048377868,7.2638377089772055,5.761131324908172,0.01555349756720819,-7.263821057203478
zs50.0_zr70.0,,0.03,88.89949997321801,17.0,1.473201853131164,49.58074788552852,44.63038929222903,-34.58648300966741,-35.52500181436066
zs50.0_zr70.0,,0.03,88.89949997321801,18.0,1.4748544945571527,14.959603891333904,13.886451285512692,12.117351062072638,8.77265933591973
zs50.0_zr70.0,,0.03,88.89949997321801,19.0,1.4761136499293346,11.171908985155367,9.488752852632233,9.255730710968283,6.2564366358682015
zs50.0_zr70.0,,0.03,88.89949997321801,20.0,1.4773728053015165,10.13660056215301,8.453444429629876,8.626237232907055,5.3234107636222046
zs50.0_zr70.0,,0.03,88.89949997321801,21.0,1.479812418835119,13.539793336176327,11.495315667056515,13.505809664201278,-0.9587016745224984
zs50.0_zr70.0,,0.03,88.89949997321801,22.0,1.4810715742073008,15.559890668480726,13.316265510039575,15.428927292291966,-2.014547151158692
zs50.0_zr70.0,,0.03,88.89949997321801,23.0,1.4823307295794828,22.970750467751227,20.727125309310075,22.63767876200989,-3.8975476032679164
zs50.0_zr70.0,,0.03,88.89949997321801,24.0,1.4839833710054715,83.62292576755827,74.04948573931942,-76.1030520659942,34.657166360900554
zs50.0_zr70.0,,0.03,88.89949997321801,25.0,1.4854786180099375,19.70537014595034,10.13193011771149,0.24497878503479692,-19.70384728888736
zs50.0_zr70.0,,0.03,88.89949997321801,26.0,1.4869738650144035,88.89949997321801,82.59192182606543,84.99712759665509,26.05013235678708
zs50.0_zr70.0,,0.03,88.89949997321801,27.0,1.4886265064403923,21.644080014693017,18.501492810888184,-21.629826098301805,-0.7853805699504518
zs50.0_zr70.0,,0.03,88.89949997321801,28.0,1.4898856618125742,13.36348385410513,12.699878762702717,-13.360699269482884,-0.27279250240435277
zs50.0_zr70.0,,0.03,88.89949997321801,29.0,1.491144817184756,9.77492820257147,8.935826313194383,-9.773374982785274,-0.17424927917791164
zs50.0_zr70.0,,0.03,88.89949997321801,30.0,1.492403972556938,7.733549813986399,6.894447924609313,-7.731658228432853,-0.17103731790352103
zs50.0_zr70.0,,0.03,88.89949997321801,31.0,1.49366312792912,6.406790404531061,5.8642995606222375,-6.403792261320304,-0.1959794924104504
zs50.0_zr70.0,,0.03,88.89949997321801,32.0,1.4949222833013018,5.472491318848511,5.087157886633842,-5.467688315368441,-0.2292285341220377
zs50.0_zr70.0,,0.03,88.89949997321801,33.0,1.4961814386734837,4.778023222530483,4.453983106405436,-4.770730097471511,-0.2638943957723272
zs50.0_zr70.0,,0.03,88.89949997321801,34.0,1.4974405940456657,4.241216870398755,3.9304648431262796,-4.2307753066065015,-0.2974236822508769
zs50.0_zr70.0,,0.03,88.89949997321801,35.0,1.4986997494178476,3.8137349576856323,3.4967291753191634,-3.7995262227298734,-0.32889939230939474
zs50.0_zr70.0,,0.03,88.89949997321801,36.0,1.4999589047900295,3.4652203213844763,3.142329809020664,-3.446670974226247,-0.35806573581149514
zs50.0_zr70.0,,0.03,88.89949997321801,37.0,1.5012180601622114,3.1756220351178226,2.8485638059305547,-3.1522049618155874,-0.38494050011794506
