layer,f,zs,L,window,Delta_ratio,status,n_detected_peaks,n_unique_modes,n_unresolved_groups,n_unmatched,selected_mode_ids,z_hat,abs_error,D_true_over_Dmax,global_peak_depth,second_peak_depth,second_peak_ratio,local_FWHM,margin_10m,margin_20m
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,500.0,0.15,OK,18,0,15,3,384;361;304;197;187;177;152;136;120;106;91;76;48;18;1,172.0,28.0,0.12744228257523083,172.0,186.0,0.984716414406755,44.0,0.1561545342189557,0.14100914841338127
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,500.0,0.15,OK,17,0,14,3,584;348;191;177;162;149;137;125;112;98;82;55;25;4,184.0,16.0,0.2161923385640605,184.0,182.0,0.9992872253532088,MULTIPEAK,0.2604972068571496,0.24623140729268075
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,500.0,0.15,OK,17,0,15,2,709;460;429;212;178;165;153;140;126;111;95;67;37;15;1,166.0,34.0,0.02028034523210146,166.0,150.0,0.9778568062324215,MULTIPEAK,0.04965103033882639,0.039391030355597455
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,500.0,0.15,OK,17,0,14,3,832;599;509;270;256;221;155;141;126;108;78;48;26;6,178.0,22.0,0.1724623750592795,178.0,172.0,0.9992963847889538,28.0,0.21765398095644053,0.1745585938151781
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,0.0,0.15,OK,16,0,13,3,361;304;187;177;152;136;120;106;91;76;48;17;1,186.0,14.0,0.12831614045603398,186.0,172.0,0.9835042550786272,44.0,0.15413422096640012,0.14368348324849484
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,0.0,0.15,OK,17,0,14,3,584;348;191;177;162;149;137;125;112;98;81;55;25;3,182.0,18.0,0.1421176002807697,182.0,180.0,0.9462454974460841,MULTIPEAK,0.20058700162945897,0.15019104520374998
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,0.0,0.15,OK,15,0,13,2,709;429;212;178;165;153;140;126;96;67;36;14;1,166.0,34.0,0.004982267974570889,166.0,168.0,0.9691904799947595,MULTIPEAK,0.021845380172390867,0.01371612568550099
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,0.0,0.15,OK,14,0,11,3,832;599;508;255;141;126;109;78;47;26;6,170.0,30.0,0.27849375636284596,170.0,172.0,0.944026224250135,MULTIPEAK,0.3823632821086145,0.47778004101614646
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,100.0,0.2,OK,16,0,14,2,383;360;332;304;177;153;136;120;105;90;76;48;18;1,168.0,32.0,0.14076767122544157,168.0,166.0,0.9747413154835187,22.0,0.3361373434298723,0.31709237553080627
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,100.0,0.2,OK,16,0,14,2,584;345;192;178;162;149;137;125;112;98;82;55;25;4,184.0,16.0,0.2202939907987145,184.0,182.0,0.9993850909998266,MULTIPEAK,0.2317370363625933,0.24228888529300405
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,100.0,0.2,OK,18,0,15,3,709;460;429;212;177;165;153;140;126;111;95;67;37;15;1,150.0,50.0,0.03717397687772019,150.0,152.0,0.9811510350309789,MULTIPEAK,0.09028985438827918,0.06812699297394363
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,100.0,0.2,OK,16,0,13,3,832;599;564;509;270;257;141;125;108;78;48;26;6,180.0,20.0,0.16862384586667736,180.0,178.0,0.9915107395057348,24.0,0.2723941682433673,0.16862384586667736
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,250.0,0.2,OK,18,0,15,3,383;360;304;196;187;177;153;136;120;106;91;76;48;18;1,168.0,32.0,0.15565875733995,168.0,166.0,0.981936055103815,44.0,0.19228313746346443,0.22751569556400075
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,250.0,0.2,OK,17,0,14,3,584;347;192;177;162;149;137;125;112;98;82;55;25;3,184.0,16.0,0.14725482745195337,184.0,186.0,0.9724080651525724,MULTIPEAK,0.1733578079407708,0.18602699946701454
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,250.0,0.2,OK,18,0,15,3,709;460;429;213;178;165;153;140;126;111;95;67;37;15;1,154.0,46.0,0.03498419165221158,154.0,156.0,0.9807398125427451,MULTIPEAK,0.13847119625483953,0.057713592139867015
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,250.0,0.2,OK,16,0,13,3,832;599;508;270;256;155;141;125;108;78;48;27;6,180.0,20.0,0.13855039212598727,180.0,178.0,0.9947026004204532,26.0,0.17242244393693723,0.13855039212598727
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,500.0,0.2,OK,18,0,15,3,384;361;304;197;187;177;152;136;120;106;91;76;48;18;1,172.0,28.0,0.14000846722321153,172.0,170.0,0.9834897706948512,44.0,0.1841888093949908,0.16031019168238378
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,500.0,0.2,OK,17,0,14,3,584;348;191;177;162;149;137;125;112;98;82;55;25;4,182.0,18.0,0.22183850216920542,182.0,184.0,0.9958941703235001,MULTIPEAK,0.27237160702104446,0.24898136905728663
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,500.0,0.2,OK,17,0,15,2,709;460;429;212;178;165;153;140;126;111;95;67;37;15;1,230.0,30.0,0.02226383545788269,230.0,150.0,0.9900913118116215,MULTIPEAK,0.05022268382051686,0.04277898411191691
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,500.0,0.2,OK,17,0,14,3,832;599;509;270;256;221;155;141;126;108;78;48;26;6,172.0,28.0,0.1811246412399981,172.0,178.0,0.9984966642873665,32.0,0.22173676771429654,0.1825250760330057
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,0.0,0.2,OK,16,0,13,3,361;304;187;177;152;136;120;106;91;76;48;17;1,172.0,28.0,0.1423880349525754,172.0,170.0,0.99570707672258,44.0,0.1790432812456162,0.1609747015123395
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,0.0,0.2,OK,17,0,14,3,584;348;191;177;162;149;137;125;112;98;81;55;25;3,182.0,18.0,0.14809939584180587,182.0,180.0,0.9470164590450469,MULTIPEAK,0.20824255764529456,0.15638523958828177
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,0.0,0.2,OK,15,0,13,2,709;429;212;178;165;153;140;126;96;67;36;14;1,166.0,34.0,0.004044174770017081,166.0,168.0,0.962941318951944,MULTIPEAK,0.018124771797183758,0.011042971753349454
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,0.0,0.2,OK,14,0,11,3,832;599;508;255;141;126;109;78;47;26;6,170.0,30.0,0.27629588048903747,170.0,172.0,0.9431363868317489,MULTIPEAK,0.3718689885295916,0.4676752001420414
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,250.0,0.1,OK,31,1,29,1,511;484;472;460;448;434;421;405;389;365;295;253;244;236;227;218;209;200;189;180;166;153;140;125;112;98;71;43;13;1,224.0,24.0,0.0013780951784634033,224.0,242.0,0.9009943175861321,MULTIPEAK,0.001991045591048692,0.0023329637061523132
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,250.0,0.1,OK,20,0,18,2,632;622;595;571;347;308;228;207;193;170;146;134;122;108;94;75;45;1,250.0,50.0,0.137929745288726,250.0,248.0,0.9969440423719953,MULTIPEAK,1.311983830946297,0.23584465448884762
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,250.0,0.1,OK,17,0,15,2,743;719;471;420;269;248;233;217;193;135;121;105;88;58;12,242.0,42.0,0.23506590632992005,242.0,244.0,0.9712718598896581,MULTIPEAK,1.3355123757043603,0.45650117708248844
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,250.0,0.1,OK,23,0,21,2,863;632;606;576;552;527;499;473;445;322;311;301;278;256;152;136;104;76;45;23;2,170.0,30.0,0.03412922565541584,170.0,168.0,0.9988595975496465,MULTIPEAK,0.0883477946017961,0.11025868949468431
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,250.0,0.1,OK,26,0,24,2,623;609;590;579;469;426;354;317;292;260;210;200;189;173;163;153;140;124;98;84;69;41;13;1,236.0,36.0,0.2869526193344308,236.0,238.0,0.9571249613686882,MULTIPEAK,1.8126599779576147,0.48705026353617376
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,250.0,0.1,OK,20,0,18,2,741;732;715;550;531;517;503;418;380;331;303;196;186;174;150;108;52;3,238.0,38.0,0.7752195349596097,238.0,164.0,0.926671830455294,MULTIPEAK,1.1784812556146793,4.834067961929885
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,250.0,0.1,OK,36,0,32,4,888;869;713;691;671;653;578;546;529;441;383;367;342;285;276;266;257;247;236;226;216;205;193;178;162;147;133;119;102;65;32;10,250.0,50.0,0.17214064144806326,250.0,214.0,0.7633950248597859,MULTIPEAK,0.3038817733496558,0.5055266081738612
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,250.0,0.1,OK,34,0,31,3,1077;1043;796;783;769;754;584;544;509;487;465;437;331;322;313;303;284;274;263;252;241;229;212;176;137;122;102;74;45;23;3,204.0,4.0,0.17033816131676355,204.0,206.0,0.9275242397233173,MULTIPEAK,0.48647094703802984,1.3771638249104434
