scenario,trial,noise,layer,truth_r_km,truth_theta_deg,truth_z,truth_v,truth_psi_deg,est_r_km,est_theta_deg,est_v,est_psi_deg,est_z,err_r_km,err_theta_deg,err_v,err_psi_deg,err_z,abs_err_r_km,abs_err_theta_deg,abs_err_v,abs_err_psi_deg,abs_err_z,ci_r_km,ci_theta_deg,ci_v,ci_psi_deg,ci_z_m,cov_r,cov_theta,cov_v,cov_psi,cov_z,n_acc
B-L,25,3,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,3,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,45.48625,0.43,2.729125,-7.29125,,-4.477605132688545,0.1181680288053173,0.9062090169443646,-8.281935624292567,,4.477605132688545,0.1181680288053173,0.9062090169443646,8.281935624292567,,15.0,0.0,1.2,6.000000000000001,,True,False,True,False,True,404
B-L,25,3,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,56.9,0.5,2.68,-10.48,212.0,6.936144867311455,0.1881680288053129,0.8570840169443645,-11.470685624292566,5.025956126750771,6.936144867311455,0.1881680288053129,0.8570840169443645,11.470685624292566,5.025956126750771,2.0,0.0,0.2000000000000001,2.0000000000000013,0.0,False,False,False,False,False,4
B-L,25,4,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,4,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,49.48625,0.43,2.729125,-5.291250000000001,,-0.4776051326885451,0.1181680288053173,0.9062090169443646,-6.281935624292563,,0.4776051326885451,0.1181680288053173,0.9062090169443646,6.281935624292563,,15.0,0.0,1.6,8.000000000000002,,True,False,True,False,True,782
B-L,25,4,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,56.84,0.38,1.848,-9.28,212.0,6.87614486731146,0.0681680288053204,0.0250840169443646,-10.270685624292565,5.025956126750771,6.87614486731146,0.0681680288053204,0.0250840169443646,10.270685624292565,5.025956126750771,9.0,0.0,0.5999999999999999,4.000000000000001,40.0,True,False,True,False,True,6
B-L,25,5,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,5,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,45.98625,0.43,2.729125,-5.291250000000001,,-3.977605132688545,0.1181680288053173,0.9062090169443646,-6.281935624292563,,3.977605132688545,0.1181680288053173,0.9062090169443646,6.281935624292563,,15.0,0.0,1.6,8.000000000000002,,True,False,True,False,True,718
B-L,25,5,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,60.0,0.5,2.3519999999999994,-8.319999999999999,192.0,10.036144867311457,0.1881680288053129,0.5290840169443642,-9.310685624292548,-14.97404387324923,10.036144867311457,0.1881680288053129,0.5290840169443642,9.310685624292548,14.97404387324923,15.0,0.0,0.6000000000000001,12.000000000000002,40.0,True,False,False,False,True,35
B-L,25,6,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,6,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,47.98625,0.43,2.729125,-7.29125,,-1.977605132688545,0.1181680288053173,0.9062090169443646,-8.281935624292567,,1.977605132688545,0.1181680288053173,0.9062090169443646,8.281935624292567,,15.0,0.0,1.4,6.000000000000001,,True,False,True,False,True,462
B-L,25,6,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,45.16,0.38,1.2319999999999998,-12.72,192.0,-4.803855132688547,0.0681680288053204,-0.5909159830556354,-13.710685624292552,-14.97404387324923,4.803855132688547,0.0681680288053204,0.5909159830556354,13.710685624292552,14.97404387324923,2.5,0.0,0.3999999999999999,4.000000000000001,40.0,False,False,False,False,True,36
B-L,25,7,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,7,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,51.48625,0.4545,2.729125,-5.291250000000001,,1.522394867311455,0.1426680288053234,0.9062090169443646,-6.281935624292563,,1.522394867311455,0.1426680288053234,0.9062090169443646,6.281935624292563,,15.0,0.0,1.6,8.000000000000002,,True,False,True,False,True,817
B-L,25,7,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,46.5,0.5,1.4,-10.48,192.0,-3.4638551326885434,0.1881680288053129,-0.4229159830556352,-11.470685624292566,-14.97404387324923,3.4638551326885434,0.1881680288053129,0.4229159830556352,11.470685624292566,14.97404387324923,2.5,0.0,0.5999999999999999,6.000000000000001,40.0,False,False,False,False,True,8
B-L,25,8,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,8,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,52.48625,0.43,2.729125,-7.29125,,2.522394867311455,0.1181680288053173,0.9062090169443646,-8.281935624292567,,2.522394867311455,0.1181680288053173,0.9062090169443646,8.281935624292567,,15.0,0.0,1.6,6.000000000000001,,True,False,True,False,True,561
B-L,25,8,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,59.0,0.5,2.672,-10.72,212.0,9.036144867311457,0.1881680288053129,0.8490840169443645,-11.71068562429255,5.025956126750771,9.036144867311457,0.1881680288053129,0.8490840169443645,11.71068562429255,5.025956126750771,11.5,0.0,1.2,4.000000000000001,20.0,True,False,True,False,True,6
B-L,25,9,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,9,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,53.48625,0.4545,2.729125,-7.29125,,3.522394867311455,0.1426680288053234,0.9062090169443646,-8.281935624292567,,3.522394867311455,0.1426680288053234,0.9062090169443646,8.281935624292567,,15.0,0.0,1.6,6.000000000000001,,True,False,True,False,True,582
B-L,25,9,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,51.44,0.38,2.752,-6.319999999999999,212.0,1.4761448673114543,0.0681680288053204,0.9290840169443646,-7.310685624292544,5.025956126750771,1.4761448673114543,0.0681680288053204,0.9290840169443646,7.310685624292544,5.025956126750771,8.5,0.0,1.0,8.000000000000002,40.0,False,False,True,False,True,113
B-L,25,10,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,10,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,51.23625,0.43,2.729125,-7.29125,,1.272394867311455,0.1181680288053173,0.9062090169443646,-8.281935624292567,,1.272394867311455,0.1181680288053173,0.9062090169443646,8.281935624292567,,15.0,0.0,1.6,6.000000000000001,,True,False,True,False,True,537
B-L,25,10,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,60.0,0.5,2.8,-8.0,212.0,10.036144867311457,0.1881680288053129,0.9770840169443646,-8.990685624292567,5.025956126750771,10.036144867311457,0.1881680288053129,0.9770840169443646,8.990685624292567,5.025956126750771,11.0,0.0,1.2,6.000000000000001,40.0,True,False,True,False,True,3
B-L,25,11,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,11,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,53.73625,0.4545,2.729125,-7.29125,,3.772394867311455,0.1426680288053234,0.9062090169443646,-8.281935624292567,,3.772394867311455,0.1426680288053234,0.9062090169443646,8.281935624292567,,15.0,0.0,1.6,6.000000000000001,,True,False,True,False,True,588
B-L,25,11,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,55.5,0.38,2.968,-2.72,212.0,5.536144867311457,0.0681680288053204,1.1450840169443648,-3.710685624292565,5.025956126750771,5.536144867311457,0.0681680288053204,1.1450840169443648,3.710685624292565,5.025956126750771,0.0,0.0,0.2000000000000001,0.0,0.0,False,False,False,False,False,2
B-L,25,12,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,12,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,53.73625,0.43,2.729125,-7.29125,,3.772394867311455,0.1181680288053173,0.9062090169443646,-8.281935624292567,,3.772394867311455,0.1181680288053173,0.9062090169443646,8.281935624292567,,15.0,0.0,1.6,6.000000000000001,,True,False,True,False,True,589
B-L,25,12,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,48.1,0.32,1.6719999999999997,2.72,192.0,-1.863855132688542,0.0081680288053241,-0.1509159830556354,1.7293143757074534,-14.97404387324923,1.863855132688542,0.0081680288053241,0.1509159830556354,1.7293143757074534,14.97404387324923,2.5,0.0,0.5999999999999999,2.0,40.0,False,False,False,True,True,9
B-L,25,13,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,13,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,52.98625,0.43,2.729125,-7.29125,,3.022394867311455,0.1181680288053173,0.9062090169443646,-8.281935624292567,,3.022394867311455,0.1181680288053173,0.9062090169443646,8.281935624292567,,15.0,0.0,1.6,6.000000000000001,,True,False,True,False,True,577
B-L,25,13,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,45.44,0.5,2.52,-7.2,168.8,-4.523855132688546,0.1881680288053129,0.6970840169443644,-8.190685624292566,-38.17404387324922,4.523855132688546,0.1881680288053129,0.6970840169443644,8.190685624292566,38.17404387324922,7.0,0.0,0.9999999999999998,3.999999999999999,40.0,True,False,True,False,True,7
B-L,25,14,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,14,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,51.23625,0.43,2.729125,-7.29125,,1.272394867311455,0.1181680288053173,0.9062090169443646,-8.281935624292567,,1.272394867311455,0.1181680288053173,0.9062090169443646,8.281935624292567,,15.0,0.0,1.6,6.000000000000001,,True,False,True,False,True,536
B-L,25,14,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,46.84,0.38,1.432,-12.72,212.0,-3.12385513268854,0.0681680288053204,-0.3909159830556352,-13.710685624292552,5.025956126750771,3.12385513268854,0.0681680288053204,0.3909159830556352,13.710685624292552,5.025956126750771,13.0,0.0,1.6,6.000000000000001,40.0,True,False,True,False,True,140
B-L,25,15,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,15,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,53.23625,0.43,2.729125,-7.29125,,3.272394867311455,0.1181680288053173,0.9062090169443646,-8.281935624292567,,3.272394867311455,0.1181680288053173,0.9062090169443646,8.281935624292567,,15.0,0.0,1.6,6.000000000000001,,True,False,True,False,True,579
B-L,25,15,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.9,0.5,2.4719999999999995,-9.2,212.0,0.9361448673114552,0.1881680288053129,0.6490840169443644,-10.190685624292568,5.025956126750771,0.9361448673114552,0.1881680288053129,0.6490840169443644,10.190685624292568,5.025956126750771,12.5,0.0,1.6,6.000000000000001,40.0,True,False,True,False,True,120
B-L,25,16,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,16,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,49.73625,0.43,2.729125,-7.29125,,-0.2276051326885451,0.1181680288053173,0.9062090169443646,-8.281935624292567,,0.2276051326885451,0.1181680288053173,0.9062090169443646,8.281935624292567,,15.0,0.0,1.4,6.000000000000001,,True,False,True,False,True,505
B-L,25,16,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,56.24,0.38,2.152,-9.2,212.0,6.276144867311459,0.0681680288053204,0.3290840169443645,-10.190685624292568,5.025956126750771,6.276144867311459,0.0681680288053204,0.3290840169443645,10.190685624292568,5.025956126750771,3.0,0.0,0.1999999999999997,4.000000000000001,40.0,False,False,False,False,True,4
B-L,25,17,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,17,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.23625,0.43,2.729125,-7.29125,,0.2723948673114549,0.1181680288053173,0.9062090169443646,-8.281935624292567,,0.2723948673114549,0.1181680288053173,0.9062090169443646,8.281935624292567,,15.0,0.0,1.4,6.000000000000001,,True,False,True,False,True,514
B-L,25,17,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.84,0.5,1.6,-12.000000000000002,192.0,0.87614486731146,0.1881680288053129,-0.2229159830556353,-12.990685624292547,-14.97404387324923,0.87614486731146,0.1881680288053129,0.2229159830556353,12.990685624292547,14.97404387324923,5.5,0.0,0.3999999999999999,4.000000000000001,40.0,True,False,False,False,True,7
B-L,25,18,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,18,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,48.98625,0.43,2.729125,-7.29125,,-0.9776051326885452,0.1181680288053173,0.9062090169443646,-8.281935624292567,,0.9776051326885452,0.1181680288053173,0.9062090169443646,8.281935624292567,,15.0,0.0,1.4,6.000000000000001,,True,False,True,False,True,488
B-L,25,18,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,54.0,0.5,2.6,-8.0,168.8,4.036144867311457,0.1881680288053129,0.7770840169443645,-8.990685624292567,-38.17404387324922,4.036144867311457,0.1881680288053129,0.7770840169443645,8.990685624292567,38.17404387324922,0.0,0.0,0.2000000000000001,4.000000000000001,0.0,False,False,False,False,False,2
B-L,25,19,M0_prior,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,50.0,0.0,2.0,0.0,200.0,0.0361448673114566,-0.3118319711946813,0.1770840169443648,-0.9906856242925556,-6.974043873249229,0.0361448673114566,0.3118319711946813,0.1770840169443648,0.9906856242925556,6.974043873249229,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,25,19,M1_RC2,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,47.98625,0.43,2.729125,-7.29125,,-1.977605132688545,0.1181680288053173,0.9062090169443646,-8.281935624292567,,1.977605132688545,0.1181680288053173,0.9062090169443646,8.281935624292567,,15.0,0.0,1.4,6.000000000000001,,True,False,True,False,True,469
B-L,25,19,M2_RC2_RC3,49.96385513268854,0.3118319711946851,206.97404387324923,1.8229159830556352,0.9906856242925568,53.06,0.5,2.3999999999999995,-11.68,168.8,3.096144867311459,0.1881680288053129,0.5770840169443643,-12.670685624292569,-38.17404387324922,3.096144867311459,0.1881680288053129,0.5770840169443643,12.670685624292569,38.17404387324922,5.5,0.0,0.6000000000000001,4.000000000000001,40.0,True,False,False,False,True,13
B-L,26,0,M0_prior,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,50.0,0.0,2.0,0.0,200.0,0.2996321316126398,0.3905043541239344,0.051973123232172,-1.5353243785939066,-5.142164281961925,0.2996321316126398,0.3905043541239344,0.051973123232172,1.5353243785939066,5.142164281961925,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,26,0,M1_RC2,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,52.48625,-0.4545,2.729125,5.291250000000001,,2.785882131612638,-0.0639956458760703,0.7810981232321719,3.755925621406101,,2.785882131612638,0.0639956458760703,0.7810981232321719,3.755925621406101,,15.0,0.0,1.6,8.000000000000002,,True,False,True,False,True,835
B-L,26,0,M2_RC2_RC3,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,53.5,-0.5,1.7999999999999998,10.0,192.0,3.79963213161264,-0.1094956458760598,-0.1480268767678281,8.464675621406107,-13.142164281961923,3.79963213161264,0.1094956458760598,0.1480268767678281,8.464675621406107,13.142164281961923,10.0,0.0,0.5999999999999999,6.000000000000001,40.0,True,False,True,False,True,56
B-L,26,1,M0_prior,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,50.0,0.0,2.0,0.0,200.0,0.2996321316126398,0.3905043541239344,0.051973123232172,-1.5353243785939066,-5.142164281961925,0.2996321316126398,0.3905043541239344,0.051973123232172,1.5353243785939066,5.142164281961925,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,26,1,M1_RC2,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,47.48625,-0.4545,2.729125,5.291250000000001,,-2.214117868387362,-0.0639956458760703,0.7810981232321719,3.755925621406101,,2.214117868387362,0.0639956458760703,0.7810981232321719,3.755925621406101,,15.0,0.0,1.6,8.000000000000002,,True,False,True,False,True,748
B-L,26,1,M2_RC2_RC3,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,56.6,-0.5,1.3279999999999998,11.52,212.0,6.899632131612641,-0.1094956458760598,-0.6200268767678281,9.984675621406089,6.857835718038075,6.899632131612641,0.1094956458760598,0.6200268767678281,9.984675621406089,6.857835718038075,9.5,0.0,0.9999999999999998,6.000000000000001,40.0,False,False,True,False,True,110
B-L,26,2,M0_prior,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,50.0,0.0,2.0,0.0,200.0,0.2996321316126398,0.3905043541239344,0.051973123232172,-1.5353243785939066,-5.142164281961925,0.2996321316126398,0.3905043541239344,0.051973123232172,1.5353243785939066,5.142164281961925,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,26,2,M1_RC2,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,52.98625,-0.4545,2.729125,5.291250000000001,,3.285882131612638,-0.0639956458760703,0.7810981232321719,3.755925621406101,,3.285882131612638,0.0639956458760703,0.7810981232321719,3.755925621406101,,15.0,0.0,1.6,8.000000000000002,,True,False,True,False,True,843
B-L,26,2,M2_RC2_RC3,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,49.44,-0.5,2.632,4.32,192.0,-0.2603678683873625,-0.1094956458760598,0.6839731232321717,2.7846756214061044,-13.142164281961923,0.2603678683873625,0.1094956458760598,0.6839731232321717,2.7846756214061044,13.142164281961923,6.0,0.0,0.4000000000000003,4.0,40.0,True,False,False,False,True,21
B-L,26,3,M0_prior,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,50.0,0.0,2.0,0.0,200.0,0.2996321316126398,0.3905043541239344,0.051973123232172,-1.5353243785939066,-5.142164281961925,0.2996321316126398,0.3905043541239344,0.051973123232172,1.5353243785939066,5.142164281961925,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,26,3,M1_RC2,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,48.48625,-0.4545,2.729125,5.291250000000001,,-1.214117868387362,-0.0639956458760703,0.7810981232321719,3.755925621406101,,1.214117868387362,0.0639956458760703,0.7810981232321719,3.755925621406101,,15.0,0.0,1.6,8.000000000000002,,True,False,True,False,True,766
B-L,26,3,M2_RC2_RC3,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,59.34,-0.5,2.552,8.48,212.0,9.639632131612643,-0.1094956458760598,0.6039731232321717,6.9446756214061,6.857835718038075,9.639632131612643,0.1094956458760598,0.6039731232321717,6.9446756214061,6.857835718038075,11.5,0.0,1.2,4.000000000000001,40.0,True,False,True,False,True,4
B-L,26,4,M0_prior,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,50.0,0.0,2.0,0.0,200.0,0.2996321316126398,0.3905043541239344,0.051973123232172,-1.5353243785939066,-5.142164281961925,0.2996321316126398,0.3905043541239344,0.051973123232172,1.5353243785939066,5.142164281961925,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,26,4,M1_RC2,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,47.98625,-0.4755,2.807875,5.816250000000001,,-1.714117868387362,-0.0849956458760537,0.8598481232321722,4.280925621406095,,1.714117868387362,0.0849956458760537,0.8598481232321722,4.280925621406095,,15.0,0.0,1.6,8.000000000000002,,True,False,True,False,True,757
B-L,26,4,M2_RC2_RC3,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,59.06,-0.32,1.872,-4.48,192.0,9.359632131612642,0.0705043541239289,-0.076026876767828,-6.015324378593908,-13.142164281961923,9.359632131612642,0.0705043541239289,0.076026876767828,6.015324378593908,13.142164281961923,2.0,0.0,0.0,2.0000000000000004,20.0,False,False,False,False,True,3
B-L,26,5,M0_prior,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,50.0,0.0,2.0,0.0,200.0,0.2996321316126398,0.3905043541239344,0.051973123232172,-1.5353243785939066,-5.142164281961925,0.2996321316126398,0.3905043541239344,0.051973123232172,1.5353243785939066,5.142164281961925,15.0,10.0,2.0,30.0,100.0,True,True,True,True,True,61659
B-L,26,5,M1_RC2,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,50.98625,-0.4545,2.729125,5.291250000000001,,1.285882131612638,-0.0639956458760703,0.7810981232321719,3.755925621406101,,1.285882131612638,0.0639956458760703,0.7810981232321719,3.755925621406101,,15.0,0.0,1.6,8.000000000000002,,True,False,True,False,True,807
B-L,26,5,M2_RC2_RC3,49.70036786838736,-0.3905043541239394,205.14216428196195,1.948026876767828,1.5353243785939004,57.34,-0.5,2.648,10.0,212.0,7.639632131612643,-0.1094956458760598,0.6999731232321718,8.464675621406107,6.857835718038075,7.639632131612643,0.1094956458760598,0.6999731232321718,8.464675621406107,6.857835718038075,4.0,0.0,0.2000000000000001,6.0,20.0,False,False,False,False,True,5
