span,zs,snr,k_peak,abs_g
sufficient_4990m,4.0,R0_NOISELESS,1.362601963515895,159.73533140779455
sufficient_4990m,4.0,R0_NOISELESS,1.3760242954098958,495.7137990217515
sufficient_4990m,4.0,R0_NOISELESS,1.3886796369099537,777.5742111725178
sufficient_4990m,4.0,R0_NOISELESS,1.4001844928190972,665.3301315558436
sufficient_4990m,4.0,R0_NOISELESS,1.4105388631373263,181.3064343229108
sufficient_4990m,4.0,R0_NOISELESS,1.4197427478646412,460.1591022511926
sufficient_4990m,4.0,R0_NOISELESS,1.4258786710161844,148.74629151559256
sufficient_4990m,4.0,R0_NOISELESS,1.4277961470010416,770.3926491908974
sufficient_4990m,4.0,R0_NOISELESS,1.4293301277889274,232.68996756948982
sufficient_4990m,4.0,R0_NOISELESS,1.4308641085768132,154.9713771448431
sufficient_4990m,4.0,R0_NOISELESS,1.433165079758642,174.34136103506077
sufficient_4990m,4.0,R0_NOISELESS,1.4350825557434992,506.54606145487713
sufficient_4990m,4.0,R0_NOISELESS,1.4427524596829282,173.19981224630814
sufficient_4990m,4.0,R1_20dB,1.362601963515895,160.1664017355142
sufficient_4990m,4.0,R1_20dB,1.3760242954098958,490.56294666626064
sufficient_4990m,4.0,R1_20dB,1.3886796369099537,775.8196465027858
sufficient_4990m,4.0,R1_20dB,1.4001844928190972,660.3421533038892
sufficient_4990m,4.0,R1_20dB,1.4105388631373263,183.74002315122982
sufficient_4990m,4.0,R1_20dB,1.4166747862888696,74.42758952285719
sufficient_4990m,4.0,R1_20dB,1.4197427478646412,458.40225833261394
sufficient_4990m,4.0,R1_20dB,1.4258786710161844,152.17911337577317
sufficient_4990m,4.0,R1_20dB,1.4277961470010416,768.7932865687453
sufficient_4990m,4.0,R1_20dB,1.4293301277889274,235.15038317410938
sufficient_4990m,4.0,R1_20dB,1.4308641085768132,154.6643526856827
sufficient_4990m,4.0,R1_20dB,1.433165079758642,174.47362400079555
sufficient_4990m,4.0,R1_20dB,1.4350825557434992,503.8085331268901
sufficient_4990m,4.0,R1_20dB,1.4427524596829282,169.34351485422658
sufficient_4990m,50.0,R0_NOISELESS,1.3760242954098958,83.70714115078397
sufficient_4990m,50.0,R0_NOISELESS,1.3882961417129822,78.9401568880438
sufficient_4990m,50.0,R0_NOISELESS,1.4001844928190972,140.9409125397445
sufficient_4990m,50.0,R0_NOISELESS,1.4197427478646412,68.9926752276523
sufficient_4990m,50.0,R0_NOISELESS,1.4274126518040702,220.83031317637202
sufficient_4990m,50.0,R0_NOISELESS,1.4427524596829282,278.87343550535786
sufficient_4990m,50.0,R0_NOISELESS,1.4504223636223572,123.10159002063982
sufficient_4990m,50.0,R0_NOISELESS,1.4580922675617862,84.65942153482729
sufficient_4990m,50.0,R0_NOISELESS,1.4657621715012152,406.96031471256316
sufficient_4990m,50.0,R0_NOISELESS,1.4730485802436728,581.6189870913853
sufficient_4990m,50.0,R0_NOISELESS,1.47496605622853,177.3835382842861
sufficient_4990m,50.0,R0_NOISELESS,1.4772670274103588,116.14221385276268
sufficient_4990m,50.0,R0_NOISELESS,1.479951493789159,157.39323021592904
sufficient_4990m,50.0,R0_NOISELESS,1.4822524649709876,268.1414666641844
sufficient_4990m,50.0,R0_NOISELESS,1.4841699409558449,957.7933997311197
sufficient_4990m,50.0,R0_NOISELESS,1.486854407334645,1047.435727503899
sufficient_4990m,50.0,R0_NOISELESS,1.4887718833195023,249.73300640928161
sufficient_4990m,50.0,R0_NOISELESS,1.491072854501331,117.1808713126143
sufficient_4990m,50.0,R0_NOISELESS,1.4937573208801311,76.71178980550638
sufficient_4990m,50.0,R1_20dB,1.3760242954098958,85.1183008415731
sufficient_4990m,50.0,R1_20dB,1.3882961417129822,74.86011925216778
sufficient_4990m,50.0,R1_20dB,1.4001844928190972,139.2972245033406
sufficient_4990m,50.0,R1_20dB,1.4197427478646412,67.11123311450748
sufficient_4990m,50.0,R1_20dB,1.4274126518040702,223.08156735882358
sufficient_4990m,50.0,R1_20dB,1.4427524596829282,279.67430566822543
sufficient_4990m,50.0,R1_20dB,1.4504223636223572,124.11927130723268
sufficient_4990m,50.0,R1_20dB,1.4580922675617862,81.10838844625899
sufficient_4990m,50.0,R1_20dB,1.4657621715012152,408.28706042728
sufficient_4990m,50.0,R1_20dB,1.4730485802436728,577.9037474765202
sufficient_4990m,50.0,R1_20dB,1.47496605622853,178.34379508034118
sufficient_4990m,50.0,R1_20dB,1.4772670274103588,116.8624860023762
sufficient_4990m,50.0,R1_20dB,1.479951493789159,157.2416534596397
sufficient_4990m,50.0,R1_20dB,1.4822524649709876,270.2969181323412
sufficient_4990m,50.0,R1_20dB,1.4841699409558449,951.4131017872115
sufficient_4990m,50.0,R1_20dB,1.486854407334645,1041.7483191712533
sufficient_4990m,50.0,R1_20dB,1.4887718833195023,249.69891382362718
sufficient_4990m,50.0,R1_20dB,1.491072854501331,117.58510117952974
sufficient_4990m,50.0,R1_20dB,1.4937573208801311,78.41476863885423
insufficient_1990m,4.0,R0_NOISELESS,1.362601963515895,80.45768389844288
insufficient_1990m,4.0,R0_NOISELESS,1.3672039058795524,33.126155560467055
insufficient_1990m,4.0,R0_NOISELESS,1.371038857849267,40.68964408771237
insufficient_1990m,4.0,R0_NOISELESS,1.3764077906068672,217.92814228001265
insufficient_1990m,4.0,R0_NOISELESS,1.3810097329705247,86.0850498964463
insufficient_1990m,4.0,R0_NOISELESS,1.3840776945462963,97.84635698011775
insufficient_1990m,4.0,R0_NOISELESS,1.3886796369099537,361.24087133326844
insufficient_1990m,4.0,R0_NOISELESS,1.3928980840766396,100.89150809544694
insufficient_1990m,4.0,R0_NOISELESS,1.3959660456524112,98.86710487190649
insufficient_1990m,4.0,R0_NOISELESS,1.3998009976221257,303.63870292155366
insufficient_1990m,4.0,R0_NOISELESS,1.4040194447888117,52.25437114851649
insufficient_1990m,4.0,R0_NOISELESS,1.4070874063645833,33.0945261014114
insufficient_1990m,4.0,R0_NOISELESS,1.4105388631373263,84.99432542323824
insufficient_1990m,4.0,R0_NOISELESS,1.4155243006979552,45.802369861211616
insufficient_1990m,4.0,R0_NOISELESS,1.4197427478646412,210.85526902947643
insufficient_1990m,4.0,R0_NOISELESS,1.4235776998343557,82.15501665448986
insufficient_1990m,4.0,R0_NOISELESS,1.4274126518040702,305.77629470763526
insufficient_1990m,4.0,R0_NOISELESS,1.4346990605465277,197.7241767070868
insufficient_1990m,4.0,R0_NOISELESS,1.443519450076871,72.9481825630209
insufficient_1990m,4.0,R0_NOISELESS,1.4473544020465856,27.0959948161173
insufficient_1990m,4.0,R0_NOISELESS,1.4508058588193287,29.996776187964752
insufficient_1990m,4.0,R1_20dB,1.362601963515895,80.43116973531025
insufficient_1990m,4.0,R1_20dB,1.371038857849267,38.64260056305999
insufficient_1990m,4.0,R1_20dB,1.3764077906068672,214.91458450337407
insufficient_1990m,4.0,R1_20dB,1.3810097329705247,86.06983976163531
insufficient_1990m,4.0,R1_20dB,1.3840776945462963,96.96141974751252
insufficient_1990m,4.0,R1_20dB,1.3886796369099537,361.7931330457165
insufficient_1990m,4.0,R1_20dB,1.3928980840766396,98.09411115755766
insufficient_1990m,4.0,R1_20dB,1.3959660456524112,98.6702291788614
insufficient_1990m,4.0,R1_20dB,1.3998009976221257,303.32171318547813
insufficient_1990m,4.0,R1_20dB,1.4040194447888117,54.29280143299995
insufficient_1990m,4.0,R1_20dB,1.4105388631373263,84.68193489239346
insufficient_1990m,4.0,R1_20dB,1.4155243006979552,45.93031628665594
insufficient_1990m,4.0,R1_20dB,1.4197427478646412,210.01772048208358
insufficient_1990m,4.0,R1_20dB,1.4235776998343557,80.20066148016241
insufficient_1990m,4.0,R1_20dB,1.4274126518040702,302.83596195706406
insufficient_1990m,4.0,R1_20dB,1.4346990605465277,197.1449117209818
insufficient_1990m,4.0,R1_20dB,1.4431359548798997,71.17398129801823
insufficient_1990m,4.0,R1_20dB,1.4473544020465856,27.440649810669377
insufficient_1990m,4.0,R1_20dB,1.4508058588193287,28.450907751440507
insufficient_1990m,50.0,R0_NOISELESS,1.3764077906068672,48.68146800381616
insufficient_1990m,50.0,R0_NOISELESS,1.3879126465160108,42.092226362809726
insufficient_1990m,50.0,R0_NOISELESS,1.4001844928190972,73.18851377786842
insufficient_1990m,50.0,R0_NOISELESS,1.4274126518040702,99.55929422321486
insufficient_1990m,50.0,R0_NOISELESS,1.4350825557434992,37.97522942675022
insufficient_1990m,50.0,R0_NOISELESS,1.4385340125162422,29.74907128633825
insufficient_1990m,50.0,R0_NOISELESS,1.4427524596829282,126.4644479961122
insufficient_1990m,50.0,R0_NOISELESS,1.4481213924405285,43.91474925566902
insufficient_1990m,50.0,R0_NOISELESS,1.4573252771678433,56.4026044091688
insufficient_1990m,50.0,R0_NOISELESS,1.4661456666981867,157.810712638262
insufficient_1990m,50.0,R0_NOISELESS,1.4730485802436728,256.87737114580614
insufficient_1990m,50.0,R0_NOISELESS,1.4795679985921875,99.51368994664246
insufficient_1990m,50.0,R0_NOISELESS,1.486854407334645,396.623526397846
insufficient_1990m,50.0,R0_NOISELESS,1.4914563496983024,99.35202402857549
insufficient_1990m,50.0,R0_NOISELESS,1.494524311274074,62.04956722659781
insufficient_1990m,50.0,R0_NOISELESS,1.497975768046817,46.721076447249615
insufficient_1990m,50.0,R0_NOISELESS,1.5010437296225887,37.570783906775745
insufficient_1990m,50.0,R0_NOISELESS,1.5041116911983603,31.262412820142675
insufficient_1990m,50.0,R1_20dB,1.3764077906068672,50.63651946508493
insufficient_1990m,50.0,R1_20dB,1.3875291513190393,40.30750471094221
insufficient_1990m,50.0,R1_20dB,1.4001844928190972,73.80032654221529
insufficient_1990m,50.0,R1_20dB,1.4274126518040702,97.54292059316548
insufficient_1990m,50.0,R1_20dB,1.4350825557434992,39.8927465329613
insufficient_1990m,50.0,R1_20dB,1.4385340125162422,29.849545452206304
insufficient_1990m,50.0,R1_20dB,1.4431359548798997,127.05834874352489
insufficient_1990m,50.0,R1_20dB,1.4481213924405285,42.95830578976723
insufficient_1990m,50.0,R1_20dB,1.4573252771678433,56.28732833898578
insufficient_1990m,50.0,R1_20dB,1.4661456666981867,158.66393200206704
insufficient_1990m,50.0,R1_20dB,1.4730485802436728,256.0658715613505
insufficient_1990m,50.0,R1_20dB,1.4795679985921875,98.7116241288
insufficient_1990m,50.0,R1_20dB,1.486854407334645,394.5515878491215
insufficient_1990m,50.0,R1_20dB,1.4914563496983024,102.12290583219415
insufficient_1990m,50.0,R1_20dB,1.494524311274074,59.27826326279101
insufficient_1990m,50.0,R1_20dB,1.497975768046817,47.14967249419268
insufficient_1990m,50.0,R1_20dB,1.5010437296225887,38.66180337675096
insufficient_1990m,50.0,R1_20dB,1.5041116911983603,33.03072773257671
insufficient_1990m,50.0,R1_20dB,1.5075631479711034,30.506477536052387
