k_true,dr,a1_re,a1_im,a1_exact_re,a1_exact_im,complex_coef_err,omega_peak,omega_expected_wrap_minus_kdr,peak_err_rad,P1_OK,rank,cond
1.32,0.5,-0.7899922314973649,0.6131168519734337,-0.7899922314973651,0.6131168519734338,2.482534153247273e-16,-0.6603787291847687,-0.6600000000000001,0.0003787291847685559,True,1,1.0
1.32,1.885,0.7940260331588456,0.6078837542376235,0.7940260331588458,0.6078837542376236,2.482534153247273e-16,-2.48811683795051,-2.4882,8.316204948988215e-05,True,1,1.0
1.32,2.5,0.9874797699088644,-0.1577456941432482,0.9874797699088649,-0.15774569414324865,6.280369834735101e-16,2.982825642043629,2.9831853071795855,0.0003596651359565328,True,1,1.0
1.41,0.5,-0.7616115517620616,0.6480338295356073,-0.7616115517620617,0.6480338295356072,1.5700924586837752e-16,-0.7048641720334521,-0.7050000000000001,0.00013582796654798557,True,1,1.0
1.41,1.885,0.8852604350611716,0.46509564835128875,0.8852604350611714,0.46509564835128875,2.220446049250313e-16,-2.6576217150118735,-2.65785,0.00022828498812632603,True,1,1.0
1.41,2.5,0.92739539259471,-0.37408259220939855,0.9273953925947104,-0.3740825922093982,4.710277376051325e-16,2.7580974566183825,2.758185307179586,8.78505612034175e-05,True,1,1.0
1.5,0.5,-0.7316888688738211,0.6816387600233345,-0.7316888688738209,0.6816387600233341,4.002966042486721e-16,-0.7501166052760784,-0.75,0.00011660527607837423,True,1,1.0
1.5,1.885,0.9510770983538623,0.30895364213227383,0.9510770983538627,0.30895364213227383,3.3306690738754696e-16,-2.8271265920732365,-2.8275,0.0003734079267636581,True,1,1.0
1.5,2.5,0.8205593573395606,-0.5715613187423436,0.8205593573395608,-0.5715613187423437,1.5700924586837752e-16,2.533369271193137,2.5331853071795862,0.000183964013550586,True,1,1.0
