pair_id,mechanism,source,snr_db,ref_r0_km,ref_v,ref_psi_deg,alt_r0_km,alt_v,alt_psi_deg,delta_r_km,delta_v,delta_psi_deg,rc2_bearing_rmse_deg,T_s,turn_deg,layer,available,reject_rate_wrong,retain_rate_true,mean_margin,mean_c_ref,mean_c_alt
B01,B,S0,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,3.2494011077105824e-05,300.0,5.0,RC2+Doppler,False,,,,,
B01,B,S0,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,3.2494011077105824e-05,300.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,9.432248391944303e-05,2.975598259190324e-20,9.432248391944306e-05
B02,B,S0,noiseless,50.0,2.0,5.0,54.0,1.2,9.0,4.0,0.8,4.0,3.682340158249946e-05,300.0,0.0,RC2+Doppler,False,,,,,
B02,B,S0,noiseless,50.0,2.0,5.0,54.0,1.2,9.0,4.0,0.8,4.0,3.682340158249946e-05,300.0,0.0,RC2+CZ+Doppler,True,1.0,1.0,6.272789011998732e-05,2.9765634882041744e-20,6.272789011998735e-05
B03,B,S0,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012307907073938484,300.0,0.0,RC2+Doppler,False,,,,,
B03,B,S0,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012307907073938484,300.0,0.0,RC2+CZ+Doppler,True,1.0,1.0,1.6827586476152303e-05,2.98251170176623e-20,1.6827586476152334e-05
B04,B,S0,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012846080271973552,600.0,0.0,RC2+Doppler,False,,,,,
B04,B,S0,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012846080271973552,600.0,0.0,RC2+CZ+Doppler,True,1.0,1.0,5.82359256803158e-05,7.758854131836837e-21,5.823592568031581e-05
B05,B,S0,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.00016009499498928996,300.0,15.0,RC2+Doppler,False,,,,,
B05,B,S0,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.00016009499498928996,300.0,15.0,RC2+CZ+Doppler,True,1.0,1.0,9.391353228510496e-05,2.9746425201617604e-20,9.391353228510498e-05
B06,B,S0,noiseless,50.0,2.0,10.0,53.0,3.0,7.0,3.0,0.9999999999999996,3.0,0.0002986690100183886,300.0,5.0,RC2+Doppler,False,,,,,
B06,B,S0,noiseless,50.0,2.0,10.0,53.0,3.0,7.0,3.0,0.9999999999999996,3.0,0.0002986690100183886,300.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,0.00010178429218911455,2.980425648483306e-20,0.00010178429218911458
B07,B,S0,noiseless,50.0,2.0,5.0,47.0,1.2,8.0,3.0,0.8,3.0000000000000004,0.0003696116009562415,300.0,5.0,RC2+Doppler,False,,,,,
B07,B,S0,noiseless,50.0,2.0,5.0,47.0,1.2,8.0,3.0,0.8,3.0000000000000004,0.0003696116009562415,300.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,0.00023543768831449808,2.975598259190324e-20,0.0002354376883144981
B08,B,S0,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.0003784168614445661,300.0,5.0,RC2+Doppler,False,,,,,
B08,B,S0,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.0003784168614445661,300.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,1.6666540418886314e-05,2.980425648483306e-20,1.6666540418886344e-05
B09,B,S0,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.0004021454124897259,600.0,15.0,RC2+Doppler,False,,,,,
B09,B,S0,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.0004021454124897259,600.0,15.0,RC2+CZ+Doppler,True,1.0,1.0,0.00037455098421791005,7.684831000984165e-21,0.00037455098421791005
B10,B,S0,noiseless,50.0,2.0,5.0,52.0,1.0,10.0,2.0,1.0,5.0,0.0006389765986645991,300.0,15.0,RC2+Doppler,False,,,,,
B10,B,S0,noiseless,50.0,2.0,5.0,52.0,1.0,10.0,2.0,1.0,5.0,0.0006389765986645991,300.0,15.0,RC2+CZ+Doppler,True,1.0,1.0,8.884304243706759e-05,2.9746425201617604e-20,8.884304243706762e-05
C01,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,7.494890673058486e-05,300.0,0.0,RC2+Doppler,False,,,,,
C01,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,7.494890673058486e-05,300.0,0.0,RC2+CZ+Doppler,True,1.0,1.0,3.410963973596875e-05,2.98251170176623e-20,3.410963973596878e-05
C02,C,S0,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00023933022552654552,300.0,5.0,RC2+Doppler,False,,,,,
C02,C,S0,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00023933022552654552,300.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,5.609990414481528e-05,2.975598259190324e-20,5.6099904144815304e-05
C03,C,S0,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.0003639320308978166,600.0,5.0,RC2+Doppler,False,,,,,
C03,C,S0,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.0003639320308978166,600.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,0.00020965740251507314,7.692079865341955e-21,0.00020965740251507314
C04,C,S0,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.00037242668744085926,300.0,5.0,RC2+Doppler,False,,,,,
C04,C,S0,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.00037242668744085926,300.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,5.601551329286072e-05,2.975598259190324e-20,5.601551329286075e-05
C05,C,S0,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00042889632028872014,1200.0,5.0,RC2+Doppler,False,,,,,
C05,C,S0,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00042889632028872014,1200.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,0.000847270771824273,1.9619932634081916e-21,0.000847270771824273
C06,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.000451099482840525,300.0,5.0,RC2+Doppler,False,,,,,
C06,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.000451099482840525,300.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,3.436896691178003e-05,2.980425648483306e-20,3.436896691178006e-05
C07,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005119378544061856,600.0,0.0,RC2+Doppler,False,,,,,
C07,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005119378544061856,600.0,0.0,RC2+CZ+Doppler,True,1.0,1.0,0.00012624059213541347,7.758854131836837e-21,0.00012624059213541347
C08,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005251105947383775,1200.0,5.0,RC2+Doppler,False,,,,,
C08,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005251105947383775,1200.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,0.0005052944580429043,2.007097147625193e-21,0.0005052944580429043
C09,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0006014572126995688,600.0,5.0,RC2+Doppler,False,,,,,
C09,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0006014572126995688,600.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,0.00012750311470615256,7.737987482640583e-21,0.00012750311470615256
C10,C,S0,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.0007564080084541316,600.0,5.0,RC2+Doppler,False,,,,,
C10,C,S0,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.0007564080084541316,600.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,0.00019843920662156007,7.692079865341955e-21,0.00019843920662156007
A01,A,S1,noiseless,50.0,2.0,0.0,60.0,3.0,0.0,10.0,0.9999999999999996,0.0,0.0,300.0,0.0,RC2+Doppler,True,0.0,1.0,0.0,3.156155618204412e-05,3.156155618204412e-05
A01,A,S1,noiseless,50.0,2.0,0.0,60.0,3.0,0.0,10.0,0.9999999999999996,0.0,0.0,300.0,0.0,RC2+CZ+Doppler,True,0.0,1.0,2.9466985956502442e-05,0.0005638317729116452,0.0005932987588681476
A02,A,S1,noiseless,50.0,2.0,0.0,60.0,2.6,0.0,10.0,0.5999999999999996,0.0,0.0,600.0,0.0,RC2+Doppler,True,0.0,1.0,0.0,3.378690391054553e-05,3.378690391054553e-05
A02,A,S1,noiseless,50.0,2.0,0.0,60.0,2.6,0.0,10.0,0.5999999999999996,0.0,0.0,600.0,0.0,RC2+CZ+Doppler,True,0.0,1.0,3.915419027806735e-05,0.00042802311275795123,0.0004671773030360186
A03,A,S1,noiseless,50.0,2.0,0.0,60.0,1.7999999999999998,0.0,10.0,0.2000000000000001,0.0,0.0,300.0,0.0,RC2+Doppler,True,0.0,1.0,0.0,3.5127811263152506e-05,3.5127811263152506e-05
A03,A,S1,noiseless,50.0,2.0,0.0,60.0,1.7999999999999998,0.0,10.0,0.2000000000000001,0.0,0.0,300.0,0.0,RC2+CZ+Doppler,True,0.0,0.0,-1.545664438551528e-06,0.0005369875939053352,0.0005354419294667837
A04,A,S1,noiseless,50.0,2.0,0.0,60.0,2.2,0.0,10.0,0.1999999999999997,0.0,0.0,1200.0,0.0,RC2+Doppler,True,0.0,1.0,0.0,3.4407158410390075e-05,3.4407158410390075e-05
A04,A,S1,noiseless,50.0,2.0,0.0,60.0,2.2,0.0,10.0,0.1999999999999997,0.0,0.0,1200.0,0.0,RC2+CZ+Doppler,True,0.0,1.0,1.4421631836777319e-05,0.00034487148822936916,0.0003592931200661465
A05,A,S1,noiseless,50.0,2.0,0.0,57.0,2.0,0.0,7.0,2.220446049250313e-16,0.0,0.0,300.0,0.0,RC2+Doppler,True,0.0,1.0,0.0,3.878998271743978e-05,3.878998271743978e-05
A05,A,S1,noiseless,50.0,2.0,0.0,57.0,2.0,0.0,7.0,2.220446049250313e-16,0.0,0.0,300.0,0.0,RC2+CZ+Doppler,True,0.0,1.0,6.505213034913027e-19,0.0006624489155201427,0.0006624489155201434
A06,A,S1,noiseless,50.0,2.0,0.0,45.0,1.2,0.0,5.0,0.8,0.0,0.0,600.0,0.0,RC2+Doppler,True,0.0,1.0,0.0,4.1677698757253686e-05,4.1677698757253686e-05
A06,A,S1,noiseless,50.0,2.0,0.0,45.0,1.2,0.0,5.0,0.8,0.0,0.0,600.0,0.0,RC2+CZ+Doppler,True,1.0,1.0,0.0005363657084120038,0.0004933998860635102,0.001029765594475514
A07,A,S1,noiseless,50.0,2.0,0.0,55.0,2.3999999999999995,0.0,5.0,0.3999999999999994,0.0,0.0,600.0,0.0,RC2+Doppler,True,0.0,1.0,0.0,3.567672671905759e-05,3.567672671905759e-05
A07,A,S1,noiseless,50.0,2.0,0.0,55.0,2.3999999999999995,0.0,5.0,0.3999999999999994,0.0,0.0,600.0,0.0,RC2+CZ+Doppler,True,0.0,1.0,5.148084560335856e-05,0.00038805830892022923,0.0004395391545235878
A08,A,S1,noiseless,50.0,2.0,0.0,45.0,2.3999999999999995,0.0,5.0,0.3999999999999994,0.0,0.0,1200.0,0.0,RC2+Doppler,True,0.0,1.0,0.0,3.259321478595919e-05,3.259321478595919e-05
A08,A,S1,noiseless,50.0,2.0,0.0,45.0,2.3999999999999995,0.0,5.0,0.3999999999999994,0.0,0.0,1200.0,0.0,RC2+CZ+Doppler,True,1.0,1.0,0.0003386051881208924,0.00033604684248077546,0.0006746520306016679
A09,A,S1,noiseless,50.0,2.0,0.0,54.0,1.4,0.0,4.0,0.6000000000000001,0.0,0.0,300.0,0.0,RC2+Doppler,True,0.0,1.0,0.0,3.327309118552367e-05,3.327309118552367e-05
A09,A,S1,noiseless,50.0,2.0,0.0,54.0,1.4,0.0,4.0,0.6000000000000001,0.0,0.0,300.0,0.0,RC2+CZ+Doppler,True,0.0,1.0,4.426711860618473e-05,0.0005052013866535109,0.0005494685052596956
A10,A,S1,noiseless,50.0,2.0,0.0,46.0,1.5,0.0,4.0,0.5,0.0,0.0,60.0,0.0,RC2+Doppler,True,0.0,1.0,0.0,2.854720977030846e-05,2.854720977030846e-05
A10,A,S1,noiseless,50.0,2.0,0.0,46.0,1.5,0.0,4.0,0.5,0.0,0.0,60.0,0.0,RC2+CZ+Doppler,True,0.0,0.0,-1.581040556173155e-05,0.0011350942657330978,0.0011192838601713662
B01,B,S1,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,3.2494011077105824e-05,300.0,5.0,RC2+Doppler,True,0.0,1.0,3.415037892230688e-13,3.173208886133894e-05,3.173208920284273e-05
B01,B,S1,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,3.2494011077105824e-05,300.0,5.0,RC2+CZ+Doppler,True,0.0,1.0,6.003171167121783e-05,0.00043016619760469774,0.0004901979092759156
B02,B,S1,noiseless,50.0,2.0,5.0,54.0,1.2,9.0,4.0,0.8,4.0,3.682340158249946e-05,300.0,0.0,RC2+Doppler,True,0.0,0.0,-3.877906988038714e-12,3.7162704035104434e-05,3.7162700157197445e-05
B02,B,S1,noiseless,50.0,2.0,5.0,54.0,1.2,9.0,4.0,0.8,4.0,3.682340158249946e-05,300.0,0.0,RC2+CZ+Doppler,True,0.0,1.0,8.859529379249165e-05,0.0004940482002929373,0.0005826434940854289
B03,B,S1,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012307907073938484,300.0,0.0,RC2+Doppler,True,0.0,1.0,7.739598512860463e-12,3.691379980607301e-05,3.6913807545671525e-05
B03,B,S1,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012307907073938484,300.0,0.0,RC2+CZ+Doppler,True,0.0,1.0,4.922828047542621e-06,0.0005872275145607325,0.0005921503426082751
B04,B,S1,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012846080271973552,600.0,0.0,RC2+Doppler,True,0.0,1.0,1.0315291216957557e-11,3.9659113481275484e-05,3.96591237965667e-05
B04,B,S1,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012846080271973552,600.0,0.0,RC2+CZ+Doppler,True,0.0,1.0,6.196228831104403e-05,0.000486658392296735,0.000548620680607779
B05,B,S1,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.00016009499498928996,300.0,15.0,RC2+Doppler,True,0.0,1.0,7.252659010739768e-12,3.596273840886757e-05,3.596274566152658e-05
B05,B,S1,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.00016009499498928996,300.0,15.0,RC2+CZ+Doppler,True,0.0,1.0,3.61011686379985e-05,0.00048471092860804697,0.0005208120972460455
B06,B,S1,noiseless,50.0,2.0,10.0,53.0,3.0,7.0,3.0,0.9999999999999996,3.0,0.0002986690100183886,300.0,5.0,RC2+Doppler,True,0.0,1.0,3.5539528419237416e-11,2.8770642958881293e-05,2.8770678498409713e-05
B06,B,S1,noiseless,50.0,2.0,10.0,53.0,3.0,7.0,3.0,0.9999999999999996,3.0,0.0002986690100183886,300.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,0.00014606161160505275,0.0004371272699614566,0.0005831888815665094
B07,B,S1,noiseless,50.0,2.0,5.0,47.0,1.2,8.0,3.0,0.8,3.0000000000000004,0.0003696116009562415,300.0,5.0,RC2+Doppler,True,0.0,1.0,3.9499220077187074e-11,3.651695743193933e-05,3.6516996931159404e-05
B07,B,S1,noiseless,50.0,2.0,5.0,47.0,1.2,8.0,3.0,0.8,3.0000000000000004,0.0003696116009562415,300.0,5.0,RC2+CZ+Doppler,True,0.0,1.0,8.139514061448734e-05,0.0005864761004466398,0.0006678712410611271
B08,B,S1,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.0003784168614445661,300.0,5.0,RC2+Doppler,True,0.0,1.0,4.518499539373638e-11,3.472278846291407e-05,3.472283364790946e-05
B08,B,S1,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.0003784168614445661,300.0,5.0,RC2+CZ+Doppler,True,0.0,1.0,1.6876191600704682e-05,0.00045706094027872523,0.0004739371318794299
B09,B,S1,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.0004021454124897259,600.0,15.0,RC2+Doppler,True,0.0,1.0,5.0092565613893674e-11,3.616530045527556e-05,3.616535054784117e-05
B09,B,S1,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.0004021454124897259,600.0,15.0,RC2+CZ+Doppler,True,0.0,1.0,7.011073242666084e-05,0.00044969512412111417,0.000519805856547775
B10,B,S1,noiseless,50.0,2.0,5.0,52.0,1.0,10.0,2.0,1.0,5.0,0.0006389765986645991,300.0,15.0,RC2+Doppler,True,0.0,1.0,1.255055731786076e-10,2.86316986829699e-05,2.8631824188543078e-05
B10,B,S1,noiseless,50.0,2.0,5.0,52.0,1.0,10.0,2.0,1.0,5.0,0.0006389765986645991,300.0,15.0,RC2+CZ+Doppler,True,1.0,1.0,0.00011940744751550385,0.00046373962576814993,0.0005831470732836538
C01,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,7.494890673058486e-05,300.0,0.0,RC2+Doppler,True,0.0,1.0,1.0890735470565904e-12,4.069068793876933e-05,4.069068902784288e-05
C01,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,7.494890673058486e-05,300.0,0.0,RC2+CZ+Doppler,True,0.0,1.0,2.500230422399234e-05,0.000636549693566047,0.0006615519977900393
C02,C,S1,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00023933022552654552,300.0,5.0,RC2+Doppler,True,0.0,1.0,1.720555719653214e-11,3.222956956586131e-05,3.222958677141851e-05
C02,C,S1,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00023933022552654552,300.0,5.0,RC2+CZ+Doppler,True,0.0,0.0,-3.732966837856843e-06,0.0005613603855952718,0.0005576274187574149
C03,C,S1,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.0003639320308978166,600.0,5.0,RC2+Doppler,True,0.0,1.0,4.0632463546412274e-11,3.0817918490415005e-05,3.081795912287855e-05
C03,C,S1,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.0003639320308978166,600.0,5.0,RC2+CZ+Doppler,True,0.0,1.0,6.50757817780274e-05,0.00034676160389455606,0.00041183738567258346
C04,C,S1,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.00037242668744085926,300.0,5.0,RC2+Doppler,True,0.0,1.0,4.316220967673389e-11,2.9920979031787903e-05,2.992102219399758e-05
C04,C,S1,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.00037242668744085926,300.0,5.0,RC2+CZ+Doppler,True,0.0,1.0,2.6868932676293172e-05,0.0004939609858971853,0.0005208299185734785
C05,C,S1,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00042889632028872014,1200.0,5.0,RC2+Doppler,True,0.0,1.0,5.493095293408225e-11,3.221719905122428e-05,3.2217253982177215e-05
C05,C,S1,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00042889632028872014,1200.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,0.00023111240239175566,0.0003563705293215683,0.000587482931713324
C06,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.000451099482840525,300.0,5.0,RC2+Doppler,True,0.0,1.0,5.752571499256483e-11,2.723915163155248e-05,2.7239209157267472e-05
C06,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.000451099482840525,300.0,5.0,RC2+CZ+Doppler,True,0.0,1.0,2.881649369826855e-05,0.0003819636274065119,0.00041078012110478047
C07,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005119378544061856,600.0,0.0,RC2+Doppler,True,0.0,1.0,8.183241599943976e-11,3.505300108481352e-05,3.505308291722952e-05
C07,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005119378544061856,600.0,0.0,RC2+CZ+Doppler,True,0.0,1.0,9.428470766433244e-05,0.0005564066089330763,0.0006506913165974088
C08,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005251105947383775,1200.0,5.0,RC2+Doppler,True,0.0,1.0,1.0192073824721957e-10,3.6653363089373776e-05,3.665346501011202e-05
C08,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005251105947383775,1200.0,5.0,RC2+CZ+Doppler,True,1.0,1.0,0.0005310149459069212,0.0004010231054579377,0.0009320380513648589
C09,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0006014572126995688,600.0,5.0,RC2+Doppler,True,0.0,1.0,1.1129112197506407e-10,4.0194242652915754e-05,4.019435394403773e-05
C09,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0006014572126995688,600.0,5.0,RC2+CZ+Doppler,True,0.0,1.0,0.00011763979591171458,0.0004957884838181431,0.0006134282797298577
C10,C,S1,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.0007564080084541316,600.0,5.0,RC2+Doppler,True,0.0,1.0,1.7442431828447675e-10,3.90209139134376e-05,3.9021088337755884e-05
