pair_id,env,RMS_y180_y200,RMS_y220_y200,identical_180_200,identical_220_200
A01,E0_nominal,3.014577520672848e-14,1.4210854715202004e-14,True,True
A01,E1_shift50m,1.4210854715202004e-14,1.7404671430534633e-14,True,True
A01,E2_shift150m_plus2,2.1316282072803006e-14,1.0048591735576161e-14,True,True
B01,E0_nominal,0.12385656154039881,0.10757725533564136,False,False
B01,E1_shift50m,0.1402475407443413,0.15709252281988909,False,False
B01,E2_shift150m_plus2,0.05902641156106037,0.043584744487909756,False,False
C01,E0_nominal,0.8298846612787228,0.6755814197194749,False,False
C01,E1_shift50m,0.612768338877132,0.9655233767972664,False,False
C01,E2_shift150m_plus2,0.41009245343770173,0.33837216746896437,False,False
