scenario,T_s,sigma_deg,n_trials,n_obs,fim_min,cond,sv_min,crlb_r_km,crlb_v,crlb_psi_deg,truth_r0_km,truth_v,truth_psi_deg,turn_deg,bearing_span_deg,mean_cost_min,std_cost_min,median_cost_min,mean_n_acc,std_n_acc,median_n_acc,mean_contraction,std_contraction,median_contraction,mean_contraction_r,std_contraction_r,median_contraction_r,mean_contraction_v,std_contraction_v,median_contraction_v,mean_contraction_psi,std_contraction_psi,median_contraction_psi,mean_contraction_theta,std_contraction_theta,median_contraction_theta,mean_n_modes_proxy,std_n_modes_proxy,median_n_modes_proxy,mean_r_width_km,std_r_width_km,median_r_width_km,mean_theta_width_deg,std_theta_width_deg,median_theta_width_deg,mean_v_width_mps,std_v_width_mps,median_v_width_mps,mean_psi_width_deg,std_psi_width_deg,median_psi_width_deg,mean_post_mean_r_km,std_post_mean_r_km,median_post_mean_r_km,mean_post_mean_v,std_post_mean_v,median_post_mean_v,mean_post_mean_theta_deg,std_post_mean_theta_deg,median_post_mean_theta_deg,mean_post_mean_psi_deg,std_post_mean_psi_deg,median_post_mean_psi_deg,mean_post_std_r_km,std_post_std_r_km,median_post_std_r_km,mean_post_std_v,std_post_std_v,median_post_std_v,mean_post_std_theta_deg,std_post_std_theta_deg,median_post_std_theta_deg,mean_post_std_psi_deg,std_post_std_psi_deg,median_post_std_psi_deg,mean_est_r0_km,std_est_r0_km,median_est_r0_km,mean_est_theta0_deg,std_est_theta0_deg,median_est_theta0_deg,mean_est_v,std_est_v,median_est_v,mean_est_psi_deg,std_est_psi_deg,median_est_psi_deg,mean_abs_err_r_km,std_abs_err_r_km,median_abs_err_r_km,mean_abs_err_theta_deg,std_abs_err_theta_deg,median_abs_err_theta_deg,mean_abs_err_v,std_abs_err_v,median_abs_err_v,mean_abs_err_psi_deg,std_abs_err_psi_deg,median_abs_err_psi_deg,mean_post_err_r_km,std_post_err_r_km,median_post_err_r_km,mean_post_err_v,std_post_err_v,median_post_err_v,mean_post_err_psi_deg,std_post_err_psi_deg,median_post_err_psi_deg,mean_grid_err_r_km,std_grid_err_r_km,median_grid_err_r_km,mean_grid_err_v,std_grid_err_v,median_grid_err_v,mean_grid_err_psi_deg,std_grid_err_psi_deg,median_grid_err_psi_deg,rate_truth_in_r_band,rate_truth_in_v_band,rate_truth_in_psi_band,rate_truth_in_theta_band,rate_r_resolved,rate_v_resolved,rate_psi_resolved,crlb_r_note
CR5,60.0,0.0,1,7,1.2063126724161094e-32,2.809998999300864e+24,9.415538032648208e-25,,20.656408904121538,27120.84467662164,50.0,2.0,5.0,0.0,0.0119848842072957,0.0,0.0,0.0,19.0,0.0,19.0,0.4416666666666667,0.0,0.4416666666666667,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.7666666666666667,0.0,0.7666666666666667,1.0,0.0,1.0,17.0,0.0,17.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,6.999999999999999,0.0,6.999999999999999,50.0,0.0,50.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,6.156199116434616e-160,0.0,6.156199116434616e-160,1.2311756176276985e-160,0.0,1.2311756176276985e-160,0.0,0.0,0.0,3.1195401963978256e-160,0.0,3.1195401963978256e-160,50.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
CR5,60.0,0.01,8,7,0.0,5.61156975373e+24,2.701404219700924e-21,,0.0036052234701519,4.733480355290242,50.0,2.0,5.0,0.0,0.0119848842072957,1.559042135770474e-07,1.3140343982852994e-07,1.1064277336803909e-07,3429.75,228.44296334096177,3445.0,0.2812500000000001,0.0324759526419164,0.2791666666666667,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.125,0.1299038105676657,0.1166666666666667,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,26.25,3.897114317029973,26.5,52.81707173220861,0.0795011482529685,52.83518763895941,1.8184265702161428,0.0414055620479174,1.8061473003432784,0.0,0.0,0.0,5.501602166865752,1.825396159077162,5.644850771003656,4.592592226382921,0.0016614006185959,4.5919582079164165,0.6174249541298782,0.0072527734300687,0.619579000065846,0.0,0.0,0.0,3.6819656255811832,0.1282037581755637,3.734314997128511,52.81707173220861,0.0795011482529685,52.83518763895941,0.0,0.0,0.0,1.8184265702161428,0.0414055620479174,1.8061473003432784,5.501602166865752,1.825396159077162,5.644850771003656,2.8170717322086105,0.0795011482529685,2.8351876389594146,0.0,0.0,0.0,0.1815734297838572,0.0414055620479175,0.1938526996567217,1.6274591141773809,0.9669812320097264,1.520323218156058,2.8170717322086105,0.0795011482529685,2.8351876389594146,0.1815734297838572,0.0414055620479175,0.1938526996567217,1.6274591141773809,0.9669812320097264,1.520323218156058,2.375,1.996089927833914,2.0,0.975,0.0661437827766147,0.9999999999999998,2.5,1.9364916731037085,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
CR5,60.0,0.02,8,7,0.0,5.61156975373e+24,1.3507021098504617e-21,,0.0072104469403038,9.466960710580484,50.0,2.0,5.0,0.0,0.0119848842072957,9.854759435407084e-07,4.922280171770484e-07,8.28784977136094e-07,5045.5,234.2077069611502,5066.5,0.2500000000000001,0.0,0.2500000000000001,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,1.1102230246251563e-16,0.0,1.1102230246251563e-16,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,30.0,0.0,30.0,52.7276275306158,0.0889834496948147,52.736217592417255,1.8818481717622728,0.0579086495810338,1.8754494480284207,0.0,0.0,0.0,1.9400895196076096,5.022411442440555,3.874871011868749,4.59687813560274,0.0019374228467461,4.597180958700098,0.6180372502131765,0.0042363191139644,0.619232641670179,0.0,0.0,0.0,5.443088993202858,0.4895889593055632,5.445595291760171,52.7276275306158,0.0889834496948147,52.736217592417255,0.0,0.0,0.0,1.8818481717622728,0.0579086495810338,1.8754494480284207,1.9400895196076096,5.022411442440555,3.874871011868749,2.727627530615796,0.0889834496948147,2.7362175924172547,0.0,0.0,0.0,0.1228102159881887,0.0472325847392537,0.1245505519715791,4.133746880259849,4.183276894387339,2.833589273445421,2.727627530615796,0.0889834496948147,2.7362175924172547,0.1228102159881887,0.0472325847392537,0.1245505519715791,4.133746880259849,4.183276894387339,2.833589273445421,4.5,3.570714214271425,4.0,0.9499999999999998,0.0866025403784438,0.9999999999999998,5.0,4.847679857416329,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
CR5,60.0,0.05,8,7,1.904191951835645e-26,4.071082302840746e+24,7.447217758920994e-22,,0.0180261173507596,23.6674017764512,50.0,2.0,5.0,0.0,0.0119848842072957,4.353981926280608e-06,2.6713020654450048e-06,3.584408173408146e-06,5456.0,0.0,5456.0,0.2500000000000001,0.0,0.2500000000000001,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,1.1102230246251563e-16,0.0,1.1102230246251563e-16,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,30.0,0.0,30.0,52.49715873095175,0.0978218125898996,52.49167212544837,2.004402456657127,0.0485114861538559,2.008360968188816,-1.392994954315917e-116,3.7575599610428416e-116,9.981600919885888e-132,0.9219791068132668,4.998515782526708,1.0046446740232806,4.607718215089442,0.0029491857086847,4.6085062890226975,0.6292617516454283,0.0010979216443526,0.6293252514133929,3.360098320811062e-59,7.792634627158055e-59,1.064999480845716e-65,7.416742966061981,0.5185252549683809,7.362381581548782,52.49715873095175,0.0978218125898996,52.49167212544837,-1.392994954315917e-116,3.7575599610428416e-116,9.981600919885888e-132,2.004402456657127,0.0485114861538559,2.008360968188816,0.9219791068132668,4.998515782526708,1.0046446740232806,2.4971587309517576,0.0978218125898996,2.491672125448368,1.4403083031580008e-116,3.739679638075432e-116,2.352195678798231e-130,0.0402264891660393,0.0274695373613782,0.0391328590150523,5.182112639049308,3.842020696149557,4.106263664002637,2.4971587309517576,0.0978218125898996,2.491672125448368,0.0402264891660393,0.0274695373613782,0.0391328590150523,5.182112639049308,3.842020696149557,4.106263664002637,3.25,1.984313483298443,3.5,0.7249999999999999,0.3864906208435075,0.9999999999999996,12.0,5.477225575051661,10.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
CR5,60.0,0.1,8,7,4.760479879589113e-27,4.071082302840746e+24,3.723608879460497e-22,,0.0360522347015192,47.3348035529024,50.0,2.0,5.0,0.0,0.0119848842072957,1.6185443139990948e-05,5.363181268715083e-06,1.5949546931604924e-05,5456.0,0.0,5456.0,0.2500000000000001,0.0,0.2500000000000001,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,1.1102230246251563e-16,0.0,1.1102230246251563e-16,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,30.0,0.0,30.0,52.52027509516994,0.0211042724548703,52.52925192982818,1.990898563586535,0.0098121295848299,1.986751103779286,3.753310850926441e-34,1.0129566361426533e-33,-2.4720547576732665e-36,-0.058469607067875,2.0597217767179465,0.617173383487231,4.608637411145978,0.0010222952493837,4.608220683661722,0.6317734544732596,0.000535975852235,0.6315800717578899,8.51619933450159e-18,1.1713328544521434e-17,4.204675736970511e-18,8.610912453076725,0.117842269296309,8.660556396063345,52.52027509516994,0.0211042724548703,52.52925192982818,3.753310850926441e-34,1.0129566361426533e-33,-2.4720547576732665e-36,1.990898563586535,0.0098121295848299,1.986751103779286,-0.058469607067875,2.0597217767179465,0.617173383487231,2.520275095169942,0.0211042724548703,2.529251929828174,4.193974769412522e-34,9.955201286149736e-34,3.5814183935764917e-35,0.0114705058162118,0.0068950364827237,0.0132488962207139,5.058469607067875,2.0597217767179465,4.382826616512769,2.520275095169942,0.0211042724548703,2.529251929828174,0.0114705058162118,0.0068950364827237,0.0132488962207139,5.058469607067875,2.0597217767179465,4.382826616512769,4.375,2.117634293262177,4.5,0.8249999999999997,0.2331844763272201,0.9999999999999996,10.875,7.78520230951001,9.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
CR5,60.0,0.2,8,7,1.1901199698972782e-27,4.071082302840746e+24,1.8618044397302488e-22,,0.0721044694030384,94.6696071058048,50.0,2.0,5.0,0.0,0.0119848842072957,7.269586529794977e-05,3.784960677660447e-05,7.513333559093739e-05,5456.0,0.0,5456.0,0.2500000000000001,0.0,0.2500000000000001,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,1.1102230246251563e-16,0.0,1.1102230246251563e-16,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,30.0,0.0,30.0,52.50504242146111,0.0058012954340106,52.50600537577756,1.9977458791805849,0.0026174828609232,1.997314902585586,-4.6547008844817307e-07,1.1393266837279248e-06,-3.1405039523126355e-08,-0.5063397423182081,0.960365442064496,-0.7086308903873468,4.609502779474332,0.000297499669387,4.609455648603039,0.6323085096769545,0.0001558584955953,0.6322867988855174,0.0002616154402582,0.0004053679931999,0.0001223545542128,8.855876531509985,0.0323141825067248,8.861202553126947,52.50504242146111,0.0058012954340106,52.50600537577756,-4.6547008844817307e-07,1.1393266837279248e-06,-3.1405039523126355e-08,1.9977458791805849,0.0026174828609232,1.997314902585586,-0.5063397423182081,0.960365442064496,-0.7086308903873468,2.505042421461108,0.0058012954340106,2.506005375777565,4.6547008844817307e-07,1.1393266837279248e-06,3.1405039523126355e-08,0.0029531295144014,0.0017920109561382,0.002685097414414,5.506339742318207,0.960365442064496,5.708630890387346,2.505042421461108,0.0058012954340106,2.506005375777565,0.0029531295144014,0.0017920109561382,0.002685097414414,5.506339742318207,0.960365442064496,5.708630890387346,5.125,1.6153559979150107,5.0,0.8749999999999998,0.2633913438213184,0.9999999999999996,15.125,6.66028340237861,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
CR5,60.0,0.5,8,7,6.0239385609664405e-28,6.147784057879671e+24,4.93157146352358e-23,,0.1802611735075969,236.6740177645121,50.0,2.0,5.0,0.0,0.0119848842072957,0.0003144777251607,0.0001603584993087,0.0002969487168296,14628.5,2195.514689087732,16128.0,0.2250000000000001,0.0,0.2250000000000001,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,1.1102230246251563e-16,0.0,1.1102230246251563e-16,0.9,0.0,0.9,30.0,0.0,30.0,15.0,0.0,15.0,1.0,0.0,1.0,2.0,0.0,2.0,30.0,0.0,30.0,52.499466522799736,0.0010762341585111,52.49986327791544,2.000507191572087,0.0005760054987192,2.000271149775489,0.0784485288805284,0.1447067292704545,0.0815691213772109,0.0331027225495267,0.3726948073152808,0.0206031776770218,4.609799942482146,5.602338594039954e-05,4.609779284212529,0.6324697007877114,2.884084939775925e-05,0.632459125384469,0.2079556979722996,0.0421590567386071,0.2195506038064857,8.938745004287885,0.0049269721562378,8.939362857969654,52.499466522799736,0.0010762341585111,52.49986327791544,0.0784485288805284,0.1447067292704545,0.0815691213772109,2.000507191572087,0.0005760054987192,2.000271149775489,0.0331027225495267,0.3726948073152808,0.0206031776770218,2.499466522799734,0.0010762341585111,2.4998632779154377,0.1395221501027205,0.0873371559554446,0.129109509060055,0.0005238855699626,0.0005608649881528,0.000271149775489,4.966897277450473,0.3726948073152809,4.979396822322978,2.499466522799734,0.0010762341585111,2.4998632779154377,0.0005238855699626,0.0005608649881528,0.000271149775489,4.966897277450473,0.3726948073152809,4.979396822322978,5.0,0.0,5.0,0.9999999999999996,0.0,0.9999999999999996,15.0,5.000000000000001,15.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
CR5,60.0,1.0,8,7,1.5059846402416104e-28,6.147784057879671e+24,2.46578573176179e-23,,0.3605223470151938,473.3480355290243,50.0,2.0,5.0,0.0,0.0119848842072957,0.0018340909472884,0.0008463149733229,0.0017102441980102,30919.0,2404.613690387709,32736.0,0.1906250000000001,0.0054126587736527,0.1875,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,1.1102230246251563e-16,0.0,1.1102230246251563e-16,0.7625,0.0216506350946109,0.75,30.0,0.0,30.0,15.0,0.0,15.0,2.375,0.2165063509461098,2.5000000000000004,2.0,0.0,2.0,30.0,0.0,30.0,52.50002523680622,0.0001302948610361,52.50007946675907,2.000196862263829,5.4431824144172646e-05,2.000182914364583,0.0564822390802241,0.2130184443562864,0.0950461973849323,-0.0206474390256606,0.1484382237276451,-0.0371181222828403,4.6097709951251655,6.797360765067598e-06,4.609768179612281,0.6324549273299243,3.5596150105185004e-06,0.632453453512822,0.3781337208296847,6.48649782788989e-05,0.378172132079422,8.942883900871156,0.0007111106288013,8.943168300169935,52.50002523680622,0.0001302948610361,52.50007946675907,0.0564822390802241,0.2130184443562864,0.0950461973849323,2.000196862263829,5.4431824144172646e-05,2.000182914364583,-0.0206474390256606,0.1484382237276451,-0.0371181222828403,2.500025236806226,0.0001302948610361,2.500079466759068,0.1923398587484978,0.1075754605107307,0.179424709662143,0.000196862263829,5.443182414417264e-05,0.000182914364583,5.020647439025661,0.1484382237276451,5.03711812228284,2.500025236806226,0.0001302948610361,2.500079466759068,0.000196862263829,5.443182414417264e-05,0.000182914364583,5.020647439025661,0.1484382237276451,5.03711812228284,5.0,0.0,5.0,0.9999999999999996,0.0,0.9999999999999996,15.125,4.884605920644981,15.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
CR5,120.0,0.0,1,13,0.0,1.9563513655686945e+24,1.8430198042426056e-24,,3193200.984958589,7964774.018024615,50.0,2.0,5.0,0.0,0.0239699862790637,0.0,0.0,0.0,15.0,0.0,15.0,0.4833333333333334,0.0,0.4833333333333334,0.0,0.0,0.0,0.1,0.0,0.1,0.8333333333333334,0.0,0.8333333333333334,1.0,0.0,1.0,13.0,0.0,13.0,15.0,0.0,15.0,0.0,0.0,0.0,1.7999999999999998,0.0,1.7999999999999998,5.0,0.0,5.0,50.0,0.0,50.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
CR5,120.0,0.01,8,13,0.0,1.2068460602828044e+24,1.7117786886325882e-20,,557.3187086481813,1390.11530780428,50.0,2.0,5.0,0.0,0.0239699862790637,3.8607702335589124e-07,1.3557740482331865e-07,3.802826780245976e-07,1408.0,48.27525245920523,1398.5,0.3885416666666667,0.0040343576522993,0.3916666666666667,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.5541666666666667,0.0161374306091975,0.5666666666666667,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,13.375,0.4841229182759262,13.0,52.83032188356534,0.0653835404417822,52.82645848672906,1.796940552917611,0.0146609218937699,1.7963651360653516,0.0,0.0,0.0,7.339722553502846,1.1633311235638646,7.86741355499699,4.586216647529515,0.0033755776231231,4.584227834826082,0.6197945191692307,0.0039110731561983,0.6201008027498625,0.0,0.0,0.0,2.8457207258681487,0.2519697686959238,2.993921395248296,52.83032188356534,0.0653835404417822,52.82645848672906,0.0,0.0,0.0,1.796940552917611,0.0146609218937699,1.7963651360653516,7.339722553502846,1.1633311235638646,7.86741355499699,2.8303218835653388,0.0653835404417822,2.8264584867290594,0.0,0.0,0.0,0.203059447082389,0.0146609218937699,0.2036348639346482,2.3397225535028463,1.1633311235638646,2.8674135549969906,2.8303218835653388,0.0653835404417822,2.8264584867290594,0.203059447082389,0.0146609218937699,0.2036348639346482,2.3397225535028463,1.1633311235638646,2.8674135549969906,3.0,2.8284271247461903,2.0,0.9499999999999996,0.0866025403784438,0.9999999999999996,3.125,3.1399641717701177,1.4999999999999996,1.0,1.0,1.0,1.0,0.0,0.0,0.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
