tag,T_s,sigma_deg,trial,truth_r0_km,truth_theta0_deg,truth_v,truth_psi_deg,est_r0_km,est_v,est_psi_deg,abs_err_r_km,abs_err_v,abs_err_psi_deg,r_width_km,v_width_mps,n_acc,truth_in_r_band,truth_in_v_band,any_truth_on_grid,r_on_grid,th_on_grid,v_on_grid,psi_on_grid
OG1,600.0,0.2,3,52.3,0.37,2.33,4.7,52.90577235633817,1.7879852182882385,-2.724220600416603,0.6057723563381714,0.5420147817117615,7.424220600416604,15.0,1.9999999999999996,2733,True,True,False,False,False,False,False
OG1,600.0,0.2,4,52.3,0.37,2.33,4.7,52.66786819140492,1.8905621935593557,-8.647942189150768,0.36786819140492355,0.43943780644064434,13.34794218915077,15.0,1.9999999999999996,2253,True,True,False,False,False,False,False
OG1,600.0,0.2,5,52.3,0.37,2.33,4.7,52.887872110933664,1.7936641689647952,-5.04892262728211,0.5878721109336666,0.5363358310352049,9.748922627282111,15.0,1.9999999999999996,2622,True,True,False,False,False,False,False
OG1,600.0,0.2,6,52.3,0.37,2.33,4.7,52.906393977107825,1.7851608168207518,-0.8874438043212153,0.6063939771078282,0.5448391831792483,5.587443804321216,15.0,1.9999999999999996,2782,True,True,False,False,False,False,False
OG1,600.0,0.2,7,52.3,0.37,2.33,4.7,52.88298598066332,1.7898553175097265,-5.247275754951195,0.5829859806633237,0.5401446824902736,9.947275754951196,15.0,1.9999999999999996,2614,True,True,False,False,False,False,False
OG1,1200.0,0.05,0,52.3,0.37,2.33,4.7,52.23720710781193,1.9424230439573473,1.2757885241465419,0.06279289218806383,0.38757695604265274,3.4242114758534585,15.0,1.9999999999999996,253,True,True,False,False,False,False,False
OG1,1200.0,0.05,1,52.3,0.37,2.33,4.7,52.28242293391071,1.9410766964686375,1.248172235765237,0.017577066089287996,0.3889233035313626,3.4518277642347632,15.0,1.9999999999999996,250,True,True,False,False,False,False,False
OG1,1200.0,0.05,2,52.3,0.37,2.33,4.7,52.15204184524415,1.9146561957195685,1.3593623061763802,0.14795815475584817,0.4153438042804316,3.34063769382362,15.0,1.9999999999999996,262,True,True,False,False,False,False,False
OG1,1200.0,0.05,3,52.3,0.37,2.33,4.7,52.31037429226638,1.929555404894865,1.2383989995826743,0.010374292266384089,0.40044459510513497,3.4616010004173257,15.0,1.9999999999999996,247,True,True,False,False,False,False,False
OG1,1200.0,0.05,4,52.3,0.37,2.33,4.7,52.118414873322806,1.795050054282691,1.5572228570818658,0.1815851266771915,0.534949945717309,3.1427771429181344,15.0,1.9999999999999996,270,True,True,False,False,False,False,False
OG1,1200.0,0.05,5,52.3,0.37,2.33,4.7,52.12831963592319,1.844061746794456,1.4699695618432569,0.1716803640768063,0.48593825320554407,3.2300304381567435,15.0,1.9999999999999996,268,True,True,False,False,False,False,False
OG1,1200.0,0.05,6,52.3,0.37,2.33,4.7,54.415635204423225,1.3772427272858763,0.9623243719253348,2.115635204423228,0.9527572727141238,3.737675628074665,15.0,1.9999999999999996,252,True,True,False,False,False,False,False
OG1,1200.0,0.05,7,52.3,0.37,2.33,4.7,52.55913327139548,1.5611284729550998,1.9161669779091377,0.25913327139548414,0.7688715270449002,2.7838330220908625,15.0,1.9999999999999996,262,True,True,False,False,False,False,False
OG1,1200.0,0.1,0,52.3,0.37,2.33,4.7,52.93721186782367,1.7751761943529396,2.921539458917556,0.6372118678236731,0.5548238056470605,1.7784605410824441,15.0,1.9999999999999996,474,True,True,False,False,False,False,False
OG1,1200.0,0.1,1,52.3,0.37,2.33,4.7,53.2584571698372,1.6828201914461653,0.8436377261683012,0.9584571698372031,0.6471798085538347,3.8563622738316994,15.0,1.9999999999999996,491,True,True,False,False,False,False,False
OG1,1200.0,0.1,2,52.3,0.37,2.33,4.7,52.608773612971646,1.792244030173788,1.6188706375063142,0.30877361297164896,0.537755969826212,3.081129362493686,15.0,1.9999999999999996,465,True,True,False,False,False,False,False
OG1,1200.0,0.1,3,52.3,0.37,2.33,4.7,52.63067095944602,1.7842982703395547,1.6802111961495254,0.3306709594460244,0.5457017296604454,3.0197888038504748,15.0,1.9999999999999996,463,True,True,False,False,False,False,False
OG1,1200.0,0.1,4,52.3,0.37,2.33,4.7,52.59871877176677,1.8022993636971398,1.5809339083811986,0.2987187717667723,0.5277006363028602,3.1190660916188016,15.0,1.9999999999999996,464,True,True,False,False,False,False,False
OG1,1200.0,0.1,5,52.3,0.37,2.33,4.7,53.13182666269118,1.6682238540500354,2.473375971479496,0.831826662691185,0.6617761459499647,2.2266240285205043,15.0,1.9999999999999996,526,True,True,False,False,False,False,False
OG1,1200.0,0.1,6,52.3,0.37,2.33,4.7,53.2335260496146,1.7007710226050172,0.8990370568025885,0.9335260496146063,0.6292289773949828,3.800962943197412,15.0,1.9999999999999996,494,True,True,False,False,False,False,False
OG1,1200.0,0.1,7,52.3,0.37,2.33,4.7,52.650832601502565,1.7714407241871064,1.720722314996158,0.35083260150256734,0.5585592758128937,2.9792776850038427,15.0,1.9999999999999996,456,True,True,False,False,False,False,False
OG1,1200.0,0.2,0,52.3,0.37,2.33,4.7,52.91858656142076,1.7819315806004847,0.7411868356802819,0.6185865614207628,0.5480684193995153,3.958813164319719,15.0,1.9999999999999996,995,True,True,False,False,False,False,False
OG1,1200.0,0.2,1,52.3,0.37,2.33,4.7,52.918298635257294,1.7773775540267074,2.497438852467673,0.6182986352572968,0.5526224459732927,2.202561147532327,15.0,1.9999999999999996,1007,True,True,False,False,False,False,False
OG1,1200.0,0.2,2,52.3,0.37,2.33,4.7,52.91655019782812,1.78189520339946,0.3866454620163945,0.6165501978281256,0.5481047966005401,4.313354537983606,15.0,1.9999999999999996,996,True,True,False,False,False,False,False
OG1,1200.0,0.2,3,52.3,0.37,2.33,4.7,52.89079761267029,1.7802007896605665,1.4943192115995922,0.5907976126702934,0.5497992103394336,3.205680788400408,15.0,1.9999999999999996,975,True,True,False,False,False,False,False
OG1,1200.0,0.2,4,52.3,0.37,2.33,4.7,52.89285438593734,1.7825060563453468,1.4105403719061984,0.5928543859373434,0.5474939436546533,3.2894596280938018,15.0,1.9999999999999996,978,True,True,False,False,False,False,False
OG1,1200.0,0.2,5,52.3,0.37,2.33,4.7,52.90643440926916,1.785964653102884,0.11513126250725149,0.6064344092691627,0.544035346897116,4.584868737492749,15.0,1.9999999999999996,990,True,True,False,False,False,False,False
OG1,1200.0,0.2,6,52.3,0.37,2.33,4.7,52.89343872551785,1.7772157281170033,1.8211560776527298,0.5934387255178564,0.5527842718829967,2.8788439223472704,15.0,1.9999999999999996,980,True,True,False,False,False,False,False
OG1,1200.0,0.2,7,52.3,0.37,2.33,4.7,52.89296574568161,1.7897798945415921,1.4586677367625434,0.5929657456816102,0.5402201054584079,3.241332263237457,15.0,1.9999999999999996,974,True,True,False,False,False,False,False
OG2,300.0,0.05,0,47.6,-1.21,1.64,-7.3,48.525,2.8249999999999997,-13.599999999999998,0.9249999999999972,1.1849999999999998,6.299999999999998,2.0,0.0,3,False,False,False,False,False,False,False
OG2,300.0,0.05,1,47.6,-1.21,1.64,-7.3,48.525,2.8249999999999997,-13.599999999999998,0.9249999999999972,1.1849999999999998,6.299999999999998,2.0,0.0,3,False,False,False,False,False,False,False
OG2,300.0,0.05,2,47.6,-1.21,1.64,-7.3,48.525,2.8249999999999997,-13.599999999999998,0.9249999999999972,1.1849999999999998,6.299999999999998,2.0,0.0,3,False,False,False,False,False,False,False
OG2,300.0,0.05,3,47.6,-1.21,1.64,-7.3,48.525,2.8249999999999997,-13.599999999999998,0.9249999999999972,1.1849999999999998,6.299999999999998,2.0,0.0,3,False,False,False,False,False,False,False
OG2,300.0,0.05,4,47.6,-1.21,1.64,-7.3,48.525,2.8249999999999997,-13.599999999999998,0.9249999999999972,1.1849999999999998,6.299999999999998,2.0,0.0,3,False,False,False,False,False,False,False
OG2,300.0,0.05,5,47.6,-1.21,1.64,-7.3,48.525,2.8249999999999997,-13.599999999999998,0.9249999999999972,1.1849999999999998,6.299999999999998,2.0,0.0,3,False,False,False,False,False,False,False
OG2,300.0,0.05,6,47.6,-1.21,1.64,-7.3,47.525,2.8249999999999997,-13.599999999999998,0.07500000000000284,1.1849999999999998,6.299999999999998,2.0,0.0,5,False,False,False,False,False,False,False
OG2,300.0,0.05,7,47.6,-1.21,1.64,-7.3,48.525,2.8249999999999997,-13.599999999999998,0.9249999999999972,1.1849999999999998,6.299999999999998,3.0,0.19999999999999973,5,True,False,False,False,False,False,False
OG2,300.0,0.1,0,47.6,-1.21,1.64,-7.3,45.95586930186961,2.97689830106543,-14.707430297615154,1.6441306981303896,1.3368983010654303,7.407430297615154,9.0,0.3999999999999999,34,True,False,False,False,False,False,False
OG2,300.0,0.1,1,47.6,-1.21,1.64,-7.3,46.049923161654085,2.9729685788571714,-14.884898849274704,1.550076838345916,1.3329685788571715,7.584898849274704,10.0,0.3999999999999999,36,True,False,False,False,False,False,False
OG2,300.0,0.1,2,47.6,-1.21,1.64,-7.3,48.32771112521611,2.888869653352211,14.334125470201142,0.7277111252161106,1.2488696533522112,21.634125470201145,15.0,0.9999999999999998,230,True,False,False,False,False,False,False
OG2,300.0,0.1,3,47.6,-1.21,1.64,-7.3,45.94088464397517,2.97736790824496,-14.904654433636557,1.6591153560248344,1.3373679082449599,7.604654433636555,9.0,0.3999999999999999,30,True,False,False,False,False,False,False
OG2,300.0,0.1,4,47.6,-1.21,1.64,-7.3,45.92981730608065,2.977841720963478,-14.906529196189862,1.670182693919351,1.337841720963478,7.60652919618986,9.0,0.3999999999999999,30,True,False,False,False,False,False,False
OG2,300.0,0.1,5,47.6,-1.21,1.64,-7.3,45.62925303363357,2.9888390348967806,-14.93360314872354,1.970746966366434,1.3488390348967807,7.633603148723538,7.0,0.3999999999999999,19,True,False,False,False,False,False,False
OG2,300.0,0.1,6,47.6,-1.21,1.64,-7.3,46.290472167177896,2.9706991100656475,11.717957549157587,1.3095278328221056,1.3306991100656476,19.017957549157586,11.0,0.3999999999999999,69,True,False,False,False,False,False,False
OG2,300.0,0.1,7,47.6,-1.21,1.64,-7.3,46.93783605941351,2.93367753032226,-14.705298908129329,0.6621639405864883,1.2936775303222603,7.4052989081293275,15.0,0.7999999999999998,94,True,False,False,False,False,False,False
OG2,300.0,0.2,0,47.6,-1.21,1.64,-7.3,49.599985304260315,2.7568660459963965,-13.853952284206937,1.9999853042603135,1.1168660459963966,6.553952284206936,15.0,1.7999999999999996,744,True,True,False,False,False,False,False
OG2,300.0,0.2,1,47.6,-1.21,1.64,-7.3,51.52660200085485,2.519341898854446,12.262676145346875,3.9266020008548495,0.8793418988544459,19.562676145346877,15.0,1.9999999999999996,2368,True,True,False,False,False,False,False
OG2,300.0,0.2,2,47.6,-1.21,1.64,-7.3,47.65024067806805,2.8952631798989086,-14.524507614461768,0.050240678068050215,1.2552631798989087,7.224507614461769,15.0,0.9999999999999998,202,True,False,False,False,False,False,False
OG2,300.0,0.2,3,47.6,-1.21,1.64,-7.3,49.456051308697475,2.770824408983178,-13.568106311240586,1.8560513086974737,1.1308244089831783,6.268106311240585,15.0,1.5999999999999996,779,True,True,False,False,False,False,False
OG2,300.0,0.2,4,47.6,-1.21,1.64,-7.3,50.46628463380137,2.6515524240103154,-12.239069071120845,2.8662846338013708,1.0115524240103155,4.939069071120844,15.0,1.9999999999999996,1647,True,True,False,False,False,False,False
OG2,300.0,0.2,5,47.6,-1.21,1.64,-7.3,49.88864274642544,2.769439623635015,13.681489568503354,2.288642746425438,1.129439623635015,20.981489568503353,15.0,1.5999999999999996,812,True,True,False,False,False,False,False
OG2,300.0,0.2,6,47.6,-1.21,1.64,-7.3,49.24936649705237,2.798105156533168,-5.169784392971506,1.6493664970523696,1.158105156533168,2.1302156070284948,15.0,1.3999999999999997,1017,True,True,False,False,False,False,False
OG2,300.0,0.2,7,47.6,-1.21,1.64,-7.3,50.907247740195295,2.64530470490079,12.924340229946306,3.3072477401952938,1.0053047049007902,20.224340229946307,15.0,1.9999999999999996,1691,True,True,False,False,False,False,False
OG2,600.0,0.05,0,47.6,-1.21,1.64,-7.3,49.47714298049552,2.8519467161241905,-14.073683485127741,1.8771429804955204,1.2119467161241906,6.77368348512774,15.0,0.6000000000000001,72,True,False,False,False,False,False,False
OG2,600.0,0.05,1,47.6,-1.21,1.64,-7.3,50.296643730961314,2.834483173758045,-13.887067341621089,2.6966437309613127,1.194483173758045,6.587067341621088,15.0,0.7999999999999998,87,True,False,False,False,False,False,False
OG2,600.0,0.05,2,47.6,-1.21,1.64,-7.3,50.023999609861264,2.833629297228179,-13.950272802228344,2.423999609861262,1.1936292972281792,6.6502728022283435,15.0,0.7999999999999998,85,True,False,False,False,False,False,False
OG2,600.0,0.05,3,47.6,-1.21,1.64,-7.3,49.63863724581431,2.8430505268409236,-14.024110777817498,2.038637245814307,1.2030505268409237,6.724110777817497,15.0,0.7999999999999998,78,True,False,False,False,False,False,False
OG2,600.0,0.05,4,47.6,-1.21,1.64,-7.3,49.68729412507527,2.838583772539607,-14.020571365407452,2.0872941250752675,1.198583772539607,6.7205713654074515,15.0,0.7999999999999998,78,True,False,False,False,False,False,False
OG2,600.0,0.05,5,47.6,-1.21,1.64,-7.3,48.5011113394775,2.8868995005152955,-14.281777882923398,0.9011113394774952,1.2468995005152956,6.981777882923397,12.0,0.6000000000000001,49,True,False,False,False,False,False,False
OG2,600.0,0.05,6,47.6,-1.21,1.64,-7.3,49.264738685130666,2.8608801602873513,-14.164774900812851,1.664738685130665,1.2208801602873514,6.86477490081285,14.0,0.6000000000000001,62,True,False,False,False,False,False,False
OG2,600.0,0.05,7,47.6,-1.21,1.64,-7.3,48.720851016487494,2.881039614602363,-14.264550987297632,1.1208510164874923,1.2410396146023632,6.964550987297631,12.0,0.6000000000000001,51,True,False,False,False,False,False,False
OG2,600.0,0.1,0,47.6,-1.21,1.64,-7.3,52.473925610666704,2.1879004070489447,9.924678085595728,4.873925610666703,0.5479004070489448,17.22467808559573,15.0,1.9999999999999996,960,True,True,False,False,False,False,False
OG2,600.0,0.1,1,47.6,-1.21,1.64,-7.3,49.07868508060112,2.845023933013869,-14.225902292995421,1.4786850806011174,1.2050239330138692,6.9259022929954215,15.0,0.7999999999999998,128,True,False,False,False,False,False,False
OG2,600.0,0.1,2,47.6,-1.21,1.64,-7.3,48.3144725174366,2.875086182004071,-14.396530486398033,0.7144725174365973,1.235086182004071,7.096530486398033,15.0,0.7999999999999998,93,True,False,False,False,False,False,False
OG2,600.0,0.1,3,47.6,-1.21,1.64,-7.3,50.316283193197904,2.785069248975543,-13.939809708747651,2.716283193197903,1.145069248975543,6.639809708747651,15.0,0.9999999999999998,198,True,False,False,False,False,False,False
OG2,600.0,0.1,4,47.6,-1.21,1.64,-7.3,49.531813258623615,2.8233834652667493,-14.139077269630254,1.9318132586236132,1.1833834652667494,6.839077269630254,15.0,0.9999999999999998,152,True,False,False,False,False,False,False
OG2,600.0,0.1,5,47.6,-1.21,1.64,-7.3,49.95556268129695,2.8057515023317974,-14.025507089584794,2.355562681296952,1.1657515023317975,6.725507089584794,15.0,0.9999999999999998,175,True,False,False,False,False,False,False
OG2,600.0,0.1,6,47.6,-1.21,1.64,-7.3,47.8665619423813,2.8942507265413204,-14.494626873361806,0.26656194238130126,1.2542507265413205,7.1946268733618055,14.0,0.6000000000000001,77,True,False,False,False,False,False,False
OG2,600.0,0.1,7,47.6,-1.21,1.64,-7.3,50.557861117652735,2.7712300140907806,-13.854260308089012,2.957861117652733,1.1312300140907807,6.554260308089012,15.0,0.9999999999999998,215,True,False,False,False,False,False,False
OG2,600.0,0.2,0,47.6,-1.21,1.64,-7.3,49.67106913141604,2.7953211223875556,-14.04590738028736,2.0710691314160385,1.1553211223875557,6.745907380287359,15.0,1.1999999999999997,344,True,False,False,False,False,False,False
OG2,600.0,0.2,1,47.6,-1.21,1.64,-7.3,48.65757569153481,2.851051832542801,-14.328811288000153,1.057575691534808,1.211051832542801,7.028811288000153,15.0,0.9999999999999998,227,True,False,False,False,False,False,False
OG2,600.0,0.2,2,47.6,-1.21,1.64,-7.3,50.59875526250129,2.6640551195497215,-9.369051753817974,2.998755262501291,1.0240551195497216,2.0690517538179733,15.0,1.9999999999999996,1564,True,True,False,False,False,False,False
OG2,600.0,0.2,3,47.6,-1.21,1.64,-7.3,47.741662826608845,2.895421853011459,-14.528030467335492,0.14166282660884377,1.2554218530114591,7.228030467335491,15.0,0.7999999999999998,143,True,False,False,False,False,False,False
OG2,600.0,0.2,4,47.6,-1.21,1.64,-7.3,48.806326271143945,2.8435039713817543,-14.27010708766098,1.2063262711439435,1.2035039713817544,6.970107087660979,15.0,1.1999999999999997,242,True,False,False,False,False,False,False
OG2,600.0,0.2,5,47.6,-1.21,1.64,-7.3,52.01939081282934,2.492999851997719,12.136957687557537,4.4193908128293415,0.8529998519977189,19.436957687557538,15.0,1.7999999999999996,1012,True,True,False,False,False,False,False
OG2,600.0,0.2,6,47.6,-1.21,1.64,-7.3,51.449018588469876,2.602246186125032,-13.15234619240496,3.8490185884698747,0.962246186125032,5.8523461924049585,15.0,1.7999999999999996,755,True,True,False,False,False,False,False
OG2,600.0,0.2,7,47.6,-1.21,1.64,-7.3,50.78033794767524,2.705997811235985,-13.635419288987492,3.180337947675241,1.0659978112359851,6.335419288987492,15.0,1.5999999999999996,532,True,True,False,False,False,False,False
OG2,1200.0,0.05,0,47.6,-1.21,1.64,-7.3,51.40769475068441,2.8974072164746403,-9.779251885801415,3.807694750684412,1.2574072164746404,2.479251885801413,15.0,0.9999999999999998,59,True,False,False,False,False,False,False
OG2,1200.0,0.05,1,47.6,-1.21,1.64,-7.3,51.38606180956753,2.8921977920431554,-9.856996436759907,3.786061809567528,1.2521977920431555,2.5569964367599054,15.0,0.9999999999999998,64,True,False,False,False,False,False,False
