scenario_base,turn_deg,T_s,psi_deg,n_obs,fim_min,fim_max,sv_min,sv_max,cond,rank_tol,crlb_r_km,crlb_v,crlb_psi_deg,crlb_theta_deg,geom_sv_min,geom_cond,mean_v_los,mean_v_cross,bearing_span_rad,bearing_span_deg,crlb_r_note
LIN,2.0,120.0,-5.0,13,1.6032135276790822e-14,4267746.621619499,1.2661802139268778e-07,2065.85251690906,16315627856.023058,3,0.0086580892239818,4040.186275578455,10068.580415541446,0.0696868756152419,2.2099013656630235e-10,16315627856.02301,-0.0069956538651795,-0.206527946130232,0.0005021147523299,0.0287690561397642,0.008658 km (defined)
LIN,2.0,120.0,-3.0,13,1.5048754751803817e-14,4267697.218990447,1.226734366825201e-07,2065.8405599151274,16840162106.66324,3,0.0172006425569765,5694.511270268622,8496.122340358566,0.0687886328192489,2.1410553748461247e-10,16840162106.668278,-0.00215512820359,-0.1368870965274208,0.0003349730833187,0.0191925439246485,0.0172 km (defined)
LIN,2.0,120.0,0.0,13,1.6297942681349055e-14,4267669.465380072,1.2766332394959138e-07,2065.833842635964,16181889823.358124,3,,14462.152437799346,36.43252984592476,0.0639637348460712,2.2281453369405608e-10,16181889823.502935,0.0005638875166321,-0.032214892511257,8.375866943368799e-05,0.0047990182561817,n/a
LIN,2.0,120.0,3.0,13,8.370544870123209e-14,4267697.385392118,2.893189043436564e-07,2065.840600189695,7140358162.478957,3,,0.0084524171947509,18.54379605659768,0.0524141136374647,5.049567469074735e-10,7140358162.4571705,-0.0021726626824217,0.0724571902228282,0.0001674546530494,0.0095944448795608,n/a
LIN,2.0,120.0,5.0,13,3.6468746503289774e-14,4267746.89874225,1.909679013739034e-07,2065.85258398131,10817800107.341064,3,0.0400372680485487,8851.96025493683,22098.704775884413,0.0763904657871566,3.33301864459137e-10,10817800107.363932,-0.0070248546191067,0.142097824338686,0.0003345943829512,0.0191708459918919,0.04004 km (defined)
LIN,2.0,120.0,10.0,13,2.5209878370272743e-14,4267978.3647035,1.5877619687186289e-07,2065.908605118701,13011450367.37434,3,0.0060778922150002,3404.705857102746,17122.319723265147,0.0736736634539558,2.7711674092098783e-10,13011450367.368942,-0.0297049492022575,0.3150930396685788,0.0007498059019168,0.0429607136338337,0.006078 km (defined)
LIN,2.0,120.0,15.0,13,2.3081269635990084e-14,4268362.197546324,1.5192520158148398e-07,2066.0014998896595,13598807033.878277,3,0.0023079511755658,2082.7778963621254,15913.189856302335,0.0729979216848442,2.6515949843536154e-10,13598807033.875076,-0.0673062306101762,0.4854633315795882,0.0011587599339124,0.0663920536820397,0.002308 km (defined)
LIN,2.0,300.0,-15.0,31,2.277473967911808e-13,10181119.295248104,4.772288703755422e-07,3190.786626405486,6686072080.875124,3,6.462615738354158e-05,181.291454790894,1373.3198354916274,0.0497750922004752,8.329215073626795e-10,6686072080.874837,-0.06664243870823,-0.5515188365290042,0.0033165573513767,0.1900247387469749,6.463e-05 km (defined)
LIN,2.0,300.0,-10.0,31,2.18956687425809e-13,10178860.436755322,4.679280804539571e-07,3190.432640999543,6818211546.322177,3,0.0001327809114219,260.7940788148253,1299.9038570604291,0.0494467920519214,8.166885666457576e-10,6818211546.322924,-0.0293565537409538,-0.3811020157713815,0.0022935808437592,0.131412502319462,0.0001328 km (defined)
LIN,2.0,300.0,-5.0,31,2.0120995675274523e-13,10177499.90685919,4.485643123922086e-07,3190.2194135919854,7112066933.230683,3,0.0003987899224748,452.5609358848202,1118.205167590662,0.0486312945035637,7.828924158187796e-10,7112066933.231267,-0.0068896504377093,-0.2080889885128721,0.0012553179679593,0.0719244215110106,0.0003988 km (defined)
LIN,2.0,300.0,-3.0,31,1.8916233234012346e-13,10177209.441295518,4.349279453824907e-07,3190.173888880589,7334948059.212521,3,0.0007898698303834,636.7808494557283,941.1726084220062,0.047837640701916,7.590924655858302e-10,7334948059.21274,-0.0020928490981156,-0.1384462613722147,0.0008374389706672,0.0479817186190121,0.0007899 km (defined)
LIN,2.0,300.0,0.0,31,2.106900989185676e-13,10177046.692625452,4.590097543767021e-07,3190.1483809731253,6950066639.226628,3,0.004987861606944,1602.9722436609004,9.897847230777677,0.0436770257934999,8.011231512624679e-10,6950066639.243303,0.0005932940184411,-0.0337736403775221,0.0002093962118034,0.0119975191823656,0.004988 km (defined)
