kind,ref_name,turn_deg,T_s,sigma_test_deg,ref_r0_km,ref_theta0_deg,ref_v,ref_psi_deg,alt_r0_km,alt_theta0_deg,alt_v,alt_psi_deg,rmse_bearing_deg,delta_r_km,delta_v,delta_psi_deg,delta_theta0_deg,grid_alt_in_accept_rate,rank,note
search,CR10,5.0,600.0,0.1,50.0,0.0,2.0,10.0,53.0,0.0,2.9999999999999996,7.0,0.0008328261967142796,3.0,0.9999999999999996,2.9999999999999996,0.0,0.9999653206276466,2.0,"RC2-hard: bearings close, kinematics far"
search,CR5,0.0,1200.0,0.1,50.0,0.0,2.0,5.0,60.0,0.0,2.3999999999999995,5.0,0.0008574225588896525,10.0,0.39999999999999947,0.0,0.0,0.9999632420033671,4.0,"RC2-hard: bearings close, kinematics far"
search,CR10,0.0,1200.0,0.1,50.0,0.0,2.0,10.0,45.0,0.0,2.5999999999999996,7.0,0.0009607550773181656,5.0,0.5999999999999996,2.9999999999999996,0.0,0.9999538485490813,2.0,"RC2-hard: bearings close, kinematics far"
search,CR10,0.0,1200.0,0.1,50.0,0.0,2.0,10.0,52.0,0.0,1.5999999999999999,13.0,0.0011301187439614912,2.0,0.40000000000000013,3.000000000000001,0.0,0.9999361436201327,3.0,"RC2-hard: bearings close, kinematics far"
search,CR5,5.0,1200.0,0.1,50.0,0.0,2.0,5.0,50.0,0.0,1.0,10.0,0.0011335144998041672,0.0,1.0,5.0,0.0,0.9999357593074584,1.0,"RC2-hard: bearings close, kinematics far"
dedicated,RS2,5.0,300.0,0.1,50.0,0.0,2.0,0.0,46.0,0.0,1.5,0.0,0.0011383317752009917,4.0,0.5,0.0,0.0,0.9999352121373026,,near-slow vs LIN
search,CR5,5.0,1200.0,0.1,50.0,0.0,2.0,5.0,52.0,0.0,2.5999999999999996,4.0,0.0011468959882559055,2.0,0.5999999999999996,0.9999999999999998,0.0,0.9999342336423078,2.0,"RC2-hard: bearings close, kinematics far"
dedicated,RS1,5.0,300.0,0.1,50.0,0.0,2.0,0.0,55.0,0.0,2.5,0.0,0.0011761418271775757,5.0,0.5,0.0,0.0,0.9999308369119948,,far-fast vs LIN
search,CR5,15.0,600.0,0.1,50.0,0.0,2.0,5.0,52.0,0.0,1.0,10.0,0.001182277800728334,2.0,1.0,5.0,0.0,0.9999301134022773,1.0,"RC2-hard: bearings close, kinematics far"
search,CR10,5.0,600.0,0.1,50.0,0.0,2.0,10.0,56.0,0.0,2.1999999999999997,10.0,0.0012378268214117707,6.0,0.19999999999999973,0.0,0.0,0.9999233921725391,3.0,"RC2-hard: bearings close, kinematics far"
search,CR5,15.0,1200.0,0.1,50.0,0.0,2.0,5.0,50.0,0.0,1.0,10.0,0.0012379000447713348,0.0,1.0,5.0,0.0,0.9999233831091816,0.0,"RC2-hard: bearings close, kinematics far"
search,LIN,15.0,300.0,0.1,50.0,0.0,2.0,0.0,52.0,0.0,1.0,0.0,0.0012571065221174424,2.0,1.0,0.0,0.0,0.9999209872812718,4.0,"RC2-hard: bearings close, kinematics far"
search,CR10,15.0,300.0,0.1,50.0,0.0,2.0,10.0,52.0,0.0,1.5999999999999999,13.0,0.001278780126467884,2.0,0.40000000000000013,3.000000000000001,0.0,0.9999182394119867,2.0,"RC2-hard: bearings close, kinematics far"
search,CR10,15.0,300.0,0.1,50.0,0.0,2.0,10.0,54.0,0.0,2.5999999999999996,8.0,0.0012901834132602724,4.0,0.5999999999999996,1.9999999999999996,0.0,0.9999167748014164,3.0,"RC2-hard: bearings close, kinematics far"
search,CR10,5.0,600.0,0.1,50.0,0.0,2.0,10.0,57.0,0.0,2.8,8.0,0.0012983488057434313,7.0,0.7999999999999998,1.9999999999999996,0.0,0.9999157180708526,4.0,"RC2-hard: bearings close, kinematics far"
search,CR10,15.0,300.0,0.1,50.0,0.0,2.0,10.0,54.0,0.0,1.5999999999999999,13.0,0.0013042600142016516,4.0,0.40000000000000013,3.000000000000001,0.0,0.999914948907817,4.0,"RC2-hard: bearings close, kinematics far"
search,CR10,15.0,600.0,0.1,50.0,0.0,2.0,10.0,48.0,0.0,2.8,7.0,0.0013515540833521132,2.0,0.7999999999999998,2.9999999999999996,0.0,0.9999086692488958,0.0,"RC2-hard: bearings close, kinematics far"
dedicated,RS2,15.0,120.0,0.1,50.0,0.0,2.0,0.0,46.0,0.0,1.5,0.0,0.001384622621487491,4.0,0.5,0.0,0.0,0.9999041456041294,,near-slow vs LIN
dedicated,RS1,15.0,120.0,0.1,50.0,0.0,2.0,0.0,55.0,0.0,2.5,0.0,0.0014405806688838872,5.0,0.5,0.0,0.0,0.9998962417500815,,far-fast vs LIN
search,LIN,5.0,1200.0,0.1,50.0,0.0,2.0,0.0,49.0,0.0,1.5999999999999999,0.0,0.0014442513802999687,1.0,0.40000000000000013,0.0,0.0,0.9998957123358616,3.0,"RC2-hard: bearings close, kinematics far"
search,CR10,15.0,600.0,0.1,50.0,0.0,2.0,10.0,48.0,0.0,1.4,14.0,0.0014975626100316663,2.0,0.6000000000000001,4.000000000000001,0.0,0.9998878715983109,1.0,"RC2-hard: bearings close, kinematics far"
search,CR5,5.0,1200.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.5999999999999999,6.000000000000001,0.0016308867689013972,3.0,0.40000000000000013,1.0000000000000007,0.0,0.9998670192600737,3.0,"RC2-hard: bearings close, kinematics far"
search,CR5,15.0,600.0,0.1,50.0,0.0,2.0,5.0,51.0,0.0,1.4,7.0,0.001643441644491287,1.0,0.6000000000000001,2.0000000000000004,0.0,0.9998649640962262,2.0,"RC2-hard: bearings close, kinematics far"
search,CR10,0.0,1200.0,0.1,50.0,0.0,2.0,10.0,54.0,0.0,2.3999999999999995,9.0,0.0016581021229377826,4.0,0.39999999999999947,0.9999999999999998,0.0,0.9998625443153939,4.0,"RC2-hard: bearings close, kinematics far"
search,LIN,15.0,1200.0,0.1,50.0,0.0,2.0,0.0,51.0,0.0,1.5999999999999999,0.0,0.0016788928883417489,1.0,0.40000000000000013,0.0,0.0,0.9998590758642127,2.0,"RC2-hard: bearings close, kinematics far"
search,CR5,15.0,600.0,0.1,50.0,0.0,2.0,5.0,49.0,0.0,1.4,7.0,0.0016866116777872115,1.0,0.6000000000000001,2.0000000000000004,0.0,0.9998577771670437,3.0,"RC2-hard: bearings close, kinematics far"
search,CR5,15.0,600.0,0.1,50.0,0.0,2.0,5.0,48.0,0.0,1.0,10.0,0.0017021817097483695,2.0,1.0,5.0,0.0,0.9998551393646651,4.0,"RC2-hard: bearings close, kinematics far"
search,LIN,5.0,1200.0,0.1,50.0,0.0,2.0,0.0,51.0,0.0,2.8,0.0,0.0017554816087768845,1.0,0.7999999999999998,0.0,0.0,0.999845926086667,4.0,"RC2-hard: bearings close, kinematics far"
search,CR10,5.0,1200.0,0.1,50.0,0.0,2.0,10.0,53.0,0.0,1.4,14.999999999999998,0.001821457906006509,3.0,0.6000000000000001,4.999999999999999,0.0,0.999834128313062,1.0,"RC2-hard: bearings close, kinematics far"
search,CR5,5.0,1200.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.2,8.0,0.0018973622252670614,3.0,0.8,3.0000000000000004,0.0,0.9998200170281852,4.0,"RC2-hard: bearings close, kinematics far"
search,CR10,5.0,1200.0,0.1,50.0,0.0,2.0,10.0,48.0,0.0,2.8,7.0,0.0019791045866142678,2.0,0.7999999999999998,2.9999999999999996,0.0,0.9998041764277013,2.0,"RC2-hard: bearings close, kinematics far"
search,CR5,15.0,1200.0,0.1,50.0,0.0,2.0,5.0,52.0,0.0,1.0,10.0,0.002011353001089475,2.0,1.0,5.0,0.0,0.9997977434118726,1.0,"RC2-hard: bearings close, kinematics far"
search,CR10,5.0,1200.0,0.1,50.0,0.0,2.0,10.0,45.0,0.0,1.4,13.0,0.002092931837192427,5.0,0.6000000000000001,3.000000000000001,0.0,0.9997810057989748,3.0,"RC2-hard: bearings close, kinematics far"
search,LIN,15.0,600.0,0.1,50.0,0.0,2.0,0.0,52.0,0.0,1.0,0.0,0.0021112009125478816,2.0,1.0,0.0,0.0,0.9997771663664459,4.0,"RC2-hard: bearings close, kinematics far"
dedicated,RS2,5.0,600.0,0.1,50.0,0.0,2.0,0.0,46.0,0.0,1.5,0.0,0.002318591611258028,4.0,0.5,0.0,0.0,0.999731242768707,,near-slow vs LIN
dedicated,RS1,5.0,600.0,0.1,50.0,0.0,2.0,0.0,55.0,0.0,2.5,0.0,0.0023687488578880657,5.0,0.5,0.0,0.0,0.9997194907924793,,far-fast vs LIN
search,CR10,5.0,1200.0,0.1,50.0,0.0,2.0,10.0,54.0,0.0,2.3999999999999995,9.0,0.002419408266093171,4.0,0.39999999999999947,0.9999999999999998,0.0,0.9997073660077798,4.0,"RC2-hard: bearings close, kinematics far"
search,CR10,15.0,600.0,0.1,50.0,0.0,2.0,10.0,54.0,0.0,1.5999999999999999,13.0,0.0025671070733257464,4.0,0.40000000000000013,3.000000000000001,0.0,0.9996705523435051,2.0,"RC2-hard: bearings close, kinematics far"
search,CR10,15.0,600.0,0.1,50.0,0.0,2.0,10.0,54.0,0.0,2.5999999999999996,8.0,0.002600389520535006,4.0,0.5999999999999996,1.9999999999999996,0.0,0.9996619558668723,3.0,"RC2-hard: bearings close, kinematics far"
search,CR10,15.0,600.0,0.1,50.0,0.0,2.0,10.0,52.0,0.0,1.5999999999999999,13.0,0.002612002456206651,2.0,0.40000000000000013,3.000000000000001,0.0,0.9996589303359251,4.0,"RC2-hard: bearings close, kinematics far"
search,CR10,15.0,1200.0,0.1,50.0,0.0,2.0,10.0,48.0,0.0,2.8,7.0,0.002693585013388894,2.0,0.7999999999999998,2.9999999999999996,0.0,0.9996372957818667,0.0,"RC2-hard: bearings close, kinematics far"
search,CR10,15.0,1200.0,0.1,50.0,0.0,2.0,10.0,48.0,0.0,1.4,14.0,0.0031247602502192467,2.0,0.6000000000000001,4.000000000000001,0.0,0.999511912822252,1.0,"RC2-hard: bearings close, kinematics far"
search,CR5,15.0,1200.0,0.1,50.0,0.0,2.0,5.0,51.0,0.0,1.4,7.0,0.003273869086985334,1.0,0.6000000000000001,2.0000000000000004,0.0,0.999464232634683,2.0,"RC2-hard: bearings close, kinematics far"
dedicated,RS2,15.0,300.0,0.1,50.0,0.0,2.0,0.0,46.0,0.0,1.5,0.0,0.003379407414333991,4.0,0.5,0.0,0.0,0.9994291432771326,,near-slow vs LIN
dedicated,RS1,15.0,300.0,0.1,50.0,0.0,2.0,0.0,55.0,0.0,2.5,0.0,0.0034917471995877356,5.0,0.5,0.0,0.0,0.9993905708521343,,far-fast vs LIN
search,CR5,15.0,1200.0,0.1,50.0,0.0,2.0,5.0,49.0,0.0,1.4,7.0,0.00356512385021838,1.0,0.6000000000000001,2.0000000000000004,0.0,0.9993646964874192,3.0,"RC2-hard: bearings close, kinematics far"
dedicated,RS2,5.0,900.0,0.1,50.0,0.0,2.0,0.0,46.0,0.0,1.5,0.0,0.0035758767679650912,4.0,0.5,0.0,0.0,0.9993608596043105,,near-slow vs LIN
dedicated,RS1,5.0,900.0,0.1,50.0,0.0,2.0,0.0,55.0,0.0,2.5,0.0,0.003613420969239427,5.0,0.5,0.0,0.0,0.9993473724989822,,far-fast vs LIN
search,CR5,15.0,1200.0,0.1,50.0,0.0,2.0,5.0,48.0,0.0,1.0,10.0,0.003935538343423073,2.0,1.0,5.0,0.0,0.9992258766855506,4.0,"RC2-hard: bearings close, kinematics far"
dedicated,RS5,15.0,60.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.0042055401580886964,8.0,0.7999999999999998,3.0,0.0,0.9991160625020582,,far-fast-canted
search,LIN,15.0,1200.0,0.1,50.0,0.0,2.0,0.0,49.0,0.0,1.5999999999999999,0.0,0.0042839176061941035,1.0,0.40000000000000013,0.0,0.0,0.999082823361018,3.0,"RC2-hard: bearings close, kinematics far"
dedicated,RS7,0.0,60.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.004593455294079382,3.0,0.30000000000000004,3.0,0.0,0.9989455647310278,,CR5 vs near-slow-lowpsi
dedicated,RS7,5.0,60.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.004756687324413234,3.0,0.30000000000000004,3.0,0.0,0.9988693359676883,,CR5 vs near-slow-lowpsi
dedicated,RS6,0.0,60.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.004818105947241131,5.0,0.2999999999999998,3.0,0.0,0.9988399661141635,,CR5 vs far-fast+canted
dedicated,RS5,5.0,60.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.004868144308067768,8.0,0.7999999999999998,3.0,0.0,0.9988157603157004,,far-fast-canted
dedicated,RS1,5.0,1200.0,0.1,50.0,0.0,2.0,0.0,55.0,0.0,2.5,0.0,0.004909937544361523,5.0,0.5,0.0,0.0,0.9987953518373677,,far-fast vs LIN
dedicated,RS2,5.0,1200.0,0.1,50.0,0.0,2.0,0.0,46.0,0.0,1.5,0.0,0.004911030898427526,4.0,0.5,0.0,0.0,0.9987948155944859,,near-slow vs LIN
search,CR10,15.0,1200.0,0.1,50.0,0.0,2.0,10.0,52.0,0.0,2.5999999999999996,8.0,0.0049416603235707445,2.0,0.5999999999999996,1.9999999999999996,0.0,0.9987797447799408,2.0,"RC2-hard: bearings close, kinematics far"
search,CR10,15.0,1200.0,0.1,50.0,0.0,2.0,10.0,54.0,0.0,1.5999999999999999,13.0,0.005004834463402073,4.0,0.40000000000000013,3.000000000000001,0.0,0.9987483655483105,3.0,"RC2-hard: bearings close, kinematics far"
dedicated,RS6,5.0,60.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.005050251286992411,5.0,0.2999999999999998,3.0,0.0,0.9987255608850798,,CR5 vs far-fast+canted
dedicated,RS7,15.0,60.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.005081674557314382,3.0,0.30000000000000004,3.0,0.0,0.9987096623870736,,CR5 vs near-slow-lowpsi
search,CR10,15.0,1200.0,0.1,50.0,0.0,2.0,10.0,53.0,0.0,2.9999999999999996,7.0,0.0051792755020739056,3.0,0.9999999999999996,2.9999999999999996,0.0,0.9986596543304012,4.0,"RC2-hard: bearings close, kinematics far"
search,LIN,15.0,1200.0,0.1,50.0,0.0,2.0,0.0,51.0,0.0,2.8,0.0,0.0052072388690443654,1.0,0.7999999999999998,0.0,0.0,0.9986451518046877,4.0,"RC2-hard: bearings close, kinematics far"
dedicated,RS5,0.0,60.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.005215977593955461,8.0,0.7999999999999998,3.0,0.0,0.9986406037043359,,far-fast-canted
dedicated,RS6,15.0,60.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.005513979252340119,5.0,0.2999999999999998,3.0,0.0,0.9984809565564566,,CR5 vs far-fast+canted
dedicated,RS2,15.0,600.0,0.1,50.0,0.0,2.0,0.0,46.0,0.0,1.5,0.0,0.006881280990953248,4.0,0.5,0.0,0.0,0.9976351991537437,,near-slow vs LIN
dedicated,RS1,15.0,600.0,0.1,50.0,0.0,2.0,0.0,55.0,0.0,2.5,0.0,0.007030521913197513,5.0,0.5,0.0,0.0,0.9975316395055452,,far-fast vs LIN
dedicated,RS5,15.0,120.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.008333117755108933,8.0,0.7999999999999998,3.0,0.0,0.996533977993892,,far-fast-canted
dedicated,RS3,15.0,60.0,0.1,50.0,0.0,2.0,0.0,50.0,0.0,2.0,6.0,0.008637292855599046,0.0,0.0,6.0,0.0,0.99627680694163,,course split +6°
dedicated,RS3,5.0,60.0,0.1,50.0,0.0,2.0,0.0,50.0,0.0,2.0,6.0,0.00863755237867698,0.0,0.0,6.0,0.0,0.9962765836151997,,course split +6°
dedicated,RS3,0.0,60.0,0.1,50.0,0.0,2.0,0.0,50.0,0.0,2.0,6.0,0.008637607610957873,0.0,0.0,6.0,0.0,0.9962765360855106,,course split +6°
dedicated,RS7,0.0,120.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.00900712367031324,3.0,0.30000000000000004,3.0,0.0,0.995951802292907,,CR5 vs near-slow-lowpsi
dedicated,RS7,5.0,120.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.009312630885510258,3.0,0.30000000000000004,3.0,0.0,0.9956731332774692,,CR5 vs near-slow-lowpsi
dedicated,RS6,0.0,120.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.009443616872742339,5.0,0.2999999999999998,3.0,0.0,0.9955508320214402,,CR5 vs far-fast+canted
dedicated,RS5,5.0,120.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.00957263416746929,8.0,0.7999999999999998,3.0,0.0,0.9954287140335808,,far-fast-canted
dedicated,RS6,5.0,120.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.009876943473015988,5.0,0.2999999999999998,3.0,0.0,0.9951341760450877,,CR5 vs far-fast+canted
dedicated,RS7,15.0,120.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.009920754573257176,3.0,0.30000000000000004,3.0,0.0,0.9950910200549992,,CR5 vs near-slow-lowpsi
dedicated,RS5,0.0,120.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.010223044630333161,8.0,0.7999999999999998,3.0,0.0,0.9947880972665252,,far-fast-canted
dedicated,RS2,15.0,900.0,0.1,50.0,0.0,2.0,0.0,46.0,0.0,1.5,0.0,0.010609597860140063,4.0,0.5,0.0,0.0,0.9943876301863704,,near-slow vs LIN
dedicated,RS1,15.0,900.0,0.1,50.0,0.0,2.0,0.0,55.0,0.0,2.5,0.0,0.010721896609380376,5.0,0.5,0.0,0.0,0.9942685345330725,,far-fast vs LIN
dedicated,RS6,15.0,120.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.010742472852704818,5.0,0.2999999999999998,3.0,0.0,0.9942465785378867,,CR5 vs far-fast+canted
dedicated,RS1,15.0,1200.0,0.1,50.0,0.0,2.0,0.0,55.0,0.0,2.5,0.0,0.014565070084677063,5.0,0.5,0.0,0.0,0.9894489931942202,,far-fast vs LIN
dedicated,RS2,15.0,1200.0,0.1,50.0,0.0,2.0,0.0,46.0,0.0,1.5,0.0,0.014566606211769455,4.0,0.5,0.0,0.0,0.9894467793066918,,near-slow vs LIN
dedicated,RS3,15.0,120.0,0.1,50.0,0.0,2.0,0.0,50.0,0.0,2.0,6.0,0.01693877218256359,0.0,0.0,6.0,0.0,0.9857563148054649,,course split +6°
dedicated,RS3,5.0,120.0,0.1,50.0,0.0,2.0,0.0,50.0,0.0,2.0,6.0,0.016939709889444057,0.0,0.0,6.0,0.0,0.9857547490271522,,course split +6°
dedicated,RS3,0.0,120.0,0.1,50.0,0.0,2.0,0.0,50.0,0.0,2.0,6.0,0.016939909093512374,0.0,0.0,6.0,0.0,0.9857544163863415,,course split +6°
dedicated,RS5,15.0,300.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.020652756057944175,8.0,0.7999999999999998,3.0,0.0,0.9788989918072352,,far-fast-canted
dedicated,RS7,0.0,300.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.022235712757673217,3.0,0.30000000000000004,3.0,0.0,0.9755817238156946,,CR5 vs near-slow-lowpsi
dedicated,RS7,5.0,300.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.022973801685957633,3.0,0.30000000000000004,3.0,0.0,0.9739553890402267,,CR5 vs near-slow-lowpsi
dedicated,RS6,0.0,300.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.02328363684469056,5.0,0.2999999999999998,3.0,0.0,0.9732576938206184,,CR5 vs far-fast+canted
dedicated,RS5,5.0,300.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.0236359290461005,8.0,0.7999999999999998,3.0,0.0,0.972453657974224,,far-fast-canted
dedicated,RS6,5.0,300.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.024322299333778927,5.0,0.2999999999999998,3.0,0.0,0.9708544565006311,,CR5 vs far-fast+canted
dedicated,RS7,15.0,300.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.02444220592114881,3.0,0.30000000000000004,3.0,0.0,0.9705706596873079,,CR5 vs near-slow-lowpsi
dedicated,RS5,0.0,300.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.025202401619878075,8.0,0.7999999999999998,3.0,0.0,0.9687409383007275,,far-fast-canted
dedicated,RS6,15.0,300.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.026396476454692945,5.0,0.2999999999999998,3.0,0.0,0.9657611824594493,,CR5 vs far-fast+canted
dedicated,RS5,15.0,600.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.040931153549595145,8.0,0.7999999999999998,3.0,0.0,0.919644619658872,,far-fast-canted
dedicated,RS3,15.0,300.0,0.1,50.0,0.0,2.0,0.0,50.0,0.0,2.0,6.0,0.04183308717224056,0.0,0.0,6.0,0.0,0.9162185426202353,,course split +6°
dedicated,RS3,5.0,300.0,0.1,50.0,0.0,2.0,0.0,50.0,0.0,2.0,6.0,0.04183855999385023,0.0,0.0,6.0,0.0,0.9161975651206931,,course split +6°
dedicated,RS3,0.0,300.0,0.1,50.0,0.0,2.0,0.0,50.0,0.0,2.0,6.0,0.041839716343421866,0.0,0.0,6.0,0.0,0.9161931325062563,,course split +6°
dedicated,RS7,0.0,600.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.04425469819884817,3.0,0.30000000000000004,3.0,0.0,0.9067178881856346,,CR5 vs near-slow-lowpsi
dedicated,RS7,5.0,600.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.04574192052477844,3.0,0.30000000000000004,3.0,0.0,0.900670165281916,,CR5 vs near-slow-lowpsi
dedicated,RS6,0.0,600.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.046242253821416675,5.0,0.2999999999999998,3.0,0.0,0.8985999824070847,,CR5 vs far-fast+canted
dedicated,RS5,5.0,600.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.04690353362726559,8.0,0.7999999999999998,3.0,0.0,0.8958367571056979,,far-fast-canted
dedicated,RS6,5.0,600.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.048308357468270106,5.0,0.2999999999999998,3.0,0.0,0.8898655722639067,,CR5 vs far-fast+canted
dedicated,RS7,15.0,600.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.04869758941061515,3.0,0.30000000000000004,3.0,0.0,0.8881871881661402,,CR5 vs near-slow-lowpsi
dedicated,RS5,0.0,600.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.05004382673765058,8.0,0.7999999999999998,3.0,0.0,0.8823034542348002,,far-fast-canted
dedicated,RS6,15.0,600.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.052431754537070774,5.0,0.2999999999999998,3.0,0.0,0.8715740543532369,,CR5 vs far-fast+canted
dedicated,RS5,15.0,900.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.060889214617305266,8.0,0.7999999999999998,3.0,0.0,0.8307928253622857,,far-fast-canted
dedicated,RS7,0.0,900.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.0662392764516004,3.0,0.30000000000000004,3.0,0.0,0.8030148378055045,,CR5 vs near-slow-lowpsi
dedicated,RS7,5.0,900.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.06851226072983331,3.0,0.30000000000000004,3.0,0.0,0.7908108294238192,,CR5 vs near-slow-lowpsi
dedicated,RS6,0.0,900.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.06906775249427043,5.0,0.2999999999999998,3.0,0.0,0.787794727047599,,CR5 vs far-fast+canted
dedicated,RS5,5.0,900.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.06995824485414927,8.0,0.7999999999999998,3.0,0.0,0.7829332770219477,,far-fast-canted
dedicated,RS6,5.0,900.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.07218618654739141,5.0,0.2999999999999998,3.0,0.0,0.770633576064234,,CR5 vs far-fast+canted
dedicated,RS7,15.0,900.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.0730247001347545,3.0,0.30000000000000004,3.0,0.0,0.7659561613533059,,CR5 vs near-slow-lowpsi
dedicated,RS5,0.0,900.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.07473318324239112,8.0,0.7999999999999998,3.0,0.0,0.756348951016559,,far-fast-canted
dedicated,RS6,15.0,900.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.078405567914341,5.0,0.2999999999999998,3.0,0.0,0.7353772442201141,,CR5 vs far-fast+canted
dedicated,RS5,15.0,1200.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.08053083755028344,8.0,0.7999999999999998,3.0,0.0,0.7230616506663569,,far-fast-canted
dedicated,RS3,15.0,600.0,0.1,50.0,0.0,2.0,0.0,50.0,0.0,2.0,6.0,0.08331393839609938,0.0,0.0,6.0,0.0,0.7067624854532937,,course split +6°
dedicated,RS3,5.0,600.0,0.1,50.0,0.0,2.0,0.0,50.0,0.0,2.0,6.0,0.08333532970893796,0.0,0.0,6.0,0.0,0.7066365216864989,,course split +6°
dedicated,RS3,0.0,600.0,0.1,50.0,0.0,2.0,0.0,50.0,0.0,2.0,6.0,0.08333980868830557,0.0,0.0,6.0,0.0,0.7066101457514347,,course split +6°
dedicated,RS7,0.0,1200.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.08818942644560426,3.0,0.30000000000000004,3.0,0.0,0.7,,CR5 vs near-slow-lowpsi
dedicated,RS7,5.0,1200.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.09128517873808616,3.0,0.30000000000000004,3.0,0.0,0.7,,CR5 vs near-slow-lowpsi
dedicated,RS6,0.0,1200.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.09176068173884173,5.0,0.2999999999999998,3.0,0.0,0.7,,CR5 vs far-fast+canted
dedicated,RS5,5.0,1200.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.09280225417966886,8.0,0.7999999999999998,3.0,0.0,0.7,,far-fast-canted
dedicated,RS6,5.0,1200.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.09595650153167204,5.0,0.2999999999999998,3.0,0.0,0.7,,CR5 vs far-fast+canted
dedicated,RS7,15.0,1200.0,0.1,50.0,0.0,2.0,5.0,47.0,0.0,1.7,2.0,0.09742454214737457,3.0,0.30000000000000004,3.0,0.0,0.7,,CR5 vs near-slow-lowpsi
dedicated,RS5,0.0,1200.0,0.1,50.0,0.0,2.0,0.0,58.0,0.0,2.8,-3.0,0.09927219286666801,8.0,0.7999999999999998,3.0,0.0,0.7,,far-fast-canted
dedicated,RS6,15.0,1200.0,0.1,50.0,0.0,2.0,5.0,55.0,0.0,2.3,8.0,0.10431894265665376,5.0,0.2999999999999998,3.0,0.0,0.7,,CR5 vs far-fast+canted
