scenario,turn_deg,T_s,sigma_deg,n_obs,fim_min,fim_max,sv_min,cond,rank_tol,crlb_r_km,crlb_v,crlb_psi_deg,bearing_span_deg,rmse_far_fast_deg,rmse_near_slow_deg,rmse_psi_plus5_deg,rmse_psi_minus5_deg,mean_cost_min,std_cost_min,median_cost_min,mean_n_acc,std_n_acc,median_n_acc,mean_contraction,std_contraction,median_contraction,mean_contraction_r,std_contraction_r,median_contraction_r,mean_contraction_v,std_contraction_v,median_contraction_v,mean_contraction_psi,std_contraction_psi,median_contraction_psi,mean_contraction_theta,std_contraction_theta,median_contraction_theta,mean_n_modes_proxy,std_n_modes_proxy,median_n_modes_proxy,mean_r_width_km,std_r_width_km,median_r_width_km,mean_theta_width_deg,std_theta_width_deg,median_theta_width_deg,mean_v_width_mps,std_v_width_mps,median_v_width_mps,mean_psi_width_deg,std_psi_width_deg,median_psi_width_deg,mean_post_mean_r_km,std_post_mean_r_km,median_post_mean_r_km,mean_post_mean_v,std_post_mean_v,median_post_mean_v,mean_post_mean_theta_deg,std_post_mean_theta_deg,median_post_mean_theta_deg,mean_post_mean_psi_deg,std_post_mean_psi_deg,median_post_mean_psi_deg,mean_post_std_r_km,std_post_std_r_km,median_post_std_r_km,mean_post_std_v,std_post_std_v,median_post_std_v,mean_post_std_theta_deg,std_post_std_theta_deg,median_post_std_theta_deg,mean_post_std_psi_deg,std_post_std_psi_deg,median_post_std_psi_deg,mean_est_r0_km,std_est_r0_km,median_est_r0_km,mean_est_theta0_deg,std_est_theta0_deg,median_est_theta0_deg,mean_est_v,std_est_v,median_est_v,mean_est_psi_deg,std_est_psi_deg,median_est_psi_deg,mean_abs_err_r_km,std_abs_err_r_km,median_abs_err_r_km,mean_abs_err_theta_deg,std_abs_err_theta_deg,median_abs_err_theta_deg,mean_abs_err_v,std_abs_err_v,median_abs_err_v,mean_abs_err_psi_deg,std_abs_err_psi_deg,median_abs_err_psi_deg,mean_post_err_r_km,std_post_err_r_km,median_post_err_r_km,mean_post_err_v,std_post_err_v,median_post_err_v,mean_post_err_psi_deg,std_post_err_psi_deg,median_post_err_psi_deg,mean_grid_err_r_km,std_grid_err_r_km,median_grid_err_r_km,mean_grid_err_v,std_grid_err_v,median_grid_err_v,mean_grid_err_psi_deg,std_grid_err_psi_deg,median_grid_err_psi_deg,rate_truth_in_r_band,rate_truth_in_v_band,rate_truth_in_psi_band,rate_truth_in_theta_band,rate_r_resolved,rate_v_resolved,rate_psi_resolved,crlb_r_note
CR5,5.0,300.0,0.05,31,9.890274560873924e-11,40709620.45346982,9.944985951627463e-06,641570450.1107194,3,,1386.8255794151291,3452.594842704478,0.0299626186882137,0.0057423136965469,0.0074025002028672,0.0346253487493911,0.0348845115448928,2.2889997225182785e-05,8.568905667700603e-06,2.2031091259371787e-05,1862.625,42.46745077114942,1877.0,0.3708333333333333,0.0117851130197757,0.3708333333333333,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.4833333333333334,0.0471404520791032,0.4833333333333333,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,15.5,1.4142135623730958,15.5,52.793108864917926,0.2441757663463942,52.71760648330815,1.786198859462621,0.0056148446217947,1.78347924643808,3.0312838657185628e-276,0.0,3.744483085296798e-304,6.087444177756352,0.882148167893717,6.035294927618114,4.591569090782368,0.0216687624922981,4.598267601585492,0.6230913394605673,0.0013446805413374,0.6235424490865924,4.3527317130084306e-139,1.1515985408140235e-138,9.735136019510276e-153,2.762648573201884,0.1755440777694681,2.7672651670249,52.793108864917926,0.2441757663463942,52.71760648330815,3.0312838657185628e-276,0.0,3.744483085296798e-304,1.786198859462621,0.0056148446217947,1.78347924643808,6.087444177756352,0.882148167893717,6.035294927618114,2.7931088649179223,0.2441757663463942,2.717606483308149,3.0312838657185628e-276,0.0,3.744483085296798e-304,0.213801140537379,0.0056148446217947,0.21652075356192,1.1640661647697252,0.7782481570121014,1.0352949276181145,2.7931088649179223,0.2441757663463942,2.717606483308149,0.213801140537379,0.0056148446217947,0.21652075356192,1.1640661647697252,0.7782481570121014,1.0352949276181145,6.125,2.2603926650031405,5.0,0.4999999999999998,0.2828427124746191,0.4999999999999995,2.0,1.4142135623730951,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
CR5,5.0,300.0,0.1,31,2.4725686402184816e-11,10177405.113367455,4.972492975813732e-06,641570450.1107194,3,,2773.6511588302583,6905.189685408956,0.0299626186882137,0.0057423136965469,0.0074025002028672,0.0346253487493911,0.0348845115448928,9.10155065086014e-05,1.9067347320501223e-05,9.45165077735706e-05,3127.375,418.648700433908,3247.0,0.3114583333333334,0.0452495971436947,0.3,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.2458333333333333,0.1809983885747789,0.1999999999999999,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,22.625,5.429951657243368,24.0,52.75960801077383,0.198295151498442,52.826694439602974,1.883453357597681,0.120165833970943,1.827001851931701,9.593347033861156e-65,2.538160407436284e-64,3.8705321871151887e-78,6.868592048831799,2.588078245958542,6.82112784707792,4.592283314617717,0.0114684563012757,4.595342301517279,0.6023819903074545,0.0301806976089274,0.6165509496770925,2.449838873069107e-33,6.478041730747436e-33,1.1168540077253998e-39,3.4520334376377373,0.3256184444394792,3.6261322159217393,52.75960801077383,0.198295151498442,52.826694439602974,9.593347033861156e-65,2.538160407436284e-64,3.8705321871151887e-78,1.883453357597681,0.120165833970943,1.827001851931701,6.868592048831799,2.588078245958542,6.82112784707792,2.759608010773825,0.198295151498442,2.826694439602978,9.593347033861156e-65,2.538160407436284e-64,3.8705321871151887e-78,0.158697460704182,0.0532734781596889,0.1729981480682989,2.688121897194176,1.721564961883939,2.57064574140514,2.759608010773825,0.198295151498442,2.826694439602978,0.158697460704182,0.0532734781596889,0.1729981480682989,2.688121897194176,1.721564961883939,2.57064574140514,7.375,2.394655507583502,7.0,0.675,0.3152380053229621,0.7,3.625,3.199120973017432,3.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
CR5,5.0,300.0,0.2,31,6.181421600546204e-12,2544351.278341864,2.486246487906866e-06,641570450.1107194,3,,5547.302317660517,13810.379370817913,0.0299626186882137,0.0057423136965469,0.0074025002028672,0.0346253487493911,0.0348845115448928,0.0003924505967273,6.841497500867521e-05,0.0004081698225853,5033.5,416.5132050727804,5241.5,0.2500000000000001,0.0,0.2500000000000001,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,1.1102230246251563e-16,0.0,1.1102230246251563e-16,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,30.0,0.0,30.0,52.73899393321358,0.1344010154862495,52.79526841061349,1.8769463873724868,0.0983834361114507,1.827481781149764,1.6104956143417966e-18,3.922426911611337e-18,1.3774377670248253e-22,2.5330791531590027,4.200915836635561,2.222812629780896,4.596341343881665,0.0039661289434552,4.595529475065059,0.6163641942359745,0.0104740417588779,0.6210031848334493,4.0098257671143156e-10,8.02789401866667e-10,8.333260091246836e-12,5.504569501285733,0.7302481911831327,5.879034229284265,52.73899393321358,0.1344010154862495,52.79526841061349,1.6104956143417966e-18,3.922426911611337e-18,1.3774377670248253e-22,1.8769463873724868,0.0983834361114507,1.827481781149764,2.5330791531590027,4.200915836635561,2.222812629780896,2.7389939332135773,0.1344010154862495,2.7952684106134846,1.6105157001088646e-18,3.9224186646060456e-18,1.4757265692317484e-22,0.1532777513036191,0.0364338172181269,0.1725182188502363,4.137393969617361,2.572034889197279,3.98954497474252,2.7389939332135773,0.1344010154862495,2.7952684106134846,0.1532777513036191,0.0364338172181269,0.1725182188502363,4.137393969617361,2.572034889197279,3.98954497474252,7.5,2.5,7.5,0.6999999999999997,0.3605551275463988,0.8999999999999998,4.375,2.9973947020704497,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
CR5,5.0,600.0,0.05,61,7.543918019782896e-10,80117287.31031765,2.746619380108156e-05,325885200.30929375,3,,255.3831616934036,631.457946166641,0.0599265892513376,0.0112940912820482,0.0146446187644038,0.068979313214112,0.0694831744404235,4.241488742226003e-05,4.844175129559472e-06,4.320871506013633e-05,690.625,4.498263553861645,689.5,0.4020833333333333,0.0036084391824351,0.4000000000000001,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.6083333333333334,0.0144337567297406,0.6000000000000001,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,11.75,0.433012701892218,11.999999999999998,52.52384909544778,0.463427409827948,52.53287923046948,1.7840536614438989,0.0067445245128554,1.783275694898122,4.361607e-318,0.0,0.0,6.450877353039502,0.606163106581607,6.73066765621895,4.580015255379429,0.039153873813124,4.595334718827294,0.6244053444032985,0.0048066026975557,0.6232533579535635,5.2195036543419136e-160,1.3809504783868225e-159,0.0,2.3630717275039954,0.1988871885064392,2.4471428616348896,52.52384909544778,0.463427409827948,52.53287923046948,4.361607e-318,0.0,0.0,1.7840536614438989,0.0067445245128554,1.783275694898122,6.450877353039502,0.606163106581607,6.73066765621895,2.523849095447781,0.4634274098279481,2.5328792304694723,4.361607e-318,0.0,0.0,0.215946338556101,0.0067445245128554,0.216724305101878,1.4508773530395014,0.6061631065816069,1.73066765621895,2.523849095447781,0.4634274098279481,2.5328792304694723,0.215946338556101,0.0067445245128554,0.216724305101878,1.4508773530395014,0.6061631065816069,1.73066765621895,5.375,1.8666480653835096,5.0,0.5999999999999998,0.282842712474619,0.4999999999999995,1.5,1.0000000000000002,0.9999999999999998,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
CR5,5.0,600.0,0.1,61,1.885979504945724e-10,20029321.827579413,1.373309690054078e-05,325885200.30929375,3,,510.76632338680713,1262.915892333282,0.0599265892513376,0.0112940912820482,0.0146446187644038,0.068979313214112,0.0694831744404235,0.0001659408876613,2.951374837000101e-05,0.0001661165435837,1364.625,24.051702122718883,1369.5,0.3875,0.0041666666666666,0.3875,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.55,0.0166666666666666,0.55,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,13.5,0.4999999999999991,13.5,52.83418499670738,0.2764627971350232,52.90541263593464,1.7843476772188014,0.0016548686563698,1.783725909023272,3.666501201516018e-80,8.760506177318833e-80,2.6184475054724964e-87,6.303455870048913,0.8842195153447541,6.396353231009444,4.585525672386047,0.0200143818668571,4.58387454847018,0.6241173975899168,0.0006616106040462,0.6242968275693201,6.005348290012971e-41,1.2135108239790822e-40,2.909015817949011e-44,2.5613347958570083,0.247779346215185,2.594362981444025,52.83418499670738,0.2764627971350232,52.90541263593464,3.666501201516018e-80,8.760506177318833e-80,2.6184475054724964e-87,1.7843476772188014,0.0016548686563698,1.783725909023272,6.303455870048913,0.8842195153447541,6.396353231009444,2.834184996707384,0.2764627971350232,2.905412635934635,3.666501201516018e-80,8.760506177318833e-80,2.6184475054724964e-87,0.2156523227811984,0.0016548686563698,0.216274090976728,1.3034558700489132,0.8842195153447538,1.3963532310094433,2.834184996707384,0.2764627971350232,2.905412635934635,0.2156523227811984,0.0016548686563698,0.216274090976728,1.3034558700489132,0.8842195153447538,1.3963532310094433,6.875,3.1399641717701177,7.0,0.625,0.338193731461717,0.7000000000000001,2.0,2.0615528128088303,1.0000000000000002,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
CR5,5.0,600.0,0.2,61,4.71494876236431e-11,5007330.456894853,6.86654845027039e-06,325885200.30929375,3,,1021.5326467736144,2525.831784666564,0.0599265892513376,0.0112940912820482,0.0146446187644038,0.068979313214112,0.0694831744404235,0.0007606729925323,0.0001061724318843,0.0007458519089401,2481.625,120.7082614198382,2463.5,0.3479166666666667,0.0249130432147945,0.3541666666666667,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.3916666666666667,0.0996521728591783,0.4166666666666667,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,18.25,2.98956518577535,17.5,52.857831419964334,0.1155898323088347,52.88837995661181,1.814648301886648,0.0285694405633407,1.8094270492947264,3.190137432288951e-18,8.440275288315895e-18,2.1342020030844166e-25,6.746554185703756,1.4336927183266748,7.148552112880008,4.587893101848822,0.0075370398308053,4.587672217619863,0.617635620791408,0.0063007275486555,0.6187157336527453,4.4773837872999354e-10,1.180931502134601e-09,6.211997729362235e-13,3.1584356884040807,0.0995641126207709,3.21995364112321,52.857831419964334,0.1155898323088347,52.88837995661181,3.190137432288951e-18,8.440275288315895e-18,2.1342020030844166e-25,1.814648301886648,0.0285694405633407,1.8094270492947264,6.746554185703756,1.4336927183266748,7.148552112880008,2.857831419964337,0.1155898323088347,2.8883799566118142,3.1901377369748546e-18,8.440275173154965e-18,8.2260960008862975e-25,0.1853516981133519,0.0285694405633407,0.1905729507052738,2.015652770591882,1.0213081036531104,2.148552112880008,2.857831419964337,0.1155898323088347,2.8883799566118142,0.1853516981133519,0.0285694405633407,0.1905729507052738,2.015652770591882,1.0213081036531104,2.148552112880008,8.75,2.165063509461097,10.0,0.65,0.3278719262150999,0.8,3.25,2.331844763272204,3.0000000000000004,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
CR5,5.0,900.0,0.05,91,2.505454546514203e-09,119544505.89953265,5.005451574569033e-05,218434657.7849012,3,,93.96198994831184,230.73439946566128,0.08989189538962,0.0167315836772636,0.0218135103921929,0.1033456695794831,0.104082103679546,6.776730775409402e-05,7.989622732560843e-06,6.784246453897611e-05,376.375,8.32071962032131,380.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,10.000000000000002,0.0,10.000000000000002,52.648877820491776,1.1008783428054505,52.90926534792043,1.7633722995224157,0.0065478769855984,1.7617658899371982,0.0,0.0,0.0,6.62664241540687,0.1533890072521883,6.671292984340527,4.499365781416225,0.0775359794471335,4.515892201450594,0.6068265601959226,0.0047624655962422,0.6055654788167053,0.0,0.0,0.0,2.300378290862504,0.0575605657946842,2.3071874052820283,52.648877820491776,1.1008783428054505,52.90926534792043,0.0,0.0,0.0,1.7633722995224157,0.0065478769855984,1.7617658899371982,6.62664241540687,0.1533890072521883,6.671292984340527,2.648877820491772,1.1008783428054505,2.909265347920432,0.0,0.0,0.0,0.2366277004775842,0.0065478769855984,0.2382341100628019,1.6266424154068695,0.1533890072521883,1.6712929843405266,2.648877820491772,1.1008783428054505,2.909265347920432,0.2366277004775842,0.0065478769855984,0.2382341100628019,1.6266424154068695,0.1533890072521883,1.6712929843405266,5.875,2.8476964374736293,5.0,0.725,0.2222048604328897,0.7999999999999999,2.875,1.6909686573085851,3.0000000000000004,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
CR5,5.0,900.0,0.1,91,6.263636366285508e-10,29886126.47488316,2.5027257872845164e-05,218434657.7849012,3,,187.9239798966237,461.4687989313225,0.08989189538962,0.0167315836772636,0.0218135103921929,0.1033456695794831,0.104082103679546,0.0002770863462582,4.600058740532721e-05,0.0002834183478755,751.625,6.9988838395847095,752.5,0.4010416666666667,0.004995657836784,0.4000000000000001,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.6041666666666667,0.0199826313471363,0.6000000000000001,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,11.875,0.5994789404140891,11.999999999999998,52.90056902761024,0.6554198580039179,53.01257574266441,1.783586077326409,0.0058585221265332,1.7835516228191812,-2.14253037548097e-112,9.693258636738633e-112,1.7406567268655828e-125,6.3652594951599575,0.7456362141280851,6.568111604124995,4.544891260437238,0.0486415764054484,4.550425977384564,0.6242139306118412,0.002310322861608,0.6239598717299746,7.332359970432003e-57,1.3043522062858757e-56,8.579312554709583e-60,2.3420063251936583,0.2508431909140181,2.408918459073011,52.90056902761024,0.6554198580039179,53.01257574266441,-2.14253037548097e-112,9.693258636738633e-112,1.7406567268655828e-125,1.783586077326409,0.0058585221265332,1.7835516228191812,6.3652594951599575,0.7456362141280851,6.568111604124995,2.900569027610233,0.6554198580039179,3.012575742664413,4.4779394108055325e-112,8.859896051406097e-112,2.755920362627027e-118,0.2164139226735912,0.0058585221265332,0.2164483771808188,1.365259495159957,0.7456362141280851,1.5681116041249954,2.900569027610233,0.6554198580039179,3.012575742664413,0.2164139226735912,0.0058585221265332,0.2164483771808188,1.365259495159957,0.7456362141280851,1.5681116041249954,7.5,2.5,7.5,0.6999999999999998,0.2645751311064591,0.6000000000000001,3.0,2.121320343559643,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
CR5,5.0,900.0,0.2,91,1.565909091571377e-10,7471531.618720789,1.2513628936422582e-05,218434657.7849012,3,,375.8479597932474,922.937597862645,0.08989189538962,0.0167315836772636,0.0218135103921929,0.1033456695794831,0.104082103679546,0.0010885915443766,0.0001263343108533,0.0011085275441961,1488.25,22.77471185328148,1494.0,0.3802083333333334,0.0109746393258882,0.3833333333333334,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.5208333333333334,0.043898557303553,0.5333333333333334,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,14.375,1.3169567191065925,13.999999999999998,52.84051351749433,0.3052167287751391,52.8069100692888,1.7854508315592137,0.0018559771765205,1.7858130752548698,2.9078180089933657e-23,7.693300692859561e-23,1.0700600166396603e-32,5.524297644412937,1.3707953236278514,5.590866372641477,4.585440140670027,0.0292189980824586,4.595539603065301,0.624481681365477,0.0006819928934562,0.624479743760754,1.3537392873347642e-12,3.5646185932991458e-12,3.3448333666945866e-15,2.406736705105743,0.359672503717057,2.414632409006112,52.84051351749433,0.3052167287751391,52.8069100692888,2.9078180089933657e-23,7.693300692859561e-23,1.0700600166396603e-32,1.7854508315592137,0.0018559771765205,1.7858130752548698,5.524297644412937,1.3707953236278514,5.590866372641477,2.8405135174943315,0.3052167287751391,2.8069100692888007,2.9078231547218777e-23,7.6932987479392e-23,4.3532731731876004e-29,0.2145491684407866,0.0018559771765205,0.2141869247451302,1.314294248319376,0.6531450589658833,1.500995665626087,2.8405135174943315,0.3052167287751391,2.8069100692888007,0.2145491684407866,0.0018559771765205,0.2141869247451302,1.314294248319376,0.6531450589658833,1.500995665626087,6.5,2.1213203435596424,5.0,0.6499999999999999,0.2958039891549807,0.6000000000000001,2.25,1.19895788082818,2.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
CR5,5.0,1200.0,0.05,121,5.89114546750227e-09,158999666.68120086,7.675379773986638e-05,164285121.61310285,3,,46.09033201908387,112.39771787813868,0.1198585207989335,0.0220557553224741,0.0289088879675491,0.1377245348505446,0.1386815792761353,9.061540645262108e-05,1.0840635222748054e-05,9.404317141903362e-05,241.75,2.277608394786075,241.5,0.428125,0.0040343576522994,0.425,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.7124999999999999,0.0161374306091976,0.7,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,8.625,0.4841229182759279,9.0,52.86159940787896,0.8207405937632711,52.98628506090654,1.752855064871086,0.0190942182985549,1.746397706610083,0.0,0.0,0.0,6.448772879026771,0.2360281502767471,6.555155502839932,4.428074915723237,0.136670428556909,4.498605441220816,0.597556395095614,0.0130687036388075,0.5913852156098635,0.0,0.0,0.0,2.199070125246056,0.0339607718397195,2.2074001282975657,52.86159940787896,0.8207405937632711,52.98628506090654,0.0,0.0,0.0,1.752855064871086,0.0190942182985549,1.746397706610083,6.448772879026771,0.2360281502767471,6.555155502839932,2.8615994078789653,0.8207405937632711,2.9862850609065426,0.0,0.0,0.0,0.2471449351289138,0.0190942182985549,0.2536022933899169,1.448772879026771,0.2360281502767472,1.555155502839933,2.8615994078789653,0.8207405937632711,2.9862850609065426,0.2471449351289138,0.0190942182985549,0.2536022933899169,1.448772879026771,0.2360281502767472,1.555155502839933,3.375,2.8695600708122493,2.5,0.4999999999999999,0.374165738677394,0.5999999999999996,1.875,1.899835519196333,0.9999999999999998,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
CR5,5.0,1200.0,0.1,121,1.4727863668755672e-09,39749916.670300215,3.837689886993319e-05,164285121.61310285,3,,92.18066403816772,224.79543575627736,0.1198585207989335,0.0220557553224741,0.0289088879675491,0.1377245348505446,0.1386815792761353,0.0003668251348676,3.57177079178391e-05,0.0003589084499684,489.25,6.057020719792859,487.5,0.4083333333333334,0.0083333333333333,0.4083333333333334,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.6333333333333333,0.0333333333333332,0.6333333333333333,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,0.9999999999999982,11.0,52.866266684987394,0.9948820942994072,53.02210037730482,1.782141233575567,0.0116463621451614,1.7844370967234089,5.906407733015337e-144,1.5626886003852296e-143,-5.859204960204481e-161,6.7426257574946735,0.5570672055409377,6.874838312700561,4.485462566216499,0.0896882142266324,4.504948491230409,0.6244759378969723,0.0071419574707159,0.6275284728632025,6.075809783432302e-73,1.6074978138222736e-72,1.3232465234191127e-79,2.400599321958447,0.1947103425734524,2.4291408887006214,52.866266684987394,0.9948820942994072,53.02210037730482,5.906407733015337e-144,1.5626886003852296e-143,-5.859204960204481e-161,1.782141233575567,0.0116463621451614,1.7844370967234089,6.7426257574946735,0.5570672055409377,6.874838312700561,2.866266684987391,0.9948820942994074,3.0221003773048274,5.90640773337581e-144,1.5626886003716046e-143,4.80904912314675e-158,0.217858766424433,0.0116463621451614,0.2155629032765911,1.7426257574946726,0.5570672055409378,1.874838312700561,2.866266684987391,0.9948820942994074,3.0221003773048274,0.217858766424433,0.0116463621451614,0.2155629032765911,1.7426257574946726,0.5570672055409378,1.874838312700561,5.875,3.550968177835448,5.0,0.8999999999999999,0.1732050807568877,1.0,4.0,2.5,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
CR5,5.0,1200.0,0.2,121,3.681965917188919e-10,9937479.167575054,1.9188449434966595e-05,164285121.61310285,3,,184.36132807633547,449.5908715125547,0.1198585207989335,0.0220557553224741,0.0289088879675491,0.1377245348505446,0.1386815792761353,0.0014088654171022,0.000119846122716,0.0013916594631632,972.125,13.53179127092936,974.0,0.3968750000000001,0.0057997545446146,0.3958333333333333,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.5875,0.0231990181784584,0.5833333333333334,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,12.375,0.6959705453537527,12.5,53.10616059887813,0.4358899462757467,53.00529480177436,1.7818937647945667,0.0050810627632555,1.7838132042726351,-2.324447261777672e-27,6.149909296128565e-27,-2.3728108914527074e-38,6.5213737449307,1.1603760537430483,6.998997127324534,4.546894932279603,0.0531987464444769,4.56966183863741,0.624285332468348,0.0012954831339373,0.6245508406411726,1.2054937986597847e-14,3.1888902491824595e-14,4.493807229280265e-19,2.461302313303396,0.3653538591193492,2.6156945332562467,53.10616059887813,0.4358899462757467,53.00529480177436,-2.324447261777672e-27,6.149909296128565e-27,-2.3728108914527074e-38,1.7818937647945667,0.0050810627632555,1.7838132042726351,6.5213737449307,1.1603760537430483,6.998997127324534,3.1061605988781267,0.4358899462757467,3.0052948017743617,2.3244472639876325e-27,6.149909295293279e-27,4.524815265833835e-37,0.2181062352054333,0.0050810627632555,0.2161867957273647,1.781899004143456,0.6970556626965391,1.9989971273245333,3.1061605988781267,0.4358899462757467,3.0052948017743617,0.2181062352054333,0.0050810627632555,0.2161867957273647,1.781899004143456,0.6970556626965391,1.9989971273245333,6.25,4.02336923485777,7.5,0.7249999999999999,0.1984313483298444,0.7000000000000001,3.125,1.964529205687714,3.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
CR5,10.0,60.0,0.05,7,6.616244573280606e-13,9191859.07070661,8.134032820866748e-07,3727312090.973967,3,,0.0180666795410343,23.667785693865827,0.0059924148054102,0.0014572491626618,0.0017830583878721,0.0071473035218537,0.0072018810449737,3.545904290522646e-06,1.340669618769342e-06,3.285953647622792e-06,5454.375,4.29934588047996,5456.0,0.2500000000000001,0.0,0.2500000000000001,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,1.1102230246251563e-16,0.0,1.1102230246251563e-16,1.0,0.0,1.0,30.0,0.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,30.0,0.0,30.0,52.54480635696275,0.1448975062624865,52.56049980408168,2.002021472484868,0.0565408102295596,1.9934637304949925,-5.528595796883515e-123,1.484344511576781e-122,2.5380431297823467e-134,1.3960194089513165,4.774332090088389,3.0215387780251763,4.605322232511165,0.0040991305953789,4.605783079722841,0.6288108011418941,0.0017841963545144,0.6291722844836675,2.1693084478185653e-62,4.863159066877512e-62,3.9104603568918295e-66,7.450412235303929,0.5971854884633351,7.52611794156449,52.54480635696275,0.1448975062624865,52.56049980408168,-5.528595796883515e-123,1.484344511576781e-122,2.5380431297823467e-134,2.002021472484868,0.0565408102295596,1.9934637304949925,1.3960194089513165,4.774332090088389,3.0215387780251763,2.544806356962749,0.1448975062624865,2.5604998040816795,5.6712430503059904e-123,1.47895313196357e-122,3.4793334694589666e-131,0.0449583619493396,0.0343466921734002,0.0431307818093185,4.359813083040173,4.095723731900765,2.595908190055251,2.544806356962749,0.1448975062624865,2.5604998040816795,0.0449583619493396,0.0343466921734002,0.0431307818093185,4.359813083040173,4.095723731900765,2.595908190055251,7.375,2.6427968139832467,7.5,0.7749999999999998,0.3072051431861125,0.9999999999999996,9.75,5.584576975922169,7.000000000000001,1.0,1.0,1.0,1.0,0.0,0.0,0.0,n/a
