f_hz,zs,r_m,modesum_re,modesum_im,field_ok,normalized_residual
235.0,200.0,50000.0,-0.00024027329749661078,-1.3043314139371033e-06,True,0.0
235.0,180.0,52000.0,-0.00014237780908749173,7.517867214566346e-05,True,0.0
235.0,220.0,55000.0,-1.0644451178279326e-05,-3.297054023120885e-05,True,4.8677640256359866e-17
235.0,200.0,58000.0,-2.988246912384062e-05,-3.0757532084524644e-05,True,0.0
235.0,180.0,47000.0,-0.00010906349504266356,1.894990494520384e-05,True,1.2246473867945195e-16
