pair_id,mechanism,z_true,prior_halfwidth_m,rho_prior,label
C01,C,180.0,10.0,0.5453928175390133,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C01,C,200.0,50.0,0.6361203658498686,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C01,C,200.0,25.0,0.6361203658498686,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C01,C,200.0,10.0,0.6361203658498686,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C01,C,220.0,50.0,0.5289043401691862,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C01,C,220.0,25.0,0.5289043401691862,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C01,C,220.0,10.0,0.5947853005282231,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C02,C,180.0,50.0,0.7908974602118146,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C02,C,180.0,25.0,0.9252342799718306,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C02,C,180.0,10.0,0.9916382881188193,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C02,C,200.0,50.0,0.5885381632891745,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C02,C,200.0,25.0,0.7437086873234634,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C02,C,200.0,10.0,0.7964206853482477,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C02,C,220.0,50.0,0.6861292495137301,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C02,C,220.0,25.0,0.6861292495137301,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C02,C,220.0,10.0,0.6861292495137301,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C03,C,180.0,50.0,0.801115227985995,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C03,C,180.0,25.0,0.9713749932455622,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C03,C,180.0,10.0,1.0,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C03,C,200.0,50.0,0.5351582785707509,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C03,C,200.0,25.0,0.6577244029057226,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C03,C,200.0,10.0,0.7183193564489301,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C03,C,220.0,50.0,0.7718610962474679,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C03,C,220.0,25.0,0.7718610962474679,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C03,C,220.0,10.0,0.7718610962474679,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C04,C,180.0,50.0,1.0,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C04,C,180.0,25.0,1.0,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C04,C,180.0,10.0,1.0,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C04,C,200.0,50.0,0.759031030264748,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C04,C,200.0,25.0,0.7886432541250006,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C04,C,200.0,10.0,0.9738669826863119,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C04,C,220.0,50.0,0.7987153860375217,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C04,C,220.0,25.0,0.7987153860375217,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C04,C,220.0,10.0,1.0,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C05,C,180.0,50.0,0.7802963566536917,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C05,C,180.0,25.0,0.8640187250318377,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C05,C,180.0,10.0,0.8860199940671414,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C05,C,200.0,50.0,0.6997442180269356,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C05,C,200.0,25.0,0.809908809389991,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C05,C,200.0,10.0,0.8549490501902332,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C05,C,220.0,50.0,0.8468766663979914,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C05,C,220.0,25.0,0.8468766663979914,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C05,C,220.0,10.0,0.8468766663979914,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C06,C,180.0,50.0,0.4388157122726437,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C06,C,180.0,25.0,0.4388157122726437,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C06,C,180.0,10.0,0.5404242188038028,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C06,C,200.0,50.0,0.6337177650264152,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C06,C,200.0,25.0,0.6337177650264152,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C06,C,200.0,10.0,0.6337177650264152,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C06,C,220.0,50.0,0.5199009108272382,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C06,C,220.0,25.0,0.5199009108272382,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C06,C,220.0,10.0,0.593721405212484,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C07,C,180.0,50.0,0.5694008641208507,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C07,C,180.0,25.0,0.5694008641208507,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C07,C,180.0,10.0,0.6543017165975316,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C07,C,200.0,50.0,0.488891354208561,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C07,C,200.0,25.0,0.488891354208561,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C07,C,200.0,10.0,0.488891354208561,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C07,C,220.0,50.0,0.5715046083849359,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C07,C,220.0,25.0,0.5715046083849359,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C07,C,220.0,10.0,0.5715046083849359,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C08,C,180.0,50.0,0.7473060695809824,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C08,C,180.0,25.0,0.7473060695809824,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C08,C,180.0,10.0,0.8167033704062995,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C08,C,200.0,50.0,0.5849445943071959,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C08,C,200.0,25.0,0.5849445943071959,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C08,C,200.0,10.0,0.5849445943071959,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C08,C,220.0,50.0,0.595054035959189,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C08,C,220.0,25.0,0.595054035959189,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C08,C,220.0,10.0,0.6464465252432107,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C09,C,180.0,50.0,0.5568353957563189,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C09,C,180.0,25.0,0.5568353957563189,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C09,C,180.0,10.0,0.6430824839061293,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C09,C,200.0,50.0,0.48292172787790594,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C09,C,200.0,25.0,0.48292172787790594,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C09,C,200.0,10.0,0.48292172787790594,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C09,C,220.0,50.0,0.5706555417090104,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C09,C,220.0,25.0,0.5706555417090104,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C09,C,220.0,10.0,0.5706555417090104,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C10,C,180.0,50.0,0.7488766816098938,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C10,C,180.0,25.0,0.7488766816098938,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C10,C,180.0,10.0,0.8755521085778099,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C10,C,200.0,50.0,0.8023953468675823,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C10,C,200.0,25.0,0.9196780317805809,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C10,C,200.0,10.0,0.9610161331465236,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C10,C,220.0,50.0,0.9289331137159038,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C10,C,220.0,25.0,0.968072468952631,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
C10,C,220.0,10.0,0.9852230019810738,ORACLE_DEPTH_PRIOR_WIDTH_CONTROL
