k_true,dr,k_cand_raw,abs_err,eps_k,within_grid_tol,old_hard_band_pass,new_band_pass,note
1.32,1.885,1.319955882,4.411800000014843e-05,0.00010172286491814596,True,False,True,BAND_EDGE_GRID_QUANTIZATION_CORRECTED
1.32,0.5,1.319990468,9.53199999997878e-06,0.0003834951979714103,True,False,True,BAND_EDGE_GRID_QUANTIZATION_CORRECTED
1.32,2.5,1.319990468,9.53199999997878e-06,7.669904039428205e-05,True,False,True,BAND_EDGE_GRID_QUANTIZATION_CORRECTED
1.5,1.885,1.500005351,5.350999999986783e-06,0.00010172286491814596,True,False,True,BAND_EDGE_GRID_QUANTIZATION_CORRECTED
1.5,0.5,1.500233211,0.00023321100000006645,0.0003834951979714103,True,False,True,BAND_EDGE_GRID_QUANTIZATION_CORRECTED
1.5,2.5,1.499926414,7.358600000006987e-05,7.669904039428205e-05,True,True,True,BAND_EDGE_GRID_QUANTIZATION_CORRECTED
