r_km,z_m,J
56.75,177.5,3.654130897867702e-08
57.0,177.5,3.5132333042753316e-08
57.25,177.5,3.386051450338101e-08
57.5,177.5,3.271704740459569e-08
57.75,177.5,3.167932316472388e-08
58.0,177.5,3.0726246214030084e-08
58.25,177.5,2.9850678706644374e-08
58.5,177.5,2.9056407169214538e-08
58.75,177.5,2.8344993796558526e-08
59.0,177.5,2.7707582672675812e-08
59.25,177.5,2.712931812531849e-08
59.5,177.5,2.6600108338215023e-08
59.75,177.5,2.61196554385279e-08
60.0,177.5,2.569208001901302e-08
45.0,180.0,1.5787485985185867e-08
45.25,180.0,1.6671340752338892e-08
45.5,180.0,1.767589563606009e-08
45.75,180.0,1.8830910497591447e-08
46.0,180.0,2.0136323719555094e-08
46.25,180.0,2.1575688791131142e-08
46.5,180.0,2.3153103656525786e-08
46.75,180.0,2.491259665227119e-08
47.0,180.0,2.6912684969460088e-08
47.25,180.0,2.9182018246309838e-08
47.5,180.0,3.170635043403536e-08
47.75,180.0,3.446638041637584e-08
48.0,180.0,3.748956367566336e-08
48.25,180.0,4.084999682962831e-08
48.5,180.0,4.460175706544334e-08
48.75,180.0,4.871315772980722e-08
49.0,180.0,5.3079156514534986e-08
49.25,180.0,5.7611508896826535e-08
49.5,180.0,6.230425753095403e-08
49.75,180.0,6.716731448808133e-08
50.0,180.0,7.206741237109071e-08
50.25,180.0,7.665131906975375e-08
50.5,180.0,8.048134059190915e-08
50.75,180.0,8.330481882090623e-08
51.0,180.0,8.519254246497354e-08
51.25,180.0,8.6379076558174e-08
51.5,180.0,8.69665776059847e-08
51.75,180.0,8.679980800785358e-08
52.0,180.0,8.563137665618115e-08
52.25,180.0,8.340252577454521e-08
52.5,180.0,8.035228127312166e-08
52.75,180.0,7.686464686962324e-08
53.0,180.0,7.323871287212569e-08
53.25,180.0,6.95953429330487e-08
53.5,180.0,6.595237533879583e-08
53.75,180.0,6.23447018455181e-08
54.0,180.0,5.8862901441969484e-08
54.25,180.0,5.560051519193365e-08
54.5,180.0,5.259343560659602e-08
54.75,180.0,4.98175657392963e-08
55.0,180.0,4.7235603539697024e-08
55.25,180.0,4.4837714652246063e-08
55.5,180.0,4.2638939712347224e-08
55.75,180.0,4.064803094117053e-08
56.0,180.0,3.884741373028078e-08
56.25,180.0,3.720316932298573e-08
56.5,180.0,3.568976136847368e-08
56.75,180.0,3.430191286568629e-08
57.0,180.0,3.3043915048658334e-08
57.25,180.0,3.191170783178876e-08
57.5,180.0,3.0887513213784246e-08
57.75,180.0,2.995043379971918e-08
58.0,180.0,2.9089613384769564e-08
58.25,180.0,2.8305803367878468e-08
58.5,180.0,2.7601341434646542e-08
58.75,180.0,2.6970668698389488e-08
59.0,180.0,2.6401086872240853e-08
59.25,180.0,2.588151959415086e-08
59.5,180.0,2.5409048975966186e-08
59.75,180.0,2.4986532509707615e-08
60.0,180.0,2.4614874138961795e-08
45.0,182.5,1.5624035176742268e-08
45.25,182.5,1.6527122781440085e-08
45.5,182.5,1.7561698983925567e-08
45.75,182.5,1.8741024288004837e-08
46.0,182.5,2.0055558658249595e-08
46.25,182.5,2.1498831159760812e-08
46.5,182.5,2.3095322321253775e-08
46.75,182.5,2.4895732475549437e-08
47.0,182.5,2.694102541056509e-08
47.25,182.5,2.9235178056197242e-08
47.5,182.5,3.1759652907581426e-08
47.75,182.5,3.451887720107294e-08
48.0,182.5,3.7564116595056873e-08
48.25,182.5,4.095679861926271e-08
48.5,182.5,4.4702616941449946e-08
48.75,182.5,4.872933812016811e-08
49.0,182.5,5.29419681427612e-08
49.25,182.5,5.72996865511044e-08
49.5,182.5,6.18087636627962e-08
49.75,182.5,6.640535454849328e-08
50.0,182.5,7.084446518312859e-08
50.25,182.5,7.47422186364588e-08
50.5,182.5,7.778320731954835e-08
50.75,182.5,7.991085015923716e-08
51.0,182.5,8.129119088984282e-08
51.25,182.5,8.20760237552065e-08
51.5,182.5,8.221413871911665e-08
51.75,182.5,8.150059271905263e-08
52.0,182.5,7.980630212234274e-08
52.25,182.5,7.724976569534192e-08
52.5,182.5,7.41448884511442e-08
52.75,182.5,7.080493147348932e-08
53.0,182.5,6.740396962801043e-08
53.25,182.5,6.3991261622931e-08
53.5,182.5,6.05924497243393e-08
53.75,182.5,5.727535157262764e-08
54.0,182.5,5.4129577153894104e-08
54.25,182.5,5.120979906791945e-08
54.5,182.5,4.851353829771199e-08
54.75,182.5,4.600984926383944e-08
55.0,182.5,4.368081252259515e-08
55.25,182.5,4.1533472661114956e-08
55.5,182.5,3.9579039379233905e-08
55.75,182.5,3.78098171660568e-08
56.0,182.5,3.619903643503619e-08
56.25,182.5,3.4719898955870576e-08
56.5,182.5,3.3361207352200495e-08
56.75,182.5,3.212431098909008e-08
57.0,182.5,3.100816570178466e-08
57.25,182.5,3.0000247508432665e-08
57.5,182.5,2.908171969906448e-08
57.75,182.5,2.8239235394522666e-08
58.0,182.5,2.7470020591557898e-08
58.25,182.5,2.6775834882641902e-08
58.5,182.5,2.6153775478654495e-08
58.75,182.5,2.5593938968171415e-08
59.0,182.5,2.5085370225497172e-08
59.25,182.5,2.462292014726586e-08
59.5,182.5,2.4207585047619773e-08
59.75,182.5,2.384073083394611e-08
60.0,182.5,2.3519036496111312e-08
45.0,185.0,1.5781677187298726e-08
45.25,185.0,1.6732521479490003e-08
45.5,185.0,1.7823789777438037e-08
45.75,185.0,1.905472568619615e-08
46.0,185.0,2.041311297773518e-08
46.25,185.0,2.1907142322419304e-08
46.5,185.0,2.3578569097182367e-08
46.75,185.0,2.5477547405117207e-08
47.0,185.0,2.762562900660015e-08
47.25,185.0,3.000963266774903e-08
47.5,185.0,3.2618024059516415e-08
47.75,185.0,3.5482018767574175e-08
48.0,185.0,3.866647413364177e-08
48.25,185.0,4.2208358586037775e-08
48.5,185.0,4.606708003951354e-08
48.75,185.0,5.014742154862972e-08
49.0,185.0,5.437979155864525e-08
49.25,185.0,5.876035424901005e-08
49.5,185.0,6.327362600533348e-08
49.75,185.0,6.775808902848013e-08
50.0,185.0,7.187157602395189e-08
50.25,185.0,7.524230860589398e-08
50.5,185.0,7.76973725358232e-08
50.75,185.0,7.933401402482332e-08
51.0,185.0,8.03413138239506e-08
51.25,185.0,8.075827051534645e-08
51.5,185.0,8.041934418390184e-08
51.75,185.0,7.913585964303138e-08
52.0,185.0,7.692159376126995e-08
52.25,185.0,7.403295287922163e-08
52.5,185.0,7.080527386627011e-08
52.75,185.0,6.74708787729017e-08
53.0,185.0,6.411521402682752e-08
53.25,185.0,6.076007441624398e-08
53.5,185.0,5.745495046394211e-08
53.75,185.0,5.428739702217911e-08
54.0,185.0,5.133009017832535e-08
54.25,185.0,4.8600143576216226e-08
54.5,185.0,4.6071635173561276e-08
54.75,185.0,4.371856210383385e-08
55.0,185.0,4.154032784420281e-08
55.25,185.0,3.9550043462455164e-08
55.5,185.0,3.774814771873025e-08
55.75,185.0,3.611303067696525e-08
56.0,185.0,3.461559372475165e-08
56.25,185.0,3.3238780172695215e-08
56.5,185.0,3.198125708703259e-08
56.75,185.0,3.0844528708939833e-08
57.0,185.0,2.982009572605193e-08
57.25,185.0,2.8890027925498885e-08
57.5,185.0,2.8038164678889643e-08
57.75,185.0,2.72585815030979e-08
58.0,185.0,2.6552744447627674e-08
58.25,185.0,2.592000547529949e-08
58.5,185.0,2.53523824156332e-08
58.75,185.0,2.4838418655193095e-08
59.0,185.0,2.437080581785267e-08
59.25,185.0,2.3949140892653986e-08
59.5,185.0,2.3575432051003986e-08
59.75,185.0,2.324800751907219e-08
60.0,185.0,2.2960445433817256e-08
45.0,187.5,1.6438969741017218e-08
45.25,187.5,1.7486775916175645e-08
45.5,187.5,1.8686811431578576e-08
45.75,187.5,2.0023036229055435e-08
46.0,187.5,2.1486191381647757e-08
46.25,187.5,2.3107435409563948e-08
46.5,187.5,2.4947989341050913e-08
46.75,187.5,2.7051978435110868e-08
47.0,187.5,2.9415863966875122e-08
47.25,187.5,3.201263709673441e-08
47.5,187.5,3.48511466352619e-08
47.75,187.5,3.800004955145653e-08
48.0,187.5,4.153310140253552e-08
48.25,187.5,4.5447177021706864e-08
48.5,187.5,4.964654565231541e-08
48.75,187.5,5.4024840823174713e-08
49.0,187.5,5.855906004548217e-08
49.25,187.5,6.327955748286485e-08
49.5,187.5,6.810735031503867e-08
49.75,187.5,7.272913271627601e-08
50.0,187.5,7.668642743041687e-08
50.25,187.5,7.965568649126453e-08
50.5,187.5,8.165379838942499e-08
50.75,187.5,8.292715647506554e-08
51.0,187.5,8.363114034626307e-08
51.25,187.5,8.364153181172895e-08
51.5,187.5,8.268559670288056e-08
51.75,187.5,8.064952949915494e-08
52.0,187.5,7.774060528653592e-08
52.25,187.5,7.435384141718515e-08
52.5,187.5,7.081742525727464e-08
52.75,187.5,6.726837875614677e-08
53.0,187.5,6.372050687097897e-08
53.25,187.5,6.019882092811457e-08
53.5,187.5,5.679237713440699e-08
53.75,187.5,5.360121480002533e-08
54.0,187.5,5.066671271425349e-08
54.25,187.5,4.796409858176531e-08
54.5,187.5,4.5452072328089344e-08
54.75,187.5,4.311894608033384e-08
55.0,187.5,4.09814142621201e-08
55.25,187.5,3.90503508418405e-08
55.5,187.5,3.7308051537010556e-08
55.75,187.5,3.5718821012054036e-08
56.0,187.5,3.425619632402288e-08
56.25,187.5,3.291588002163337e-08
56.5,187.5,3.1703622616063853e-08
56.75,187.5,3.061552866778783e-08
57.0,187.5,2.963275114176156e-08
57.25,187.5,2.8733674439784807e-08
57.5,187.5,2.7908120925346225e-08
57.75,187.5,2.715816660447956e-08
58.0,187.5,2.648661734383495e-08
58.25,187.5,2.588714753670729e-08
58.5,187.5,2.534617604688094e-08
58.75,187.5,2.4852854885182296e-08
59.0,187.5,2.4405470533395146e-08
59.25,187.5,2.400774967714625e-08
59.5,187.5,2.3660245318524176e-08
59.75,187.5,2.3356565126420037e-08
60.0,187.5,2.3087837308644055e-08
45.0,190.0,1.7099741844717187e-08
45.25,190.0,1.8253672573464996e-08
45.5,190.0,1.9558914932105154e-08
45.75,190.0,2.0991025473371394e-08
46.0,190.0,2.2560268875260192e-08
46.25,190.0,2.432744850011659e-08
46.5,190.0,2.6360043925421905e-08
46.75,190.0,2.867698079001002e-08
47.0,190.0,3.124647218744059e-08
47.25,190.0,3.404819826080541e-08
47.5,190.0,3.7134582742126554e-08
47.75,190.0,4.06058571211787e-08
48.0,190.0,4.450965507274418e-08
48.25,190.0,4.8774626670855525e-08
48.5,190.0,5.326415308815058e-08
48.75,190.0,5.790938051308814e-08
49.0,190.0,6.275544617295736e-08
49.25,190.0,6.781463479654803e-08
49.5,190.0,7.285759084929566e-08
49.75,190.0,7.739369922710182e-08
50.0,190.0,8.094090186983038e-08
50.25,190.0,8.336565882061109e-08
50.5,190.0,8.491475678162885e-08
50.75,190.0,8.587504285451075e-08
51.0,190.0,8.622993208362573e-08
51.25,190.0,8.566901654738501e-08
51.5,190.0,8.39291891541194e-08
51.75,190.0,8.110605209665778e-08
52.0,190.0,7.761631282132697e-08
52.25,190.0,7.389575507055213e-08
52.5,190.0,7.016704617335279e-08
52.75,190.0,6.645443662023354e-08
53.0,190.0,6.274968988861929e-08
53.25,190.0,5.9126175289136995e-08
53.5,190.0,5.5707010782057864e-08
53.75,190.0,5.256788426777348e-08
54.0,190.0,4.9696310067126603e-08
54.25,190.0,4.703696110386346e-08
54.5,190.0,4.4560028555906683e-08
54.75,190.0,4.228018979368642e-08
55.0,190.0,4.0220249131195374e-08
55.25,190.0,3.8371933630543253e-08
55.5,190.0,3.669604209388666e-08
55.75,190.0,3.5154649968838214e-08
56.0,190.0,3.373652335270094e-08
56.25,190.0,3.2450382048132553e-08
56.5,190.0,3.129916836819291e-08
56.75,190.0,3.026589567856064e-08
57.0,190.0,2.9323806605141556e-08
57.25,190.0,2.8456395906317766e-08
57.5,190.0,2.7664520452219676e-08
57.75,190.0,2.69547677511639e-08
58.0,190.0,2.6324258106669163e-08
58.25,190.0,2.5758418731314237e-08
58.5,190.0,2.5242228307575942e-08
58.75,190.0,2.4771198536832628e-08
59.0,190.0,2.4350196081712738e-08
59.25,190.0,2.3982801744537596e-08
59.5,190.0,2.3663793369266273e-08
59.75,190.0,2.3382350944345376e-08
60.0,190.0,2.313134217502011e-08
45.0,192.5,1.776227787075868e-08
45.25,192.5,1.902199309178343e-08
45.5,192.5,2.0419533619531194e-08
45.75,192.5,2.1939516980928886e-08
46.0,192.5,2.3626960055089796e-08
46.25,192.5,2.5564722117010774e-08
46.5,192.5,2.7803050972607934e-08
46.75,192.5,3.0322374278135555e-08
47.0,192.5,3.3077640848588885e-08
47.25,192.5,3.608672627386511e-08
47.5,192.5,3.945427473617258e-08
47.75,192.5,4.3279420047781514e-08
48.0,192.5,4.754135718432195e-08
48.25,192.5,5.209724052157583e-08
48.5,192.5,5.681975356885971e-08
48.75,192.5,6.172620281574837e-08
49.0,192.5,6.68999774466883e-08
49.25,192.5,7.223529152611263e-08
49.5,192.5,7.72849354513383e-08
49.75,192.5,8.144413843336196e-08
50.0,192.5,8.437585719001106e-08
50.25,192.5,8.623959546483206e-08
50.5,192.5,8.742726820276658e-08
50.75,192.5,8.808737650412013e-08
51.0,192.5,8.794921957377966e-08
51.25,192.5,8.661561079481572e-08
51.5,192.5,8.401085027642807e-08
51.75,192.5,8.050794009228923e-08
52.0,192.5,7.66385531703051e-08
52.25,192.5,7.274451196970233e-08
52.5,192.5,6.889383752373135e-08
52.75,192.5,6.504735050594235e-08
53.0,192.5,6.124264462226137e-08
53.25,192.5,5.761222809930189e-08
53.5,192.5,5.427173110916783e-08
53.75,192.5,5.1235595988075033e-08
54.0,192.5,4.8441752609207356e-08
54.25,192.5,4.5837043383123444e-08
54.5,192.5,4.342539672297363e-08
54.75,192.5,4.123961616642191e-08
55.0,192.5,3.9286271125149597e-08
55.25,192.5,3.752838262371938e-08
55.5,192.5,3.5916670748648016e-08
55.75,192.5,3.442849605406195e-08
56.0,192.5,3.3072246052867627e-08
56.25,192.5,3.185884489553814e-08
56.5,192.5,3.0776737269810894e-08
56.75,192.5,2.9795888978334517e-08
57.0,192.5,2.8891929515495463e-08
57.25,192.5,2.8061799550727073e-08
57.5,192.5,2.7315121386983776e-08
57.75,192.5,2.6654133233883215e-08
58.0,192.5,2.606522842008019e-08
58.25,192.5,2.5529328318008027e-08
58.5,192.5,2.503758822491875e-08
58.75,192.5,2.4594709824299343e-08
59.0,192.5,2.4207654658603417e-08
59.25,192.5,2.3873771515248166e-08
59.5,192.5,2.3581109953596524e-08
59.75,192.5,2.3319174813352106e-08
60.0,192.5,2.3087383338449285e-08
45.0,195.0,1.8419574643324665e-08
45.25,195.0,1.977240227102328e-08
45.5,195.0,2.1245975201367173e-08
45.75,195.0,2.2856108894409033e-08
46.0,195.0,2.4684674526653794e-08
46.25,195.0,2.6813058995323047e-08
46.5,195.0,2.9251178479405837e-08
46.75,195.0,3.194556474905852e-08
47.0,195.0,3.4871607823561135e-08
47.25,195.0,3.811036464185236e-08
47.5,195.0,4.179661394765333e-08
47.75,195.0,4.597696590113998e-08
48.0,195.0,5.053766294338402e-08
48.25,195.0,5.530382674034939e-08
48.5,195.0,6.022693843643623e-08
48.75,195.0,6.541468344778423e-08
49.0,195.0,7.089242193281109e-08
49.25,195.0,7.633093568326643e-08
49.5,195.0,8.108107885096416e-08
49.75,195.0,8.459343781019868e-08
50.0,195.0,8.684397179159475e-08
50.25,195.0,8.82539773483515e-08
50.5,195.0,8.916021865257306e-08
50.75,195.0,8.942302165415583e-08
51.0,195.0,8.857284128360732e-08
51.25,195.0,8.632991321810835e-08
51.5,195.0,8.293991071717244e-08
51.75,195.0,7.898516130033784e-08
52.0,195.0,7.494624898463087e-08
52.25,195.0,7.097922760657127e-08
52.5,195.0,6.703386423723146e-08
52.75,195.0,6.309625733003088e-08
53.0,195.0,5.928540725008702e-08
53.25,195.0,5.575351347264501e-08
53.5,195.0,5.255656621017124e-08
53.75,195.0,4.963972055627153e-08
54.0,195.0,4.692629507196955e-08
54.25,195.0,4.439931688970944e-08
54.5,195.0,4.209507564745252e-08
54.75,195.0,4.003822307030447e-08
55.0,195.0,3.820164806711546e-08
55.25,195.0,3.652809543730484e-08
55.5,195.0,3.497997180801349e-08
55.75,195.0,3.356012845401324e-08
56.0,195.0,3.2286542661630335e-08
56.25,195.0,3.11566048516454e-08
56.5,195.0,3.0140539175604886e-08
56.75,195.0,2.9205939333643016e-08
57.0,195.0,2.834276591201501e-08
57.25,195.0,2.7561556370514495e-08
57.5,195.0,2.687060463024693e-08
57.75,195.0,2.625979245163279e-08
58.0,195.0,2.570718837802133e-08
58.25,195.0,2.5198362285649978e-08
58.5,195.0,2.473589844065316e-08
58.75,195.0,2.432970058752204e-08
59.0,195.0,2.39810256097428e-08
59.25,195.0,2.367824292193177e-08
59.5,195.0,2.340747828899481e-08
59.75,195.0,2.3165054763296666e-08
60.0,195.0,2.2957813761159684e-08
45.0,197.5,1.9056163980124552e-08
45.25,197.5,2.048094904782971e-08
45.5,197.5,2.2021458656595883e-08
45.75,197.5,2.3738459975497506e-08
46.0,197.5,2.5732776132159074e-08
46.25,197.5,2.8054149558975894e-08
46.5,197.5,3.066381304428489e-08
46.75,197.5,3.350269572877096e-08
47.0,197.5,3.660483227641009e-08
47.25,197.5,4.0110337606868995e-08
47.5,197.5,4.413207466136271e-08
47.75,197.5,4.861944180589717e-08
48.0,197.5,5.33841160166304e-08
48.25,197.5,5.829604377005637e-08
48.5,197.5,6.342805991543798e-08
48.75,197.5,6.890512138646443e-08
49.0,197.5,7.456446171616449e-08
49.25,197.5,7.981388416844482e-08
49.5,197.5,8.394246708842701e-08
49.75,197.5,8.66728362414193e-08
50.0,197.5,8.83411719332372e-08
50.25,197.5,8.94402968354413e-08
50.5,197.5,9.00381498247782e-08
50.75,197.5,8.969411002812677e-08
51.0,197.5,8.794136630019267e-08
51.25,197.5,8.481886060174304e-08
51.5,197.5,8.087924707744776e-08
51.75,197.5,7.673224922122301e-08
52.0,197.5,7.266610035916443e-08
52.25,197.5,6.865898993790864e-08
52.5,197.5,6.464371915537725e-08
52.75,197.5,6.069831126609415e-08
53.0,197.5,5.6995907771195675e-08
53.25,197.5,5.3643307129647155e-08
53.5,197.5,5.0611711488457445e-08
53.75,197.5,4.780855722419375e-08
54.0,197.5,4.518773177863977e-08
54.25,197.5,4.2778114606178974e-08
54.5,197.5,4.0621320529510285e-08
54.75,197.5,3.8707832938911224e-08
55.0,197.5,3.6979384776536506e-08
55.25,197.5,3.5382556551333266e-08
55.5,197.5,3.390853942075722e-08
55.75,197.5,3.257872882578283e-08
56.0,197.5,3.140168880477745e-08
56.25,197.5,3.03526374034746e-08
56.5,197.5,2.939300092208441e-08
56.75,197.5,2.8503229998477764e-08
57.0,197.5,2.769138363056811e-08
57.25,197.5,2.697137979623676e-08
57.5,197.5,2.6339095793304068e-08
57.75,197.5,2.5772110001653914e-08
58.0,197.5,2.5250101565177374e-08
58.25,197.5,2.4771284135027827e-08
58.5,197.5,2.4347076577058147e-08
58.75,197.5,2.398346832244158e-08
59.0,197.5,2.367104334766168e-08
59.25,197.5,2.3393339043664696e-08
59.5,197.5,2.3142536220710497e-08
59.75,197.5,2.292442768947467e-08
60.0,197.5,2.274812493929801e-08
45.0,200.0,1.9649768367990816e-08
45.25,200.0,2.11272452865785e-08
45.5,200.0,2.2741050598185097e-08
45.75,200.0,2.4590164127147318e-08
46.0,200.0,2.676213295416119e-08
46.25,200.0,2.9254016098434477e-08
46.5,200.0,3.1994858096240364e-08
46.75,200.0,3.496364353594572e-08
47.0,200.0,3.8270255520167495e-08
47.25,200.0,4.2071686801037345e-08
47.5,200.0,4.639978579135118e-08
47.75,200.0,5.109879241960158e-08
48.0,200.0,5.5973615076254646e-08
48.25,200.0,6.101335636721217e-08
48.5,200.0,6.637906557749318e-08
48.75,200.0,7.207847985135629e-08
49.0,200.0,7.766918874718698e-08
49.25,200.0,8.238185333908632e-08
49.5,200.0,8.567651021973433e-08
49.75,200.0,8.76825625439892e-08
50.0,200.0,8.895528036401146e-08
50.25,200.0,8.980061938501649e-08
50.5,200.0,8.992233835325436e-08
50.75,200.0,8.874282209081485e-08
51.0,200.0,8.605009726991852e-08
51.25,200.0,8.226463998894928e-08
51.5,200.0,7.807500113088395e-08
51.75,200.0,7.392896994584675e-08
52.0,200.0,6.988645706584862e-08
52.25,200.0,6.584710998680521e-08
52.5,200.0,6.182528056175585e-08
52.75,200.0,5.798759783459673e-08
53.0,200.0,5.4489917911126895e-08
53.25,200.0,5.1348524765515435e-08
53.5,200.0,4.847112911043894e-08
53.75,200.0,4.578031687074713e-08
54.0,200.0,4.328447833490401e-08
54.25,200.0,4.1035285169854774e-08
54.5,200.0,3.904599710224943e-08
54.75,200.0,3.726688424521285e-08
55.0,200.0,3.5631942396641136e-08
55.25,200.0,3.411547988552144e-08
55.5,200.0,3.273611937082421e-08
55.75,200.0,3.15132941963725e-08
56.0,200.0,3.043203711250442e-08
56.25,200.0,2.9451673322355987e-08
56.5,200.0,2.8542228358574562e-08
56.75,200.0,2.770524631934279e-08
57.0,200.0,2.6958079102357146e-08
57.25,200.0,2.6304288636147533e-08
57.5,200.0,2.572415969126496e-08
57.75,200.0,2.519254505006785e-08
58.0,200.0,2.4701351852840503e-08
58.25,200.0,2.426116918474719e-08
58.5,200.0,2.3882590571844275e-08
58.75,200.0,2.356033323991369e-08
59.0,200.0,2.3276997440646596e-08
59.25,200.0,2.3020224504399778e-08
59.5,200.0,2.279300748142532e-08
59.75,200.0,2.2606196470320583e-08
60.0,200.0,2.246337138522847e-08
45.0,202.5,2.1267930749857555e-08
45.25,202.5,2.288566647301593e-08
45.5,202.5,2.4697351941327383e-08
45.75,202.5,2.6851429746344024e-08
46.0,202.5,2.9401191592448583e-08
46.25,202.5,3.2260847881993016e-08
46.5,202.5,3.533005621392249e-08
46.75,202.5,3.867686926284364e-08
47.0,202.5,4.253122942721177e-08
47.25,202.5,4.705002298877048e-08
47.5,202.5,5.211891473955177e-08
47.75,202.5,5.743524866819172e-08
48.0,202.5,6.285313913778623e-08
48.25,202.5,6.858443590829211e-08
48.5,202.5,7.487905473446688e-08
48.75,202.5,8.146937857667069e-08
49.0,202.5,8.742484847168441e-08
49.25,202.5,9.175353288259913e-08
49.5,202.5,9.428284364343398e-08
49.75,202.5,9.574421888647322e-08
50.0,202.5,9.68672739798393e-08
50.25,202.5,9.754722274379901e-08
50.5,202.5,9.695406444354404e-08
50.75,202.5,9.444702619987311e-08
51.0,202.5,9.030520420338917e-08
51.25,202.5,8.546309193668833e-08
51.5,202.5,8.069318502279543e-08
51.75,202.5,7.617419917060886e-08
52.0,202.5,7.170761440189466e-08
52.25,202.5,6.71867537160864e-08
52.5,202.5,6.278946229620885e-08
52.75,202.5,5.877672926146715e-08
53.0,202.5,5.5234938400872124e-08
53.25,202.5,5.204660791235938e-08
53.5,202.5,4.906252548675383e-08
53.75,202.5,4.6258773145346765e-08
54.0,202.5,4.371702622130158e-08
54.25,202.5,4.149258636676478e-08
54.5,202.5,3.953906002607255e-08
54.75,202.5,3.775518986337545e-08
55.0,202.5,3.608320331416337e-08
55.25,202.5,3.454464825303205e-08
55.5,202.5,3.3184478498426984e-08
55.75,202.5,3.20018613830797e-08
56.0,202.5,3.0943428375174165e-08
56.25,202.5,2.995556858120807e-08
56.5,202.5,2.9031518300470793e-08
56.75,202.5,2.8201262547433714e-08
57.0,202.5,2.7483639253311765e-08
57.25,202.5,2.6858786861261308e-08
57.5,202.5,2.628714812491495e-08
57.75,202.5,2.5748914334045025e-08
58.0,202.5,2.5257898439434712e-08
58.25,202.5,2.483679628628721e-08
58.5,202.5,2.4486309646576387e-08
58.75,202.5,2.4182505775627305e-08
59.0,202.5,2.3902083867710644e-08
59.25,202.5,2.3645153168772026e-08
59.5,202.5,2.342989502412962e-08
59.75,202.5,2.3267883841882053e-08
60.0,202.5,2.3149593353366527e-08
45.0,205.0,2.3505437152238073e-08
45.25,205.0,2.5307629547555166e-08
45.5,205.0,2.7449660544576204e-08
45.75,205.0,3.0096687253511334e-08
46.0,205.0,3.318281782682675e-08
46.25,205.0,3.649325519550217e-08
46.5,205.0,3.9976545407327535e-08
46.75,205.0,4.3924358039681977e-08
47.0,205.0,4.87015880956676e-08
47.25,205.0,5.432694172302632e-08
47.5,205.0,6.038059963131559e-08
47.75,205.0,6.644196393068569e-08
48.0,205.0,7.267442492242537e-08
48.25,205.0,7.967649984230718e-08
48.5,205.0,8.757363356703962e-08
48.75,205.0,9.535901535073776e-08
49.0,205.0,1.0135143546641245e-07
49.25,205.0,1.0469849387462205e-07
49.5,205.0,1.0625333390912317e-07
49.75,205.0,1.0749316348146465e-07
50.0,205.0,1.088203169796742e-07
50.25,205.0,1.091296173427736e-07
50.5,205.0,1.0700228769700004e-07
50.75,205.0,1.023077786932447e-07
51.0,205.0,9.633776609785372e-08
51.25,205.0,9.04834897008655e-08
51.5,205.0,8.520504546360996e-08
51.75,205.0,8.014371499776018e-08
52.0,205.0,7.492004661102669e-08
52.25,205.0,6.967705212801434e-08
52.5,205.0,6.486278825157399e-08
52.75,205.0,6.071944702590315e-08
53.0,205.0,5.710579242812486e-08
53.25,205.0,5.373341682712862e-08
53.5,205.0,5.0494813552681705e-08
53.75,205.0,4.751772264555143e-08
54.0,205.0,4.494616634431736e-08
54.25,205.0,4.275589193802887e-08
54.5,205.0,4.078480309033239e-08
54.75,205.0,3.89058267824538e-08
55.0,205.0,3.713710294839245e-08
55.25,205.0,3.557371441864632e-08
55.5,205.0,3.4250553282433316e-08
55.75,205.0,3.309672447215917e-08
56.0,205.0,3.2011490347372273e-08
56.25,205.0,3.09657651742512e-08
56.5,205.0,3.0011896079429334e-08
56.75,205.0,2.920228092673227e-08
57.0,205.0,2.8522131323427402e-08
57.25,205.0,2.7905087573998344e-08
57.5,205.0,2.730488635194206e-08
57.75,205.0,2.673855137302894e-08
58.0,205.0,2.6253599738623734e-08
58.25,205.0,2.586611325128274e-08
58.5,205.0,2.554155598133434e-08
58.75,205.0,2.523362241380056e-08
59.0,205.0,2.4933880959920884e-08
59.25,205.0,2.4674499221610802e-08
59.5,205.0,2.4484999250340422e-08
59.75,205.0,2.4357070360636612e-08
60.0,205.0,2.4254735775386393e-08
45.0,207.5,2.598991410973639e-08
45.25,207.5,2.8056495238182322e-08
45.5,207.5,3.0723547039812615e-08
45.75,207.5,3.403462012219194e-08
46.0,207.5,3.7677112540990265e-08
46.25,207.5,4.136213127559074e-08
46.5,207.5,4.533301811715518e-08
46.75,207.5,5.021951443584527e-08
47.0,207.5,5.633869948340475e-08
47.25,207.5,6.326372259390922e-08
47.5,207.5,7.016901970580136e-08
47.75,207.5,7.689507619534908e-08
48.0,207.5,8.436677134682213e-08
48.25,207.5,9.341623519176778e-08
48.5,207.5,1.033240424330728e-07
48.75,207.5,1.1169136260313905e-07
49.0,207.5,1.1640398445145195e-07
49.25,207.5,1.179973597720263e-07
49.5,207.5,1.1896128138122464e-07
49.75,207.5,1.2078684119565253e-07
50.0,207.5,1.2238479230042287e-07
50.25,207.5,1.212266702577125e-07
50.5,207.5,1.1618003614710659e-07
50.75,207.5,1.0878329481656124e-07
51.0,207.5,1.0141412043473963e-07
51.25,207.5,9.515331789167192e-08
51.5,207.5,8.951049568217684e-08
51.75,207.5,8.360788339434322e-08
52.0,207.5,7.738798846190775e-08
52.25,207.5,7.155204106989999e-08
52.5,207.5,6.664920448873346e-08
52.75,207.5,6.257648665908278e-08
53.0,207.5,5.8836223892910766e-08
53.25,207.5,5.5133061893641866e-08
53.5,207.5,5.162818084158971e-08
53.75,207.5,4.862167168884213e-08
54.0,207.5,4.6166035327921406e-08
