f_hz,r_km,beta_eff,L_detrend
200.80645161290323,55.0,0.5760438490051892,-0.6619593763821037
200.80645161290323,55.25,0.5335508434207342,-0.7307713618112448
200.80645161290323,55.5,0.4840464741302224,-0.793762400722827
200.80645161290323,55.75,0.42253079102275,-0.8494150428097669
200.80645161290323,56.0,0.33762630373218594,-0.8963342001430048
200.80645161290323,56.25,0.20113002018766132,-0.9333509594245695
200.80645161290323,56.5,-0.07775409388728087,-0.9595943538257605
200.80645161290323,56.75,-1.0281101523564635,-0.9745651667568507
200.80645161290323,57.0,9.73255528674864,-0.9782153959176181
200.80645161290323,57.25,2.04236080466902,-0.9709891083487154
200.80645161290323,57.5,1.4865946280484421,-0.9537791563563829
200.80645161290323,57.75,1.30548954188612,-0.9278037181874725
200.80645161290323,58.0,1.2316134953176383,-0.8944556473302085
200.80645161290323,58.25,1.2042815385852925,-0.8551808472886724
200.80645161290323,58.5,1.202127621823872,-0.8114014678613484
200.80645161290323,58.75,1.2155941593191715,-0.7644623758990854
200.80645161290323,59.0,1.2394284182620403,-0.7155801271199016
200.80645161290323,59.25,1.2702120434176951,-0.6657991435179718
200.80645161290323,59.5,1.30570177181957,-0.6159750959707563
200.80645161290323,59.75,1.3447562572901484,-0.5667929054550929
200.80645161290323,60.0,1.3635727551347243,-0.5188020114416255
208.06451612903226,45.0,1.3670815263814267,0.17374667750771255
208.06451612903226,45.25,1.3382956055808246,0.24053013187968464
208.06451612903226,45.5,1.3704417304810204,0.30148419675539717
208.06451612903226,45.75,1.3991656250124616,0.3571781555354958
208.06451612903226,46.0,1.4274350393849744,0.40815942833452645
208.06451612903226,46.25,1.4650189085004974,0.4546127448617181
208.06451612903226,46.5,1.5195994370770218,0.49641158311123856
208.06451612903226,46.75,1.5894092036258274,0.5334852777756716
208.06451612903226,47.0,1.665926643703326,0.5660877919094927
208.06451612903226,47.25,1.7473662772406324,0.5946671992581818
208.06451612903226,47.5,1.8505273109980467,0.619516820552235
208.06451612903226,47.75,2.009201530043648,0.640612504863165
208.06451612903226,48.0,2.2663292471944927,0.6577900258381226
208.06451612903226,48.25,2.6811888083301922,0.6710478623472516
208.06451612903226,48.5,3.4028176896247406,0.6806308369741989
208.06451612903226,48.75,5.102212543202067,0.6868189660288644
208.06451612903226,49.0,16.8525634514143,0.6896917019008973
208.06451612903226,49.25,-6.798659410741965,0.6891284431549295
208.06451612903226,49.5,-2.114844793978272,0.6850241432396971
208.06451612903226,49.75,-0.9644617362476497,0.6774661210982553
208.06451612903226,50.0,-0.4384457536987602,0.6666707848741117
208.06451612903226,50.25,-0.13016793034121685,0.6527709513884143
208.06451612903226,50.5,0.07189955895874307,0.6357054851829878
208.06451612903226,50.75,0.21166877722854607,0.6153238145520733
208.06451612903226,51.0,0.3136787045387904,0.591578656319188
208.06451612903226,51.25,0.39289431284340826,0.5645882446616342
208.06451612903226,51.5,0.4566834787725525,0.5345074506051464
208.06451612903226,51.75,0.5077364785839809,0.5013683117937917
208.06451612903226,52.0,0.5478663166132078,0.46506529404206964
208.06451612903226,52.25,0.5799452532403995,0.4254875680574135
208.06451612903226,52.5,0.6069940650239343,0.3826434956612612
208.06451612903226,52.75,0.6304956669142155,0.3366418103296429
208.06451612903226,53.0,0.6502062578288351,0.2875675877859891
208.06451612903226,53.25,0.665515383481958,0.23540420304056964
208.06451612903226,53.5,0.6767361756984933,0.18008383872663503
208.06451612903226,53.75,0.6849968341101255,0.12160251384101795
208.06451612903226,54.0,0.6911080267508564,0.06006999399700108
208.06451612903226,54.25,0.6948479486698774,-0.004351155437592791
208.06451612903226,54.5,0.6953801007297891,-0.07153162543668357
208.06451612903226,54.75,0.6921875047624633,-0.1413805065896785
208.06451612903226,55.0,0.685468727524654,-0.213760545890179
208.06451612903226,55.25,0.6756639948172943,-0.2884009710078641
208.06451612903226,55.5,0.6627710556713863,-0.36489038163563103
208.06451612903226,55.75,0.6462269506395893,-0.4427347338299561
208.06451612903226,56.0,0.6253861962469174,-0.5213943484271812
208.06451612903226,56.25,0.5999974575829049,-0.6002467017850137
208.06451612903226,56.5,0.5701652984583124,-0.6785081015431447
208.06451612903226,56.75,0.5358596504051448,-0.7551923049912714
208.06451612903226,57.0,0.4964205753721363,-0.8291438010192316
208.06451612903226,57.25,0.45028625145748513,-0.8991095889318221
208.06451612903226,57.5,0.3946476628408213,-0.9637936557199254
208.06451612903226,57.75,0.3243303882647195,-1.021885036211501
208.06451612903226,58.0,0.2287384460955776,-1.0721013476366938
208.06451612903226,58.25,0.08372769873733493,-1.1132869167313773
208.06451612903226,58.5,-0.1749724898131821,-1.144550127305584
208.06451612903226,58.75,-0.7821026074293985,-1.1653800227539035
208.06451612903226,59.0,-3.7749535121587745,-1.1756938402688477
208.06451612903226,59.25,5.818275088617644,-1.1758154188866585
208.06451612903226,59.5,2.47994222860312,-1.1664190138780066
208.06451612903226,59.75,1.86560219082429,-1.1484661691743496
208.06451612903226,60.0,1.8267394788074023,-1.123134302693235
215.32258064516128,45.0,1.1667276133921072,-0.48920729890308134
215.32258064516128,45.25,1.1330488043368674,-0.3855624167167351
215.32258064516128,45.5,1.1428219425371673,-0.28958469016482713
215.32258064516128,45.75,1.1490763546619498,-0.20046895318118807
215.32258064516128,46.0,1.15345957828179,-0.11745601419340357
215.32258064516128,46.25,1.1608421105667366,-0.04020071317392304
215.32258064516128,46.5,1.1740654386971272,0.03128619246006359
215.32258064516128,46.75,1.1905644101863435,0.09704000799389867
215.32258064516128,47.0,1.2049411946042428,0.15743621665892915
215.32258064516128,47.25,1.2154740510515771,0.2130475633070117
215.32258064516128,47.5,1.2270045629816968,0.26426330852988755
215.32258064516128,47.75,1.2464008227431682,0.3111152456974078
215.32258064516128,48.0,1.275586820823613,0.3534788704256999
215.32258064516128,48.25,1.3095885261206799,0.39141033618233756
215.32258064516128,48.5,1.342787247218423,0.4252362898317088
215.32258064516128,48.75,1.3779645834696113,0.4553144649025762
215.32258064516128,49.0,1.427826500380062,0.4817693602527535
215.32258064516128,49.25,1.5073755246919407,0.5044959245329734
215.32258064516128,49.5,1.6261151396047526,0.5234061911934224
215.32258064516128,49.75,1.7913488925678165,0.538630621646825
215.32258064516128,50.0,2.0357285449524167,0.5504456888595208
215.32258064516128,50.25,2.501472956054159,0.5590311797416198
215.32258064516128,50.5,3.903822249457806,0.5643442418379134
215.32258064516128,50.75,,0.5662389081083979
215.32258064516128,51.0,-2.385723080073163,0.5646863154301144
215.32258064516128,51.25,-0.7026145789478838,0.5598449254478646
215.32258064516128,51.5,-0.14735838031223375,0.5519114988396947
215.32258064516128,51.75,0.13243555861261286,0.5409379131200376
215.32258064516128,52.0,0.29693824375247796,0.5268156412654172
215.32258064516128,52.25,0.4028332097872556,0.5094294760044458
215.32258064516128,52.5,0.4778887004828797,0.48880010759650405
215.32258064516128,52.75,0.5353666255343199,0.46505829877716254
215.32258064516128,53.0,0.5800536899403919,0.43829644429926673
215.32258064516128,53.25,0.6137729268118975,0.4084752095898758
215.32258064516128,53.5,0.6390640317192628,0.37548167083240225
215.32258064516128,53.75,0.6593423953079511,0.3392623955303491
215.32258064516128,54.0,0.6769761486523584,0.29987750654843204
215.32258064516128,54.25,0.6922402418206132,0.25742155013681023
215.32258064516128,54.5,0.7042701062015748,0.21191332355747283
215.32258064516128,54.75,0.7127789447172924,0.16328094278716598
215.32258064516128,55.0,0.7187020392413014,0.11145264965021484
215.32258064516128,55.25,0.7233027905691833,0.05644853833446328
215.32258064516128,55.5,0.7269891479918472,-0.00162547854899886
215.32258064516128,55.75,0.729149437375491,-0.06266263190292642
215.32258064516128,56.0,0.7289902006845022,-0.12661437853988877
215.32258064516128,56.25,0.7263502652802828,-0.19345793170249803
215.32258064516128,56.5,0.7216636839986077,-0.2631101336664863
215.32258064516128,56.75,0.7152663611351054,-0.3353786201299065
215.32258064516128,57.0,0.706903915530242,-0.40999034224973396
215.32258064516128,57.25,0.6959195962769171,-0.48664629306491136
215.32258064516128,57.5,0.6818038220777481,-0.5650279948100854
215.32258064516128,57.75,0.6644815424829701,-0.6447416169131142
215.32258064516128,58.0,0.6440943688851424,-0.7252538056121882
215.32258064516128,58.25,0.6206008402133134,-0.8058772106723344
215.32258064516128,58.5,0.5936335344242596,-0.8858041660582108
215.32258064516128,58.75,0.5626642851997459,-0.9641378790977935
215.32258064516128,59.0,0.5271494560359049,-1.0398864036284483
215.32258064516128,59.25,0.4863198226718594,-1.111939170768098
215.32258064516128,59.5,0.4385388025645573,-1.1790766695459525
215.32258064516128,59.75,0.38028728642883913,-1.2400396647006526
215.32258064516128,60.0,0.2806260094235042,-1.2936345419651045
222.5806451612903,45.0,0.9688269967934715,-1.2936620159335046
222.5806451612903,45.25,0.9386686550267677,-1.1394351700885217
222.5806451612903,45.5,0.9392324788885086,-0.9962097792620161
222.5806451612903,45.75,0.9349102224464435,-0.862891016862247
222.5806451612903,46.0,0.9275364371015598,-0.7384062004853718
222.5806451612903,46.25,0.9203656599275862,-0.6221260247067111
222.5806451612903,46.5,0.9150955108255459,-0.5138166172010621
222.5806451612903,46.75,0.9102050307140997,-0.413216273416821
222.5806451612903,47.0,0.9027606771371501,-0.3197235250242647
222.5806451612903,47.25,0.891977204328621,-0.23255113167623032
222.5806451612903,47.5,0.8803068517781074,-0.1511327463153127
222.5806451612903,47.75,0.8706927898496591,-0.07530496037113776
222.5806451612903,48.0,0.8631722818859915,-0.0050847483064111465
222.5806451612903,48.25,0.8546022425243496,0.059697420601159346
222.5806451612903,48.5,0.8420710911769118,0.11949358112631092
222.5806451612903,48.75,0.8262354448112287,0.17477590121458442
222.5806451612903,49.0,0.8104440455598092,0.2257491880139295
222.5806451612903,49.25,0.7966265073093133,0.27235829852067284
222.5806451612903,49.5,0.7825599127094425,0.3145620424417419
222.5806451612903,49.75,0.7635954784183538,0.3525560874212435
222.5806451612903,50.0,0.7373244015596759,0.38669326725702985
222.5806451612903,50.25,0.7056286817548099,0.41721574683277135
222.5806451612903,50.5,0.6710974323688934,0.4441162676328331
222.5806451612903,50.75,0.6314247554679528,0.4672710603540562
222.5806451612903,51.0,0.5769233676361663,0.486684111732951
222.5806451612903,51.25,0.4923618181448674,0.5025646490033677
222.5806451612903,51.5,0.3562857352884527,0.5151612264619969
222.5806451612903,51.75,0.11564777470821158,0.5245587119317485
222.5806451612903,52.0,-0.46717822562668604,0.5306628381749379
222.5806451612903,52.25,-4.762139189976672,0.5333732702474596
222.5806451612903,52.5,3.518609530397518,0.5327426536516702
222.5806451612903,52.75,1.9899589439432281,0.5289456157141894
222.5806451612903,53.0,1.592939113103531,0.522110307684353
222.5806451612903,53.25,1.396688856677468,0.5122133120475785
222.5806451612903,53.5,1.2752184796825285,0.4991464414197786
222.5806451612903,53.75,1.1967711144380062,0.48286796158697776
222.5806451612903,54.0,1.1462803044855456,0.46346310192281237
222.5806451612903,54.25,1.1112182971073854,0.4410524186713336
222.5806451612903,54.5,1.082166770627968,0.4156646864796487
222.5806451612903,54.75,1.055325590160451,0.3872184631689124
222.5806451612903,55.0,1.0316198039261744,0.35562417521721246
222.5806451612903,55.25,1.0128206858892814,0.3208865360153381
222.5806451612903,55.5,0.9985704526860476,0.28309415498627555
222.5806451612903,55.75,0.9865491241901075,0.2423181549933524
222.5806451612903,56.0,0.9746407016422785,0.19854033160484175
222.5806451612903,56.25,0.9625294793713352,0.15168606634352177
222.5806451612903,56.5,0.9512594607310846,0.10171759106004985
222.5806451612903,56.75,0.9416070234382494,0.04868207306791206
222.5806451612903,57.0,0.9331472538908204,-0.007331555637461129
222.5806451612903,57.25,0.9247557682498773,-0.06626689481096104
222.5806451612903,57.5,0.91570848027332,-0.12811840542662756
222.5806451612903,57.75,0.9061456017244013,-0.1928772151125746
222.5806451612903,58.0,0.8965468682225042,-0.26046737142517484
222.5806451612903,58.25,0.8869544959991784,-0.33073922769815334
222.5806451612903,58.5,0.8767983663800519,-0.4035154570770314
222.5806451612903,58.75,0.8653821941052722,-0.47862627774910904
222.5806451612903,59.0,0.8524101817435891,-0.5558886007427044
222.5806451612903,59.25,0.8380126797716113,-0.6350481082475595
222.5806451612903,59.5,0.8223427437974273,-0.7157403108103984
222.5806451612903,59.75,0.8052506646699343,-0.7974994832143374
222.5806451612903,60.0,0.786018215603027,-0.8797885970026453
229.83870967741936,45.0,0.587456789640415,-2.2432579775521972
229.83870967741936,45.25,0.6560996035376345,-2.0335030294950363
229.83870967741936,45.5,0.7087325161565162,-1.8310806771651906
229.83870967741936,45.75,0.7414540346609684,-1.6387487080581185
229.83870967741936,46.0,0.7570783601452437,-1.4573658322097902
229.83870967741936,46.25,0.7611569581084905,-1.2871683188037126
229.83870967741936,46.5,0.7582423360596432,-1.1282158246026261
229.83870967741936,46.75,0.7500875040848373,-0.9802294431755048
229.83870967741936,47.0,0.7367676114480897,-0.8424216695448501
229.83870967741936,47.25,0.7190393768478328,-0.7137455621558226
229.83870967741936,47.5,0.699092077436538,-0.5933691126546328
229.83870967741936,47.75,0.6789890465612246,-0.4808887103282662
229.83870967741936,48.0,0.6588491101474231,-0.3761022211882814
229.83870967741936,48.25,0.6369667075225474,-0.2786243215146078
229.83870967741936,48.5,0.611890614767456,-0.1877884964002099
229.83870967741936,48.75,0.5840868128443552,-0.1029290888254677
229.83870967741936,49.0,0.5551887290696995,-0.02368740968990468
229.83870967741936,49.25,0.5258302374326302,0.049999746816057566
229.83870967741936,49.5,0.49460112005001555,0.11819763292360241
229.83870967741936,49.75,0.45927954527329035,0.18121530597645738
229.83870967741936,50.0,0.41889882780654797,0.23952083224653856
229.83870967741936,50.25,0.3740647076718172,0.29345348862506354
229.83870967741936,50.5,0.32512036028709806,0.3430752485486104
229.83870967741936,50.75,0.27043774130785525,0.3883156489128067
229.83870967741936,51.0,0.20672996942104713,0.4292367723436996
229.83870967741936,51.25,0.13074395491353485,0.4661172944711198
229.83870967741936,51.5,0.039694314750185616,0.49927287269475196
229.83870967741936,51.75,-0.07104882133358915,0.5288370065518391
229.83870967741936,52.0,-0.21112408467083812,0.5547462184534273
229.83870967741936,52.25,-0.39677168221814835,0.5769299160601107
229.83870967741936,52.5,-0.6524440518172925,0.5954836737485212
229.83870967741936,52.75,-1.0215810176432438,0.6106340697130115
229.83870967741936,53.0,-1.6094359009147736,0.6225535318251956
229.83870967741936,53.25,-2.741192331345986,0.631245724148334
229.83870967741936,53.5,-5.910541186784879,0.6366202872940971
229.83870967741936,53.75,,0.6386601078666736
229.83870967741936,54.0,10.01240278765075,0.6374878538972508
229.83870967741936,54.25,5.156357958050412,0.633264185488795
229.83870967741936,54.5,3.652006969663446,0.6260468651403528
229.83870967741936,54.75,2.9008052416490986,0.6157703254381306
229.83870967741936,55.0,2.4549873168642664,0.6023587104282835
229.83870967741936,55.25,2.1702572082767206,0.585838939502962
229.83870967741936,55.5,1.976873335208734,0.5663282007273076
229.83870967741936,55.75,1.8336511773083939,0.5439203982078866
229.83870967741936,56.0,1.718174044850901,0.5186058551757635
229.83870967741936,56.25,1.6219145528479522,0.49030783875752415
229.83870967741936,56.5,1.5430712945691007,0.45898583002297344
229.83870967741936,56.75,1.479875522534021,0.42468727438151666
229.83870967741936,57.0,1.428252197538939,0.38749651188296386
229.83870967741936,57.25,1.3835497027716117,0.3474488904237609
229.83870967741936,57.5,1.3430907769794291,0.3045080851172317
229.83870967741936,57.75,1.3067088153574467,0.25862481100669843
229.83870967741936,58.0,1.275086108178368,0.2098052152442762
229.83870967741936,58.25,1.2479546501981367,0.15811325407092558
229.83870967741936,58.5,1.2238802610900765,0.1036123662591486
229.83870967741936,58.75,1.201391318963923,0.0463187382785466
229.83870967741936,59.0,1.179996673575915,-0.013782304037086468
229.83870967741936,59.25,1.1600774764152124,-0.07667865660449935
229.83870967741936,59.5,1.141975861728351,-0.14229659858263366
229.83870967741936,59.75,1.125355860735011,-0.21052125272899935
229.83870967741936,60.0,1.1282137359404665,-0.2812403133547334
237.09677419354838,45.0,-5.743967705040505,-2.6945012356029814
237.09677419354838,45.25,-0.43295744618758797,-2.6851524786203376
237.09677419354838,45.5,0.122797442069635,-2.6041810637738303
237.09677419354838,45.75,0.2790403447485028,-2.4641932947893963
237.09677419354838,46.0,0.3803472557417519,-2.285016677484168
237.09677419354838,46.25,0.46653329025312923,-2.085776806771647
237.09677419354838,46.5,0.5414162479468164,-1.880822932430429
237.09677419354838,46.75,0.6006454750286611,-1.679131224112293
237.09677419354838,47.0,0.6404472126936251,-1.485343467915576
237.09677419354838,47.25,0.6612951755247716,-1.3013675899923745
237.09677419354838,47.5,0.6674214690421624,-1.1278630280520647
237.09677419354838,47.75,0.6638437468389072,-0.9650945816923153
237.09677419354838,48.0,0.6537733424279505,-0.8130715530286152
237.09677419354838,48.25,0.638267353651487,-0.6713636627387165
237.09677419354838,48.5,0.6178236407078833,-0.5391237411280883
237.09677419354838,48.75,0.5938188891734567,-0.41545388006685435
237.09677419354838,49.0,0.5681532043549694,-0.2997641503858739
237.09677419354838,49.25,0.5417799600623417,-0.1917785475482663
237.09677419354838,49.5,0.5140141880351272,-0.09122976115890435
237.09677419354838,49.75,0.48351436421677113,0.0023919348082441783
237.09677419354838,50.0,0.44985706050801577,0.08974731054141895
237.09677419354838,50.25,0.41382263430218075,0.17134375067821772
237.09677419354838,50.5,0.37611980248983445,0.2473791986159879
237.09677419354838,50.75,0.3361672133051194,0.31789728476861123
237.09677419354838,51.0,0.29231987083086397,0.3830697299856618
237.09677419354838,51.25,0.243179170291422,0.4432864384857893
237.09677419354838,51.5,0.18828604244469382,0.49896561926950667
237.09677419354838,51.75,0.12726091505115336,0.5503224712097907
237.09677419354838,52.0,0.05853381676776029,0.5973557709689692
237.09677419354838,52.25,-0.02074787296204914,0.6400521634478185
237.09677419354838,52.5,-0.11375966515223121,0.6785715692368688
237.09677419354838,52.75,-0.2238600185045159,0.7132089383582256
237.09677419354838,53.0,-0.35664658727644205,0.7441957276189937
237.09677419354838,53.25,-0.522930286812549,0.7715779113894308
237.09677419354838,53.5,-0.7403504741591898,0.795297799940649
237.09677419354838,53.75,-1.0343879899065338,0.8153750192947835
237.09677419354838,54.0,-1.4459427944832062,0.8319783026736074
237.09677419354838,54.25,-2.0633625974074303,0.8453154245598844
237.09677419354838,54.5,-3.128863176852002,0.8554810552764769
237.09677419354838,54.75,-5.497438775803951,0.8624350236260065
237.09677419354838,55.0,-15.179474190163756,0.86612495499643
237.09677419354838,55.25,,0.8666086292977728
237.09677419354838,55.5,9.022561062660575,0.8640399717620202
237.09677419354838,55.75,5.562549506625335,0.8585455695714064
237.09677419354838,56.0,4.135760896139796,0.8501377617146235
237.09677419354838,56.25,3.35002720106363,0.8387549699710808
237.09677419354838,56.5,2.8628135189460644,0.8243743052973531
237.09677419354838,56.75,2.5401314332154095,0.8070672717827589
237.09677419354838,57.0,2.311120542600015,0.7869428640410907
237.09677419354838,57.25,2.1351129350436615,0.7640529710652599
237.09677419354838,57.5,1.9919766167056958,0.7383676289811001
237.09677419354838,57.75,1.874296998954444,0.7098397207561589
237.09677419354838,58.0,1.7788812909783942,0.6784797802831146
237.09677419354838,58.25,1.701450595172635,0.64435738215907
237.09677419354838,58.5,1.6363427909645973,0.607535248458166
237.09677419354838,58.75,1.5789707147195364,0.5680162605614472
237.09677419354838,59.0,1.5275207025427102,0.5257603877721624
237.09677419354838,59.25,1.4821981838067304,0.4807469325237286
237.09677419354838,59.5,1.4431623495539045,0.4330106368558996
237.09677419354838,59.75,1.4093485772593155,0.3826155243138909
237.09677419354838,60.0,1.4130487950559691,0.32960246037308216
244.3548387096774,45.0,1.1511978633634843,-1.65147354034991
244.3548387096774,45.25,1.0738780683666318,-1.816830565440294
244.3548387096774,45.5,0.9817521789230128,-1.9822514886613503
244.3548387096774,45.75,0.9187354934708339,-2.137665008767911
244.3548387096774,46.0,0.9289472884836997,-2.2680717439978544
244.3548387096774,46.25,1.2035816624220899,-2.3550893388823715
244.3548387096774,46.5,-4.672177805504994,-2.38180567449065
244.3548387096774,46.75,-0.031042786619254737,-2.3400416412804637
244.3548387096774,47.0,0.22503669536789367,-2.234797627936906
244.3548387096774,47.25,0.34378296674771514,-2.081488941321769
244.3548387096774,47.5,0.43461728341901246,-1.898761157178571
244.3548387096774,47.75,0.514102011075943,-1.7027372597230608
244.3548387096774,48.0,0.5812984372650222,-1.5047885897946802
244.3548387096774,48.25,0.6319476849302671,-1.3116781594785982
244.3548387096774,48.5,0.6641681188383463,-1.1267511507740882
244.3548387096774,48.75,0.6800920222574243,-0.9513954569705654
244.3548387096774,49.0,0.684208465276057,-0.7861785511234984
244.3548387096774,49.25,0.6805646471985598,-0.6313373354554144
244.3548387096774,49.5,0.6712130735457562,-0.48675125891669513
244.3548387096774,49.75,0.6568065960073265,-0.35185095132266353
244.3548387096774,50.0,0.6382144031310745,-0.22581080400708042
244.3548387096774,50.25,0.6171503824171389,-0.10792080559275158
244.3548387096774,50.5,0.5952000134690826,0.002220739410475847
244.3548387096774,50.75,0.5725837134429312,0.10485282185482325
244.3548387096774,51.0,0.5482052968863417,0.20033789861373597
244.3548387096774,51.25,0.5210383015556034,0.289251664770277
244.3548387096774,51.5,0.4912793944831204,0.37218312128291253
244.3548387096774,51.75,0.4599085210044605,0.44949335269612045
244.3548387096774,52.0,0.42725380437483657,0.5213035028290287
244.3548387096774,52.25,0.39226344201135876,0.5877108295880553
244.3548387096774,52.5,0.3532666825231368,0.6489841108605394
244.3548387096774,52.75,0.30926742054582007,0.7055235168669065
244.3548387096774,53.0,0.26012764762927376,0.7576522302117745
244.3548387096774,53.25,0.20539694631069103,0.8054894265322785
244.3548387096774,53.5,0.14325483328593105,0.8490384971523386
244.3548387096774,53.75,0.07074052442789831,0.8883795681881566
244.3548387096774,54.0,-0.015346927110608722,0.9237459089025855
244.3548387096774,54.25,-0.11870615424435403,0.955407554138076
244.3548387096774,54.5,-0.2457202039700923,0.983510472903419
244.3548387096774,54.75,-0.4081120121222306,1.0080542120644491
244.3548387096774,55.0,-0.6246808656061912,1.0290227116442852
244.3548387096774,55.25,-0.924412787618435,1.0465144825869497
244.3548387096774,55.5,-1.3605874146851453,1.060727515586406
244.3548387096774,55.75,-2.0616717621996625,1.0718278315472647
244.3548387096774,56.0,-3.4220735797734347,1.0798574296090413
244.3548387096774,56.25,-7.288027129762824,1.0847781332382318
244.3548387096774,56.5,,1.0865922399596617
244.3548387096774,56.75,11.118837603507691,1.0854016778297364
244.3548387096774,57.0,5.764581853989723,1.0813463492853101
244.3548387096774,57.25,4.079049649114583,1.0745024814897683
244.3548387096774,57.5,3.237481130170864,1.064856591062395
244.3548387096774,57.75,2.7352299997816063,1.052375803418035
244.3548387096774,58.0,2.4097606249662955,1.0370886202017462
244.3548387096774,58.25,2.1855602132568026,1.0190859327705593
244.3548387096774,58.5,2.0195246761897394,0.9984492159964555
244.3548387096774,58.75,1.8876464395004438,0.9751930006004443
244.3548387096774,59.0,1.779247943323389,0.9492834034570059
244.3548387096774,59.25,1.6905596517469283,0.9207057034521392
244.3548387096774,59.5,1.6188592897018164,0.8895030064879761
244.3548387096774,59.75,1.5600509274731547,0.8557467606483353
244.3548387096774,60.0,1.5621303149715733,0.8194787317294507
251.61290322580646,45.0,1.3834283057106094,-0.658982955461517
251.61290322580646,45.25,1.3929425875259924,-0.7754312408411748
251.61290322580646,45.5,1.3457845832205118,-0.9014183613926372
251.61290322580646,45.75,1.296079295532973,-1.0368301847055497
251.61290322580646,46.0,1.2374576763509744,-1.1811492563511177
251.61290322580646,46.25,1.1639526259499426,-1.3335700682502933
251.61290322580646,46.5,1.076241575443667,-1.4924023436398475
251.61290322580646,46.75,0.9840531030901936,-1.6537832477272376
251.61290322580646,47.0,0.9045831234833991,-1.8102512766275836
251.61290322580646,47.25,0.8636428711495113,-1.9499011506012742
251.61290322580646,47.5,0.9242971776195508,-2.056861595969723
251.61290322580646,47.75,1.6660504849342683,-2.114169998643449
251.61290322580646,48.0,-0.31496352987730986,-2.10948241696737
251.61290322580646,48.25,0.20755941208296955,-2.040898643640614
251.61290322580646,48.5,0.3472732952711712,-1.9179928672558904
251.61290322580646,48.75,0.4395231526746107,-1.7570193671240355
251.61290322580646,49.0,0.5201638754814832,-1.5746557143379487
251.61290322580646,49.25,0.5925623851003683,-1.3841920230340587
251.61290322580646,49.5,0.652771355111448,-1.1945107458649715
251.61290322580646,49.75,0.6970152013437934,-1.010660391271194
251.61290322580646,50.0,0.7249506553427085,-0.8350827827022966
251.61290322580646,50.25,0.7396304455872122,-0.6688546829520723
251.61290322580646,50.5,0.7452159653694049,-0.5124779969199864
251.61290322580646,50.75,0.7446589389086733,-0.366104132621891
251.61290322580646,51.0,0.7391145508719433,-0.22946605738750903
251.61290322580646,51.25,0.7291272671843172,-0.10191984779386787
251.61290322580646,51.5,0.7159535923366867,0.01727170284802182
251.61290322580646,51.75,0.7014441373603767,0.12864666038013106
251.61290322580646,52.0,0.6867532184540827,0.23250764891056952
251.61290322580646,52.25,0.6714988386817573,0.3291319593893143
251.61290322580646,52.5,0.6544497355627469,0.41896605208532933
251.61290322580646,52.75,0.6350655955638749,0.5025796989887721
251.61290322580646,53.0,0.6141175760112676,0.5804484162932335
251.61290322580646,53.25,0.5926671653735178,0.6528222277755287
251.61290322580646,53.5,0.5706313903376862,0.7198188552061695
251.61290322580646,53.75,0.5465772250435903,0.7816252890137738
251.61290322580646,54.0,0.5189904416065694,0.8385781096276097
251.61290322580646,54.25,0.48753656199275214,0.8910428347654462
251.61290322580646,54.5,0.4527452640715996,0.9392471075606732
251.61290322580646,54.75,0.41446026743989084,0.9832585682098722
251.61290322580646,55.0,0.370831110343334,1.0231225862217066
251.61290322580646,55.25,0.31888903528596635,1.0589989289609418
251.61290322580646,55.5,0.25582246937002784,1.091146130144323
251.61290322580646,55.75,0.1789470690464737,1.1197841317246255
251.61290322580646,56.0,0.0836222804035997,1.1449986221033215
251.61290322580646,56.25,-0.039468213976694096,1.1667881320568434
251.61290322580646,56.5,-0.2065212514940467,1.1851914220217676
251.61290322580646,56.75,-0.4448196200893012,1.2003495353701417
251.61290322580646,57.0,-0.809137784417871,1.2124403656252933
251.61290322580646,57.25,-1.4429947592289079,1.221571453172241
251.61290322580646,57.5,-2.8615396031513503,1.227753221893133
251.61290322580646,57.75,-8.94500703231005,1.230974258808218
251.61290322580646,58.0,16.733144271625893,1.231287217605588
251.61290322580646,58.25,5.333286865289305,1.228809584159333
251.61290322580646,58.5,3.4828092350583555,1.2236470054756352
251.61290322580646,58.75,2.709028759311871,1.2158321817950417
251.61290322580646,59.0,2.2794443061264453,1.205345132950059
251.61290322580646,59.25,2.0105233517067282,1.1921856904917791
251.61290322580646,59.5,1.8312720648845566,1.1764146273222644
251.61290322580646,59.75,1.7042109580799611,1.158121551434447
251.61290322580646,60.0,1.7025816927085995,1.1373624396936333
258.8709677419355,45.0,1.5122331989043172,0.021465714239903733
258.8709677419355,45.25,1.5262372380820923,-0.05365421261754477
258.8709677419355,45.5,1.4833580005487588,-0.1353714778666495
258.8709677419355,45.75,1.4492530491274953,-0.22380127529818772
258.8709677419355,46.0,1.4184621304528475,-0.3190709572852617
258.8709677419355,46.25,1.3843207557610517,-0.42174764851666957
258.8709677419355,46.5,1.3449956990836502,-0.5327506830385769
258.8709677419355,46.75,1.3028171593559925,-0.6528329069699428
258.8709677419355,47.0,1.2587407360744671,-0.7821545776422099
258.8709677419355,47.25,1.2090063841973873,-0.9203206769877492
258.8709677419355,47.5,1.1474954874653283,-1.0665982476474962
258.8709677419355,47.75,1.0712762926654578,-1.2197150952301756
258.8709677419355,48.0,0.9847171630766731,-1.3769730565668228
258.8709677419355,48.25,0.899566398011925,-1.5329533555302117
258.8709677419355,48.5,0.8332509179376425,-1.6784406568932564
