status,median,iqr,p5,p95,std_all,median_by_f_std,local_std_mid_f,frac_abs_lt_1p5,frac_abs_gt_3
NON_CONSTANT,0.8235755194946945,0.8988305024903624,-1.8677970185272932,5.036863866285385,2.7215931135472693,0.6855537631860799,0.33860232832294834,0.7311715481171548,0.13598326359832635
