r_km,z_m,J
57.5,177.5,4.91980422179239e-07
57.75,177.5,5.178355362289722e-07
58.0,177.5,5.44298355831252e-07
58.25,177.5,5.713454231948134e-07
58.5,177.5,5.989648693693894e-07
58.75,177.5,6.271428724113903e-07
59.0,177.5,6.558553193869443e-07
59.25,177.5,6.850723077711507e-07
59.5,177.5,7.147692944187156e-07
59.75,177.5,7.449322396713143e-07
60.0,177.5,7.755519977337144e-07
45.0,180.0,3.4913724367147125e-07
45.25,180.0,3.142065738703792e-07
45.5,180.0,2.8179156974506014e-07
45.75,180.0,2.518492534520078e-07
46.0,180.0,2.24310369612013e-07
46.25,180.0,1.9909199577838876e-07
46.5,180.0,1.7613328706644893e-07
46.75,180.0,1.5541442621724855e-07
47.0,180.0,1.3693185618723902e-07
47.25,180.0,1.2065463472765714e-07
47.5,180.0,1.0651136417294538e-07
47.75,180.0,9.442738491127756e-08
48.0,180.0,8.437602061484029e-08
48.25,180.0,7.63785213964141e-08
48.5,180.0,7.043781979909625e-08
48.75,180.0,6.647297645656636e-08
49.0,180.0,6.433134303041044e-08
49.25,180.0,6.387837059307344e-08
49.5,180.0,6.50629881082665e-08
49.75,180.0,6.785132167230756e-08
50.0,180.0,7.206774610413191e-08
50.25,180.0,7.731799667176631e-08
50.5,180.0,8.312448707137321e-08
50.75,180.0,8.919576655053163e-08
51.0,180.0,9.556501967544762e-08
51.25,180.0,1.0243041992374913e-07
51.5,180.0,1.098588027215186e-07
51.75,180.0,1.1766049401451539e-07
52.0,180.0,1.255545423184401e-07
52.25,180.0,1.3344966265371738e-07
52.5,180.0,1.4155349770117454e-07
52.75,180.0,1.5021967825212812e-07
53.0,180.0,1.5971764510958053e-07
53.25,180.0,1.7013922493092082e-07
53.5,180.0,1.8147398761492184e-07
53.75,180.0,1.9372955206709008e-07
54.0,180.0,2.0697025993055007e-07
54.25,180.0,2.212641445620278e-07
54.5,180.0,2.3662205617114296e-07
54.75,180.0,2.529953527785622e-07
55.0,180.0,2.7032291027850874e-07
55.25,180.0,2.885720375989109e-07
55.5,180.0,3.0773573711506685e-07
55.75,180.0,3.2780121395070694e-07
56.0,180.0,3.4872964493892766e-07
56.25,180.0,3.7046629830506106e-07
56.5,180.0,3.929655910672736e-07
56.75,180.0,4.1620304380707296e-07
57.0,180.0,4.401643682871992e-07
57.25,180.0,4.6482719817664275e-07
57.5,180.0,4.901556804881579e-07
57.75,180.0,5.16111292592214e-07
58.0,180.0,5.426662865737342e-07
58.25,180.0,5.698052469860215e-07
58.5,180.0,5.975147596704034e-07
58.75,180.0,6.257736492321087e-07
59.0,180.0,6.545538456803612e-07
59.25,180.0,6.838293561406417e-07
59.5,180.0,7.135830406568289e-07
59.75,180.0,7.438040865448414e-07
60.0,180.0,7.744799707110062e-07
45.0,182.5,3.4896506528880877e-07
45.25,182.5,3.140543543000973e-07
45.5,182.5,2.816695365837063e-07
45.75,182.5,2.5175183504533294e-07
46.0,182.5,2.2422289447376897e-07
46.25,182.5,1.9900949999041018e-07
46.5,182.5,1.7607065294633628e-07
46.75,182.5,1.5539302489209206e-07
47.0,182.5,1.369558040309471e-07
47.25,182.5,1.207037524375565e-07
47.5,182.5,1.0656124516117416e-07
47.75,182.5,9.447709903298573e-08
48.0,182.5,8.444820753794602e-08
48.25,182.5,7.648317446040664e-08
48.5,182.5,7.053674466739324e-08
48.75,182.5,6.648755512816962e-08
49.0,182.5,6.419295517368084e-08
49.25,182.5,6.35657004810497e-08
49.5,182.5,6.45669148147121e-08
49.75,182.5,6.708902655638838e-08
50.0,182.5,7.084473230278832e-08
50.25,182.5,7.540909829906184e-08
50.5,182.5,8.042678900643807e-08
50.75,182.5,8.580245047795643e-08
51.0,182.5,9.166457759501867e-08
51.25,182.5,9.812857193480795e-08
51.5,182.5,1.0510782622041859e-07
51.75,182.5,1.1236289632066132e-07
52.0,182.5,1.197311814138402e-07
52.25,182.5,1.2729877285622138e-07
52.5,182.5,1.3534824683247848e-07
52.75,182.5,1.4416240412540304e-07
53.0,182.5,1.5388552965234226e-07
53.25,182.5,1.6453781448433347e-07
53.5,182.5,1.7611676139672738e-07
53.75,182.5,1.886630632830233e-07
54.0,182.5,2.0224008889790923e-07
54.25,182.5,2.1687684303994814e-07
54.5,182.5,2.325456653906599e-07
54.75,182.5,2.491911101909494e-07
55.0,182.5,2.667716199056258e-07
55.25,182.5,2.852714996448569e-07
55.5,182.5,3.046798334738199e-07
55.75,182.5,3.249671827187939e-07
56.0,182.5,3.4608544152714416e-07
56.25,182.5,3.6798712144126e-07
56.5,182.5,3.906411765175477e-07
56.75,182.5,4.1402980599514194e-07
57.0,182.5,4.3813323213903743e-07
57.25,182.5,4.629204366501938e-07
57.5,182.5,4.883544936218343e-07
57.75,182.5,5.144046067995234e-07
58.0,182.5,5.410512795567257e-07
58.25,182.5,5.682800798822996e-07
58.5,182.5,5.96072163627781e-07
58.75,182.5,6.24401871318625e-07
59.0,182.5,6.532429377426041e-07
59.25,182.5,6.825754917949567e-07
59.5,182.5,7.123864176339367e-07
59.75,182.5,7.426633120699577e-07
60.0,182.5,7.733892379846452e-07
45.0,185.0,3.4911560775618966e-07
45.25,185.0,3.142529876321021e-07
45.5,185.0,2.819249016461356e-07
45.75,185.0,2.5205918019466367e-07
46.0,185.0,2.245749317619783e-07
46.25,185.0,1.994131871851934e-07
46.5,185.0,1.7654978334835647e-07
46.75,185.0,1.5597085845087122e-07
47.0,185.0,1.3763655304366296e-07
47.25,185.0,1.2147474848234197e-07
47.5,185.0,1.0741674927317035e-07
47.75,185.0,9.543788026533662e-08
48.0,185.0,8.554847918951225e-08
48.25,185.0,7.773279853129367e-08
48.5,185.0,7.189948469932261e-08
48.75,185.0,6.79042485574044e-08
49.0,185.0,6.562974697033042e-08
49.25,185.0,6.50256219980605e-08
49.5,185.0,6.603125091153572e-08
49.75,185.0,6.844145650219957e-08
50.0,185.0,7.187178674428196e-08
50.25,185.0,7.59093721214299e-08
50.5,185.0,8.034134901802048e-08
50.75,185.0,8.522622541029534e-08
51.0,185.0,9.071556983375473e-08
51.25,185.0,9.681196022626182e-08
51.5,185.0,1.0331438438093699e-07
51.75,185.0,1.0999964195068657e-07
52.0,185.0,1.1684806944245452e-07
52.25,185.0,1.2408376182104774e-07
52.5,185.0,1.3201072235347056e-07
52.75,185.0,1.4083069865833409e-07
53.0,185.0,1.5059925018157116e-07
53.25,185.0,1.6130914315404254e-07
53.5,185.0,1.72981872603728e-07
53.75,185.0,1.8567795245783003e-07
54.0,185.0,1.9944374018976418e-07
54.25,185.0,2.1427052454559004e-07
54.5,185.0,2.301071444499314e-07
54.75,185.0,2.4690321098752577e-07
55.0,185.0,2.6463465019332943e-07
55.25,185.0,2.8329185586262184e-07
55.5,185.0,3.0285299579269065e-07
55.75,185.0,3.2327456367386986e-07
56.0,185.0,3.4450613850545153e-07
56.25,185.0,3.6651014090338663e-07
56.5,185.0,3.8926552459184194e-07
56.75,185.0,4.127545918386488e-07
57.0,185.0,4.3694993023812856e-07
57.25,185.0,4.618150063473436e-07
57.5,185.0,4.873156552731572e-07
57.75,185.0,5.134286849006742e-07
58.0,185.0,5.401389135961665e-07
58.25,185.0,5.674293892532489e-07
58.5,185.0,5.952760140370827e-07
58.75,185.0,6.236515377455731e-07
59.0,185.0,6.525334783624714e-07
59.25,185.0,6.819068693042496e-07
59.5,185.0,7.1175960869585e-07
59.75,185.0,7.420761019005795e-07
60.0,185.0,7.728361742787015e-07
45.0,187.5,3.4976765328487147e-07
45.25,187.5,3.1500190633693137e-07
45.5,187.5,2.8278240460366533e-07
45.75,187.5,2.5302234596402684e-07
46.0,187.5,2.2564373591826836e-07
46.25,187.5,2.0060996808179965e-07
46.5,187.5,1.7791593576177434e-07
46.75,187.5,1.5754193682937512e-07
47.0,187.5,1.3942349408324617e-07
47.25,187.5,1.234748838729871e-07
47.5,187.5,1.0964758301312827e-07
47.75,187.5,9.795401734180587e-08
48.0,187.5,8.841333998255152e-08
48.25,187.5,8.096990888883937e-08
48.5,187.5,7.54774361899635e-08
48.75,187.5,7.178048444522744e-08
49.0,187.5,6.980815370205562e-08
49.25,187.5,6.95441852993639e-08
49.5,187.5,7.086450271032163e-08
49.75,187.5,7.341222196810548e-08
50.0,187.5,7.668658708048781e-08
50.25,187.5,8.032291232140665e-08
50.5,187.5,8.429812758947719e-08
50.75,187.5,8.881993784903841e-08
51.0,187.5,9.400623457445079e-08
51.25,187.5,9.969632008832718e-08
51.5,187.5,1.0558190721710048e-07
51.75,187.5,1.1151468015668797e-07
52.0,187.5,1.176685867632088e-07
52.25,187.5,1.2440641528055352e-07
52.5,187.5,1.3202495896535993e-07
52.75,187.5,1.4063051634316537e-07
53.0,187.5,1.5020693999723278e-07
53.25,187.5,1.607503226086493e-07
53.5,187.5,1.72321892977223e-07
53.75,187.5,1.8499467902000077e-07
54.0,187.5,1.9878358836766807e-07
54.25,187.5,2.1363785895900378e-07
54.5,187.5,2.2949096734059538e-07
54.75,187.5,2.463070272185064e-07
55.0,187.5,2.6407940256767404e-07
55.25,187.5,2.8279618446980237e-07
55.5,187.5,3.024171857379798e-07
55.75,187.5,3.228846976455202e-07
56.0,187.5,3.4415104643858996e-07
56.25,187.5,3.6619163035211955e-07
56.5,187.5,3.889925652700299e-07
56.75,187.5,4.1253060212298465e-07
57.0,187.5,4.367677671757164e-07
57.25,187.5,4.616638074050883e-07
57.5,187.5,4.871907235415307e-07
57.75,187.5,5.133335162499364e-07
58.0,187.5,5.400783298359357e-07
58.25,187.5,5.674023340063172e-07
58.5,187.5,5.952756707561235e-07
58.75,187.5,6.236717586816098e-07
59.0,187.5,6.525739220109017e-07
59.25,187.5,6.819714470918115e-07
59.5,187.5,7.118506756276233e-07
59.75,187.5,7.421910812599464e-07
60.0,187.5,7.729699582625926e-07
45.0,190.0,3.504227978901042e-07
45.25,190.0,3.1576279013734165e-07
45.5,190.0,2.8364855053641946e-07
45.75,190.0,2.53985213305441e-07
46.0,190.0,2.2671373467453293e-07
46.25,190.0,2.018264196879116e-07
46.5,190.0,1.7932435425471738e-07
46.75,190.0,1.5916317530617619e-07
47.0,190.0,1.4125063652059566e-07
47.25,190.0,1.2550764139085402e-07
47.5,190.0,1.1192879634247532e-07
47.75,190.0,1.0055782517781608e-07
48.0,190.0,9.138790280083242e-08
48.25,190.0,8.429547404542603e-08
48.5,190.0,7.909348465062749e-08
48.75,190.0,7.566386517332546e-08
49.0,190.0,7.400367241228167e-08
49.25,190.0,7.407856816854519e-08
49.5,190.0,7.561421733193185e-08
49.75,190.0,7.807649171631681e-08
50.0,190.0,8.094101333622206e-08
50.25,190.0,8.403305296056374e-08
50.5,190.0,8.755946745431231e-08
50.75,190.0,9.176846926806093e-08
51.0,190.0,9.660596100857788e-08
51.25,190.0,1.0172495945592885e-07
51.5,190.0,1.0682676976347949e-07
51.75,190.0,1.1197258098505358e-07
52.0,190.0,1.1754590278911792e-07
52.25,190.0,1.239502815941762e-07
52.5,190.0,1.3137683319008886e-07
52.75,190.0,1.3981895163883706e-07
53.0,190.0,1.492385122148221e-07
53.25,190.0,1.596801695313843e-07
53.5,190.0,1.7123932194440528e-07
53.75,190.0,1.8396452072799718e-07
54.0,190.0,1.9781658644468791e-07
54.25,190.0,2.127141380814379e-07
54.5,190.0,2.2860232606891628e-07
54.75,190.0,2.454718555089386e-07
55.0,190.0,2.633222042636163e-07
55.25,190.0,2.821220854709594e-07
55.5,190.0,3.018096075280141e-07
55.75,190.0,3.223248870032336e-07
56.0,190.0,3.4363574341611525e-07
56.25,190.0,3.6573076278578753e-07
56.5,190.0,3.8859313744588064e-07
56.75,190.0,4.1218625168593093e-07
57.0,190.0,4.364640977527756e-07
57.25,190.0,4.6139169973535843e-07
57.5,190.0,4.869523642092588e-07
57.75,190.0,5.13135666735387e-07
58.0,190.0,5.399218556689789e-07
58.25,190.0,5.672796087319298e-07
58.5,190.0,5.951776247403728e-07
58.75,190.0,6.235959262301805e-07
59.0,190.0,6.525246264432738e-07
59.25,190.0,6.81952805337005e-07
59.5,190.0,7.118607727729653e-07
59.75,190.0,7.422234087339774e-07
60.0,190.0,7.730198607891481e-07
45.0,192.5,3.5107902385256295e-07
45.25,192.5,3.165244609748541e-07
45.5,192.5,2.845031101816886e-07
45.75,192.5,2.5492887933964425e-07
46.0,192.5,2.2777649932859134e-07
46.25,192.5,2.0305985160007367e-07
46.5,192.5,1.8076323238247483e-07
46.75,192.5,1.6080450726541073e-07
47.0,192.5,1.430783844735828e-07
47.25,192.5,1.275435265180036e-07
47.5,192.5,1.1424625090405982e-07
47.75,192.5,1.0322916166316531e-07
48.0,192.5,9.44173691452832e-08
48.25,192.5,8.761611114405099e-08
48.5,192.5,8.264756679032814e-08
48.75,192.5,7.947956359721786e-08
49.0,192.5,7.814729097166406e-08
49.25,192.5,7.849844951834939e-08
49.5,192.5,8.00409898360499e-08
49.75,192.5,8.21266314954272e-08
50.0,192.5,8.437592802224003e-08
50.25,192.5,8.690717223647226e-08
50.5,192.5,9.007241086322892e-08
50.75,192.5,9.39815334444205e-08
51.0,192.5,9.832624581207483e-08
51.25,192.5,1.0267270567076991e-07
51.5,192.5,1.0690967733317791e-07
51.75,192.5,1.1137590272269904e-07
52.0,192.5,1.165699170524448e-07
52.25,192.5,1.2280117345220276e-07
52.5,192.5,1.3010595290019467e-07
52.75,192.5,1.3841420831717244e-07
53.0,192.5,1.4773385081934265e-07
53.25,192.5,1.581688646723478e-07
53.5,192.5,1.6980709971470276e-07
53.75,192.5,1.826356080814051e-07
54.0,192.5,1.9656546490498528e-07
54.25,192.5,2.1151759410642512e-07
54.5,192.5,2.2747117256471938e-07
54.75,192.5,2.4443513524374794e-07
55.0,192.5,2.623925132727578e-07
55.25,192.5,2.8128302176355646e-07
55.5,192.5,3.010346512066775e-07
55.75,192.5,3.216030743935505e-07
56.0,192.5,3.4297600781663107e-07
56.25,192.5,3.6514420043154416e-07
56.5,192.5,3.8807603730539597e-07
56.75,192.5,4.11721623239103e-07
57.0,192.5,4.360374488143748e-07
57.25,192.5,4.6100231521073454e-07
57.5,192.5,4.86608463745597e-07
57.75,192.5,5.128409370502851e-07
58.0,192.5,5.396689336523153e-07
58.25,192.5,5.670565296211905e-07
58.5,192.5,5.949788417503044e-07
58.75,192.5,6.234253848713678e-07
59.0,192.5,6.523883832043609e-07
59.25,192.5,6.81850400363615e-07
59.5,192.5,7.117847586890491e-07
59.75,192.5,7.421667189699832e-07
60.0,192.5,7.729822877333703e-07
45.0,195.0,3.517292079813217e-07
45.25,195.0,3.1726789917474463e-07
45.5,195.0,2.8532379692247645e-07
45.75,195.0,2.558410209241302e-07
46.0,195.0,2.288301902408918e-07
46.25,195.0,2.0430383451675027e-07
46.5,195.0,1.8220678321689832e-07
46.75,195.0,1.624235951291908e-07
47.0,195.0,1.4486916488642976e-07
47.25,195.0,1.2956463990576594e-07
47.5,195.0,1.165861749363728e-07
47.75,195.0,1.0592417831745138e-07
48.0,195.0,9.741127082740775e-08
48.25,195.0,9.082075380639765e-08
48.5,195.0,8.60533198032698e-08
48.75,195.0,8.316691058052328e-08
49.0,195.0,8.213872582096826e-08
49.25,195.0,8.259323514003825e-08
49.5,195.0,8.383654348520508e-08
49.75,195.0,8.527564743232574e-08
50.0,195.0,8.684401575642653e-08
50.25,195.0,8.892176550645559e-08
50.5,195.0,9.180585824886123e-08
50.75,195.0,9.531797418027566e-08
51.0,195.0,9.895087094147215e-08
51.25,195.0,1.0238811709584184e-07
51.5,195.0,1.0583999165980629e-07
51.75,195.0,1.0985468545943178e-07
52.0,195.0,1.1487957207734212e-07
52.25,195.0,1.2103812363495337e-07
52.5,195.0,1.282482664510809e-07
52.75,195.0,1.3646539465117513e-07
53.0,195.0,1.4577908014068441e-07
53.25,195.0,1.56313034072042e-07
53.5,195.0,1.6809522374039432e-07
53.75,195.0,1.8104316112932395e-07
54.0,195.0,1.9505335679959046e-07
54.25,195.0,2.1008323225490955e-07
54.5,195.0,2.2614454175950982e-07
54.75,195.0,2.43237925356965e-07
55.0,195.0,2.6131238362037124e-07
55.25,195.0,2.80287196230411e-07
55.5,195.0,3.001022695903188e-07
55.75,195.0,3.20739130699188e-07
56.0,195.0,3.421951604298812e-07
56.25,195.0,3.644472711394897e-07
56.5,195.0,3.8744528851886173e-07
56.75,195.0,4.1113695903316483e-07
57.0,195.0,4.354934584060999e-07
57.25,195.0,4.605074704899792e-07
57.5,195.0,4.861698001956682e-07
57.75,195.0,5.124527563404868e-07
58.0,195.0,5.393169992817803e-07
58.25,195.0,5.667314507684651e-07
58.5,195.0,5.946830379244261e-07
58.75,195.0,6.231666018763349e-07
59.0,195.0,6.521683912907861e-07
59.25,195.0,6.816616336946524e-07
59.5,195.0,7.116176946597719e-07
59.75,195.0,7.42018976707115e-07
60.0,195.0,7.728592228417597e-07
45.0,197.5,3.5235809225930836e-07
45.25,197.5,3.179696530519749e-07
45.5,197.5,2.8609408087021393e-07
45.75,197.5,2.567190949820386e-07
46.0,197.5,2.2987384085126905e-07
46.25,197.5,2.055399919154155e-07
46.5,197.5,1.8361464548810602e-07
46.75,197.5,1.639768689720711e-07
47.0,197.5,1.4659947233930382e-07
47.25,197.5,1.3156202505193448e-07
47.5,197.5,1.1891889717396964e-07
47.75,197.5,1.0856386223334624e-07
48.0,197.5,1.0025530794433024e-07
48.25,197.5,9.381115928519534e-08
48.5,197.5,8.92530636065203e-08
48.75,197.5,8.665612694080949e-08
49.0,197.5,8.580963406501496e-08
49.25,197.5,8.607527723913933e-08
49.5,197.5,8.669736351052393e-08
49.75,197.5,8.735478984611689e-08
50.0,197.5,8.834120668321788e-08
50.25,197.5,9.010833590394896e-08
50.5,197.5,9.268434408848947e-08
50.75,197.5,9.558987679181286e-08
51.0,197.5,9.832035452461696e-08
51.25,197.5,1.0087814228398884e-07
51.5,197.5,1.0378066117588958e-07
51.75,197.5,1.0760350721561451e-07
52.0,197.5,1.1260150856173823e-07
52.25,197.5,1.1872009419988672e-07
52.5,197.5,1.2586030440076001e-07
52.75,197.5,1.3406973542462453e-07
53.0,197.5,1.4349224486398526e-07
53.25,197.5,1.5420596022330813e-07
53.5,197.5,1.6615374631712143e-07
53.75,197.5,1.792153223600934e-07
54.0,197.5,1.9331805178879335e-07
54.25,197.5,2.0846552617470593e-07
54.5,197.5,2.2467479388055267e-07
54.75,197.5,2.419119664587299e-07
55.0,197.5,2.6009460540876717e-07
55.25,197.5,2.7914596023581595e-07
55.5,197.5,2.9903513421025707e-07
55.75,197.5,3.197624101058949e-07
56.0,197.5,3.4131551673866056e-07
56.25,197.5,3.636487726499382e-07
56.5,197.5,3.867030864412868e-07
56.75,197.5,4.104393862558453e-07
57.0,197.5,4.3484734102428035e-07
57.25,197.5,4.5992302255548623e-07
57.5,197.5,4.856444331124976e-07
57.75,197.5,5.119712440659896e-07
58.0,197.5,5.388658299576576e-07
58.25,197.5,5.663101823039085e-07
58.5,197.5,5.9430031473795e-07
58.75,197.5,6.228269432417832e-07
59.0,197.5,6.518652133635783e-07
59.25,197.5,6.81383365064292e-07
59.5,197.5,7.113591175000877e-07
59.75,197.5,7.417847496249408e-07
60.0,197.5,7.726563238108497e-07
45.0,200.0,3.529439096539022e-07
45.25,200.0,3.1860977234288157e-07
45.5,200.0,2.8680895292065856e-07
45.75,200.0,2.575663027304387e-07
46.0,200.0,2.3089810752274786e-07
46.25,200.0,2.0673453282604726e-07
46.5,200.0,1.8494108466882153e-07
46.75,200.0,1.6543435799043493e-07
47.0,200.0,1.4826208949436648e-07
47.25,200.0,1.3352050598491871e-07
47.5,200.0,1.2118351877532518e-07
47.75,200.0,1.1104032193731683e-07
48.0,200.0,1.0284253892933748e-07
48.25,200.0,9.65267972219408e-08
48.5,200.0,9.22026494043493e-08
48.75,200.0,8.982811583457817e-08
49.0,200.0,8.891313618697438e-08
49.25,200.0,8.864235345740212e-08
49.5,200.0,8.843088838972335e-08
49.75,200.0,8.836428411207464e-08
50.0,200.0,8.89553229965756e-08
50.25,200.0,9.046894822173357e-08
50.5,200.0,9.256911426280823e-08
50.75,200.0,9.463937111764409e-08
51.0,200.0,9.64299907701971e-08
51.25,200.0,9.832502789741682e-08
51.5,200.0,1.0097788916141326e-07
51.75,200.0,1.0480210377306065e-07
52.0,200.0,1.0982395459713246e-07
52.25,200.0,1.1591030180113648e-07
52.5,200.0,1.230439844457365e-07
52.75,200.0,1.3136144139114236e-07
53.0,200.0,1.4098916456539712e-07
53.25,200.0,1.5191444102669038e-07
53.5,200.0,1.6401644797880977e-07
53.75,200.0,1.7719024980600295e-07
54.0,200.0,1.9141809293188317e-07
54.25,200.0,2.0672646816599638e-07
54.5,200.0,2.2310375880074673e-07
54.75,200.0,2.4047548186079126e-07
55.0,200.0,2.5875145703846414e-07
55.25,200.0,2.7788306378173644e-07
55.5,200.0,2.978671793663068e-07
55.75,200.0,3.187020027883847e-07
56.0,200.0,3.403512817135024e-07
56.25,200.0,3.6275317460976453e-07
56.5,200.0,3.85857424123337e-07
56.75,200.0,4.0964652003872004e-07
57.0,200.0,4.341195773971407e-07
57.25,200.0,4.592619735621639e-07
57.5,200.0,4.850356838392855e-07
57.75,200.0,5.113976235815443e-07
58.0,200.0,5.383228137700868e-07
58.25,200.0,5.658059976099139e-07
58.5,200.0,5.938422598106285e-07
58.75,200.0,6.2241058507162e-07
59.0,200.0,6.514778467803239e-07
59.25,200.0,6.810166046644639e-07
59.5,200.0,7.110158651846277e-07
59.75,200.0,7.414731437727085e-07
60.0,200.0,7.72378658142614e-07
45.0,202.5,3.5455611224755046e-07
45.25,202.5,3.203643068605544e-07
45.5,202.5,2.8876267932353983e-07
45.75,202.5,2.598245267826371e-07
46.0,202.5,2.3353292732952724e-07
46.25,202.5,2.0973683068081783e-07
46.5,202.5,1.882727997948308e-07
46.75,202.5,1.6914539613388513e-07
47.0,202.5,1.5252124274667267e-07
47.25,202.5,1.384965179207498e-07
47.5,202.5,1.2689988304614985e-07
47.75,202.5,1.1737430183345055e-07
48.0,202.5,1.0972035446865647e-07
48.25,202.5,1.040967072540866e-07
48.5,202.5,1.0070151190699761e-07
48.75,202.5,9.921776800148052e-08
49.0,202.5,9.866766270683058e-08
49.25,202.5,9.801326861236248e-08
49.5,202.5,9.703682335437946e-08
49.75,202.5,9.6425771367592e-08
50.0,202.5,9.6867350585228e-08
50.25,202.5,9.82158632201191e-08
50.5,202.5,9.960141644782539e-08
50.75,202.5,1.0034428177263521e-07
51.0,202.5,1.0068588873757278e-07
51.25,202.5,1.0152453033818176e-07
51.5,202.5,1.0359758995104329e-07
51.75,202.5,1.0704926267646186e-07
52.0,202.5,1.1164713731304232e-07
52.25,202.5,1.1725185755651069e-07
52.5,202.5,1.2401016080687555e-07
52.75,202.5,1.321530525011383e-07
53.0,202.5,1.4173727747035514e-07
53.25,202.5,1.5261588770520973e-07
53.5,202.5,1.6461104368481472e-07
53.75,202.5,1.7767175364280519e-07
54.0,202.5,1.9185401733956553e-07
54.25,202.5,2.0718787163698238e-07
54.5,202.5,2.2360148044242578e-07
54.75,202.5,2.409684273230184e-07
55.0,202.5,2.5920702317883126e-07
55.25,202.5,2.783165349296013e-07
55.5,202.5,2.983204401285633e-07
55.75,202.5,3.191962424375916e-07
56.0,202.5,3.4086864308946474e-07
56.25,202.5,3.6326275176801204e-07
56.5,202.5,3.863520955382782e-07
56.75,202.5,4.101481873020063e-07
57.0,202.5,4.3465153709565385e-07
57.25,202.5,4.5982344509809536e-07
57.5,202.5,4.856055819679739e-07
57.75,202.5,5.119604820080781e-07
58.0,202.5,5.38885771783626e-07
58.25,202.5,5.663885951356917e-07
58.5,202.5,5.944536957125379e-07
58.75,202.5,6.230407350038547e-07
59.0,202.5,6.521105662127269e-07
59.25,202.5,6.816487997385323e-07
59.5,202.5,7.116602327439381e-07
59.75,202.5,7.421430292531284e-07
60.0,202.5,7.730736494293566e-07
45.0,205.0,3.5678866805444187e-07
45.25,205.0,3.227842801933889e-07
45.5,205.0,2.915133985315066e-07
45.75,205.0,2.630662669922401e-07
46.0,205.0,2.3730938036869986e-07
46.25,205.0,2.1396464999767772e-07
46.5,205.0,1.92916793761988e-07
46.75,205.0,1.743916694385561e-07
47.0,205.0,1.5868989444722814e-07
47.25,205.0,1.4577055940101502e-07
47.5,205.0,1.3515839425437548e-07
47.75,205.0,1.263787618999146e-07
48.0,205.0,1.195404587539528e-07
48.25,205.0,1.1518785592024017e-07
48.5,205.0,1.1339480820993231e-07
48.75,205.0,1.1310589698165785e-07
49.0,205.0,1.125930582102086e-07
49.25,205.0,1.109575941127261e-07
49.5,205.0,1.090070312903535e-07
49.75,205.0,1.081745839570658e-07
50.0,205.0,1.0882046863613937e-07
50.25,205.0,1.0979864062399258e-07
50.5,205.0,1.0965021979281175e-07
50.75,205.0,1.0820564344538042e-07
51.0,205.0,1.0671920280813652e-07
51.25,205.0,1.0654616777738823e-07
51.5,205.0,1.0811130546350967e-07
51.75,205.0,1.1102088770531537e-07
52.0,205.0,1.1486145312655793e-07
52.25,205.0,1.1974385805135768e-07
52.5,205.0,1.2608560306937022e-07
52.75,205.0,1.340987594300458e-07
53.0,205.0,1.4361171807308892e-07
53.25,205.0,1.54306115440761e-07
53.5,205.0,1.6604625507898874e-07
53.75,205.0,1.7893370030108713e-07
54.0,205.0,1.9308705812015603e-07
54.25,205.0,2.0845609050024194e-07
54.5,205.0,2.2485234318914138e-07
54.75,205.0,2.4212357796482564e-07
55.0,205.0,2.602650063243672e-07
55.25,205.0,2.793502367204326e-07
55.5,205.0,2.993923523542108e-07
55.75,205.0,3.2029768815000637e-07
56.0,205.0,3.419429602802282e-07
56.25,205.0,3.6427844840591916e-07
56.5,205.0,3.873379497143503e-07
56.75,205.0,4.1115567861460534e-07
57.0,205.0,4.356976138764068e-07
57.25,205.0,4.608774926140313e-07
57.5,205.0,4.866303170425468e-07
57.75,205.0,5.129565803230207e-07
58.0,205.0,5.398884852514385e-07
58.25,205.0,5.674261580601581e-07
58.5,205.0,5.955179019911938e-07
58.75,205.0,6.241003853713067e-07
59.0,205.0,6.531500466033791e-07
59.25,205.0,6.826857636976769e-07
59.5,205.0,7.127239587401135e-07
59.75,205.0,7.432419604214147e-07
60.0,205.0,7.741886955958677e-07
45.0,207.5,3.592704269639313e-07
45.25,207.5,3.2553271789304006e-07
45.5,207.5,2.9478470442434457e-07
45.75,207.5,2.6699824151599216e-07
46.0,207.5,2.41797110778208e-07
46.25,207.5,2.188297443250775e-07
46.5,207.5,1.9827226926949493e-07
46.75,207.5,1.806858519470822e-07
47.0,207.5,1.6632410126948827e-07
47.25,207.5,1.5470314063126267e-07
47.5,207.5,1.449434441358477e-07
47.75,207.5,1.3683035382516806e-07
48.0,207.5,1.3123213149501822e-07
48.25,207.5,1.2892638812100898e-07
48.5,207.5,1.291432651928659e-07
48.75,207.5,1.2943637894835547e-07
49.0,207.5,1.2764455503688765e-07
49.25,207.5,1.2425607642807535e-07
49.5,207.5,1.217147642673666e-07
49.75,207.5,1.2146810290936116e-07
50.0,207.5,1.223850550902128e-07
50.25,207.5,1.2189610609780743e-07
50.5,207.5,1.1882843897748074e-07
50.75,207.5,1.146816621666602e-07
51.0,207.5,1.1179650039050415e-07
51.25,207.5,1.112177296924699e-07
51.5,207.5,1.1241897568403658e-07
51.75,207.5,1.1448700498739584e-07
52.0,207.5,1.173308468160883e-07
52.25,207.5,1.216205320897501e-07
52.5,207.5,1.2787480851983446e-07
52.75,207.5,1.3595961867451933e-07
53.0,207.5,1.4534590642156786e-07
53.25,207.5,1.5570861977565187e-07
53.5,207.5,1.6718213435851226e-07
53.75,207.5,1.8004116153491623e-07
54.0,207.5,1.9431200726227615e-07
54.25,207.5,2.097321993854706e-07
