scenario,beta_true_mean,beta_true_std,beta_local_slope,beta_local_slope_std,beta_align_search,r_true_km,r_hat_peakmatch_km,err_r_peakmatch_km,r_hat_fringe_count_km,err_r_fringe_count_km,n_fringe_crossings,r_hat_powerlaw_km,err_r_powerlaw_km,range_error_km,fringe_score_width_km,fringe_score_width_powerlaw_km,pass_beta,pass_range,note
PE_WI_PAPER_CONDITION,1.0012806618881365,0.000720314845020701,0.9594151814479299,0.8433221940531428,2.1999999999999997,25.0,25.02,0.019999999999999574,26.256506940804144,1.2565069408041438,10,19.84,-5.16,0.019999999999999574,0.4933333333333321,0.49333333333333396,True,True,beta_true uses fringe-slope convention; score_width is NOT localization RMSE
