r_km,z_m,J
48.75,155.0,0.04693199535161552
49.0,155.0,0.04220514309438261
49.25,155.0,0.037779786900481116
49.5,155.0,0.033670707735749206
49.75,155.0,0.029895296747690536
50.0,155.0,0.02647390292028562
50.25,155.0,0.023425139709062792
50.5,155.0,0.02076162025667827
50.75,155.0,0.018489925803387264
51.0,155.0,0.01661407689101324
51.25,155.0,0.015138799692158367
51.5,155.0,0.014069538651056535
51.75,155.0,0.013409881466081353
52.0,155.0,0.013159429546752754
52.25,155.0,0.013313952261036599
52.5,155.0,0.013867217926978759
52.75,155.0,0.014812500521812932
53.0,155.0,0.016142391269788336
53.25,155.0,0.017847519419304625
53.5,155.0,0.019915813014924177
53.75,155.0,0.022333133141992922
54.0,155.0,0.02508466035157808
54.25,155.0,0.02815562157546292
54.5,155.0,0.03153064501781322
54.75,155.0,0.03519259011276521
55.0,155.0,0.03912230497313263
55.25,155.0,0.04329983550031824
55.5,155.0,0.04770611319275786
55.75,155.0,0.05232346658018017
56.0,155.0,0.05713440086170496
56.25,155.0,0.06211996255770491
56.5,155.0,0.0672594761608678
56.75,155.0,0.07253208453151216
57.0,155.0,0.07791870212843044
57.25,155.0,0.08340242499944062
57.5,155.0,0.08896698494251831
57.75,155.0,0.09459492926611646
58.0,155.0,0.10026746894707417
58.25,155.0,0.10596623323816357
58.5,155.0,0.11167522382393724
58.75,155.0,0.11738096041547452
59.0,155.0,0.12307068202946281
59.25,155.0,0.12873052572750787
59.5,155.0,0.1343455617460878
59.75,155.0,0.13990164424122442
60.0,155.0,0.14538718240526083
45.0,157.5,0.12914269940220535
45.25,157.5,0.12335475778433236
45.5,157.5,0.11744174219788239
45.75,157.5,0.11143903149420553
46.0,157.5,0.10536943893306883
46.25,157.5,0.09924907559504814
46.5,157.5,0.09310112186247288
46.75,157.5,0.08696288657215312
47.0,157.5,0.08087892145773545
47.25,157.5,0.07488862021862253
47.5,157.5,0.06902066682740582
47.75,157.5,0.06329792717300364
48.0,157.5,0.05774662754803328
48.25,157.5,0.05239999118177574
48.5,157.5,0.0472930214352153
48.75,157.5,0.04245490080519976
49.0,157.5,0.0379065210121341
49.25,157.5,0.033664423207563354
49.5,157.5,0.029746488473089472
49.75,157.5,0.026173480379344416
50.0,157.5,0.022965423339652347
50.25,157.5,0.020137245136328308
50.5,157.5,0.01769785655353384
50.75,157.5,0.015652850086537273
51.0,157.5,0.014007760740874176
51.25,157.5,0.01276872533682083
51.5,157.5,0.011940439291477034
51.75,157.5,0.011523975336348413
52.0,157.5,0.011516510758351917
52.25,157.5,0.01191280628792346
52.5,157.5,0.012706733545897464
52.75,157.5,0.013891394586263095
53.0,157.5,0.01545807498896068
53.25,157.5,0.017395454301207813
53.5,157.5,0.019690011617854997
53.75,157.5,0.022327250026516032
54.0,157.5,0.02529250181940612
54.25,157.5,0.028570520407103395
54.5,157.5,0.032144446977311114
54.75,157.5,0.0359954683708783
55.0,157.5,0.04010379180376944
55.25,157.5,0.04445019884285384
55.5,157.5,0.04901668784259949
55.75,157.5,0.05378553504874406
56.0,157.5,0.05873780165209774
56.25,157.5,0.06385293589408447
56.5,157.5,0.06911002934442922
56.75,157.5,0.07448960738290455
57.0,157.5,0.07997417358409376
57.25,157.5,0.08554696567712239
57.5,157.5,0.09119029971857784
57.75,157.5,0.09688529945626312
58.0,157.5,0.10261337458174258
58.25,157.5,0.10835801267109268
58.5,157.5,0.11410504857936987
58.75,157.5,0.11984115103822834
59.0,157.5,0.12555216176584916
59.25,157.5,0.1312230259390934
59.5,157.5,0.13683938664628803
59.75,157.5,0.14238920120090603
60.0,157.5,0.14786267881741688
45.0,160.0,0.12388266270259707
45.25,160.0,0.11807491305003903
45.5,160.0,0.11216380036362161
45.75,160.0,0.10617451917692033
46.0,160.0,0.10012420271197842
46.25,160.0,0.09403299903170614
46.5,160.0,0.08793301967539446
46.75,160.0,0.08186568963370955
47.0,160.0,0.07587118385067726
47.25,160.0,0.06998111315155398
47.5,160.0,0.06422033708121977
47.75,160.0,0.05861459565938998
48.0,160.0,0.053195490247359256
48.25,160.0,0.04799774600914064
48.5,160.0,0.04305246229796156
48.75,160.0,0.038383441922281714
49.0,160.0,0.03400936299535995
49.25,160.0,0.02994878173155502
49.5,160.0,0.02622260981122937
49.75,160.0,0.02285184435986709
50.0,160.0,0.019853528027447442
50.25,160.0,0.017239052825079537
50.5,160.0,0.015015887803883632
50.75,160.0,0.013190548198470875
51.0,160.0,0.01176980743288436
51.25,160.0,0.010759347410971731
51.5,160.0,0.010161716807086552
51.75,160.0,0.009975667589443793
52.0,160.0,0.01019717794567132
52.25,160.0,0.01082087636661655
52.5,160.0,0.01184044483445823
52.75,160.0,0.013247882302814262
53.0,160.0,0.015032737779574035
53.25,160.0,0.017182282456562725
53.5,160.0,0.019682507437960184
53.75,160.0,0.022518953729122826
54.0,160.0,0.02567655950423231
54.25,160.0,0.029138830101369084
54.5,160.0,0.03288743079462808
54.75,160.0,0.036902890786229325
55.0,160.0,0.04116595139538659
55.25,160.0,0.045658307507310036
55.5,160.0,0.05036200092641008
55.75,160.0,0.055258151760510854
56.0,160.0,0.0603264500204399
56.25,160.0,0.06554607073188656
56.5,160.0,0.07089722258127684
56.75,160.0,0.07636180878438648
57.0,160.0,0.08192254942821553
57.25,160.0,0.08756156430963324
57.5,160.0,0.09325998494140464
57.75,160.0,0.09899908607001862
58.0,160.0,0.10476185006540373
58.25,160.0,0.11053337184729606
58.5,160.0,0.11629970840268467
58.75,160.0,0.12204643508543656
59.0,160.0,0.12775844501434386
59.25,160.0,0.13342120788728506
59.5,160.0,0.13902218661610555
59.75,160.0,0.14455092132874592
60.0,160.0,0.1499976966429688
45.0,162.5,0.11894657263180752
45.25,162.5,0.11313154123812896
45.5,162.5,0.10722691821878483
45.75,162.5,0.1012516240129151
46.0,162.5,0.0952241487478882
46.25,162.5,0.08917172563146514
46.5,162.5,0.0831314865761128
46.75,162.5,0.07714287944293075
47.0,162.5,0.0712397641898288
47.25,162.5,0.06544935002044838
47.5,162.5,0.0597975518854601
47.75,162.5,0.05431438117490073
48.0,162.5,0.04903356831703087
48.25,162.5,0.043987344746857504
48.5,162.5,0.039202151085055315
48.75,162.5,0.03469904900372489
49.0,162.5,0.030497583314002874
49.25,162.5,0.026618748783507118
49.5,162.5,0.023084112903496212
49.75,162.5,0.01991248704979065
50.0,162.5,0.017117720431938377
50.25,162.5,0.014709401890808493
50.5,162.5,0.012695273853508215
50.75,162.5,0.011082791613145182
51.0,162.5,0.009878515826165502
51.25,162.5,0.009086403115066366
51.5,162.5,0.008706865540520692
51.75,162.5,0.00873730039920817
52.0,162.5,0.009173290350220631
52.25,162.5,0.010009210780811406
52.5,162.5,0.011237834030099592
52.75,162.5,0.012849664186868948
53.0,162.5,0.014832911737361565
53.25,162.5,0.01717423209083857
53.5,162.5,0.019859518218677596
53.75,162.5,0.022873979931661514
54.0,162.5,0.026201557191283475
54.25,162.5,0.029824498991116943
54.5,162.5,0.03372380227903071
54.75,162.5,0.03788030856197433
55.0,162.5,0.04227549106733841
55.25,162.5,0.046891179773017155
55.5,162.5,0.051708573899323707
55.75,162.5,0.056707674140114905
56.0,162.5,0.061867852164066095
56.25,162.5,0.06716910611661842
56.5,162.5,0.07259279126569351
56.75,162.5,0.07812111618259254
57.0,162.5,0.08373601436194167
57.25,162.5,0.0894186717416654
57.5,162.5,0.0951502956453476
57.75,162.5,0.10091340961651118
58.0,162.5,0.10669237128671505
58.25,162.5,0.1124726063469712
58.5,162.5,0.11823942093813233
58.75,162.5,0.12397767968719675
59.0,162.5,0.12967270278837895
59.25,162.5,0.13531145446449733
59.5,162.5,0.14088277447913655
59.75,162.5,0.14637641383676359
60.0,162.5,0.15178189693140487
45.0,165.0,0.11431547637108697
45.25,165.0,0.10850082214094559
45.5,165.0,0.10260592792703149
45.75,165.0,0.09664891177285995
46.0,165.0,0.09065310575107755
46.25,165.0,0.08465084377513032
46.5,165.0,0.07867936943440068
46.75,165.0,0.07277364901584216
47.0,165.0,0.06696314631993938
47.25,165.0,0.061274584581772595
47.5,165.0,0.05573678198388876
47.75,165.0,0.05038206572527115
48.0,165.0,0.04524296881185741
48.25,165.0,0.04034802243465874
48.5,165.0,0.035720705975480826
48.75,165.0,0.031381899753169185
49.0,165.0,0.02735281717231275
49.25,165.0,0.023655310720492206
49.5,165.0,0.02030953216443354
49.75,165.0,0.017331584932589683
50.0,165.0,0.014733306647090605
50.25,165.0,0.01252394115979838
50.5,165.0,0.0107117735339477
50.75,165.0,0.009304185756340178
51.0,165.0,0.008306427881177636
51.25,165.0,0.007720570689542572
51.5,165.0,0.007545581519244449
51.75,165.0,0.007778208189118785
52.0,165.0,0.008413673830785284
52.25,165.0,0.009445597426093633
52.5,165.0,0.010865497716282646
52.75,165.0,0.012662638477970667
53.0,165.0,0.014824511508426674
53.25,165.0,0.017337533459439225
53.5,165.0,0.020187300270692154
53.75,165.0,0.023358251585851586
54.0,165.0,0.026833293417112047
54.25,165.0,0.030594014769729005
54.5,165.0,0.034621516850679046
54.75,165.0,0.038897181871048736
55.0,165.0,0.04340268363298272
55.25,165.0,0.04811930632639627
55.5,165.0,0.053027385906508684
55.75,165.0,0.058106577542808235
56.0,165.0,0.06333679760436728
56.25,165.0,0.06869895837749129
56.5,165.0,0.07417479433963625
56.75,165.0,0.07974604500524829
57.0,165.0,0.08539395539529104
57.25,165.0,0.09109971597254196
57.5,165.0,0.09684546912188363
57.75,165.0,0.10261488900553051
58.0,165.0,0.10839277117727186
58.25,165.0,0.11416412233400142
58.5,165.0,0.11991375960158779
58.75,165.0,0.1256268675500608
59.0,165.0,0.13128994290619878
59.25,165.0,0.13689113847274803
59.5,165.0,0.14241965046958072
59.75,165.0,0.1478648037745146
60.0,165.0,0.1532157766567367
45.0,167.5,0.11005668567152826
45.25,167.5,0.10424517284805601
45.5,167.5,0.09836159129755939
45.75,167.5,0.09242655753301887
46.0,167.5,0.08646791577515822
46.25,167.5,0.08051982046383044
46.5,167.5,0.07461715255844104
46.75,167.5,0.06879108512948195
47.0,167.5,0.06306946476814557
47.25,167.5,0.05748048494548841
47.5,167.5,0.05205513072306889
47.75,167.5,0.04682570509982542
48.0,167.5,0.041822225179626416
48.25,167.5,0.0370703844072825
48.5,167.5,0.032592629299226794
48.75,167.5,0.028410680314599812
49.0,167.5,0.024546656284280655
49.25,167.5,0.021021754714236174
49.5,167.5,0.017854067123693418
49.75,167.5,0.01505767155013249
50.0,167.5,0.012643539023046269
50.25,167.5,0.010621026429785907
50.5,167.5,0.00899841914179933
50.75,167.5,0.007782210463442407
51.0,167.5,0.006976095685470418
51.25,167.5,0.006580698013102015
51.5,167.5,0.006594118792387471
51.75,167.5,0.007012617821171796
52.0,167.5,0.007830775267355206
52.25,167.5,0.009041182005852022
52.5,167.5,0.010634224519124436
52.75,167.5,0.01259835706250867
53.0,167.5,0.01492068043497008
53.25,167.5,0.017587306052145868
53.5,167.5,0.020583235206059203
53.75,167.5,0.023892055785283972
54.0,167.5,0.027495999571744312
54.25,167.5,0.03137653683017194
54.5,167.5,0.03551509073227499
54.75,167.5,0.039893260297000244
55.0,167.5,0.044492414255955404
55.25,167.5,0.04929318577746522
55.5,167.5,0.05427551474844039
55.75,167.5,0.05941931360572328
56.0,167.5,0.06470516394482217
56.25,167.5,0.070114391496927
56.5,167.5,0.07562852394847386
56.75,167.5,0.0812288061424169
57.0,167.5,0.08689638672904998
57.25,167.5,0.09261307270804764
57.5,167.5,0.09836193062983445
57.75,167.5,0.10412715641605397
58.0,167.5,0.10989341131375252
58.25,167.5,0.11564538350164377
58.5,167.5,0.12136807584422615
58.75,167.5,0.1270475382928815
59.0,167.5,0.13267128432827624
59.25,167.5,0.13822796151812322
59.5,167.5,0.1437066346494542
59.75,167.5,0.14909642649867216
60.0,167.5,0.15438685207582092
45.0,170.0,0.10668288927743341
45.25,170.0,0.10085354797227097
45.5,170.0,0.09495589884119626
45.75,170.0,0.08901401162610756
46.0,170.0,0.0830597651343028
46.25,170.0,0.07712836032531811
46.5,170.0,0.07125257572896027
46.75,170.0,0.06546116664125101
47.0,170.0,0.05978187460570483
47.25,170.0,0.05424497606948209
47.5,170.0,0.04888326211357885
47.75,170.0,0.0437286303907467
48.0,170.0,0.03880899683759176
48.25,170.0,0.03414831185335465
48.5,170.0,0.029769022279582114
48.75,170.0,0.025694046489843636
49.0,170.0,0.021946205980898026
49.25,170.0,0.01854593904862134
49.5,170.0,0.015509687775624004
49.75,170.0,0.0128502521170335
50.0,170.0,0.010578340500472017
50.25,170.0,0.008703587063761398
50.5,170.0,0.007234162309824876
50.75,170.0,0.006175663385620922
51.0,170.0,0.005530503605574166
51.25,170.0,0.00529825548796703
51.5,170.0,0.005476404723633199
51.75,170.0,0.0060607127579243025
52.0,170.0,0.007044983274872241
52.25,170.0,0.008420733136893732
52.5,170.0,0.010177313136526145
52.75,170.0,0.012302473446339501
53.0,170.0,0.014782866773510817
53.25,170.0,0.017604058440307324
53.5,170.0,0.020750192116146482
53.75,170.0,0.024203885282478854
54.0,170.0,0.027946711266679136
54.25,170.0,0.031959989846685355
54.5,170.0,0.03622521843908144
54.75,170.0,0.040723796150920144
55.0,170.0,0.04543643682365528
55.25,170.0,0.050343010107505304
55.5,170.0,0.05542310292548591
55.75,170.0,0.06065682335864753
56.0,170.0,0.06602508220624292
56.25,170.0,0.07150913326245512
56.5,170.0,0.07708996338407614
56.75,170.0,0.08274829133422479
57.0,170.0,0.08846528136424636
57.25,170.0,0.09422330249963196
57.5,170.0,0.10000599158008328
57.75,170.0,0.10579761552378564
58.0,170.0,0.11158247663517362
58.25,170.0,0.11734504081172459
58.5,170.0,0.12307068328825554
58.75,170.0,0.12874628036010083
59.0,170.0,0.1343600330176442
59.25,170.0,0.13990072595018632
59.5,170.0,0.1453572062691708
59.75,170.0,0.1507185952261203
60.0,170.0,0.15597495202640488
45.0,172.5,0.10340677242120755
45.25,172.5,0.09755936554361799
45.5,172.5,0.09164975315995805
45.75,172.5,0.08570638327020619
46.0,172.5,0.07976349890938117
46.25,172.5,0.07385508127312468
46.5,172.5,0.06801122179803465
46.75,172.5,0.06225963979764204
47.0,172.5,0.056629637286138124
47.25,172.5,0.051153687387075264
47.5,172.5,0.04586492928952102
47.75,172.5,0.04079344028607679
48.0,172.5,0.03596497276849964
48.25,172.5,0.0314028290542776
48.5,172.5,0.02713041078534717
48.75,172.5,0.023171635768894472
49.0,172.5,0.019548968989039905
49.25,172.5,0.01628125988506035
49.5,172.5,0.013383355533502117
49.75,172.5,0.010867417900300658
50.0,172.5,0.008744313684758476
50.25,172.5,0.007023703133038461
50.5,172.5,0.005713017146474875
50.75,172.5,0.0048165533661582716
51.0,172.5,0.004335509560335682
51.25,172.5,0.004268694986646282
51.5,172.5,0.0046130804777828605
51.75,172.5,0.005363719776600884
52.0,172.5,0.006513369981021033
52.25,172.5,0.00805244040024089
52.5,172.5,0.009969469811161202
52.75,172.5,0.012251724803257869
53.0,172.5,0.014885378591103726
53.25,172.5,0.01785522113238691
53.5,172.5,0.02114441801805489
53.75,172.5,0.02473482258607529
54.0,172.5,0.02860775787777814
54.25,172.5,0.03274463480269929
54.5,172.5,0.03712687669534742
54.75,172.5,0.041735338297838265
55.0,172.5,0.04654995820325414
55.25,172.5,0.05155014180080553
55.5,172.5,0.05671559011782534
55.75,172.5,0.062026786789483035
56.0,172.5,0.06746470107674629
56.25,172.5,0.07301012351716585
56.5,172.5,0.07864346127395505
56.75,172.5,0.084345326812296
57.0,172.5,0.09009739365757585
57.25,172.5,0.0958826812069351
57.5,172.5,0.10168502992581174
57.75,172.5,0.10748839991341663
58.0,172.5,0.11327680130377105
58.25,172.5,0.11903497077623193
58.5,172.5,0.12474910090435476
58.75,172.5,0.1304068642574927
59.0,172.5,0.1359967282169966
59.25,172.5,0.14150730031005443
59.5,172.5,0.14692737081356877
59.75,172.5,0.1522465483804185
60.0,172.5,0.15745575646128185
45.0,175.0,0.10021466827752112
45.25,175.0,0.09435094939644117
45.5,175.0,0.08843428639525541
45.75,175.0,0.08249656771442371
46.0,175.0,0.07657207384839682
46.25,175.0,0.07069234495090582
46.5,175.0,0.06488565976697003
46.75,175.0,0.05918047476886701
47.0,175.0,0.05360831938078814
47.25,175.0,0.048202758408285806
47.5,175.0,0.04299568919549479
47.75,175.0,0.03801487679375193
48.0,175.0,0.03328477414775577
48.25,175.0,0.02882916348739406
48.5,175.0,0.024672559393973614
48.75,175.0,0.02083897223684339
49.0,175.0,0.01734952690942726
49.25,175.0,0.014221292404513974
49.5,175.0,0.011468070662051022
49.75,175.0,0.0091019323999042
50.0,175.0,0.007133831094957577
50.25,175.0,0.005572876869269328
50.5,175.0,0.004425266576729481
50.75,175.0,0.003693958957600163
51.0,175.0,0.003379210398985366
51.25,175.0,0.003479243581708147
51.5,175.0,0.003990374350588688
51.75,175.0,0.004906668829222083
52.0,175.0,0.006219739275542979
52.25,175.0,0.00791906969366507
52.5,175.0,0.009992637688079009
52.75,175.0,0.012427264557895112
53.0,175.0,0.015208444077617678
53.25,175.0,0.018320024268107638
53.5,175.0,0.021744324690317174
53.75,175.0,0.02546282033779257
54.0,175.0,0.029456885050758164
54.25,175.0,0.033707953330605944
54.5,175.0,0.03819704356389675
54.75,175.0,0.042904276370752226
55.0,175.0,0.04780903396339875
55.25,175.0,0.05289071763248576
55.5,175.0,0.05812939680557705
55.75,175.0,0.06350573225580836
56.0,175.0,0.0690003489952783
56.25,175.0,0.074593451879585
56.5,175.0,0.08026522038591566
56.75,175.0,0.08599667378597453
57.0,175.0,0.09177016803940341
57.25,175.0,0.0975690622778056
57.5,175.0,0.10337698947173402
57.75,175.0,0.109177584222381
58.0,175.0,0.1149550098060671
58.25,175.0,0.12069475684188102
58.5,175.0,0.12638388523484934
58.75,175.0,0.13201047728024784
59.0,175.0,0.13756290812067662
59.25,175.0,0.14302969678161714
59.5,175.0,0.14840004120725725
59.75,175.0,0.1536644019214144
60.0,175.0,0.15881446801537802
45.0,177.5,0.09709603617919005
45.25,177.5,0.09122029430155776
45.5,177.5,0.08530348771479623
45.75,177.5,0.07937891352329696
46.0,177.5,0.07347918342704485
46.25,177.5,0.06763361842548576
46.5,177.5,0.0618702946416102
46.75,177.5,0.056219521653111726
47.0,177.5,0.0507144663602348
47.25,177.5,0.045388224849004954
47.5,177.5,0.04027056746384872
47.75,177.5,0.03538744859526932
48.0,177.5,0.03076316935054968
48.25,177.5,0.026422493144035553
48.5,177.5,0.022390415437786304
48.75,177.5,0.0186900081710053
49.0,177.5,0.015340615423557913
49.25,177.5,0.012357901096829882
49.5,177.5,0.009755223430160553
49.75,177.5,0.007544682917278944
50.0,177.5,0.005736859319267151
50.25,177.5,0.004339770197463899
50.5,177.5,0.0033582206931208614
50.75,177.5,0.0027940500754236597
51.0,177.5,0.002646803526997199
51.25,177.5,0.002914064517145154
51.5,177.5,0.0035912365400758706
51.75,177.5,0.0046712450097842195
52.0,177.5,0.006144678206989829
52.25,177.5,0.008000349589703082
52.5,177.5,0.010225781353736751
52.75,177.5,0.0128072040718884
53.0,177.5,0.015729242899443774
53.25,177.5,0.01897485685586453
53.5,177.5,0.02252585241191385
53.75,177.5,0.026363661684467576
54.0,177.5,0.030469731699355296
54.25,177.5,0.03482523733276777
54.5,177.5,0.03941055413819172
54.75,177.5,0.04420519255112576
55.0,177.5,0.0491883956840109
55.25,177.5,0.05433987063004064
55.5,177.5,0.059639949159016936
55.75,177.5,0.06506909101603409
56.0,177.5,0.0706073825393081
56.25,177.5,0.0762347015203998
56.5,177.5,0.08193149605901062
56.75,177.5,0.08767944262315686
57.0,177.5,0.09346135433694047
57.25,177.5,0.09926051843626116
57.5,177.5,0.1050602565974621
57.75,177.5,0.11084424316461461
58.0,177.5,0.11659728502659128
58.25,177.5,0.12230576007553795
58.5,177.5,0.1279572757404398
58.75,177.5,0.1335399454283086
59.0,177.5,0.13904205918944923
59.25,177.5,0.14445245556859876
59.5,177.5,0.1497611287884928
59.75,177.5,0.1549593648168397
60.0,177.5,0.16003923869884895
45.0,180.0,0.0940440869564605
45.25,180.0,0.08816268675670602
45.5,180.0,0.08225335405167167
45.75,180.0,0.07634887830550241
46.0,180.0,0.07047975232472381
46.25,180.0,0.06467427739693166
46.5,180.0,0.058961681793818776
46.75,180.0,0.05337411071280829
47.0,180.0,0.047945058214848735
47.25,180.0,0.04270599462832991
47.5,180.0,0.03768463216402651
47.75,180.0,0.032906113727440456
48.0,180.0,0.028395345762719293
48.25,180.0,0.02417779349095539
48.5,180.0,0.02027798615014964
48.75,180.0,0.016717413793665648
49.0,180.0,0.013513781614352793
49.25,180.0,0.010681915218193172
49.5,180.0,0.008235017080371776
49.75,180.0,0.006184925688182408
50.0,180.0,0.004541316637138415
50.25,180.0,0.003310848775369468
50.5,180.0,0.0024970652817903893
50.75,180.0,0.0021009343654956325
51.0,180.0,0.0021213273198292804
51.25,180.0,0.002554985065002402
51.5,180.0,0.0033962125238997665
51.75,180.0,0.004636844600496626
52.0,180.0,0.006266676499768309
52.25,180.0,0.008274009980157482
52.5,180.0,0.010645837424857252
52.75,180.0,0.01336761539629372
53.0,180.0,0.01642308261794523
53.25,180.0,0.019794566969453697
53.5,180.0,0.0234637004839493
53.75,180.0,0.027411979165256062
54.0,180.0,0.03162071540776623
54.25,180.0,0.036070568702913364
54.5,180.0,0.04074130085562366
54.75,180.0,0.04561215593361645
55.0,180.0,0.05066257464084889
55.25,180.0,0.05587256189717171
55.5,180.0,0.061222392108015944
55.75,180.0,0.06669208109726077
56.0,180.0,0.07226132916428019
56.25,180.0,0.07791013082716414
56.5,180.0,0.08361951003459023
56.75,180.0,0.08937167826148207
57.0,180.0,0.09514952894960604
57.25,180.0,0.10093610208185932
57.5,180.0,0.10671467090525766
57.75,180.0,0.11246941300940871
58.0,180.0,0.11818598598286978
58.25,180.0,0.12385142625170187
58.5,180.0,0.12945351973226205
58.75,180.0,0.13498033905839957
59.0,180.0,0.14042041477221123
59.25,180.0,0.14576329194699034
59.5,180.0,0.15099980877887653
59.75,180.0,0.15612176052584148
60.0,180.0,0.16112130100020094
45.0,182.5,0.09105548122515317
45.25,182.5,0.08517581240968497
45.5,182.5,0.07928128816213098
45.75,182.5,0.07340319072940593
46.0,182.5,0.06757051885791454
46.25,182.5,0.061811885467457195
46.5,182.5,0.056158154293902696
46.75,182.5,0.05064242253577278
47.0,182.5,0.0452972700792007
47.25,182.5,0.04015219047874452
47.5,182.5,0.035233545510339304
47.75,182.5,0.03056653685959687
48.0,182.5,0.02617675731214919
48.25,182.5,0.022089636647351973
48.5,182.5,0.018328484121671096
48.75,182.5,0.014913099163105015
49.0,182.5,0.011859992625528837
49.25,182.5,0.009183545378880553
49.5,182.5,0.006896704277203014
49.75,182.5,0.005010592314110385
50.0,182.5,0.0035336395350131777
50.25,182.5,0.0024711666061820736
50.5,182.5,0.0018256806996658215
50.75,182.5,0.0015973908644065782
51.0,182.5,0.001784368002832215
51.25,182.5,0.0023823207309412453
51.5,182.5,0.003384438890878805
51.75,182.5,0.0047816507599748315
