theta_deg,zs,SNR_AT_R0_DB,n_peaks_5pct,ok_snr_20db
0.0,4.0,20.009016856808557,1,True
0.0,50.0,20.009016856808557,1,True
30.0,4.0,20.009016856808557,1,True
30.0,50.0,20.009016856808557,1,True
60.0,4.0,20.009016856808557,1,True
60.0,50.0,20.009016856808557,1,True
90.0,4.0,20.009016856808557,1,True
90.0,50.0,20.009016856808557,1,True
