r_km,z_m,J_amp,J_coh
53.75,165.0,0.023139401097799883,0.9581953238853961
54.0,165.0,0.026523043812627267,0.7388235337854026
54.25,165.0,0.030191073251811473,0.8620775466897512
54.5,165.0,0.0341251663146378,0.8992510139506357
54.75,165.0,0.03830435042791913,0.3172384280783236
55.0,165.0,0.04270655937060297,0.9275737467149155
55.25,165.0,0.04731080953435329,0.9495045329855176
55.5,165.0,0.052098777811916075,0.8572343498581148
55.75,165.0,0.05705471293751374,0.9289385764538887
56.0,165.0,0.062163699291749364,0.7220598845512636
56.25,165.0,0.06740943284814727,0.8049438056114938
56.5,165.0,0.07277289217213567,0.9176724757568359
56.75,165.0,0.07823268065129152,0.905145547748585
57.0,165.0,0.0837669356702262,0.936989156880899
57.25,165.0,0.08935582283696641,0.953651139318031
57.5,165.0,0.09498311645755941,0.7891922719790003
57.75,165.0,0.10063581893065399,0.8995836684064169
58.0,165.0,0.10630211711295823,0.8530850452251093
58.25,165.0,0.11196908427286911,0.7436169039890147
58.5,165.0,0.1176215553599036,0.9388115741804726
58.75,165.0,0.12324280617654537,0.8187917798212567
59.0,165.0,0.1288166644040063,0.9017113545739248
59.25,165.0,0.1343298224785212,0.9107980500437781
59.5,165.0,0.1397728488247999,0.7843599654567412
59.75,165.0,0.14513915296496005,0.8808113156410687
60.0,165.0,0.15042255817849726,0.9053994642169699
45.0,167.5,0.10989072632257546,0.9757640762019492
45.25,167.5,0.10395196603410617,0.2100702248105627
45.5,167.5,0.09793741101945741,0.9329220580131995
45.75,167.5,0.09187958806352625,0.9262311375412792
46.0,167.5,0.08582223393509225,0.8679857865956834
46.25,167.5,0.07980949198123632,0.9553282143273312
46.5,167.5,0.07387697101098412,0.9588415512951358
46.75,167.5,0.0680490723017505,0.9234709478304848
47.0,167.5,0.062342682360713386,0.942758290937837
47.25,167.5,0.056774813118973366,0.5098657525639889
47.5,167.5,0.051369756675843536,0.8988313594050382
47.75,167.5,0.04616095865858405,0.9181944775450742
48.0,167.5,0.04118644384630554,0.5321304977294
48.25,167.5,0.03648147429346826,0.9629165624868902
48.5,167.5,0.032073133066937376,0.912561858724708
48.75,167.5,0.02797907555430601,0.8687407024120362
49.0,167.5,0.02421018993527635,0.9176454400121324
49.25,167.5,0.020775367288831226,0.934176235046909
49.5,167.5,0.017685617279943666,0.8742158156035615
49.75,167.5,0.01495514810003895,0.9344413106929274
50.0,167.5,0.012599261192936084,0.028928046070227253
50.25,167.5,0.010631069868960563,0.9506130337779934
50.5,167.5,0.009059178305271365,0.8941218655424958
50.75,167.5,0.007887219687909952,0.8965808024875959
51.0,167.5,0.00711502330506808,0.9062834010265365
51.25,167.5,0.006740505856445589,0.8207683560239355
51.5,167.5,0.006761093565424203,0.8563131975314188
51.75,167.5,0.007173869837206692,0.9591617632265298
52.0,167.5,0.007974634280136006,0.5818526979102203
52.25,167.5,0.009156783468661334,0.9121284161038861
52.5,167.5,0.010710833874018388,0.8913963010261535
52.75,167.5,0.012624871688732386,0.5276477034365852
53.0,167.5,0.014885689624554055,0.9110105705750106
53.25,167.5,0.017479963319611214,0.8721222502154153
53.5,167.5,0.020394698452879778,0.8347522940025913
53.75,167.5,0.02361661470361054,0.9586426316002016
54.0,167.5,0.02713090422458375,0.7338152379639897
54.25,167.5,0.030920240231419704,0.862098740073803
54.5,167.5,0.034964738573116105,0.8996348072493012
54.75,167.5,0.03924305904336056,0.3169780498272826
55.0,167.5,0.04373422186000775,0.9285621044182694
55.25,167.5,0.048419185206909354,0.9517288779714502
55.5,167.5,0.05328119297977285,0.8584811402266181
55.75,167.5,0.058304642202106516,0.928638254279844
56.0,167.5,0.06347323150031137,0.7231722154202689
56.25,167.5,0.06876857905173916,0.8051419227715104
56.5,167.5,0.07417014733235139,0.9180688356019777
56.75,167.5,0.07965657784285152,0.9029960825832597
57.0,167.5,0.08520775710732886,0.9377700363402736
57.25,167.5,0.09080640829856024,0.9530497697374144
57.5,167.5,0.0964381921553894,0.7875550909425032
57.75,167.5,0.10209028777638951,0.8991708829064241
58.0,167.5,0.10774945646002965,0.854536701496318
58.25,167.5,0.11340084542882689,0.7438492070904075
58.5,167.5,0.11902824755184671,0.9389898940926527
58.75,167.5,0.12461567793072559,0.8149793790188766
59.0,167.5,0.13014934703772263,0.9018285754865246
59.25,167.5,0.1356187719607066,0.9098825524177188
59.5,167.5,0.14101623816754405,0.7880099756244038
59.75,167.5,0.1463349210917353,0.8804617956174887
60.0,167.5,0.15156685234421752,0.9050310055965538
45.0,170.0,0.10652887225804997,0.9748437519215977
45.25,170.0,0.1005598334938207,0.2090344267720583
45.5,170.0,0.0945242226599654,0.9322210198453872
45.75,170.0,0.08846279103645116,0.9253344871147002
46.0,170.0,0.08242112284026681,0.8648315834222422
46.25,170.0,0.07643882202298957,0.9564528591023559
46.5,170.0,0.07054413277563087,0.9555160739293684
46.75,170.0,0.06475553391415945,0.9255735667528502
47.0,170.0,0.05908863094642203,0.9420033758816112
47.25,170.0,0.053564473932225076,0.5083697176076765
47.5,170.0,0.048214000982324645,0.8989303053104656
47.75,170.0,0.043075505071473286,0.9185545484155146
48.0,170.0,0.03818737467380928,0.5321042681931848
48.25,170.0,0.03358124592889544,0.9644937047791201
48.5,170.0,0.02927901593977844,0.911356936836707
48.75,170.0,0.025294257366284545,0.8696233143330179
49.0,170.0,0.0216366651916432,0.9174060000869817
49.25,170.0,0.01831692139406138,0.9333680164163884
49.5,170.0,0.015349093559770655,0.8754038515949412
49.75,170.0,0.01274944374851672,0.9356444033204231
50.0,170.0,0.01053315873723859,0.024710716831735313
50.25,170.0,0.008711436900112113,0.951438294200421
50.5,170.0,0.007290343534784638,0.8940200026200487
50.75,170.0,0.006271524787665794,0.8952488998896729
51.0,170.0,0.005654033226186628,0.9065832026489898
51.25,170.0,0.005436064276321595,0.8203465027072167
51.5,170.0,0.005615538859374047,0.8587522397904361
51.75,170.0,0.00618937835927913,0.9608721339924088
52.0,170.0,0.007152280272727296,0.5781187258324948
52.25,170.0,0.008495965628297797,0.912388842744986
52.5,170.0,0.010209376069378107,0.8916969886935808
52.75,170.0,0.012279718423871544,0.5252857764948093
53.0,170.0,0.014693783642239167,0.9118262743547904
53.25,170.0,0.01743871180634682,0.8737511103100055
53.5,170.0,0.020501649822710077,0.8380105053273086
53.75,170.0,0.02386853281262946,0.9593440204140302
54.0,170.0,0.02752285422676326,0.7265760325091843
54.25,170.0,0.03144527774514683,0.8623256336409668
54.5,170.0,0.035614463917261974,0.900152814138901
54.75,170.0,0.04000885157795386,0.315167193174399
55.0,170.0,0.04460851307813385,0.9298816795356696
55.25,170.0,0.04939595866606361,0.9543226385397351
55.5,170.0,0.05435533663092895,0.8606455672765791
55.75,170.0,0.059470573614267,0.9284334788103028
56.0,170.0,0.06472368086124747,0.7231524038362029
56.25,170.0,0.07009426705408561,0.8055943716037427
56.5,170.0,0.07556058513059083,0.9187396798392239
