r_km,z_m,J_amp,J_coh
56.75,170.0,0.0811016033983728,0.8977953974884506
57.0,170.0,0.08669891765819515,0.939035654732393
57.25,170.0,0.092337286798582,0.9526323854277611
57.5,170.0,0.09800345864127935,0.7853517920523773
57.75,170.0,0.10368414278310756,0.8987580544130325
58.0,170.0,0.10936449007154803,0.8562717417613046
58.25,170.0,0.11502801635040738,0.7444450180602895
58.5,170.0,0.12065803205387182,0.9395684097864734
58.75,170.0,0.1262397608749739,0.8076474786496946
59.0,170.0,0.13176182135862868,0.9021083972385091
59.25,170.0,0.13721604135394383,0.9087788140979112
59.5,170.0,0.14259566789172495,0.7908397909577971
59.75,170.0,0.14789310918538334,0.8801113241859656
60.0,170.0,0.15309857138068927,0.9052758740610329
45.0,172.5,0.10325370837222536,0.9737670083300082
45.25,172.5,0.09725720851082098,0.20838871342975107
45.5,172.5,0.09120998963973859,0.931486749088565
45.75,172.5,0.08515704800531543,0.9244836857016607
46.0,172.5,0.07914117268275689,0.8616904228675514
46.25,172.5,0.07319492462565935,0.9575764886075735
46.5,172.5,0.06733963630684037,0.952307300294021
46.75,172.5,0.06159074741264203,0.9272913694012794
47.0,172.5,0.05596635816853779,0.9412120663514524
47.25,172.5,0.05049387917048953,0.5073521949294839
47.5,172.5,0.0452101834827211,0.8990439371861968
47.75,172.5,0.04015544102620017,0.9189685579137922
48.0,172.5,0.03536537539779072,0.5322522201064417
48.25,172.5,0.030866497083472555,0.9660138646356033
48.5,172.5,0.026675908887763833,0.9101456992724734
48.75,172.5,0.022804904701822504,0.8700880106115294
49.0,172.5,0.01926410292271452,0.9171762610924725
49.25,172.5,0.016067063388202962,0.932248539310953
49.5,172.5,0.013230353550136131,0.8766357011682396
49.75,172.5,0.010770718652766575,0.9368921847395542
50.0,172.5,0.008701780490507183,0.02085290927820249
50.25,172.5,0.007032185970186289,0.9521183463070318
50.5,172.5,0.005765718504096795,0.8939201443815566
50.75,172.5,0.004902858559719725,0.8937117065775232
51.0,172.5,0.00444268635137457,0.906926126774678
51.25,172.5,0.004383906824490302,0.8201070034425615
51.5,172.5,0.004724476579053505,0.8612399502008052
51.75,172.5,0.0054604024559883335,0.9625827639228383
52.0,172.5,0.006584750867695277,0.5746774757015676
52.25,172.5,0.008087547646792093,0.9125536851876955
52.5,172.5,0.009956635479736464,0.892024197189653
52.75,172.5,0.012179032558927716,0.522794151253865
53.0,172.5,0.014741977595446376,0.9127036356286343
53.25,172.5,0.017632934388212895,0.8755313510180556
53.5,172.5,0.020838528421631697,0.8412862733520295
53.75,172.5,0.02434317243206241,0.959916563442328
54.0,172.5,0.028128334491323126,0.7195998689802525
54.25,172.5,0.032173009476774594,0.8625212864413859
54.5,172.5,0.03645532623398229,0.9007160909558948
54.75,172.5,0.040954552279036105,0.3132482804962996
55.0,172.5,0.045652335479577255,0.9312520015020244
55.25,172.5,0.05053235549978585,0.9569678820435414
55.5,172.5,0.05557862435741967,0.8628661858595683
55.75,172.5,0.060773586594772167,0.9281671704565332
56.0,172.5,0.06609721627801712,0.723401252290869
56.25,172.5,0.07152767330635568,0.8060752526336692
56.5,172.5,0.07704322611018766,0.9194537957760658
56.75,172.5,0.08262436976433973,0.8925124969282181
57.0,172.5,0.08825480820757381,0.9402723668809898
57.25,172.5,0.09392065592799848,0.9520271685158952
57.5,172.5,0.09960846528479794,0.7827389632993109
57.75,172.5,0.10530344622143772,0.8983541056295936
58.0,172.5,0.1109890135136038,0.8580821421768325
58.25,172.5,0.1166479530370681,0.7451087536573492
58.5,172.5,0.12226455740151077,0.9401571828628881
58.75,172.5,0.12782642302799974,0.8005249727848189
59.0,172.5,0.13332468579804746,0.9023431740661398
59.25,172.5,0.13875246562246224,0.9076613452270781
59.5,172.5,0.14410250452461282,0.7934836004250219
59.75,172.5,0.1493654493226786,0.8798183017878443
60.0,172.5,0.15452974021064447,0.9054752362337034
45.0,175.0,0.10005247228316083,0.9725731144451722
45.25,175.0,0.09403688249178188,0.20810870875798748
45.5,175.0,0.08799031203466501,0.9307286374046142
45.75,175.0,0.08195722739188582,0.923681096776728
46.0,175.0,0.07597439386755811,0.8585885874144805
46.25,175.0,0.07006701226094136,0.9586922443087349
46.5,175.0,0.0642518198382751,0.9492227044337933
46.75,175.0,0.05854490401622792,0.9286128140437018
47.0,175.0,0.05296976740714254,0.9403947332726718
47.25,175.0,0.04756033481395938,0.506788088285977
47.5,175.0,0.042356880028244115,0.8991705154966797
47.75,175.0,0.03739824679074277,0.9194308979144348
48.0,175.0,0.032715531505776774,0.5325630654014446
48.25,175.0,0.02833005167246938,0.9674641507045418
48.5,175.0,0.02425562245306334,0.9089389719329027
48.75,175.0,0.020503389710751274,0.8701496638882288
49.0,175.0,0.01708632648705266,0.9169574785562183
49.25,175.0,0.01402071657077486,0.9308575693778401
49.5,175.0,0.011324218974783529,0.877901115659312
49.75,175.0,0.009012514805214589,0.9381760254512164
50.0,175.0,0.007096826521527655,0.017365558479311205
50.25,175.0,0.005583328409958788,0.952648446931847
50.5,175.0,0.004474252774033238,0.893823010443148
50.75,175.0,0.003769763905629331,0.8919989697583258
51.0,175.0,0.003469351717634739,0.9073082133053905
51.25,175.0,0.00357190577956612,0.8200444557518758
51.5,175.0,0.004074689816797705,0.8637577665790321
51.75,175.0,0.004972196581700117,0.9642812131369023
52.0,175.0,0.006255738845324932,0.5715421997316787
52.25,175.0,0.00791404018707298,0.9126238121313973
52.5,175.0,0.009934520175590378,0.8923747083995569
52.75,175.0,0.012304537981198571,0.520199284727672
53.0,175.0,0.015011769456942048,0.9136356761718256
53.25,175.0,0.018043423671919134,0.877451135739827
53.5,175.0,0.02138485151891334,0.8445525361091993
53.75,175.0,0.025018520489338947,0.9603521419793777
54.0,175.0,0.028924086314001785,0.7129252962449512
54.25,175.0,0.0330797009394358,0.8626842860917835
54.5,175.0,0.037464012393362944,0.9013198216964691
54.75,175.0,0.04205776138179251,0.3112405662969566
55.0,175.0,0.04684395040559941,0.9326631566755397
55.25,175.0,0.05180647390890114,0.9596490950537699
55.5,175.0,0.05692816118615052,0.8651247160684795
55.75,175.0,0.06218950451056482,0.9278427571842212
56.0,175.0,0.0675688593108652,0.72391624330893
56.25,175.0,0.07304407170682237,0.8065801727531459
56.5,175.0,0.07859465211017225,0.9202054355532783
56.75,175.0,0.08420315613750251,0.8872058353770305
57.0,175.0,0.08985485812595673,0.9414659544712338
57.25,175.0,0.09553599324347917,0.9512464117692838
57.5,175.0,0.1012318247885593,0.7797548454214778
57.75,175.0,0.10692581397450662,0.897962922471728
58.0,175.0,0.11260042533658199,0.8599527644696725
58.25,175.0,0.11823913814576614,0.7458346632528349
58.5,175.0,0.12382846083428056,0.9407505431967872
58.75,175.0,0.12935861116736047,0.7936580948596244
59.0,175.0,0.1348223317056333,0.9025298607903579
59.25,175.0,0.14021257443559976,0.906541623191839
59.5,175.0,0.1455204973919244,0.7959048626104057
59.75,175.0,0.15073492577808922,0.8795857546108872
60.0,175.0,0.1558435228318399,0.9056263748594582
45.0,177.5,0.09691858526437813,0.9712968329273506
45.25,177.5,0.09089564310973541,0.20816756765419042
45.5,177.5,0.08486186869527779,0.9299553553108707
45.75,177.5,0.0788574009130597,0.9229281338827522
46.0,177.5,0.07291184587019295,0.8555480380609009
46.25,177.5,0.06704465162642015,0.9597937489199294
46.5,177.5,0.06127130363561584,0.9462674005562638
46.75,177.5,0.05561177177495957,0.9295371901119153
47.0,177.5,0.05009598195772469,0.9395609895488981
47.25,177.5,0.044762538357846715,0.506648834161444
47.5,177.5,0.039651974097140386,0.8993082563584777
47.75,177.5,0.03479945014599961,0.9199357615800562
48.0,177.5,0.030230867705874798,0.5330241176967478
48.25,177.5,0.025963456076864788,0.9688323485506316
48.5,177.5,0.02200973680549667,0.9077463764820639
48.75,177.5,0.018382376276856682,0.8698317566696383
49.0,177.5,0.015096990157572487,0.9167506410450056
49.25,177.5,0.01217147080007408,0.9292378536856246
49.5,177.5,0.009623019548408496,0.8791899327902187
49.75,177.5,0.007465241967050007,0.9394872458392924
50.0,177.5,0.005706837116872476,0.01425330370511535
50.25,177.5,0.0043520965399891365,0.9530274859160673
50.5,177.5,0.0034025383800577735,0.893729232503866
50.75,177.5,0.0028585201184680997,0.8901414162552427
51.0,177.5,0.0027197821425644086,0.9077251289778708
51.25,177.5,0.0029847462284112725,0.8201514027831857
51.5,177.5,0.0036493431230775197,0.8662871117183931
51.75,177.5,0.004706326018637519,0.9659548069989456
52.0,177.5,0.006145541912625396,0.5687209455616006
52.25,177.5,0.007955035781679443,0.9126019064955947
52.5,177.5,0.010122380985829071,0.892745050468501
52.75,177.5,0.012635398580344126,0.5175281320156888
53.0,177.5,0.01548174553874282,0.9146147742184041
53.25,177.5,0.018647650934250803,0.8794970635476417
53.5,177.5,0.022116692789951986,0.8477821843305865
53.75,177.5,0.025869470347997803,0.9606462370052256
54.0,177.5,0.029884518928772752,0.7065844545387056
54.25,177.5,0.03414014722413772,0.8628138431381089
54.5,177.5,0.038616253857599814,0.9019585920809027
54.75,177.5,0.043295010399264755,0.3091644165724209
55.0,177.5,0.04815996130831546,0.9341044769021414
55.25,177.5,0.053194185788288495,0.9623495910520721
55.5,177.5,0.058378757252020796,0.8674019589041145
55.75,177.5,0.06369247140860312,0.9274647974169536
56.0,177.5,0.06911305917345278,0.7246907027690002
56.25,177.5,0.07461924959251498,0.8071043159346675
56.5,177.5,0.08019244333023501,0.9209881500830649
56.75,177.5,0.08581689713877938,0.8819280902747727
57.0,177.5,0.09147833169753727,0.9426025077518029
57.25,177.5,0.09716198923375596,0.9503070355047541
57.5,177.5,0.1028514720808944,0.7764452893608813
57.75,177.5,0.10852912371972301,0.8975881131880823
58.0,177.5,0.11417777988801547,0.8618670061805499
58.25,177.5,0.11978286910604352,0.7466157678164824
58.5,177.5,0.12533350603332205,0.9413426095870818
58.75,177.5,0.13082178070045647,0.7870878877783322
59.0,177.5,0.13624065321913048,0.9026664341859114
59.25,177.5,0.14158177616154466,0.9054309319568643
59.5,177.5,0.14683452915363215,0.7980711261272374
59.75,177.5,0.15198676143570766,0.8794155665070924
60.0,177.5,0.15702675121142973,0.905727614548197
45.0,180.0,0.09385006802414364,0.9699676530640609
45.25,180.0,0.0878321197914238,0.20853687165856538
45.5,180.0,0.08182114593752676,0.9291747233034225
45.75,180.0,0.07585102770920027,0.9222253638428082
46.0,180.0,0.06994501247311502,0.8525866131854773
46.25,180.0,0.06411959338863915,0.9608751817495506
46.5,180.0,0.05839227797376689,0.943444456258687
46.75,180.0,0.05278866807660909,0.9300745521785839
47.0,180.0,0.04734415170060413,0.9387195282631289
47.25,180.0,0.04209921059710453,0.5069033772941137
47.5,180.0,0.03709202578426307,0.8994553787315085
47.75,180.0,0.03235300495890936,0.9204772872288193
48.0,180.0,0.027903481302761657,0.5336217317311273
48.25,180.0,0.0237583185559056,0.9701071702784696
48.5,180.0,0.019930508706046735,0.906576239596066
48.75,180.0,0.016434939476905663,0.8691646405900625
49.0,180.0,0.01328915142580478,0.9165564728340174
49.25,180.0,0.010511212628297573,0.9274324682691757
49.5,180.0,0.008116726741155045,0.8804923002176953
49.75,180.0,0.00611688793621723,0.9408172952313953
50.0,180.0,0.004518281393452672,0.011514959594523977
50.25,180.0,0.0033240832053775815,0.9532579207452432
50.5,180.0,0.0025356916468511903,0.8936393452811394
50.75,180.0,0.0021536738177205805,0.8881695196378636
51.0,180.0,0.002177493214402859,0.9081722958997731
51.25,180.0,0.0026044636692009737,0.8204186435101577
51.5,180.0,0.003428865375275869,0.8688098138660559
51.75,180.0,0.004641881404367054,0.9675907953924116
52.0,180.0,0.006232433169917062,0.5662167514857372
52.25,180.0,0.008188474029559356,0.9124922757448497
52.5,180.0,0.01049796905534972,0.8931316006020347
52.75,180.0,0.01314889300636557,0.5148073422098894
53.0,180.0,0.01612823061907598,0.9156328692976144
53.25,180.0,0.019420687383183366,0.8816545256632623
53.5,180.0,0.023008012940741063,0.8509487495123325
53.75,180.0,0.02686947268569262,0.9607981753271333
54.0,180.0,0.030983383868021908,0.7006028045613284
54.25,180.0,0.03532898607101187,0.8629097931879162
54.5,180.0,0.03988756065216181,0.9026265486785607
54.75,180.0,0.04464208246628665,0.3070406570055598
55.0,180.0,0.04957567839025989,0.9355647995450136
55.25,180.0,0.05466996511496691,0.96505162087618
55.5,180.0,0.05990434660362398,0.8696783145048673
55.75,180.0,0.06525673748916072,0.9270387825700411
56.0,180.0,0.07070535745872797,0.725714051166263
56.25,180.0,0.07623054693951659,0.8076425945967071
56.5,180.0,0.08181543228431498,0.9217949733044456
56.75,180.0,0.0874450133296083,0.8767258469683268
57.0,180.0,0.09310437257297521,0.9436689242381835
57.25,180.0,0.0987772772104164,0.9492293716812522
57.5,180.0,0.104446118699426,0.7728614988940028
57.75,180.0,0.11009329081271813,0.8972328994085459
58.0,180.0,0.11570322841438019,0.8638072748954796
58.25,180.0,0.1212638285752976,0.7474440827616691
58.5,180.0,0.12676626313060713,0.9419274784563815
58.75,180.0,0.1322032370142009,0.7808494039770771
59.0,180.0,0.1375667834574209,0.9027519665324231
59.25,180.0,0.14284692422070988,0.9043400038633532
59.5,180.0,0.14803192333799975,0.7999554715036571
59.75,180.0,0.15310991620714665,0.8793084286238193
60.0,180.0,0.1580708939840766,0.9057783840886184
45.0,182.5,0.09084740024596238,0.9686098220986104
45.25,182.5,0.08484528928528146,0.20918743774714343
45.5,182.5,0.0788642847303318,0.9283936415255262
45.75,182.5,0.07293195667207397,0.9215726197343953
46.0,182.5,0.0670673006386866,0.8497183340143368
46.25,182.5,0.06128690349268251,0.9619313299983923
46.5,182.5,0.05561253073399164,0.9407551694958769
46.75,182.5,0.05007536388372025,0.9302447616674745
47.0,182.5,0.04471405423920283,0.937878030076273
47.25,182.5,0.039568305759036915,0.5075190914928287
47.5,182.5,0.034672428699509816,0.8996101452551042
47.75,182.5,0.030052184769826407,0.9210496861028068
48.0,182.5,0.02572568360206018,0.5343417186639859
48.25,182.5,0.02170713224640841,0.9712785191023668
48.5,182.5,0.018011014943948522,0.9054355658907973
48.75,182.5,0.01465417268779079,0.8681835613689216
49.0,182.5,0.011654877815030829,0.9163754458319197
49.25,182.5,0.009030184302688316,0.9254827492936711
49.5,182.5,0.006793563254992696,0.8817988673601034
49.75,182.5,0.004954000914431322,0.942157909855862
50.0,182.5,0.003516616295145436,0.009144139525416484
50.25,182.5,0.0024840958227686505,0.9533454874905882
50.5,182.5,0.0018578952526151493,0.8935537820597107
50.75,182.5,0.0016384248925321865,0.8861124947899929
51.0,182.5,0.001824278057471318,0.908645017512549
51.25,182.5,0.002411273954251114,0.8208355732452068
51.5,182.5,0.003392090162414818,0.8713084897767327
51.75,182.5,0.00475677346898673,0.9691765010970333
52.0,182.5,0.006493880279603181,0.5640279989669938
52.25,182.5,0.008591599562912444,0.9123005984797968
52.5,182.5,0.011038135871536348,0.8935306866920718
52.75,182.5,0.013821074829887259,0.51206253882694
53.0,182.5,0.01692617746801539,0.9166816718893922
53.25,182.5,0.02033645352341218,0.8839080830114219
53.5,182.5,0.024032191511504042,0.8540270630253703
53.75,182.5,0.027992092695218296,0.9608110888996262
54.0,182.5,0.032195025352256046,0.6949990886095885
54.25,182.5,0.036621442094632806,0.8629725713754776
54.5,182.5,0.04125358799066314,0.903317569661129
54.75,182.5,0.04607440289842879,0.30488993732923864
55.0,182.5,0.05106591393886095,0.937032741712636
55.25,182.5,0.056208201630154386,0.967736397242422
55.5,182.5,0.06147961568464022,0.8719343163626385
55.75,182.5,0.06685817414186546,0.926570903176539
56.0,182.5,0.07232335015752234,0.7269722022163349
56.25,182.5,0.07785711990729549,0.8081898094828963
56.5,182.5,0.08344358295078236,0.9226186267678291
56.75,182.5,0.08906747743861221,0.8716394447893313
57.0,182.5,0.09471268094389762,0.9446533959944748
57.25,182.5,0.10036174505848061,0.9480358428686232
57.5,182.5,0.10599682703857283,0.7690576624033787
57.75,182.5,0.11160152260590728,0.8969000286095035
58.0,182.5,0.117162486303369,0.8657555120401765
58.25,182.5,0.12266975249544165,0.7483108859014262
58.5,182.5,0.12811547559985337,0.9424994158509241
58.75,182.5,0.13349186308375038,0.7749711330578446
59.0,182.5,0.13878956444918,0.9027866397187185
59.25,182.5,0.14399742708049024,0.9032787047213033
59.5,182.5,0.1491036872077547,0.8015376737687494
59.75,182.5,0.15409782576019326,0.8792638455725362
60.0,182.5,0.15897191216781703,0.9057792180746225
45.0,185.0,0.08828309203177287,0.9672917275732096
45.25,185.0,0.0822832799506652,0.21059942397521414
45.5,185.0,0.07631542011006343,0.9277075689058093
45.75,185.0,0.07040158219497372,0.92090298308282
46.0,185.0,0.0645580745146771,0.8476294124830188
46.25,185.0,0.058803184716110346,0.9629903585381149
46.5,185.0,0.053163704560602376,0.9376120669879
46.75,185.0,0.04767591713206576,0.9304432944923402
47.0,185.0,0.04238059999554433,0.9370623828495981
47.25,185.0,0.03731584769632845,0.5072259577111441
47.5,185.0,0.03251204045979894,0.8998225268442829
47.75,185.0,0.027990918139320087,0.9215813388599983
48.0,185.0,0.023768331114035313,0.5358273997669765
48.25,185.0,0.01985865285632693,0.9724516016460848
48.5,185.0,0.016278100091047132,0.9041517480835701
48.75,185.0,0.013045099818621675,0.8673436755074089
49.0,185.0,0.010178118469969077,0.9162096607646935
49.25,185.0,0.007692931671339109,0.9238895927478534
49.5,185.0,0.005601012546101791,0.8831716160801109
49.75,185.0,0.003909550483187085,0.9434859340159836
50.0,185.0,0.002622662510813334,0.006942951280722087
50.25,185.0,0.0017428164874602192,0.9534270950042701
50.5,185.0,0.0012714651349138295,0.8934178795671401
50.75,185.0,0.0012085658438278912,0.8841825634803039
51.0,185.0,0.0015515568025163962,0.9091478091412205
51.25,185.0,0.002294674553178888,0.8209781435057144
51.5,185.0,0.0034291348934436527,0.873953891334226
51.75,185.0,0.004944125374388153,0.9708254906079181
52.0,185.0,0.006828073328639883,0.5607891405779093
52.25,185.0,0.0090694122573588,0.9121252531601023
52.5,185.0,0.011656315992284338,0.8939513868989349
52.75,185.0,0.014575577850680088,0.5096490901187773
53.0,185.0,0.01781142620618348,0.9178115026157109
53.25,185.0,0.021345111345992596,0.8860548605208995
53.5,185.0,0.02515565341192849,0.8573812794421283
53.75,185.0,0.029221500427950464,0.9608128820062211
54.0,185.0,0.03352224772740098,0.6884516794839461
54.25,185.0,0.03803939100302722,0.8630771395086854
54.5,185.0,0.042755652159106705,0.9040994330124095
54.75,185.0,0.047653399651664596,0.3020837096568927
55.0,185.0,0.05271326547999189,0.9386716772210381
55.25,185.0,0.05791386921804753,0.9706218413339635
55.5,185.0,0.06323287210024364,0.8746319130384007
55.75,185.0,0.06864878670159047,0.9260827909827196
56.0,185.0,0.07414242530952808,0.7278458777312832
56.25,185.0,0.07969702494251574,0.8088337850255508
56.5,185.0,0.08529700517395478,0.9236066933158842
56.75,185.0,0.09092629881413583,0.8648411152553369
57.0,185.0,0.09656745096608343,0.9457669979154496
57.25,185.0,0.10220214098308256,0.9467450788042855
57.5,185.0,0.10781289708817887,0.7648867667863468
57.75,185.0,0.1133850005367305,0.8965528739980473
58.0,185.0,0.11890734387904967,0.8679506346646846
58.25,185.0,0.1243716093792101,0.7493633569930718
58.5,185.0,0.12977024911060764,0.9432575566290052
58.75,185.0,0.13509451994800703,0.7674486418083576
59.0,185.0,0.14033372087202345,0.9027632916317178
59.25,185.0,0.14547600425551743,0.9020809272498272
59.5,185.0,0.1505102042828278,0.8021089317859693
59.75,185.0,0.1554275153884339,0.8792460216942842
60.0,185.0,0.16022194441447601,0.9060579147297299
45.0,187.5,0.08618670216861124,0.9659696008709391
45.25,187.5,0.08016750667940642,0.21296790089996542
45.5,187.5,0.07418869862727862,0.9271031528630367
45.75,187.5,0.06826671186724442,0.9201481664080013
46.0,187.5,0.06241607612291811,0.8464668062935597
46.25,187.5,0.05665842818158595,0.9640824247036083
46.5,187.5,0.05102702436942497,0.9337478675452412
46.75,187.5,0.04556369046532238,0.9307723792743025
47.0,187.5,0.04031088327252397,0.9362399307896563
47.25,187.5,0.03530436952896654,0.5055704551802935
47.5,187.5,0.03057010721994058,0.9000979184714707
47.75,187.5,0.026125825586785778,0.9220511147829684
48.0,187.5,0.02198568587778338,0.5383625637638962
48.25,187.5,0.018165051350848782,0.973685296060533
48.5,187.5,0.014682434066889738,0.9026122259767799
48.75,187.5,0.011557916282371683,0.8667225112147305
49.0,187.5,0.008809928525011612,0.9160447157321789
49.25,187.5,0.006452740569103499,0.9226120765396881
49.5,187.5,0.004495780771334612,0.8846605077377162
49.75,187.5,0.0029446275643046915,0.9448268395326326
50.0,187.5,0.0018027336694208529,0.004837893163578522
50.25,187.5,0.0010726217544542171,0.9535298675667971
50.5,187.5,0.0007557551586855338,0.8932022474881728
50.75,187.5,0.0008513963481140419,0.8823336265835451
51.0,187.5,0.0013554988165888071,0.9096936130712365
51.25,187.5,0.0022604795128809974,0.8206850376824455
51.5,187.5,0.0035560597504190605,0.8768757523156285
51.75,187.5,0.005230743371182456,0.9726248678027788
52.0,187.5,0.007273068487776202,0.5559269226419563
52.25,187.5,0.009671785724871262,0.9119759247545307
52.5,187.5,0.012414805525597483,0.8944104225970257
52.75,187.5,0.015487653508947541,0.5076743237366368
53.0,187.5,0.018872503512110006,0.9190758578079758
53.25,187.5,0.022548494298815447,0.888084926295934
53.5,187.5,0.026493339028294982,0.8612279229399074
53.75,187.5,0.030685470811546045,0.9608162894387837
54.0,187.5,0.03510547327378344,0.6802611507610605
54.25,187.5,0.03973586977230936,0.8632395636580463
54.5,187.5,0.04455947402929861,0.9050264606366093
54.75,187.5,0.04955749366095197,0.2984138606990008
55.0,187.5,0.05470864991166402,0.9405926514245676
55.25,187.5,0.05998989788625031,0.973886198692784
55.5,187.5,0.06537839293800174,0.8780120309655235
55.75,187.5,0.07085352423153912,0.9255474739944252
56.0,187.5,0.07639765403195631,0.7281652398221873
56.25,187.5,0.0819950549037114,0.8096199722395863
56.5,187.5,0.0876298670032929,0.9248502676690582
56.75,187.5,0.09328456247044836,0.8553326240833162
57.0,187.5,0.09893999601670567,0.947081135725515
57.25,187.5,0.10457711855120344,0.9452599323338906
57.5,187.5,0.11017940151614458,0.7602129810408946
57.75,187.5,0.11573444761223006,0.8961605360744904
58.0,187.5,0.1212336508402847,0.8705904546906863
58.25,187.5,0.126670054790198,0.7506912706676817
58.5,187.5,0.13203576846286624,0.9442881561843524
58.75,187.5,0.1373204999158506,0.7572891588341194
59.0,187.5,0.1425119927368721,0.9026315471150748
59.25,187.5,0.1475980151735935,0.9006295943215237
59.5,187.5,0.15256863035229584,0.8012538443188879
59.75,187.5,0.15741727685481888,0.8792458018266505
60.0,187.5,0.16213997882958286,0.9067260978387757
45.0,190.0,0.08399783095794922,0.9645637493756629
45.25,190.0,0.0779672448991825,0.2155901717703267
45.5,190.0,0.07198200988438264,0.9264419408565576
45.75,190.0,0.066054356792689,0.9193852814513418
46.0,190.0,0.06020031120571456,0.8452648466222142
46.25,190.0,0.054447971172499554,0.9651655042752447
46.5,190.0,0.04883788721011639,0.9299584765603086
46.75,190.0,0.0434156713115843,0.9307035079776678
47.0,190.0,0.03822264962202082,0.9353725088206932
47.25,190.0,0.03329008490703167,0.5042647045590233
47.5,190.0,0.02863884607592737,0.9003587278715103
47.75,190.0,0.024283560940410842,0.9225502804409781
48.0,190.0,0.02023847088857955,0.5410521217961419
48.25,190.0,0.016521293225185918,0.9748146018608814
48.5,190.0,0.013152913481013884,0.9010508843421416
48.75,190.0,0.010154074209792197,0.8657144055105124
49.0,190.0,0.0075419542293583275,0.9158727648925716
49.25,190.0,0.005328562301969764,0.92094179817923
49.5,190.0,0.003521230175560053,0.8861726650178372
49.75,190.0,0.0021244302493461653,0.9462113536517425
50.0,190.0,0.0011415443414029003,0.003100258894150998
50.25,190.0,0.0005753082373631813,0.9534639116056607
50.5,190.0,0.0004267677872954456,0.8929798960625883
50.75,190.0,0.0006937877477470877,0.8802750361294088
51.0,190.0,0.0013703078450786332,0.9102724038410123
51.25,190.0,0.00244685730970029,0.8205254546199302
51.5,190.0,0.003912081665518152,0.8798289929194409
51.75,190.0,0.005754440401771199,0.9744050373900347
52.0,190.0,0.007962975821277363,0.5513109423237221
52.25,190.0,0.010526561438372495,0.9117141989690405
52.5,190.0,0.013432140248909819,0.8948938808718625
52.75,190.0,0.01666318079629492,0.5056840586799782
53.0,190.0,0.020199400532162515,0.9204042546238143
53.25,190.0,0.02401809481485684,0.890280162355634
53.5,190.0,0.028096533528196188,0.8650372879885511
53.75,190.0,0.03241409888333002,0.9606341583753258
54.0,190.0,0.03695277446369505,0.6722217111406468
54.25,190.0,0.041695681114301775,0.8633502537608087
54.5,190.0,0.04662476325248388,0.90600535776655
54.75,190.0,0.0517192135831519,0.29480809636055283
55.0,190.0,0.05695564644446627,0.942566617111562
55.25,190.0,0.06230999706288476,0.9772311541981101
55.5,190.0,0.06776006081566632,0.8814172420408513
55.75,190.0,0.0732869977584566,0.9249317279835539
56.0,190.0,0.07887471581804029,0.7287950862592247
56.25,190.0,0.08450762059404182,0.8104205213940662
56.5,190.0,0.0901684076354049,0.9261450546355378
56.75,190.0,0.09583744774681102,0.8456178409637755
57.0,190.0,0.10149426144305651,0.9482640803112473
57.25,190.0,0.10712032267364557,0.9435580265596625
57.5,190.0,0.11270149656119732,0.7553133610469565
57.75,190.0,0.1182284410853065,0.8957728042036439
58.0,190.0,0.12369459809738803,0.8733538941385954
58.25,190.0,0.12909306626585693,0.7520868327814416
58.5,190.0,0.13441430829152057,0.9453041569995434
58.75,190.0,0.1396459822335019,0.7472418039158415
59.0,190.0,0.1447748849135836,0.9023787645805824
59.25,190.0,0.1497897605423869,0.899154058008513
59.5,190.0,0.15468315360012297,0.799851866791533
59.75,190.0,0.15945108753464055,0.8793157114329414
60.0,190.0,0.1640908716414069,0.9073197291437146
45.0,192.5,0.0817110698617628,0.9630932591435195
45.25,192.5,0.07567484767328103,0.21845000138172677
45.5,192.5,0.06968562215870011,0.925730079726696
45.75,192.5,0.06375455545505093,0.9186189829852072
46.0,192.5,0.057903079515185474,0.8440318554497295
46.25,192.5,0.052167797162198215,0.9662328910592072
46.5,192.5,0.04659543238931774,0.926254278692066
46.75,192.5,0.041232336751020116,0.9302429740822356
47.0,192.5,0.036115855838614985,0.9344675147298654
47.25,192.5,0.03127140607311896,0.5033104467074081
47.5,192.5,0.02671526294028337,0.9006033820287717
47.75,192.5,0.022460789226385725,0.9230761254692593
48.0,192.5,0.018524188054557023,0.5438811300713277
48.25,192.5,0.014926140838839475,0.9758180641256594
48.5,192.5,0.011689065651309227,0.8994785912914612
48.75,192.5,0.008832962305425296,0.8643349707107748
49.0,192.5,0.006372713075657677,0.9156949724602024
49.25,192.5,0.004317788753457785,0.918913066945609
49.5,192.5,0.002673868087127107,0.8876986679132377
49.75,192.5,0.0014450535521852714,0.9476331678397449
50.0,192.5,0.0006350504520690192,0.0017424699379596786
50.25,192.5,0.00024650695419692337,0.9532290234731515
50.5,192.5,0.0002792869187951963,0.8927523731243582
50.75,192.5,0.0007291571317391554,0.878029134192282
51.0,192.5,0.0015878079028207592,0.91088094147144
51.25,192.5,0.0028442256342070538,0.8205022677548256
51.5,192.5,0.004486703204881981,0.882792097609397
51.75,192.5,0.006504263655132347,0.9761435203000031
52.0,192.5,0.00888645418569689,0.5469732198675623
52.25,192.5,0.011621598152877555,0.9113405845892981
52.5,192.5,0.014694738694606801,0.8953987217810981
52.75,192.5,0.018086658407130973,0.5036941231155524
53.0,192.5,0.02177469423614975,0.9217898267383481
53.25,192.5,0.0257351298235865,0.8926353649803713
53.5,192.5,0.029945945258282647,0.8687668547886379
53.75,192.5,0.03438818260166032,0.9602644093056354
