environment_id,depth_m,sound_speed_mps,evidence_status,water_depth_m,deep_endpoint_speed_mps,note
E_D3900_C1529,0.0,1538.81,WOA23_DERIVED_CHECKPOINT,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,675.0,1487.2875755377745,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,700.0,1486.84,WOA23_DERIVED_CHECKPOINT,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,725.0,1486.4557869370017,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,750.0,1486.0836055891673,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,775.0,1485.7275307908383,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,800.0,1485.3916373763564,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,825.0,1485.0800001800635,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,850.0,1484.7966940363006,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,875.0,1484.5457937794104,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,900.0,1484.331374243734,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,925.0,1484.157510263613,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,950.0,1484.0282766733892,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,975.0,1483.9477483074045,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,1000.0,1483.92,WOA23_DERIVED_CHECKPOINT,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,1100.0,1483.9498954510561,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,1180.0,1484.0,INDEPENDENT_SCS_OBSERVED_CROSSCHECK,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,1200.0,1484.0160304177036,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,1300.0,1484.1700703719926,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,1400.0,1484.4467960138884,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,1500.0,1484.845579040644,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,1600.0,1485.365791149513,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,1700.0,1486.0068040377494,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,1800.0,1486.7679894026064,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,1900.0,1487.6487189413376,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,2000.0,1488.6483643511963,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,2100.0,1489.7662973294364,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,2200.0,1491.0018895733112,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,2300.0,1492.3545127800746,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,2400.0,1493.8235386469798,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,2500.0,1495.4083388712804,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,2600.0,1497.1082851502301,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,2700.0,1498.9227491810825,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,2800.0,1500.8511026610906,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,2900.0,1502.8927172875087,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,3000.0,1505.04696475759,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,3100.0,1507.3132167685878,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,3200.0,1509.6908450177561,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,3300.0,1512.1792212023481,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,3400.0,1514.7777170196177,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,3500.0,1517.4857041668179,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,3600.0,1520.302554341203,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,3700.0,1523.227639240026,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,3800.0,1526.2603305605405,DERIVED_DIAGNOSTIC_INTERPOLATION,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D3900_C1529,3900.0,1529.4,INDEPENDENT_SCS_DEEP_ENDPOINT_CROSSCHECK,3900.0,1529.4,bathymetry-low diagnostic; deep endpoint constrained by independent observed SCS mean
E_D4100_C1529,0.0,1538.81,WOA23_DERIVED_CHECKPOINT,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,25.0,1534.6371478114265,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,50.0,1530.4959655923758,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,75.0,1526.7643005771367,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,100.0,1523.82,WOA23_DERIVED_CHECKPOINT,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,125.0,1521.4214507679321,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,150.0,1519.0770036229874,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,175.0,1516.7894515520836,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,200.0,1514.5615875421402,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,225.0,1512.396204580076,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,250.0,1510.2960956528102,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,275.0,1508.2640537472612,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,300.0,1506.302871850348,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,325.0,1504.4153429489895,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,350.0,1502.6042600301046,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,375.0,1500.8724160806116,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,400.0,1499.2226040874302,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,425.0,1497.657617037479,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,450.0,1496.180247917677,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,475.0,1494.7932897149424,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,500.0,1493.4995354161947,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,525.0,1492.3017780083526,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,550.0,1491.2028104783349,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,575.0,1490.2054258130609,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,600.0,1489.3124169994487,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,625.0,1488.526577024418,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,650.0,1487.8506988748868,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,675.0,1487.2875755377745,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,700.0,1486.84,WOA23_DERIVED_CHECKPOINT,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,725.0,1486.4557869370017,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,750.0,1486.0836055891673,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,775.0,1485.7275307908383,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,800.0,1485.3916373763564,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,825.0,1485.0800001800635,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,850.0,1484.7966940363006,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,875.0,1484.5457937794104,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,900.0,1484.331374243734,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,925.0,1484.157510263613,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,950.0,1484.0282766733892,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,975.0,1483.9477483074045,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,1000.0,1483.92,WOA23_DERIVED_CHECKPOINT,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,1100.0,1483.9499461312523,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,1180.0,1484.0,INDEPENDENT_SCS_OBSERVED_CROSSCHECK,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,1200.0,1484.0156464533475,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,1300.0,1484.1575209850077,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,1400.0,1484.405132928339,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,1500.0,1484.7580281517016,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,1600.0,1485.2157525234563,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,1700.0,1485.777851911964,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,1800.0,1486.4438721855859,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,1900.0,1487.213359212682,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,2000.0,1488.0858588616134,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,2100.0,1489.0609170007408,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,2200.0,1490.1380794984245,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,2300.0,1491.3168922230261,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,2400.0,1492.596901042906,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,2500.0,1493.9776518264248,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,2600.0,1495.4586904419432,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,2700.0,1497.0395627578223,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,2800.0,1498.7198146424225,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,2900.0,1500.4989919641046,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,3000.0,1502.3766405912297,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,3100.0,1504.3523063921582,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,3200.0,1506.425535235251,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,3300.0,1508.5958729888687,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,3400.0,1510.862865521372,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,3500.0,1513.2260587011222,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,3600.0,1515.684998396479,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,3700.0,1518.2392304758043,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,3800.0,1520.8883008074583,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,3900.0,1523.6317552598018,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,4000.0,1526.4691397011954,DERIVED_DIAGNOSTIC_INTERPOLATION,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4100_C1529,4100.0,1529.4,INDEPENDENT_SCS_DEEP_ENDPOINT_CROSSCHECK,4100.0,1529.4,central diagnostic; NOT site-specific bathymetry
E_D4300_C1529,0.0,1538.81,WOA23_DERIVED_CHECKPOINT,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,25.0,1534.6371478114265,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,50.0,1530.4959655923758,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,75.0,1526.7643005771367,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,100.0,1523.82,WOA23_DERIVED_CHECKPOINT,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,125.0,1521.4214507679321,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,150.0,1519.0770036229874,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,175.0,1516.7894515520836,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,200.0,1514.5615875421402,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,225.0,1512.396204580076,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,250.0,1510.2960956528102,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,275.0,1508.2640537472612,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,300.0,1506.302871850348,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,325.0,1504.4153429489895,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,350.0,1502.6042600301046,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,375.0,1500.8724160806116,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,400.0,1499.2226040874302,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
E_D4300_C1529,425.0,1497.657617037479,DERIVED_DIAGNOSTIC_INTERPOLATION,4300.0,1529.4,bathymetry-high diagnostic; near regional ~4305 m experiment
