cluster_id_4001,cluster_id_8001,k_center_4001,k_center_8001,k_span_4001,k_span_over_dkr,n_modes_4001,n_modes_8001,E_C_norm_4001,E_C_norm_8001,principal_angle_max_deg,subspace_overlap,cluster_converged,delta_k_center,converged_energy_fraction,f_hz,alpha
14,14,1.1635249202110518,1.1638223041980795,0.0024455381537238363,0.9341267656439424,6,6,0.03986767024995275,0.03969331077082977,89.986437304281,0.00023671369353235087,False,0.00029738398702772173,0.16017600829569517,283.0,1.0
15,15,1.1665703471919968,1.1666384872969908,0.002320497168339264,0.8863646274526557,6,7,0.04382281844919609,0.046563616642454335,89.8564865450734,0.0025047796902427015,False,6.81401049940078e-05,0.16017600829569517,283.0,1.0
16,16,1.1699493092403497,1.170027012112583,0.0022890301288041037,0.8743451037250825,8,9,0.06777036123871925,0.07080391064124428,89.89658130069182,0.0018049958309404395,False,7.770287223340944e-05,0.16017600829569517,283.0,1.0
17,17,1.1729077499002143,1.1731505625466814,0.0024805650004220414,0.9475060355470017,9,10,0.08788921786493671,0.1056369303121268,89.93654262371733,0.0011075399243833082,False,0.00024281264646708323,0.16017600829569517,283.0,1.0
18,18,1.1758621036045005,1.1760932837627835,0.00256178294377829,0.9785290047139726,12,12,0.18352303271140494,0.20546103751559264,89.99999985784063,2.4811490844790084e-09,False,0.00023118015828305083,0.16017600829569517,283.0,1.0
19,19,1.177598398569831,1.1776647100669333,0.0007369005230990489,0.2814752659637209,7,6,0.33839890109324766,0.2945194281826013,89.98344012115803,0.0002890244054998482,False,6.631149710223383e-05,0.16017600829569517,283.0,1.0
0,0,1.3409478468778948,1.3418797034046572,0.0,0.0,1,1,0.003819034404883804,0.003822763070568841,82.30470439847088,0.13390481806870913,False,0.0009318565267624201,0.8375523055950572,338.0,0.5
1,1,1.3459526051430468,1.3467636156058949,0.0002992773094840917,0.1143155115831268,2,2,0.007737495556132614,0.007818162101083161,68.03973343200126,0.37396352066236677,False,0.0008110104628480386,0.8375523055950572,338.0,0.5
2,2,1.3506778629928067,1.3513821069023213,0.0002913658346876957,0.11129355081274273,2,2,0.008044757337599778,0.008094840753331094,61.7436773998482,0.4734168707630743,False,0.0007042439095146236,0.8375523055950572,338.0,0.5
3,3,1.3551339665453288,1.3558830682544627,0.0005672259315341321,0.21666434604854912,3,2,0.01212735367293114,0.008392372762370117,66.81372555902848,0.3937217137233046,False,0.0007491017091338925,0.8375523055950572,338.0,0.5
4,4,1.3594693301999135,1.3601292110945646,0.0002757565133888473,0.10533122926949154,2,3,0.008687350556968199,0.012573451650449695,49.52805862049526,0.6490755880253117,False,0.000659880894651188,0.8375523055950572,338.0,0.5
5,5,1.3636817803796213,1.3641295137088036,0.000535554434292651,0.2045667252299018,3,3,0.01298765347667982,0.013089273774381778,35.09110371919516,0.818238988277886,False,0.00044773332918235376,0.8375523055950572,338.0,0.5
6,6,1.3675094939310866,1.3678922995998395,0.0007805452717106753,0.29814633191942524,4,4,0.017242244014990415,0.017313599451970654,30.269267489555293,0.8636660466812331,False,0.000382805668752928,0.8375523055950572,338.0,0.5
7,7,1.3712263342759379,1.3715507451993865,0.0005048758390697738,0.19284836504549466,3,3,0.014195809022414884,0.014245995610648234,26.818415238431875,0.892440857359848,False,0.00032441092344859257,0.8375523055950572,338.0,0.5
8,8,1.3747071718099315,1.3749811025909604,0.0004895911205478054,0.1870100326297998,3,3,0.01485185757681323,0.014894183875486824,23.232280909863896,0.9189132432995069,True,0.000273930781028886,0.8375523055950572,338.0,0.5
9,9,1.3779609973621505,1.378191448170588,0.0007117357601647001,0.2718630345731513,4,4,0.019520049970355873,0.019616942280362606,19.483582647003455,0.9427371003645567,True,0.00023045080843742127,0.8375523055950572,338.0,0.5
10,10,1.3809968703204851,1.3811899985206577,0.0006893335163307146,0.26330600775108237,4,4,0.020198614078109557,0.020436440484951354,16.6248786430339,0.9581984341712836,True,0.00019312820017258758,0.8375523055950572,338.0,0.5
11,11,1.3839342253612519,1.3840942511757794,0.0006662470611078497,0.2544876314298296,4,4,0.021370288511124207,0.021550703315067612,14.012061318818741,0.9702447778655232,True,0.0001600258145275646,0.8375523055950572,338.0,0.5
12,12,1.3867698255809335,1.3866884026130069,0.0006423455436779246,0.24535792427854242,4,4,0.02232500725665677,0.02218205146862942,89.57746739502743,0.007374518310119737,False,8.142296792668091e-05,0.8375523055950572,338.0,0.5
13,13,1.3892936417403672,1.3891960233527336,0.0006194125641054704,0.2365981713374667,4,4,0.023481186407818332,0.023484234955540056,89.61275411476736,0.00675866425560372,False,9.76183876335579e-05,0.8375523055950572,338.0,0.5
14,14,1.3915249304672663,1.3916132824851895,0.000597501610479112,0.22822880355148534,4,4,0.02523681365512667,0.025336652599019148,8.083907318334361,0.9900631936340305,True,8.83520179231212e-05,0.8375523055950572,338.0,0.5
15,15,1.3936740336468112,1.3937457694140019,0.0005745485252039995,0.21946137079769984,4,4,0.0268086713532138,0.026887644825590466,6.652812073749099,0.993266400929636,True,7.173576719066155e-05,0.8375523055950572,338.0,0.5
16,16,1.395644581849967,1.3956114205327441,0.0007352274699774508,0.2808362067452625,5,4,0.03162649673883027,0.02828119807244048,5.503389947781608,0.99539052583909,True,3.316131722286286e-05,0.8375523055950572,338.0,0.5
17,17,1.3973562067722012,1.3974032911223428,0.0005291938717320033,0.2021371692962082,4,4,0.029943662788755338,0.030433451754620786,4.499430919026861,0.9969181129661097,True,4.708435014166845e-05,0.8375523055950572,338.0,0.5
18,18,1.399078766883771,1.3989484652223032,0.0005039936567901027,0.19251139623625207,4,4,0.03179980269786694,0.03176964421409373,89.80476220884347,0.0034075356856487827,False,0.00013030166146776878,0.8375523055950572,338.0,0.5
19,19,1.4005986036718832,1.4006280055800113,0.0012654160604066433,0.48335333059581537,5,5,0.04016755154104968,0.04142854954169961,3.777101354380325,0.9978278754164908,True,2.940190812816823e-05,0.8375523055950572,338.0,0.5
20,20,1.4021688355102802,1.4021909565289512,0.001187498109867846,0.45359086583460084,6,6,0.06284219856555541,0.06298829148173139,3.754329972631581,0.9978539777256117,True,2.2121018671050763e-05,0.8375523055950572,338.0,0.5
21,21,1.4035604136706163,1.4035766259191045,0.0012173008107321248,0.46497465901869456,5,5,0.0485903007390789,0.048607354096661434,3.967867966437516,0.9976030134998005,True,1.6212248488134406e-05,0.8375523055950572,338.0,0.5
22,22,1.4048399140212409,1.4048517701206762,0.0012253252815568327,0.4680397810925721,6,6,0.11821828324586695,0.11837569733783529,3.872584546243667,0.9977167092550921,True,1.1856099435325618e-05,0.8375523055950572,338.0,0.5
23,23,1.4063010561244786,1.406309915942452,0.0012267121974083306,0.46856954392477623,9,9,0.3781775168311774,0.3783765005214663,3.073508280923798,0.998561567887375,True,8.8598179732724e-06,0.8375523055950572,338.0,0.5
0,0,1.3409478468778948,1.3418797034046572,0.0,0.0,1,1,0.003819034404883804,0.003822763070568841,82.30470439847088,0.13390481806870913,False,0.0009318565267624201,0.07594081013640284,338.0,1.0
1,1,1.3459526051430468,1.3467636156058949,0.0002992773094840917,0.1143155115831268,2,2,0.007737495556132614,0.007818162101083161,68.03973343200126,0.37396352066236677,False,0.0008110104628480386,0.07594081013640284,338.0,1.0
2,2,1.3506778629928067,1.3513821069023213,0.0002913658346876957,0.11129355081274273,2,2,0.008044757337599778,0.008094840753331094,61.7436773998482,0.4734168707630743,False,0.0007042439095146236,0.07594081013640284,338.0,1.0
3,3,1.3551339665453288,1.3558830682544627,0.0005672259315341321,0.21666434604854912,3,2,0.01212735367293114,0.008392372762370117,66.81372555902848,0.3937217137233046,False,0.0007491017091338925,0.07594081013640284,338.0,1.0
4,4,1.3594693301999135,1.3601292110945646,0.0002757565133888473,0.10533122926949154,2,3,0.008687350556968199,0.012573451650449695,49.52805862049526,0.6490755880253117,False,0.000659880894651188,0.07594081013640284,338.0,1.0
5,5,1.3636817803796213,1.3641295137088036,0.000535554434292651,0.2045667252299018,3,3,0.01298765347667982,0.013089273774381778,35.09110371919516,0.818238988277886,False,0.00044773332918235376,0.07594081013640284,338.0,1.0
6,6,1.3675094939310866,1.3678922995998395,0.0007805452717106753,0.29814633191942524,4,4,0.017242244014990415,0.017313599451970654,30.269267489555293,0.8636660466812331,False,0.000382805668752928,0.07594081013640284,338.0,1.0
7,7,1.3712263342759379,1.3715507451993865,0.0005048758390697738,0.19284836504549466,3,3,0.014195809022414884,0.014245995610648234,26.818415238431875,0.892440857359848,False,0.00032441092344859257,0.07594081013640284,338.0,1.0
8,8,1.3747071718099315,1.3749811025909604,0.0004895911205478054,0.1870100326297998,3,3,0.01485185757681323,0.014894183875486824,23.232280909863896,0.9189132432995069,True,0.000273930781028886,0.07594081013640284,338.0,1.0
9,9,1.3779609973621505,1.378191448170588,0.0007117357601647001,0.2718630345731513,4,4,0.019520049970355873,0.019616942280362606,19.483582647003455,0.9427371003645567,True,0.00023045080843742127,0.07594081013640284,338.0,1.0
10,10,1.3809968703204851,1.3811899985206577,0.0006893335163307146,0.26330600775108237,4,4,0.020198614078109557,0.020436440484951354,16.6248786430339,0.9581984341712836,True,0.00019312820017258758,0.07594081013640284,338.0,1.0
11,11,1.3839342253612519,1.3845492345501806,0.0006662470611078497,0.2544876314298296,4,5,0.021370288511124207,0.025421647331831373,14.012061318818768,0.9702447778655231,True,0.0006150091889287612,0.07594081013640284,338.0,1.0
12,12,1.387212582535854,1.3876731928956647,0.0025352698741667457,0.9684017581094523,5,5,0.028238944971992083,0.028636130842793844,89.98468113618887,0.0002673646079835287,False,0.00046061035981059817,0.07594081013640284,338.0,1.0
13,13,1.390411222754355,1.3908759502129346,0.0024341228431239426,0.9297664381825766,6,6,0.0372425493876437,0.038495864163631016,89.99460532883124,9.415477381824636e-05,False,0.00046472745857961684,0.07594081013640284,338.0,1.0
14,14,1.393303895307222,1.394678594973373,0.002137609092281778,0.8165065282435787,5,8,0.032370184313179784,0.055168842898030944,89.99899034746683,1.76217610040318e-05,False,0.0013746996661510025,0.07594081013640284,338.0,1.0
15,15,1.3964053040376265,1.398175878172323,0.002344188760535326,0.8954141490711853,9,8,0.06157015952758561,0.06220309596871451,89.99999999161344,1.4637319124076717e-10,False,0.001770574134696501,0.07594081013640284,338.0,1.0
16,16,1.3999231206549443,1.4014805242794333,0.0025914313843022896,0.989853874788438,9,11,0.07196735423891662,0.10441684102343099,89.99999997404157,4.5306016383732144e-10,False,0.0015574036244889733,0.07594081013640284,338.0,1.0
17,17,1.4028013710377056,1.4042721591199616,0.0025476578571570485,0.9731336190562803,11,11,0.11143249930463431,0.16698305143449674,89.99999999990396,1.6763764376326293e-12,False,0.0014707880822559805,0.07594081013640284,338.0,1.0
18,18,1.4057165992831837,1.406309915942452,0.0025740887621827913,0.9832294811008548,15,9,0.4963958000770445,0.3783765005214663,89.9999999994705,9.241537993484138e-12,False,0.000593316659268206,0.07594081013640284,338.0,1.0
