cluster_id_4001,cluster_id_8001,k_center_4001,k_center_8001,k_span_4001,k_span_8001,n_modes_4001,n_modes_8001,principal_angle_max_deg,subspace_overlap,cluster_converged,E_C_norm_4001,E_C_norm_8001,delta_k_center,f_hz,L_m,alpha
5,5,0.788756979244882,0.7890441882392737,0.0009679283017257623,0.0009574144171697885,4,4,20.2122548913423,0.9384191460815329,True,0.01804683810924745,0.017946723365754223,0.0002872089943917189,201.0,1200.0,0.5
6,6,0.7831662933672365,0.7835173286817003,0.0010051764659589901,0.000993145416020913,4,4,23.901785407385837,0.9142413300772301,True,0.017077335686714306,0.01723048552355889,0.0003510353144637879,201.0,1200.0,0.5
7,7,0.7768441520342074,0.7774464003369539,0.0006968324949556681,0.0010304128336741103,3,4,44.44908223451366,0.7138730533312527,False,0.012817348967686134,0.016519784819036258,0.0006022483027464665,201.0,1200.0,0.5
8,8,0.7702755860247721,0.7709755138666275,0.001084985074607081,0.0007121668946057369,4,3,42.046277496178206,0.7426041299036492,False,0.015839059825172194,0.012277892269314928,0.0006999278418554633,201.0,1200.0,0.5
9,9,0.7634630906625874,0.7640878503941838,0.00074967738345455,0.0007378341317701986,3,3,38.00084701863813,0.7880016520344524,False,0.011751544669601576,0.01171796813535188,0.0006247597315963693,201.0,1200.0,0.5
10,10,0.7560187580950457,0.7569571832923107,0.000388695577476339,0.0007633379697934428,2,3,43.09076306764674,0.7302724210327651,False,0.007712012220023507,0.011313855024112099,0.0009384251972649471,201.0,1200.0,0.5
11,11,0.7481027040457595,0.7493875903817838,0.0004029142041829248,0.00039470868658852964,2,2,67.4658808158667,0.38323352744481864,False,0.007391214979034924,0.007418579153593539,0.0012848863360243046,201.0,1200.0,0.5
12,12,0.740110476307754,0.7415638586820101,0.0,0.0,1,1,46.77190130530906,0.6849045205536386,False,0.0035834130185803384,0.0035893248213330546,0.0014533823742561847,201.0,1200.0,0.5
0,0,0.8180512748690772,0.8162391625873295,0.05399297108543921,0.059727102905218765,90,93,89.99999052254996,1.654127077479616e-07,False,0.9409054063199014,0.9536823805962944,0.001812112281747713,201.0,1200.0,1.0
1,1,0.7768441520342074,0.7709755138666275,0.0006968324949556681,0.0007121668946057369,3,3,89.9999989688973,1.7996137041931597e-08,False,0.01281734896768613,0.012277892269314928,0.005868638167579876,201.0,1200.0,1.0
2,2,0.7702755860247721,0.7640878503941838,0.001084985074607081,0.0007378341317701986,4,3,89.9999992305984,1.3428591141127992e-08,False,0.01583905982517219,0.01171796813535188,0.006187735630588276,201.0,1200.0,1.0
3,3,0.7634630906625874,0.7569571832923107,0.00074967738345455,0.0007633379697934428,3,3,89.99999808614238,3.3403116681450356e-08,False,0.011751544669601573,0.011313855024112099,0.006505907370276787,201.0,1200.0,1.0
4,4,0.7560187580950457,0.7493875903817838,0.000388695577476339,0.00039470868658852964,2,2,89.99999669727568,5.764341365983096e-08,False,0.007712012220023506,0.007418579153593539,0.006631167713261887,201.0,1200.0,1.0
5,5,0.7481027040457595,0.7415638586820101,0.0004029142041829248,0.0,2,1,89.99741070901803,4.5191652912226e-05,False,0.007391214979034923,0.0035893248213330546,0.006538845363749379,201.0,1200.0,1.0
0,0,0.8102380210571026,0.809777550502158,0.09654583695624186,0.09509409534201951,105,105,89.98900428239432,0.00019191147466062196,False,1.0,1.0,0.0004604705549445809,201.0,1200.0,1.5
0,0,0.8324044768781707,0.8333505143851961,0.009763087351711608,0.00760242971836067,38,32,89.99999810192017,3.312774271733339e-08,False,0.6540941289155097,0.6116950238093675,0.0009460375070254878,201.0,2400.0,0.5
1,2,0.8250364876012695,0.8250630214715015,0.0008435615692496956,0.0008406707316488404,5,5,2.4228228346667398,0.9991060703537552,True,0.03641656933897908,0.03634157538491167,2.653387023199283e-05,201.0,2400.0,0.5
2,3,0.82221020466464,0.8222472723796062,0.0008951276658937246,0.0008915238453728325,5,5,3.2949074594114176,0.9983469290534529,True,0.033510024709439215,0.033540406561447536,3.7067714966143583e-05,201.0,2400.0,0.5
3,4,0.8192214479810268,0.8192714896371364,0.0009436810303241616,0.0009392885424818198,5,5,4.335191313619169,0.9971388931797794,True,0.03143984612185535,0.03143335129418331,5.004165610955624e-05,201.0,2400.0,0.5
4,5,0.8158309049995343,0.815897930376253,0.0009933868899760778,0.000988059924098339,5,5,5.650823505686784,0.9951404487604794,True,0.02924762025404844,0.029239390316070046,6.702537671876563e-05,201.0,2400.0,0.5
5,6,0.8122702072256518,0.8123576425915949,0.001040993958407399,0.0010346434617021227,5,5,7.175852096878909,0.9921674361956736,True,0.027745270625817758,0.027725228965532377,8.743536594313372e-05,201.0,2400.0,0.5
6,7,0.8082737727684671,0.8083872340926345,0.0010901598567382154,0.0010826128257359624,5,5,9.049080834467711,0.9875539729984312,True,0.026201916453238987,0.0261898944414275,0.000113461324167341,201.0,2400.0,0.5
7,8,0.8038110791791029,0.8039574726340272,0.0011409359035611244,0.0011319971924197425,5,5,11.326711614937516,0.9805232007872965,True,0.024677418953218233,0.02458501452626818,0.00014639345492428735,201.0,2400.0,0.5
8,9,0.7991481163741811,0.7994809213474353,0.0011903468997110922,0.0008838147760057424,5,4,59.877969400330805,0.5018433564233244,False,0.02354193122382983,0.0198866976029902,0.0003328049732541638,201.0,2400.0,0.5
9,10,0.7941351056071575,0.7945199219732972,0.0009301305157195516,0.001226590844132347,4,5,58.78878602648844,0.518194411993213,False,0.01890650592800305,0.022477093000553505,0.0003848163661397397,201.0,2400.0,0.5
10,11,0.788756979244882,0.7890441882392737,0.0009679283017257623,0.0009574144171697885,4,4,20.2122548913423,0.9384191460815329,True,0.018046838109247447,0.017946723365754223,0.0002872089943917189,201.0,2400.0,0.5
11,12,0.7831662933672365,0.7835173286817003,0.0010051764659589901,0.000993145416020913,4,4,23.901785407385837,0.9142413300772301,True,0.017077335686714303,0.01723048552355889,0.0003510353144637879,201.0,2400.0,0.5
12,13,0.7768441520342074,0.7774464003369539,0.0006968324949556681,0.0010304128336741103,3,4,44.44908223451366,0.7138730533312527,False,0.01281734896768613,0.016519784819036258,0.0006022483027464665,201.0,2400.0,0.5
13,14,0.7702755860247721,0.7709755138666275,0.001084985074607081,0.0007121668946057369,4,3,42.046277496178206,0.7426041299036492,False,0.01583905982517219,0.012277892269314928,0.0006999278418554633,201.0,2400.0,0.5
14,15,0.7634630906625874,0.7640878503941838,0.00074967738345455,0.0007378341317701986,3,3,38.00084701863813,0.7880016520344524,False,0.011751544669601573,0.01171796813535188,0.0006247597315963693,201.0,2400.0,0.5
15,16,0.7560187580950457,0.7569571832923107,0.000388695577476339,0.0007633379697934428,2,3,43.09076306764674,0.7302724210327651,False,0.007712012220023506,0.011313855024112099,0.0009384251972649471,201.0,2400.0,0.5
16,17,0.7481027040457595,0.7493875903817838,0.0004029142041829248,0.00039470868658852964,2,2,67.4658808158667,0.38323352744481864,False,0.007391214979034923,0.007418579153593539,0.0012848863360243046,201.0,2400.0,0.5
17,18,0.740110476307754,0.7415638586820101,0.0,0.0,1,1,46.77190130530906,0.6849045205536386,False,0.0035834130185803375,0.0035893248213330546,0.0014533823742561847,201.0,2400.0,0.5
0,0,0.8270510537100176,0.8270639293983936,0.024907437145124445,0.02481844821305179,63,62,7.336414427295417,0.9918134861476964,True,0.8124534599656495,0.8088466873167057,1.2875688375935113e-05,201.0,2400.0,1.0
1,1,0.8082737727684671,0.8083872340926345,0.0010901598567382154,0.0010826128257359624,5,5,9.049080834467711,0.9875539729984312,True,0.026201916453238994,0.0261898944414275,0.000113461324167341,201.0,2400.0,1.0
2,2,0.8038110791791029,0.8039574726340272,0.0011409359035611244,0.0011319971924197425,5,5,11.326711614937516,0.9805232007872965,True,0.024677418953218237,0.02458501452626818,0.00014639345492428735,201.0,2400.0,1.0
3,3,0.7991481163741811,0.7994809213474353,0.0011903468997110922,0.0008838147760057424,5,4,59.877969400330805,0.5018433564233244,False,0.023541931223829835,0.0198866976029902,0.0003328049732541638,201.0,2400.0,1.0
4,4,0.7941351056071575,0.7945199219732972,0.0009301305157195516,0.001226590844132347,4,5,58.78878602648844,0.518194411993213,False,0.018906505928003053,0.022477093000553505,0.0003848163661397397,201.0,2400.0,1.0
5,5,0.788756979244882,0.7890441882392737,0.0009679283017257623,0.0009574144171697885,4,4,20.2122548913423,0.9384191460815329,True,0.01804683810924745,0.017946723365754223,0.0002872089943917189,201.0,2400.0,1.0
6,6,0.7831662933672365,0.7835173286817003,0.0010051764659589901,0.000993145416020913,4,4,23.901785407385837,0.9142413300772301,True,0.017077335686714306,0.01723048552355889,0.0003510353144637879,201.0,2400.0,1.0
7,7,0.7768441520342074,0.7774464003369539,0.0006968324949556681,0.0010304128336741103,3,4,44.44908223451366,0.7138730533312527,False,0.012817348967686134,0.016519784819036258,0.0006022483027464665,201.0,2400.0,1.0
8,8,0.7702755860247721,0.7709755138666275,0.001084985074607081,0.0007121668946057369,4,3,42.046277496178206,0.7426041299036492,False,0.015839059825172194,0.012277892269314928,0.0006999278418554633,201.0,2400.0,1.0
9,9,0.7634630906625874,0.7640878503941838,0.00074967738345455,0.0007378341317701986,3,3,38.00084701863813,0.7880016520344524,False,0.011751544669601576,0.01171796813535188,0.0006247597315963693,201.0,2400.0,1.0
10,10,0.7560187580950457,0.7569571832923107,0.000388695577476339,0.0007633379697934428,2,3,43.09076306764674,0.7302724210327651,False,0.007712012220023507,0.011313855024112099,0.0009384251972649471,201.0,2400.0,1.0
11,11,0.7481027040457595,0.7493875903817838,0.0004029142041829248,0.00039470868658852964,2,2,67.4658808158667,0.38323352744481864,False,0.007391214979034924,0.007418579153593539,0.0012848863360243046,201.0,2400.0,1.0
12,12,0.740110476307754,0.7415638586820101,0.0,0.0,1,1,46.77190130530906,0.6849045205536386,False,0.0035834130185803384,0.0035893248213330546,0.0014533823742561847,201.0,2400.0,1.0
0,0,0.8225689900684597,0.8211137092788879,0.03810413328395523,0.042752048918633045,78,81,89.99685656485262,5.486329311730607e-05,False,0.8868747265959365,0.9019853868879452,0.0014552807895718,201.0,2400.0,1.5
1,1,0.7941351056071575,0.7890441882392737,0.0009301305157195516,0.0009574144171697885,4,4,89.99999986290588,2.3927438967114944e-09,False,0.018906505928003053,0.017946723365754227,0.005090917367883807,201.0,2400.0,1.5
2,2,0.788756979244882,0.7835173286817003,0.0009679283017257623,0.000993145416020913,4,4,89.99999970909715,5.077212561025331e-09,False,0.01804683810924745,0.017230485523558894,0.0052396505631816526,201.0,2400.0,1.5
3,3,0.7831662933672365,0.7774464003369539,0.0010051764659589901,0.0010304128336741103,4,4,89.99999951461234,8.471612893882393e-09,False,0.017077335686714306,0.01651978481903626,0.005719893030282641,201.0,2400.0,1.5
4,4,0.7768441520342074,0.7709755138666275,0.0006968324949556681,0.0007121668946057369,3,3,89.9999989688973,1.7996137041931597e-08,False,0.012817348967686134,0.012277892269314932,0.005868638167579876,201.0,2400.0,1.5
5,5,0.7702755860247721,0.7640878503941838,0.001084985074607081,0.0007378341317701986,4,3,89.9999992305984,1.3428591141127992e-08,False,0.015839059825172194,0.011717968135351883,0.006187735630588276,201.0,2400.0,1.5
6,6,0.7634630906625874,0.7569571832923107,0.00074967738345455,0.0007633379697934428,3,3,89.99999808614238,3.3403116681450356e-08,False,0.011751544669601576,0.0113138550241121,0.006505907370276787,201.0,2400.0,1.5
7,7,0.7560187580950457,0.7493875903817838,0.000388695577476339,0.00039470868658852964,2,2,89.99999669727568,5.764341365983096e-08,False,0.007712012220023507,0.0074185791535935405,0.006631167713261887,201.0,2400.0,1.5
8,8,0.7481027040457595,0.7415638586820101,0.0004029142041829248,0.0,2,1,89.99741070901803,4.5191652912226e-05,False,0.007391214979034924,0.0035893248213330555,0.006538845363749379,201.0,2400.0,1.5
0,0,0.9578528540641983,0.957334362176212,0.06239295484433427,0.06184038717029039,92,94,89.99994108083045,1.0283335013676867e-06,False,0.9801722909219344,0.9803715420530885,0.0005184918879862499,235.0,600.0,0.5
1,1,0.9098055100052878,0.9106320126831559,0.0003474198514418214,0.0006820692746897228,2,3,41.59414173627485,0.7478659703827834,False,0.008166336964222516,0.011868694023701777,0.0008265026778681017,235.0,600.0,0.5
2,2,0.9034501600899365,0.9043980667672588,0.0003587207615863841,0.0,2,1,39.701335959465766,0.7693846607579444,False,0.007852417628883907,0.003970752768633725,0.0009479066773222522,235.0,600.0,0.5
3,3,0.896706836417571,0.8976115739403668,0.0,0.0,1,1,73.84130556627942,0.2782987404710919,False,0.003808954484959176,0.0037890111545760205,0.000904737522795851,235.0,600.0,0.5
0,0,0.9551101108300439,0.9547811689224345,0.08147494750433604,0.08057282824416612,97,99,89.9985123315901,2.5964711927746614e-05,False,1.0,1.0,0.00032894190760945907,235.0,600.0,1.0
0,0,0.9551101108300439,0.9547811689224345,0.08147494750433604,0.08057282824416612,97,99,89.9985123315901,2.5964711927746614e-05,False,1.0,1.0,0.00032894190760945907,235.0,600.0,1.5
0,0,0.968272749561949,0.968307003632211,0.024969346061139097,0.02486059019652731,63,63,9.870752750991286,0.9851969608706452,True,0.8421325768338959,0.8354955244385356,3.4254070262029757e-05,235.0,1200.0,0.5
1,1,0.9500201110967212,0.9501565019433891,0.0007797442536061627,0.0007733376107470491,4,4,11.134323376251091,0.9811771564969504,True,0.021972416722300905,0.021820799813693552,0.0001363908466678332,235.0,1200.0,0.5
2,2,0.9460407949455036,0.9462117725113381,0.0008118279117208527,0.0008043870887847193,4,4,13.608192742254372,0.971927367594521,True,0.020819768093809397,0.02066154298569678,0.00017097756583450696,235.0,1200.0,0.5
3,3,0.941903255914369,0.9421141860784163,0.0008430615742450742,0.0008345084365095623,4,4,16.359575646265966,0.9595129384047072,True,0.019704385557758733,0.019628319862461715,0.00021093016404738485,235.0,1200.0,0.5
4,4,0.9373198108058227,0.9375797142643665,0.0008756131113231147,0.0008657863531349452,4,4,19.59663921027449,0.9420771276977787,True,0.01887691754432862,0.01878208645634669,0.0002599034585437643,235.0,1200.0,0.5
5,5,0.9324133859811855,0.9328804417582371,0.0006056739274376,0.0008963307390996711,3,4,47.19062317013955,0.6795613748636153,False,0.014127154081059416,0.01787610542032234,0.00046705577705163925,235.0,1200.0,0.5
6,6,0.9273272060118519,0.9277108829728706,0.0009408589856974015,0.000928116079220942,4,4,27.21078237959016,0.889330337186437,False,0.017285515636732657,0.01721200660783803,0.0003836769610187085,235.0,1200.0,0.5
7,7,0.9217401598223928,0.9223628744333743,0.000649795087135252,0.0009593311458593323,3,4,42.68319362356181,0.7351134858039506,False,0.012935454806965481,0.01653179377952244,0.0006227146109815118,235.0,1200.0,0.5
8,8,0.9161246663318843,0.9166744399622176,0.0006714630510322728,0.0006606503533415076,3,3,36.51098144623709,0.8037428406942883,False,0.012318101645083384,0.012363362688671341,0.0005497736303333722,235.0,1200.0,0.5
9,9,0.9098055100052878,0.9106320126831559,0.0003474198514418214,0.0006820692746897228,2,3,41.59414173627485,0.7478659703827834,False,0.008166336964222516,0.011868694023701774,0.0008265026778681017,235.0,1200.0,0.5
10,10,0.9034501600899365,0.9043980667672588,0.0003587207615863841,0.0,2,1,39.701335959465766,0.7693846607579444,False,0.007852417628883907,0.0039707527686337245,0.0009479066773222522,235.0,1200.0,0.5
11,11,0.896706836417571,0.8976115739403668,0.0,0.0,1,1,73.84130556627942,0.2782987404710919,False,0.003808954484959176,0.003789011154576019,0.000904737522795851,235.0,1200.0,0.5
0,0,0.9578528540641983,0.957334362176212,0.06239295484433427,0.06184038717029039,92,94,89.99994108083045,1.0283335013676867e-06,False,0.9801722909219344,0.9803715420530885,0.0005184918879862499,235.0,1200.0,1.0
1,1,0.9098055100052878,0.9106320126831559,0.0003474198514418214,0.0006820692746897228,2,3,41.59414173627485,0.7478659703827834,False,0.008166336964222516,0.011868694023701777,0.0008265026778681017,235.0,1200.0,1.0
2,2,0.9034501600899365,0.9043980667672588,0.0003587207615863841,0.0,2,1,39.701335959465766,0.7693846607579444,False,0.007852417628883907,0.003970752768633725,0.0009479066773222522,235.0,1200.0,1.0
3,3,0.896706836417571,0.8976115739403668,0.0,0.0,1,1,73.84130556627942,0.2782987404710919,False,0.003808954484959176,0.0037890111545760205,0.000904737522795851,235.0,1200.0,1.0
0,0,0.9551101108300439,0.9547811689224345,0.08147494750433604,0.08057282824416612,97,99,89.9985123315901,2.5964711927746614e-05,False,1.0,1.0,0.00032894190760945907,235.0,1200.0,1.5
0,0,0.9744462096291435,0.9744556679301132,0.00862697551599434,0.008607391868499015,34,34,2.130074552081222,0.9993090218310351,True,0.6556286902327919,0.6502315835483343,9.45830096965583e-06,235.0,2400.0,0.5
1,1,0.9679230815549124,0.9679512281446843,0.0005882880516010491,0.0005860266604209574,4,4,2.6096344683438963,0.9989629277362001,True,0.03313846007547321,0.032931721621188674,2.814658977190465e-05,235.0,2400.0,0.5
2,2,0.9656050562437397,0.9656427881556654,0.0008274371800824909,0.000823778364808736,5,5,3.4548602835926165,0.9981825849308313,True,0.034700902214638125,0.03449108913058558,3.773191192568692e-05,235.0,2400.0,0.5
3,3,0.9630588417452275,0.9631086361902188,0.0008696455032637385,0.0008652522129303231,5,5,4.46094390201297,0.9969705843479808,True,0.03247233269445018,0.032233552295196456,4.979444499131347e-05,235.0,2400.0,0.5
4,4,0.9601615359508713,0.960226999552561,0.0009129498146723813,0.0009076882488806559,5,5,5.734614028948336,0.9949953864628824,True,0.030350340195470223,0.030182488757442633,6.54636016896859e-05,235.0,2400.0,0.5
5,5,0.9571268411120109,0.9572109187461157,0.0009542667047033326,0.0009480611284593543,5,5,7.20522525611549,0.9921032670581108,True,0.028684701161658107,0.028461901061282425,8.407763410489544e-05,235.0,2400.0,0.5
6,6,0.9537116787066029,0.9538193786807817,0.000996984582743221,0.0009896772109002638,5,5,9.014985377152025,0.9876473922915515,True,0.0271571502594141,0.026963188024505588,0.00010769997417880983,235.0,2400.0,0.5
7,7,0.9500201110967212,0.9501565019433891,0.0007797442536061627,0.0007733376107470491,4,4,11.134323376251091,0.9811771564969504,True,0.021972416722300905,0.021820799813693555,0.0001363908466678332,235.0,2400.0,0.5
8,8,0.9460407949455036,0.9462117725113381,0.0008118279117208527,0.0008043870887847193,4,4,13.608192742254372,0.971927367594521,True,0.020819768093809397,0.020661542985696783,0.00017097756583450696,235.0,2400.0,0.5
9,9,0.941903255914369,0.9421141860784163,0.0008430615742450742,0.0008345084365095623,4,4,16.359575646265966,0.9595129384047072,True,0.019704385557758733,0.01962831986246172,0.00021093016404738485,235.0,2400.0,0.5
10,10,0.9373198108058227,0.9375797142643665,0.0008756131113231147,0.0008657863531349452,4,4,19.59663921027449,0.9420771276977787,True,0.01887691754432862,0.018782086456346693,0.0002599034585437643,235.0,2400.0,0.5
11,11,0.9324133859811855,0.9328804417582371,0.0006056739274376,0.0008963307390996711,3,4,47.19062317013955,0.6795613748636153,False,0.014127154081059416,0.017876105420322343,0.00046705577705163925,235.0,2400.0,0.5
12,12,0.9273272060118519,0.9277108829728706,0.0009408589856974015,0.000928116079220942,4,4,27.21078237959016,0.889330337186437,False,0.017285515636732657,0.017212006607838032,0.0003836769610187085,235.0,2400.0,0.5
13,13,0.9217401598223928,0.9223628744333743,0.000649795087135252,0.0009593311458593323,3,4,42.68319362356181,0.7351134858039506,False,0.012935454806965481,0.016531793779522443,0.0006227146109815118,235.0,2400.0,0.5
14,14,0.9161246663318843,0.9166744399622176,0.0006714630510322728,0.0006606503533415076,3,3,36.51098144623709,0.8037428406942883,False,0.012318101645083384,0.012363362688671343,0.0005497736303333722,235.0,2400.0,0.5
15,15,0.9098055100052878,0.9106320126831559,0.0003474198514418214,0.0006820692746897228,2,3,41.59414173627485,0.7478659703827834,False,0.008166336964222516,0.011868694023701776,0.0008265026778681017,235.0,2400.0,0.5
16,16,0.9034501600899365,0.9043980667672588,0.0003587207615863841,0.0,2,1,39.701335959465766,0.7693846607579444,False,0.007852417628883907,0.003970752768633725,0.0009479066773222522,235.0,2400.0,0.5
17,17,0.896706836417571,0.8976115739403668,0.0,0.0,1,1,73.84130556627942,0.2782987404710919,False,0.003808954484959176,0.0037890111545760196,0.000904737522795851,235.0,2400.0,0.5
0,0,0.968272749561949,0.968307003632211,0.024969346061139097,0.02486059019652731,63,63,9.870752750991286,0.9851969608706452,True,0.8421325768338959,0.8354955244385356,3.4254070262029757e-05,235.0,2400.0,1.0
1,1,0.9500201110967212,0.9501565019433891,0.0007797442536061627,0.0007733376107470491,4,4,11.134323376251091,0.9811771564969504,True,0.021972416722300905,0.021820799813693552,0.0001363908466678332,235.0,2400.0,1.0
2,2,0.9460407949455036,0.9462117725113381,0.0008118279117208527,0.0008043870887847193,4,4,13.608192742254372,0.971927367594521,True,0.020819768093809397,0.02066154298569678,0.00017097756583450696,235.0,2400.0,1.0
3,3,0.941903255914369,0.9421141860784163,0.0008430615742450742,0.0008345084365095623,4,4,16.359575646265966,0.9595129384047072,True,0.019704385557758733,0.019628319862461715,0.00021093016404738485,235.0,2400.0,1.0
4,4,0.9373198108058227,0.9375797142643665,0.0008756131113231147,0.0008657863531349452,4,4,19.59663921027449,0.9420771276977787,True,0.01887691754432862,0.01878208645634669,0.0002599034585437643,235.0,2400.0,1.0
5,5,0.9324133859811855,0.9328804417582371,0.0006056739274376,0.0008963307390996711,3,4,47.19062317013955,0.6795613748636153,False,0.014127154081059416,0.01787610542032234,0.00046705577705163925,235.0,2400.0,1.0
6,6,0.9273272060118519,0.9277108829728706,0.0009408589856974015,0.000928116079220942,4,4,27.21078237959016,0.889330337186437,False,0.017285515636732657,0.01721200660783803,0.0003836769610187085,235.0,2400.0,1.0
7,7,0.9217401598223928,0.9223628744333743,0.000649795087135252,0.0009593311458593323,3,4,42.68319362356181,0.7351134858039506,False,0.012935454806965481,0.01653179377952244,0.0006227146109815118,235.0,2400.0,1.0
8,8,0.9161246663318843,0.9166744399622176,0.0006714630510322728,0.0006606503533415076,3,3,36.51098144623709,0.8037428406942883,False,0.012318101645083384,0.012363362688671341,0.0005497736303333722,235.0,2400.0,1.0
9,9,0.9098055100052878,0.9106320126831559,0.0003474198514418214,0.0006820692746897228,2,3,41.59414173627485,0.7478659703827834,False,0.008166336964222516,0.011868694023701774,0.0008265026778681017,235.0,2400.0,1.0
10,10,0.9034501600899365,0.9043980667672588,0.0003587207615863841,0.0,2,1,39.701335959465766,0.7693846607579444,False,0.007852417628883907,0.0039707527686337245,0.0009479066773222522,235.0,2400.0,1.0
11,11,0.896706836417571,0.8976115739403668,0.0,0.0,1,1,73.84130556627942,0.2782987404710919,False,0.003808954484959176,0.003789011154576019,0.000904737522795851,235.0,2400.0,1.0
0,0,0.9633204951069929,0.9619170083741239,0.041300115169302654,0.045752440587378373,79,83,89.9999870936111,2.2525898097304532e-07,False,0.9235060647520935,0.9342643789770567,0.0014034867328690526,235.0,2400.0,1.5
1,1,0.9324133859811855,0.9277108829728706,0.0006056739274376,0.000928116079220942,3,4,89.99999172808255,1.4437219496753702e-07,False,0.014127154081059416,0.017212006607838032,0.004702503008314873,235.0,2400.0,1.5
2,2,0.9273272060118519,0.9223628744333743,0.0009408589856974015,0.0009593311458593323,4,4,89.99999909574731,1.5782186667065258e-08,False,0.017285515636732657,0.016531793779522443,0.004964331578477643,235.0,2400.0,1.5
3,3,0.9217401598223928,0.9166744399622176,0.000649795087135252,0.0006606503533415076,3,3,89.99999327671169,1.1734351753998658e-07,False,0.012935454806965481,0.012363362688671343,0.005065719860175122,235.0,2400.0,1.5
4,4,0.9161246663318843,0.9106320126831559,0.0006714630510322728,0.0006820692746897228,3,3,89.99999910521647,1.5616918796662214e-08,False,0.012318101645083384,0.011868694023701776,0.005492653648728418,235.0,2400.0,1.5
5,5,0.9098055100052878,0.9043980667672588,0.0003474198514418214,0.0,2,1,89.99655107367192,6.0195120047334136e-05,False,0.008166336964222516,0.003970752768633725,0.005407443238028997,235.0,2400.0,1.5
6,6,0.9034501600899365,0.8976115739403668,0.0003587207615863841,0.0,2,1,89.99687873573565,5.4476338210946254e-05,False,0.007852417628883907,0.0037890111545760196,0.005838586149569669,235.0,2400.0,1.5
0,0,1.1570261497952363,1.1563668367253865,0.067316810328512,0.07203513387358429,96,100,89.99087936388301,0.00015918512944555912,False,0.9925192144667251,1.0,0.0006593130698497873,283.0,600.0,0.5
0,0,1.155961510025922,1.1563668367253865,0.07327625514147118,0.07203513387358429,98,100,59.76364523548371,0.5035682366327704,False,1.0,1.0,0.000405326699464581,283.0,600.0,1.0
0,0,1.155961510025922,1.1563668367253865,0.07327625514147118,0.07203513387358429,98,100,59.76364523548371,0.5035682366327704,False,1.0,1.0,0.000405326699464581,283.0,600.0,1.5
0,0,1.1673914288957985,1.1675050093842574,0.027229486891362065,0.027069642118252357,67,69,45.86626968304994,0.6963354405810611,False,0.864420661974865,0.8653421425473183,0.00011358048845888646,283.0,1200.0,0.5
