f_hz,z_s_m,mode_id,k_r,adj_delta_k_r,phi_m_zs,phi_m_zr,A_m,A_norm,effective_A0p1,effective_A0p2
235.0,180.0,11,0.9842631437127533,1.817112952429145e-05,-0.017989103332443735,-0.01872714370885239,0.00033688452330006926,0.7625516450000912,True,True
235.0,180.0,12,0.984244972583229,1.965486471566802e-05,-0.0004786051436627514,-0.00635142407769848,3.039824233169939e-06,0.0068807642061080145,False,False
235.0,180.0,13,0.9842253177185133,2.1138688799160477e-05,0.01907340517110625,0.01688437389983999,0.00032204250445209943,0.7289561394043629,True,True
235.0,180.0,14,0.9842041790297141,2.262260849339448e-05,0.008924210774221269,0.014963020199708665,0.00013353314608113056,0.30225763774700143,True,True
235.0,180.0,15,0.9841815564212207,2.410663051910511e-05,-0.01601802404139651,-0.010319468742039678,0.00016529749840443137,0.37415752462580754,True,True
235.0,180.0,16,0.9841574497907016,2.5590761599580958e-05,-0.016266933002259763,-0.02051591598412307,0.00033373103079372015,0.7554135880936597,True,True
235.0,180.0,17,0.984131859029102,2.7075008460775152e-05,0.009359584395905864,0.0006447029842475529,6.03415199135734e-06,0.01365854531432899,False,False
235.0,180.0,18,0.9841047840206413,2.85593778305282e-05,0.020725657574464783,0.021315890413259993,0.0004417858456000432,1.0,True,True
235.0,180.0,19,0.9840762246428107,,-0.00048542973554528777,0.00966208206299779,-4.690261940657886e-06,0.010616596225004604,False,False
235.0,190.0,0,0.9843651183178075,1.8539894379721034e-06,0.0004835219806023677,0.0005237540769531433,2.532466086369487e-07,0.0005557807724689677,False,False
235.0,190.0,1,0.9843632643283695,3.3371897878442525e-06,-0.0016020455717279574,-0.0016514066359001366,2.645628688165977e-06,0.005806156946736771,False,False
235.0,190.0,2,0.9843599271385817,4.820405222982771e-06,-0.003820340857352727,-0.004059042473297842,1.550692580246981e-05,0.03403185238097677,False,False
235.0,190.0,3,0.9843551067333587,6.303642448246549e-06,0.0020762293377065365,0.0018546379119299637,3.850653643571783e-06,0.008450732146240977,False,False
