f_hz,z_s_m,L_m,dr_m,recovered_k,pred_k_nearest,peak_err,peak_mag,is_eff_mode,dr_name,med_eta,n_resolvable_pairs
201.0,200.0,600.0,0.9328358208955224,0.8380186188860362,0.8416084248190348,0.0035898059329985132,1.3625630130850659,True,lam/8,0.002525886476362968,0
201.0,200.0,600.0,1.8656716417910448,0.8393239438375723,0.8416084248190348,0.0022844809814625,0.7742765866122413,True,lam/4,0.002525886476362968,0
201.0,200.0,1200.0,0.9328358208955224,0.8432562352540741,0.841946204326595,0.0013100309274791666,2.9596595156846233,False,lam/8,0.005051772952725936,0
201.0,200.0,1200.0,1.8656716417910448,0.8432562352540741,0.841946204326595,0.0013100309274791666,1.4798337253603044,False,lam/4,0.005051772952725936,0
201.0,200.0,2400.0,0.9328358208955224,0.8406374270700551,0.8416084248190348,0.000970997748979685,4.857686367744693,True,lam/8,0.010103545905451872,0
201.0,200.0,2400.0,1.8656716417910448,0.8406374270700551,0.8416084248190348,0.000970997748979685,2.4288553741076284,True,lam/4,0.010103545905451872,0
235.0,200.0,600.0,0.7978723404255319,0.9843656981248019,0.9843651183178075,5.798069944162876e-07,1.986185520482317,False,lam/8,0.002160299980413856,0
235.0,200.0,600.0,1.5957446808510638,0.9843656981248019,0.9843651183178075,5.798069944162876e-07,0.993093520559498,False,lam/4,0.002160299980413856,0
235.0,200.0,1200.0,0.7978723404255319,0.9843656981248019,0.9843651183178075,5.798069944162876e-07,3.9636628450251705,False,lam/8,0.004320599960827712,0
235.0,200.0,1200.0,1.5957446808510638,0.9843656981248019,0.9843651183178075,5.798069944162876e-07,1.981834455685914,False,lam/4,0.004320599960827712,0
235.0,200.0,2400.0,0.7978723404255319,0.9843656981248019,0.9843651183178075,5.798069944162876e-07,7.858047644365119,False,lam/8,0.008641199921655424,0
235.0,200.0,2400.0,1.5957446808510638,0.9843656981248019,0.9843651183178075,5.798069944162876e-07,3.9290358487335655,False,lam/4,0.008641199921655424,0
283.0,200.0,600.0,0.6625441696113075,1.1841177631722783,1.185187202597735,0.0010694394254566753,2.3415693348856554,True,lam/8,0.0017937909689367455,0
283.0,200.0,600.0,1.325088339222615,1.1854276279545486,1.1854270856763094,5.422782392017211e-07,1.194097574241509,False,lam/4,0.0017937909689367455,0
283.0,200.0,1200.0,0.6625441696113075,1.1834639157050382,1.185187202597735,0.0017232868926968514,3.8709281132036413,True,lam/8,0.003587581937873491,0
283.0,200.0,1200.0,1.325088339222615,1.1841177631722783,1.185187202597735,0.0010694394254566753,2.1940801867318616,True,lam/4,0.003587581937873491,0
283.0,200.0,2400.0,0.6625441696113075,1.1860821987043855,1.1854270856763094,0.000655113028076082,8.198336271342669,False,lam/8,0.007175163875746982,0
283.0,200.0,2400.0,1.325088339222615,1.1860821987043855,1.1854270856763094,0.000655113028076082,4.099175443206411,False,lam/4,0.007175163875746982,0
338.0,200.0,600.0,0.5547337278106509,1.4145013657310122,1.415609722480314,0.0011083567493017643,2.7950958030232385,True,lam/8,0.0015018475904847264,0
338.0,200.0,600.0,1.1094674556213018,1.4158110892178,1.415810565236174,5.239816258661989e-07,1.4267902149368603,False,lam/4,0.0015018475904847264,0
338.0,200.0,1200.0,0.5547337278106509,1.4138474122563331,1.415609722480314,0.0017623102239807675,4.601764808285529,True,lam/8,0.0030036951809694528,0
338.0,200.0,1200.0,1.1094674556213018,1.4145013657310122,1.415609722480314,0.0011083567493017643,2.613625944671873,True,lam/4,0.0030036951809694528,0
338.0,200.0,2400.0,0.5547337278106509,1.416465648204956,1.415810565236174,0.0006550829687819171,9.883162499607703,False,lam/8,0.0060073903619389055,0
338.0,200.0,2400.0,1.1094674556213018,1.416465648204956,1.415810565236174,0.0006550829687819171,4.941586434474696,False,lam/4,0.0060073903619389055,0
