f_hz,mode_id,class,k_r,k2,kr_max_allowed,phi_180,phi_190,phi_200,phi_210,phi_220,A_norm_zs200,effective_0p1,effective_0p2,residual,n_z
201.0,519,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6809942384588171,0.46375315281410434,0.8419468311620646,0.012132149700112418,-0.01423446395421878,-0.018410804100933074,0.006046911278371393,0.02110334410480924,0.13761551983716025,True,False,1.7632991641982064e-14,4001
201.0,520,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6805162385598086,0.46310235094359026,0.8419468311620646,0.014221697333439757,-0.01201502818843154,-0.0196835024131797,0.0029938675883938114,0.021051425264641446,0.15729925173902587,True,False,1.866298206861653e-14,4001
201.0,521,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6800376438430614,0.46245119704362253,0.8419468311620646,0.01608029576207646,-0.009584113834716145,-0.02056510046758837,-0.0001201952561296335,0.02049617404080526,0.17170524919718133,True,False,1.8484827014902866e-14,4001
201.0,522,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.679558454054168,0.4617996924764909,0.8419468311620646,-0.017678829429659326,0.006985663238200598,0.021039274966686033,0.0032273211547179928,-0.019452250357333476,0.1797146329407587,True,False,1.94542550025662e-14,4001
201.0,523,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6790786689356171,0.4611478386033695,0.8419468311620646,0.01899246332460216,-0.004266418629010971,-0.02109780745726121,-0.0062599886656199075,0.01794590658630581,0.18071597709479184,True,False,1.8428991721771932e-14,4001
201.0,524,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6785982882268112,0.46049563678435834,0.8419468311620646,-0.020001015708526037,0.001475075167336007,0.02074070108953863,0.009152574409453459,-0.01601429787731387,0.17465007090013873,True,False,1.844133152509036e-14,4001
201.0,525,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6781173116640457,0.4598430883784724,0.8419468311620646,0.020689254033711368,0.0013385948084860396,-0.019976134817389163,-0.011842765154563551,0.013704537962323708,0.1620111190708522,True,False,1.811125247659637e-14,4001
201.0,526,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6776357389805149,0.45919019474366846,0.8419468311620646,0.021047109979734694,0.004124630553493639,-0.018820257297442106,-0.014272888436796482,0.011072524984509587,0.1438046780470717,True,False,1.7774984591979183e-14,4001
201.0,527,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6771535699063062,0.4585369572368546,0.8419468311620646,0.02106981086136895,0.006833768855433208,-0.017296825862815994,-0.016391133620707418,0.008181567111226121,0.12146599928418113,True,False,1.8284391002452623e-14,4001
201.0,528,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6766708041683884,0.4578833772138935,0.8419468311620646,0.02075792601634655,0.009418311491379611,-0.015436698933613813,-0.01815263794591176,0.005100842149699866,0.09674549905908907,False,False,1.7987661398045697e-14,4001
201.0,529,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6761874414906193,0.4572294560296297,0.8419468311620646,0.02011732814562785,0.011832959031833016,-0.013277193013641119,-0.019520415262929396,0.0019037289786314254,0.07157056383241824,False,False,1.8978766748801996e-14,4001
201.0,530,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6757034815937301,0.45657519503788835,0.8419468311620646,-0.01915907092101031,-0.014035596559325611,0.010861317957949855,0.020466108760464563,0.0013339487279816747,0.04789464474376771,False,False,1.967820659697219e-14,4001
201.0,531,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6752189241953364,0.45592059559150744,0.8419468311620646,0.017899185496973148,0.01598801786118487,-0.008236906445762839,-0.020970552961392108,-0.004535724328875752,0.02754546877929306,False,False,1.7519261682634206e-14,4001
201.0,532,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6747337690099151,0.4552656590423255,0.8419468311620646,0.016358399805982686,0.017656575860694697,-0.005455655492363788,-0.02102413449001093,-0.007626292774137745,0.012084140816292626,False,False,1.8146698793811397e-14,4001
201.0,533,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6742480157488039,0.45461038674119925,0.8419468311620646,-0.014561785711581449,-0.019012748473772885,0.002572099382524766,0.02062694554382224,0.010533275420229603,0.0026859467069944446,False,False,1.825757551450656e-14,4001
201.0,534,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.673761664120215,0.45395478003804135,0.8419468311620646,0.012538340168865045,0.02003361065816477,0.0003574654532607417,-0.01978872848843388,-0.013188903969403254,5.187881576424803e-05,False,False,1.838447745087518e-14,4001
201.0,535,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6732747138292007,0.453298840281792,0.8419468311620646,-0.010320507530905484,-0.02070220516280259,-0.0032760823582389386,0.018528614487776384,0.015531584696142381,0.0043574410781255166,False,False,1.9260606530444095e-14,4001
201.0,536,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6727871645776758,0.4526425688204687,0.8419468311620646,0.007943650987377529,0.021007806320049074,0.006127241590337253,-0.016874663441773328,-0.017507307296064003,0.015242349302624789,False,False,1.776503734531114e-14,4001
201.0,537,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6722990160643931,0.45198596700115107,0.8419468311620646,-0.005445481852330962,-0.020946073161007644,-0.008855971216180298,0.014863216685953612,0.019070866679318715,0.03184155684486232,False,False,1.858310241462872e-14,4001
201.0,538,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6718102679849486,0.45132903617000836,0.8419468311620646,-0.0028654559845583726,-0.020519090083598892,-0.011409890808443691,0.012538077769162524,0.020186870692563075,0.052854854019053946,False,False,1.8878985729021272e-14,4001
201.0,539,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6713209200317781,0.4506717776723131,0.8419468311620646,-0.00024414705876481946,-0.01973529529838037,-0.01374020791840483,0.009949540152320979,0.020830512021267525,0.07664935598943337,False,False,1.900230607369919e-14,4001
201.0,540,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.670830971894133,0.450014192852427,0.8419468311620646,-0.0023773933327941635,0.018609299209741175,0.015802638585033404,-0.007153283728015383,-0.02098808821207287,0.10138673008250193,True,False,1.830920435382457e-14,4001
201.0,541,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.670340423258102,0.4493562830538512,0.8419468311620646,0.004958278653058494,-0.017161596801957717,-0.017558234791333362,0.0042091646482442565,0.0206572597875823,0.12516520225276564,True,False,2.0021469143835492e-14,4001
201.0,542,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6698492738065959,0.44869804961922377,0.8419468311620646,-0.0074584234250990545,0.015418179879703111,0.018974103720690798,-0.001179924960216313,-0.019847042588584857,0.14616535365252706,True,False,1.8541160033232396e-14,4001
201.0,543,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6693575232193206,0.44803949389030334,0.8419468311620646,-0.009839162428623744,0.013410056712261515,0.020024005898583216,0.0018701499941624175,-0.01857753670282842,0.16278854076687763,True,False,1.8258303085885914e-14,4001
201.0,544,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6688651711728052,0.44738061720802597,0.8419468311620646,0.012063843603213545,-0.011172688145021282,-0.020688821738909277,-0.004876597630594476,0.016879400405148934,0.1737774484865478,True,False,1.8121589021442048e-14,4001
201.0,545,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6683722173403732,0.44672142091248707,0.8419468311620646,-0.014098385673590143,0.008745350613216957,0.020956878645165197,0.0077761386161805,-0.014793083370389723,0.17830975290703546,True,False,1.8678903589880752e-14,4001
201.0,546,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6678786613921576,0.44606190634298026,0.8419468311620646,0.015911792141146772,-0.006170437643609545,-0.020824133545192438,-0.010508003189834162,0.012367838835319164,0.17605800712937353,True,False,1.9141378114448614e-14,4001
201.0,547,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6673845029950561,0.4454020748379581,0.8419468311620646,0.017476614045381048,-0.0034927123895446117,-0.020294208558773293,-0.013015195684723436,0.009660539313184705,0.16721149873369023,True,False,1.8237224945799763e-14,4001
201.0,548,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6668897418127698,0.44474192773510274,0.8419468311620646,0.018769354758858707,-0.0007585244620968047,-0.019378280310489514,-0.015245671188437887,0.00673432475083037,0.15245875489841507,True,False,1.8617185179360552e-14,4001
201.0,549,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.666394377505769,0.44408146637130136,0.8419468311620646,0.019770811041222275,0.001984995187655389,-0.018094826188691585,-0.017153400368020596,0.003657115607741055,0.132932365424565,True,False,1.9004050029594733e-14,4001
201.0,550,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6658984097313035,0.443420692082679,0.8419468311620646,-0.020466345613409324,-0.004690747336944771,0.016469233536142207,0.01869930105752394,-0.0005000261299647165,0.11012062738566392,True,False,1.8982742552979286e-14,4001
201.0,551,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6654018381433798,0.4427596062045886,0.8419468311620646,-0.020846087613606422,-0.007312471505920056,0.014533280307242383,0.01985201819682435,0.002664284947589454,0.08575297604114422,False,False,1.8853322535047627e-14,4001
201.0,552,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6649046623927622,0.4420982100716331,0.8419468311620646,-0.02090505843929294,-0.009805533152081795,0.012324498081734565,0.02058853705386862,0.005763287956043938,0.061668073908460505,False,False,1.9499215591120722e-14,4001
201.0,553,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6644068821269777,0.44143650501769166,0.8419468311620646,0.020643221648042578,0.012127677745480367,-0.009885430450596665,-0.0208946182833827,-0.008726241594981324,0.039674646968703285,False,False,1.8731826359690096e-14,4001
201.0,554,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.663908496990286,0.4407744923759005,0.8419468311620646,-0.02006545677089231,-0.01423973911949127,0.007262801647573533,0.020765047200786674,0.011485800163840156,0.021415601057552136,False,False,1.8559788529690963e-14,4001
201.0,555,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.663409506623685,0.44011217347868126,0.8419468311620646,-0.019181458051659047,-0.016106290387923928,0.004506611850305414,0.020203693582281725,0.01397953244766894,0.008245598989819245,False,False,1.94850908288129e-14,4001
201.0,556,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6629099106649264,0.4394495496577808,0.8419468311620646,-0.018005560270937644,-0.0176962268092647,0.0016691768091395979,0.019223382281984606,0.016151318338811477,0.0011311666318927851,False,False,1.9081463743785874e-14,4001
201.0,557,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6624097087484502,0.43878662224420656,0.8419468311620646,0.016556494903589184,0.018983271237669606,0.0011958696603198333,-0.017845578878883897,-0.01795259238178832,0.0005806167984587176,False,False,1.7843220842928905e-14,4001
201.0,558,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6619089005054463,0.4381233925683287,0.8419468311620646,0.014857080889840897,0.019946394200088195,0.004034591258133769,-0.016099898360507552,-0.019343407196145808,0.006608775322704973,False,False,1.780515243183138e-14,4001
201.0,559,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.661407485563799,0.43745986195982695,0.8419468311620646,-0.012933855257694133,-0.02057014216538875,-0.006793763632644551,0.01402344844094582,0.0202932940805219,0.01873884275680583,False,False,1.803380710454508e-14,4001
201.0,560,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6609054635481025,0.4367960317477323,0.8419468311620646,-0.0108166496998752,-0.020844869186286516,-0.009421868644371102,0.01166002242099882,0.020781902913587322,0.0360409302095784,False,False,1.7582347569480546e-14,4001
201.0,561,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6604028340796368,0.43613190326041634,0.8419468311620646,0.008538119969691496,0.020766868772647443,0.011870049997823687,-0.009059159462303627,-0.020799408632658254,0.05720407898269736,False,False,1.7988567335593615e-14,4001
201.0,562,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6598995967763818,0.4354674778256312,0.8419468311620646,0.0061332356155524865,0.02033840457330475,0.014093012672898841,-0.006275092718386593,-0.020346676973528596,0.08063611323221,False,False,1.803271393223247e-14,4001
201.0,563,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6593957512529917,0.4348027567704973,0.8419468311620646,0.003638738100419617,0.01956764016182156,0.01604984980416285,-0.003365607879192394,-0.019435187659866366,0.10458366241215357,True,False,1.863041233065087e-14,4001
201.0,564,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6588912971207986,0.4341377414215286,0.8419468311620646,-0.001092575758422374,-0.018468469920251,-0.01770478216140769,0.0003908363204352138,0.018086718721088975,0.12726326946132596,True,False,1.8507580492652848e-14,4001
201.0,565,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6583862339877977,0.43347243310463507,0.8419468311620646,0.0014666756903913307,-0.01706025465987953,-0.019027797154197668,-0.002587991836335648,0.016332800964501352,0.14699376950015475,True,False,1.8408053512261272e-14,4001
201.0,566,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6578805614586416,0.43280683314513746,0.8419468311620646,0.0040003982089293405,-0.015367467186223643,-0.019995176275859335,-0.005509808860187757,0.014213956716408311,0.16232012762694734,True,False,1.7674024735516613e-14,4001
201.0,567,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6573742791346356,0.43214094286778193,0.8419468311620646,-0.006470513235355914,0.013419254475131216,0.020589902075757855,0.008314958801123798,-0.011778741660041796,0.17211965361436152,True,False,1.8087368882700538e-14,4001
201.0,568,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6568673866137199,0.4314747635967382,0.8419468311620646,0.0088400514726071,-0.01124892446787269,-0.020801938075929175,-0.010946409676344065,0.009082612846584579,0.17568290316018942,True,False,1.7978796341410804e-14,4001
201.0,569,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.656359883490469,0.43080829665562204,0.8419468311620646,-0.011073702208724463,0.008893366673953226,0.020628377456444736,0.013350903989201272,-0.006186649630580936,0.17276351842021578,True,False,1.838359375743001e-14,4001
201.0,570,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6558517693560987,0.4301415433675253,0.8419468311620646,-0.013138334089026182,0.006392416795714705,0.020073458808440782,0.015480024605452666,-0.0031561573280734154,0.16359360524728742,True,False,1.7393363361486317e-14,4001
201.0,571,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6553430437984246,0.4294745050549838,0.8419468311620646,0.015003479763993311,-0.003788176425754437,-0.019148449724355934,-0.0172911549489601,5.918573777693532e-05,0.14886381300174129,True,False,1.727293130573311e-14,4001
201.0,572,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6548337064018744,0.42880718304001636,0.8419468311620646,0.016641777447943554,-0.0011242995160755567,-0.0178714014300624,-0.018748314825562738,-0.003035003731121121,0.1296698837042074,True,False,1.8121099183565557e-14,4001
201.0,573,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6543237567474746,0.42813957864412827,0.8419468311620646,0.01802936313344582,0.001554742238948801,-0.01626678001113833,-0.019822855885313677,-0.0060574877497486,0.10742987932627951,True,False,1.8156209315121223e-14,4001
201.0,574,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6538131944128595,0.4274716931883476,0.8419468311620646,-0.01914620800015033,-0.004204402725841559,0.014364982005733851,0.020494003729529902,0.008941212950629867,0.08377840227367961,False,False,1.8555595277671093e-14,4001
201.0,575,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.653302018972214,0.42680352799317106,0.8419468311620646,0.01997639642565719,0.006780801030922855,-0.012201744193026252,-0.02074923689875304,-0.011622476086767747,0.06044574474386451,False,False,1.8137654541286066e-14,4001
201.0,576,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6527902299963365,0.42613508437867,0.8419468311620646,0.02050834093209274,0.009241445122117917,-0.009817459256075018,-0.02058449636879008,-0.014042320020388759,0.03913092518918052,False,False,1.7927879559979514e-14,4001
201.0,577,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6522778270525545,0.4254663636644023,0.8419468311620646,0.020734931376385334,0.011545927737734062,-0.007256410619295278,-0.02000422267006226,-0.016147815260075884,0.021377927581382825,False,False,1.8251940992051458e-14,4001
201.0,578,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6517648097047772,0.42479736716950445,0.8419468311620646,-0.020653616689522255,-0.013656583195402274,0.004565941114391906,0.019021221247222487,0.017893199578203123,0.008464133674032828,False,False,1.8177081040732422e-14,4001
201.0,579,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6512511775134413,0.4241280962126438,0.8419468311620646,-0.020266418492328957,-0.015539094586110363,0.0017955712078675812,0.017656360139952622,0.019240851636986554,0.0013089623854917244,False,False,1.7928417813917554e-14,4001
201.0,580,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6507369300355388,0.42345855211207767,0.8419468311620646,0.019579876924666093,0.017163041732592435,0.0010039167050143452,-0.015938107397527237,-0.020162078436811445,0.00040918269921184577,False,False,1.8162836915321773e-14,4001
201.0,581,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6502220668245773,0.42278873618562507,0.8419468311620646,-0.018604930027233544,-0.01850238135578898,-0.0037814109649583734,0.013901918797494093,0.02063770069451366,0.005805366727327562,False,False,1.8635945379788018e-14,4001
201.0,582,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6497065874305878,0.42211864975070007,0.8419468311620646,-0.017356728987149187,-0.01953585209117397,-0.00648640314673691,0.011589489348847529,0.020658424861274012,0.017081648328879945,False,False,1.8391983997875554e-14,4001
201.0,583,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6491904914001079,0.42144829412431356,0.8419468311620646,-0.015854392478781315,-0.020247298295640526,-0.009069903426395357,0.009047884663653723,0.020224995283255023,0.033398520354564976,False,False,1.8543596947369445e-14,4001
201.0,584,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6486737782761729,0.42077767062308546,0.8419468311620646,-0.01412070419925922,-0.02062590797331899,-0.011485322319614306,0.00632857053985317,0.019348124898306087,0.05355601768028359,False,False,1.7768668142650566e-14,4001
201.0,585,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6481564475983239,0.42010678056327877,0.8419468311620646,-0.012181758504180816,-0.02066636160841158,-0.013689303058949885,0.003486360970267268,0.01804820774618438,0.07608246545072474,False,False,1.6847951143055834e-14,4001
201.0,586,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6476384989025608,0.41943562526076217,0.8419468311620646,0.010066559753378886,0.020368890167231462,0.015642489913951618,-0.0005783062266377559,-0.016354821305805362,0.09934217594754975,False,False,1.7904068769908785e-14,4001
201.0,587,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.647119931721361,0.4187642060310588,0.8419468311620646,0.007806581615249627,0.019739242042346165,0.017310219054212872,0.0023374563273726896,-0.014306031210954112,0.12165417799674573,True,False,1.756545902778232e-14,4001
201.0,588,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6466007455836635,0.41809252418934956,0.8419468311620646,-0.005435293104188542,-0.018788560200316985,-0.018663120082792594,-0.005202865510766933,0.011947515097916543,0.14141334719354884,True,False,1.7849614127920354e-14,4001
201.0,589,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.646080940014857,0.4174205810504813,0.8419468311620646,0.0029876585470612563,0.01753317223838596,0.019677618082163433,0.007961090435880717,-0.009331526126089087,0.1572052174057603,True,False,1.7783486094285878e-14,4001
201.0,590,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6455605145367693,0.41674837792897834,0.8419468311620646,0.0004996189951155594,0.015994297458451073,0.020336327908901147,0.010557652597758106,-0.0065157200279766115,0.16790629282974479,True,False,1.8031017536807748e-14,4001
201.0,591,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6450394686676589,0.4160759161390557,0.8419468311620646,0.0019924372043430612,-0.014197676374026004,-0.020628334488621957,-0.012941493933351342,0.0035618722919021246,0.17276279870636269,True,False,1.740430942339936e-14,4001
201.0,592,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6445178019221934,0.4154031969946158,0.8419468311620646,0.004452206873697223,-0.012173129274078046,-0.020549354966640836,-0.015065970111169044,0.000534514226246757,0.1714424204131199,True,False,1.7889759300111143e-14,4001
201.0,593,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6439955138114563,0.41473022180928154,0.8419468311620646,0.006843999732789538,-0.009954051560151037,-0.020101780733525417,-0.016889749984093,-0.0025004818469133304,0.16405556394214182,True,False,1.8843945208625608e-14,4001
201.0,594,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6434726038429223,0.41405699189639034,0.8419468311620646,0.009133253752918322,-0.007576854526183939,-0.019294599516799866,-0.018377604166950837,-0.005477337194711236,0.1511448794255036,True,False,1.7353085308868535e-14,4001
201.0,595,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6429490715204605,0.41338350856902223,0.8419468311620646,-0.011287030752973473,0.00508036105320377,0.018143199878475545,0.019501068047695497,0.008331789855933181,0.13364406326721032,True,False,1.6387979799138622e-14,4001
201.0,596,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6424249163443106,0.4127097731399946,0.8419468311620646,0.013274485205645066,-0.0025051663309943214,-0.01666906253626189,-0.02023896714722622,-0.011002475717770998,0.11280913078684154,True,False,1.7090473391308283e-14,4001
201.0,597,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6419001378110775,0.4120357869218802,0.8419468311620646,-0.015067299674691783,-0.000107025806325571,0.014899344912880934,0.020577795566917197,0.013432237990789265,0.09012727680965894,False,False,1.7622476375629692e-14,4001
201.0,598,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6413747354137089,0.4113615512270052,0.8419468311620646,0.016640080850150854,0.0027140800505891923,-0.012866367163891078,-0.0205119412385237,-0.01556933740388091,0.06720998249294413,False,False,1.7606940314929204e-14,4001
201.0,599,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6408487086415142,0.4106870673674964,0.8419468311620646,0.017970710767400574,0.005274109296026969,-0.01060700961166847,-0.020043754751370237,-0.01736853782762475,0.045678078433316525,False,False,1.7142293931627536e-14,4001
201.0,600,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6403220569801107,0.41001233665524006,0.8419468311620646,-0.019040648497032336,-0.007746145883474864,0.008162033002617948,0.019183461634676952,0.018792044949982933,0.027046968428187757,False,False,1.7400296480709303e-14,4001
201.0,601,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6397947799114474,0.40933736040193747,0.8419468311620646,-0.019835178348521294,-0.010090793708375505,0.005575334272728258,0.01794892104045109,0.01981027898965152,0.012620126929101128,False,False,1.766664825579123e-14,4001
201.0,602,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.639266876913781,0.40866213991909933,0.8419468311620646,0.020343601433929808,0.012270850893831108,-0.0028931515318307713,-0.016365236745737845,-0.02040246616502845,0.003398319932818118,False,False,1.7800211867535635e-14,4001
201.0,603,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6387383474616538,0.40798667651804443,0.8419468311620646,-0.020559368284205022,-0.014251893294610681,0.00016323275636008491,0.014464229229685169,0.020557037663758045,1.0817739761003419e-05,False,False,1.7545521420724096e-14,4001
201.0,604,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6382091910258992,0.40731097150993273,0.8419468311620646,-0.020480151075818777,-0.016002809812924616,-0.002566016811064828,0.012283780209090753,0.020271829079055555,0.0026732581264109945,False,False,1.7105991915241204e-14,4001
201.0,605,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6376794070736189,0.40663502620576225,0.8419468311620646,-0.020107854906804733,-0.017496281360265566,-0.005246393317440701,0.009867063399062966,0.019554077610754655,0.01117489866000032,False,False,1.78264139666215e-14,4001
201.0,606,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6371489950681709,0.40595884191638004,0.8419468311620646,-0.01944856843462618,-0.018709196268541464,-0.007830743803070847,0.007261677352585558,0.018420218667258872,0.024895905800440068,False,False,1.6822260294041514e-14,4001
201.0,607,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.636617954469171,0.4052824199525116,0.8419468311620646,-0.01851245505931396,-0.019622996037222132,-0.0102737916474149,0.004518697994764514,0.01689548777306117,0.04285321492946607,False,False,1.62532413788918e-14,4001
201.0,608,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6360862847324547,0.40460576162473744,0.8419468311620646,0.01731358666650413,0.020223946460834814,0.012532923609085969,-0.0016916698627142109,-0.015013337772228874,0.06377150791060678,False,False,1.7401458586335988e-14,4001
201.0,609,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6355539853100879,0.40392886824353536,0.8419468311620646,0.015869722752123526,0.02050333041665035,0.014568924919474785,0.0011644439194392541,-0.012814685161301858,0.08617413078277911,False,False,1.6991066309724575e-14,4001
201.0,610,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6350210556503396,0.40325174111927176,0.8419468311620646,0.014202038498138544,0.02045755986521087,0.016346649924373867,0.003994332286541111,-0.010347002884183897,0.10848743098187959,True,False,1.6910380238597233e-14,4001
201.0,611,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6344874951976857,0.4025743815622332,0.8419468311620646,-0.012334806065861419,-0.020088205920941175,-0.017835617012786385,-0.006743406642207271,0.007663280024299664,0.12915112017230432,True,False,1.716103382933995e-14,4001
201.0,612,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6339533033927837,0.40189679088262287,0.8419468311620646,-0.010295033997679767,-0.019401947156509787,-0.019010518002260567,-0.009358850371191533,0.004820871461763972,0.14672692048955815,True,False,1.6421807930634193e-14,4001
201.0,613,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6334184796724524,0.401218970390561,0.8419468311620646,0.00811207016786,0.018410437593557483,0.01985163373416986,0.01179062738183653,-0.0018802626823861898,0.15999794649427018,True,False,1.6203773123825684e-14,4001
201.0,614,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6328830234696746,0.40054092139611674,0.8419468311620646,0.005817174191482113,0.017130097089252668,0.020345149349066238,0.013992430578627358,0.001096223509526329,0.16805199234564472,True,False,1.6083902324649622e-14,4001
201.0,615,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6323469342135849,0.3998626452093198,0.8419468311620646,0.0034430655779403734,0.015581828024745363,0.020483364520967946,0.015922552493040552,0.004045750640061258,0.1703430772906626,True,False,1.7538290835652646e-14,4001
201.0,616,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6318102113294262,0.3991841431401342,0.8419468311620646,0.0010234542021196667,0.013790663327763948,0.020264795804875186,0.01754466195803204,0.006906294452620005,0.16672716482475586,True,False,1.630445765586826e-14,4001
201.0,617,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6312728542385899,0.398505416498536,0.8419468311620646,-0.0014074401442417833,0.011785351893772859,0.019694170154089516,0.018828472658949512,0.009617943116838378,0.15746979886448595,True,False,1.666552411656222e-14,4001
201.0,618,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6307348623585488,0.39782646659445753,0.8419468311620646,0.0038153722653076903,-0.009597888400037422,-0.018782310567352384,-0.019750291595673885,-0.012124144636274864,0.14322536439513028,True,False,1.6171578108532514e-14,4001
201.0,619,NUMERICAL_EIGENPAIR+PROPAGATING_MODE,0.6301962351028798,0.39714729473784416,0.8419468311620646,0.00616655328768703,-0.007262995314240544,-0.01754591668898474,-0.020293437896401312,-0.014372875685671945,0.12498964281177963,True,False,1.5650836814822355e-14,4001
