cluster_id,n_modes,k_min,k_max,k_center,k_span,k_span_over_dkr,E_C,E_C_norm,f_hz,alpha,grid
17,9,0.9713778196708444,0.9735758650175811,0.9724410250610536,0.0021980453467367322,0.839591476975896,6.314427222911473e-06,0.08631693755495974,235.0,1.0,4001
18,12,0.9743626248995669,0.9769579837076973,0.9756495302573738,0.0025953588081303325,0.9913540401864778,1.4211492626567245e-05,0.19426821757628382,235.0,1.0,4001
19,8,0.9770797768548255,0.978181783921907,0.9777216289494568,0.001102007067081523,0.4209356929157431,2.451382882674126e-05,0.3350990608290146,235.0,1.0,4001
0,2,1.104690937490789,1.1050266647068767,1.1048588010988327,0.0003357272160877667,0.1282383503300375,6.287926282156461e-07,0.00748078553327489,283.0,0.5,4001
1,2,1.1106503823037481,1.110976256763761,1.1108133195337546,0.00032587446001297593,0.12447487473232155,6.485631119577416e-07,0.007715996224569751,283.0,0.5,4001
2,2,1.1161153346201393,1.116431830625527,1.1162735826228332,0.00031649600538763423,0.12089256894307471,6.758867940285771e-07,0.008041067792490881,283.0,0.5,4001
3,3,1.121112566534554,1.1217271789399594,1.1214199660656838,0.0006146124054053903,0.23476464577408274,1.0216478993280138e-06,0.012154609456987134,283.0,0.5,4001
4,3,1.126265095085136,1.126860546630918,1.126562915424543,0.0005954515457819998,0.22744573651899672,1.0547319500071603e-06,0.012548212493341138,283.0,0.5,4001
5,3,1.1309648747974907,1.1315420372025133,1.1312535519905904,0.000577162405022591,0.2204597993427646,1.1022160301144785e-06,0.01311313358749536,283.0,0.5,4001
6,4,1.1352371600612017,1.1360758969533373,1.1356568214670841,0.0008387368921356497,0.320373893608614,1.47079871380835e-06,0.01749818500868844,283.0,0.5,4001
7,4,1.139377814972456,1.1401899332010776,1.1397841728213214,0.0008121182286215944,0.31020631310438573,1.5254447487905883e-06,0.018148312331437145,283.0,0.5,4001
8,4,1.1433842795567482,1.144169210378207,1.143777050602202,0.0007849308214589179,0.299821488528885,1.5985004388863005e-06,0.019017460481507358,283.0,0.5,4001
9,4,1.147253494854391,1.1480105573173667,1.1476323400015311,0.0007570624629755773,0.28917655970853157,1.6694519528367894e-06,0.01986157511534295,283.0,0.5,4001
