f_hz,n_z_ref,n_z_other,i_ref,j_new,k_ref,k_new,delta_k,overlap,phi180_ref,phi180_new,phi200_ref,phi200_new,phi220_ref,phi220_new
201.0,4001,2001,99,100,0.7630881334507785,0.7593756868197696,0.003712446631008892,0.6140740970787042,-0.02114771832466603,0.021839672059182854,-0.02271769283135619,0.022250440768872205,-0.01824008038643221,0.016566688627511542
201.0,4001,2001,100,103,0.7562131058837839,0.7515854853162504,0.004627620567533519,0.5382484967554066,-0.014145416735605766,-0.016862508889550404,-0.022582797439491962,-0.02250618929798119,-0.016923912240202513,-0.013591382721822106
201.0,4001,2001,101,101,0.7558244103063075,0.752420278710668,0.00340413159563957,0.13962676444369576,-0.01655041147655739,0.012008925091634192,-0.02260007533292969,0.022092396066417615,-0.013998352825409816,0.01891073300537106
201.0,4001,2001,102,105,0.7483041611478509,0.7430447557339729,0.005259405413878038,0.5730207537651639,-0.00878173806407992,0.01044509735389006,-0.02242159322871754,0.02235847412794486,-0.01037156555013261,0.008425224881985043
201.0,4001,2001,103,104,0.747901246943668,0.7434801588237874,0.004421088119880623,0.18290388900992685,-0.011609859171950473,-0.007631075534257551,-0.02228326582528197,-0.022267178990318517,-0.006784165829707272,-0.01178061289925076
201.0,4001,2001,104,107,0.740110476307754,0.7336957044723966,0.006414771835357325,0.5689006990261721,-0.001559744816978145,-0.004383390370263734,-0.022181133126489047,-0.02209655470992088,-0.004220759412495938,-0.0009159244879957293
201.0,4001,8001,0,0,0.8366563132639958,0.8366579540240296,1.6407600338386175e-06,0.9999702483972503,-0.015692441944382095,0.015608097143251135,-0.02513410141050798,0.025023990371465434,-0.03630605025061503,0.036189889600970325
201.0,4001,8001,1,1,0.8365332687295839,0.8365349845066667,1.7157770828557517e-06,0.9999671161619935,-0.02301515598325901,0.022904976118818098,-0.034003624092008036,0.03388123140578365,-0.044569721873872405,0.044474691270942925
201.0,4001,8001,2,2,0.8364104206148701,0.8364122128760095,1.7922611393883514e-06,0.999963737290079,0.03163139000503955,-0.03150422348781469,0.042587776511350775,-0.04247866905031636,0.04961865123690936,-0.04958652854841357
201.0,4001,8001,3,3,0.8362877678495675,0.8362896380547287,1.870205161180749e-06,0.9999600990877934,-0.04039650165063739,0.04027484166011654,-0.04867233198371992,0.04861672932825819,-0.04865961626694128,0.048736475588049354
