f_hz,L_m,dr_name,status,recovered_k,pred_k,peak_err
338.0,600.0,lam/8,OK,0.9115675468044301,0.9115639280768884,3.618727541732092e-06
338.0,600.0,lam/4,OK,0.7446117580330652,0.7448987899957783,0.0002870319627130691
338.0,600.0,lam/4,OK,0.7760742266823497,0.7763607343262439,0.0002865076438941516
338.0,600.0,lam/4,OK,0.8075366953316341,0.8076414536112458,0.00010475827961176076
338.0,600.0,lam/4,OK,0.8389991639809184,0.8387417575053232,0.00025740647559524543
338.0,600.0,lam/4,OK,0.8704616326302032,0.8702332476956989,0.00022838493450427766
338.0,600.0,lam/4,OK,0.912411590829249,0.9126767891565818,0.0002651983273327385
338.0,600.0,lam/4,OK,0.9648490385780564,0.9649095837843511,6.0545206294726484e-05
338.0,600.0,lam/4,OK,1.0382614654263866,1.0380373213346952,0.00022414409169146943
338.0,600.0,lam/2,OK,0.5977869043364046,0.5975862519030595,0.0002006524333451054
338.0,600.0,lam/2,OK,0.6187618834359275,0.6184441711593646,0.00031771227656296475
338.0,600.0,lam/2,OK,0.6397368625354505,0.6395989404778681,0.00013792205758234033
338.0,600.0,lam/2,OK,0.6921743102842578,0.6921137531004986,6.055718375919117e-05
338.0,600.0,lam/2,OK,0.7131492893837807,0.7132493193816856,0.00010002999790481581
338.0,600.0,lam/2,OK,0.7446117580330652,0.7448987899957783,0.0002870319627130691
338.0,600.0,lam/2,OK,0.7760742266823497,0.7763607343262439,0.0002865076438941516
338.0,600.0,lam/2,OK,0.8075366953316341,0.8076414536112458,0.00010475827961176076
338.0,1200.0,lam/8,OK,0.9111461101207479,0.911007113511086,0.00013899660966187888
338.0,1200.0,lam/8,OK,0.9373284696069764,0.9374477260032014,0.00011925639622500928
338.0,1200.0,lam/8,OK,0.9530378852987134,0.9531421844829566,0.00010429918424326168
338.0,1200.0,lam/8,OK,0.9635108290932048,0.963311944631304,0.00019888446190086118
338.0,1200.0,lam/8,OK,0.9896931885794331,0.9896525281592272,4.0660420205895775e-05
338.0,1200.0,lam/8,OK,1.0158755480656616,1.0158966499701396,2.1101904478015854e-05
338.0,1200.0,lam/8,OK,1.0263484918601529,1.0265215447473321,0.00017305288717928136
338.0,1200.0,lam/8,OK,1.0368214356546444,1.0370409661888786,0.00021953053423429125
338.0,1200.0,lam/4,OK,0.5972339099753162,0.5975862519030595,0.00035234192774324935
338.0,1200.0,lam/4,OK,0.6181894857639239,0.6184441711593646,0.00025468539544071245
338.0,1200.0,lam/4,OK,0.6391450615525314,0.6389004015121172,0.00024466004041412415
338.0,1200.0,lam/4,OK,0.6548617433939871,0.6548555646915536,6.178702433468075e-06
338.0,1200.0,lam/4,OK,0.6758173191825946,0.6760054758604136,0.00018815667781901801
338.0,1200.0,lam/4,OK,0.6915340010240504,0.6914470522426339,8.694878141646267e-05
338.0,1200.0,lam/4,OK,0.7124895768126579,0.7125945646447279,0.00010498783207002482
338.0,1200.0,lam/4,OK,0.7282062586541136,0.7282096769197646,3.4182656509784692e-06
338.0,1200.0,lam/2,OK,0.912411590829249,0.9126767891565818,0.0002651983273327385
338.0,1200.0,lam/2,OK,0.9386303147036527,0.9385368236963195,9.34910073331352e-05
338.0,1200.0,lam/2,OK,0.9648490385780564,0.9649095837843511,6.0545206294726484e-05
338.0,1200.0,lam/2,OK,0.9910677624524601,0.9912136533929403,0.0001458909404802311
338.0,1200.0,lam/2,OK,1.0015552520022215,1.0015656211888482,1.0369186626668636e-05
338.0,1200.0,lam/2,OK,1.0277739758766253,1.027527935522249,0.0002460403543762535
338.0,1200.0,lam/2,OK,1.0382614654263866,1.0380373213346952,0.00022414409169146943
