f_hz,C1_corr_200_220,D_actual_200_220,D_actual_200_210,n_obs_groups_L24,energy_cov_L24,conv_energy_frac,dom_overlap
201.0,0.579,0.0801046838429954,0.09443291914347529,10,0.5428027304713676,0.8430706772675494,0.9999121137365384
235.0,0.994,0.7689378530474458,0.8200090000790855,7,0.17687742580502497,0.8806431081985993,0.9998207527922441
283.0,1.0,0.1226364260658368,0.11556060923874845,4,0.399600010118645,0.16017600829569517,0.0002890244054998482
338.0,0.067,0.2533049800150683,0.0998862706764041,5,0.5781431107127163,0.07594081013640284,9.241537993484138e-12
