eps,median_dJ,frac_gt0,frac_gt0p5
0.0,2.7125315540709414,1.0,1.0
0.25,2.4759591750580805,1.0,1.0
0.5,2.26081851731004,1.0,1.0
1.0,1.8970791691975464,1.0,0.9655172413793104
1.5,1.6009247554844321,1.0,0.9080459770114943
2.0,1.378081684247777,1.0,0.8275862068965517
