pair_id,mechanism,z_true,n_lines,frequencies,J_true_star,J_alt_star,delta_J,delta_J_gt_0,delta_J_gt_0p5,static_blind
A02,A,200.0,2,201;283,0.0,3.9461270148446603,3.9461270148446603,True,True,False
A02,A,200.0,2,201;338,0.0,4.354177727425608,4.354177727425608,True,True,False
A02,A,200.0,2,235;283,0.0,3.838675413053508,3.838675413053508,True,True,False
A02,A,200.0,2,235;338,0.0,3.6438921467117824,3.6438921467117824,True,True,False
A02,A,200.0,2,283;338,0.0,3.7978255213069474,3.7978255213069474,True,True,False
A02,A,200.0,3,201;235;283,0.0,3.908065857341379,3.908065857341379,True,True,False
A02,A,200.0,3,201;235;338,0.0,4.257419116200859,4.257419116200859,True,True,False
A02,A,200.0,3,201;283;338,0.0,4.473807159937428,4.473807159937428,True,True,False
A02,A,200.0,3,235;283;338,0.0,3.8811417778083372,3.8811417778083372,True,True,False
A02,A,200.0,4,201;235;283;338,0.0,4.257545811351039,4.257545811351039,True,True,False
A02,A,220.0,1,201,0.0,3.2321291780099757,3.2321291780099757,True,True,False
A02,A,220.0,1,235,0.0,3.3676290032498333,3.3676290032498333,True,True,False
A02,A,220.0,1,283,0.0,3.02797964825562,3.02797964825562,True,True,False
A02,A,220.0,1,338,0.0,3.195789861046654,3.195789861046654,True,True,False
A02,A,220.0,2,201;235,0.0,3.720820036357486,3.720820036357486,True,True,False
A02,A,220.0,2,201;283,0.0,3.9461270148446603,3.9461270148446603,True,True,False
A02,A,220.0,2,201;338,0.0,4.354177727425608,4.354177727425608,True,True,False
A02,A,220.0,2,235;283,0.0,3.838675413053508,3.838675413053508,True,True,False
A02,A,220.0,2,235;338,0.0,3.6438921467117824,3.6438921467117824,True,True,False
A02,A,220.0,2,283;338,0.0,3.7978255213069474,3.7978255213069474,True,True,False
A02,A,220.0,3,201;235;283,0.0,3.9080658573413793,3.9080658573413793,True,True,False
A02,A,220.0,3,201;235;338,0.0,4.257419116200859,4.257419116200859,True,True,False
A02,A,220.0,3,201;283;338,0.0,4.473807159937428,4.473807159937428,True,True,False
A02,A,220.0,3,235;283;338,0.0,3.8811417778083372,3.8811417778083372,True,True,False
A02,A,220.0,4,201;235;283;338,0.0,4.257545811351039,4.257545811351039,True,True,False
A03,A,180.0,1,201,0.0,0.7338479784490007,0.7338479784490007,True,True,False
A03,A,180.0,1,235,0.0,0.9695692622801652,0.9695692622801652,True,True,False
A03,A,180.0,1,283,0.0,1.8619645655983075,1.8619645655983075,True,True,False
A03,A,180.0,1,338,0.0,1.458460437046612,1.458460437046612,True,True,False
A03,A,180.0,2,201;235,0.0,1.6323986126008447,1.6323986126008447,True,True,False
A03,A,180.0,2,201;283,0.0,1.7852269640420637,1.7852269640420637,True,True,False
A03,A,180.0,2,201;338,0.0,2.1412618350784443,2.1412618350784443,True,True,False
A03,A,180.0,2,235;283,0.0,1.5969306230815101,1.5969306230815101,True,True,False
A03,A,180.0,2,235;338,0.0,2.2468925925260583,2.2468925925260583,True,True,False
A03,A,180.0,2,283;338,0.0,1.718604691755247,1.718604691755247,True,True,False
A03,A,180.0,3,201;235;283,0.0,2.1971428271776996,2.1971428271776996,True,True,False
A03,A,180.0,3,201;235;338,0.0,2.549890886470953,2.549890886470953,True,True,False
A03,A,180.0,3,201;283;338,0.0,2.37249133743595,2.37249133743595,True,True,False
A03,A,180.0,3,235;283;338,0.0,2.1624280083089387,2.1624280083089387,True,True,False
A03,A,180.0,4,201;235;283;338,0.0,2.4689694376607245,2.4689694376607245,True,True,False
A03,A,200.0,1,201,0.0,0.7338479784490007,0.7338479784490007,True,True,False
A03,A,200.0,1,235,0.0,0.9695692622801652,0.9695692622801652,True,True,False
A03,A,200.0,1,283,0.0,1.8619645655983075,1.8619645655983075,True,True,False
A03,A,200.0,1,338,0.0,1.4584604370466123,1.4584604370466123,True,True,False
A03,A,200.0,2,201;235,0.0,1.6323986126008447,1.6323986126008447,True,True,False
A03,A,200.0,2,201;283,0.0,1.7852269640420637,1.7852269640420637,True,True,False
A03,A,200.0,2,201;338,0.0,2.1412618350784447,2.1412618350784447,True,True,False
A03,A,200.0,2,235;283,0.0,1.5969306230815101,1.5969306230815101,True,True,False
A03,A,200.0,2,235;338,0.0,2.2468925925260583,2.2468925925260583,True,True,False
A03,A,200.0,2,283;338,0.0,1.7186046917552469,1.7186046917552469,True,True,False
A03,A,200.0,3,201;235;283,0.0,2.1971428271776996,2.1971428271776996,True,True,False
A03,A,200.0,3,201;235;338,0.0,2.549890886470953,2.549890886470953,True,True,False
A03,A,200.0,3,201;283;338,0.0,2.3724913374359504,2.3724913374359504,True,True,False
A03,A,200.0,3,235;283;338,0.0,2.1624280083089387,2.1624280083089387,True,True,False
A03,A,200.0,4,201;235;283;338,0.0,2.4689694376607245,2.4689694376607245,True,True,False
A03,A,220.0,1,201,0.0,0.7338479784490007,0.7338479784490007,True,True,False
A03,A,220.0,1,235,0.0,0.9695692622801652,0.9695692622801652,True,True,False
A03,A,220.0,1,283,0.0,1.8619645655983075,1.8619645655983075,True,True,False
A03,A,220.0,1,338,0.0,1.458460437046612,1.458460437046612,True,True,False
A03,A,220.0,2,201;235,0.0,1.632398612600845,1.632398612600845,True,True,False
A03,A,220.0,2,201;283,0.0,1.7852269640420637,1.7852269640420637,True,True,False
A03,A,220.0,2,201;338,0.0,2.1412618350784447,2.1412618350784447,True,True,False
A03,A,220.0,2,235;283,0.0,1.5969306230815101,1.5969306230815101,True,True,False
A03,A,220.0,2,235;338,0.0,2.2468925925260583,2.2468925925260583,True,True,False
A03,A,220.0,2,283;338,0.0,1.7186046917552469,1.7186046917552469,True,True,False
A03,A,220.0,3,201;235;283,0.0,2.1971428271776996,2.1971428271776996,True,True,False
A03,A,220.0,3,201;235;338,0.0,2.549890886470953,2.549890886470953,True,True,False
A03,A,220.0,3,201;283;338,0.0,2.3724913374359504,2.3724913374359504,True,True,False
A03,A,220.0,3,235;283;338,0.0,2.1624280083089387,2.1624280083089387,True,True,False
A03,A,220.0,4,201;235;283;338,0.0,2.4689694376607245,2.4689694376607245,True,True,False
A04,A,180.0,1,201,0.0,2.1945291459353737,2.1945291459353737,True,True,False
A04,A,180.0,1,235,0.0,2.242099709718677,2.242099709718677,True,True,False
A04,A,180.0,1,283,0.0,2.26507813574229,2.26507813574229,True,True,False
A04,A,180.0,1,338,0.0,3.3560219433547083,3.3560219433547083,True,True,False
A04,A,180.0,2,201;235,0.0,3.604703319455794,3.604703319455794,True,True,False
A04,A,180.0,2,201;283,0.0,2.5770593860410806,2.5770593860410806,True,True,False
A04,A,180.0,2,201;338,0.0,3.5453874611424148,3.5453874611424148,True,True,False
A04,A,180.0,2,235;283,0.0,3.720344763985924,3.720344763985924,True,True,False
A04,A,180.0,2,235;338,0.0,3.450066986855702,3.450066986855702,True,True,False
A04,A,180.0,2,283;338,0.0,3.6021685310416793,3.6021685310416793,True,True,False
A04,A,180.0,3,201;235;283,0.0,3.53903923036924,3.53903923036924,True,True,False
A04,A,180.0,3,201;235;338,0.0,4.1381283959474535,4.1381283959474535,True,True,False
A04,A,180.0,3,201;283;338,0.0,3.44223309234632,3.44223309234632,True,True,False
A04,A,180.0,3,235;283;338,0.0,3.8588403241514175,3.8588403241514175,True,True,False
A04,A,180.0,4,201;235;283;338,0.0,3.8677781687308856,3.8677781687308856,True,True,False
A04,A,200.0,1,201,0.0,2.1945291459353737,2.1945291459353737,True,True,False
A04,A,200.0,1,235,0.0,2.2420997097186772,2.2420997097186772,True,True,False
A04,A,200.0,1,283,0.0,2.2650781357422898,2.2650781357422898,True,True,False
A04,A,200.0,1,338,0.0,3.356021943354708,3.356021943354708,True,True,False
A04,A,200.0,2,201;235,0.0,3.604703319455794,3.604703319455794,True,True,False
A04,A,200.0,2,201;283,0.0,2.5770593860410806,2.5770593860410806,True,True,False
A04,A,200.0,2,201;338,0.0,3.5453874611424148,3.5453874611424148,True,True,False
A04,A,200.0,2,235;283,0.0,3.720344763985924,3.720344763985924,True,True,False
A04,A,200.0,2,235;338,0.0,3.450066986855702,3.450066986855702,True,True,False
A04,A,200.0,2,283;338,0.0,3.6021685310416798,3.6021685310416798,True,True,False
A04,A,200.0,3,201;235;283,0.0,3.53903923036924,3.53903923036924,True,True,False
A04,A,200.0,3,201;235;338,0.0,4.1381283959474535,4.1381283959474535,True,True,False
A04,A,200.0,3,201;283;338,0.0,3.44223309234632,3.44223309234632,True,True,False
A04,A,200.0,3,235;283;338,0.0,3.858840324151418,3.858840324151418,True,True,False
A04,A,200.0,4,201;235;283;338,0.0,3.8677781687308856,3.8677781687308856,True,True,False
A04,A,220.0,1,201,0.0,2.1945291459353737,2.1945291459353737,True,True,False
A04,A,220.0,1,235,0.0,2.2420997097186772,2.2420997097186772,True,True,False
A04,A,220.0,1,283,0.0,2.26507813574229,2.26507813574229,True,True,False
A04,A,220.0,1,338,0.0,3.3560219433547083,3.3560219433547083,True,True,False
A04,A,220.0,2,201;235,0.0,3.604703319455794,3.604703319455794,True,True,False
A04,A,220.0,2,201;283,0.0,2.5770593860410806,2.5770593860410806,True,True,False
A04,A,220.0,2,201;338,0.0,3.5453874611424148,3.5453874611424148,True,True,False
A04,A,220.0,2,235;283,0.0,3.720344763985924,3.720344763985924,True,True,False
A04,A,220.0,2,235;338,0.0,3.450066986855702,3.450066986855702,True,True,False
A04,A,220.0,2,283;338,0.0,3.6021685310416798,3.6021685310416798,True,True,False
A04,A,220.0,3,201;235;283,0.0,3.53903923036924,3.53903923036924,True,True,False
A04,A,220.0,3,201;235;338,0.0,4.1381283959474535,4.1381283959474535,True,True,False
A04,A,220.0,3,201;283;338,0.0,3.44223309234632,3.44223309234632,True,True,False
A04,A,220.0,3,235;283;338,0.0,3.8588403241514175,3.8588403241514175,True,True,False
A04,A,220.0,4,201;235;283;338,0.0,3.867778168730885,3.867778168730885,True,True,False
A05,A,180.0,1,201,0.0,0.0,0.0,False,False,True
A05,A,180.0,1,235,0.0,0.0,0.0,False,False,True
A05,A,180.0,1,283,0.0,0.0,0.0,False,False,True
A05,A,180.0,1,338,0.0,0.0,0.0,False,False,True
A05,A,180.0,2,201;235,0.0,0.0,0.0,False,False,True
A05,A,180.0,2,201;283,0.0,1.0048591735576161e-14,1.0048591735576161e-14,True,False,True
A05,A,180.0,2,201;338,0.0,0.0,0.0,False,False,True
A05,A,180.0,2,235;283,0.0,1.0048591735576161e-14,1.0048591735576161e-14,True,False,True
A05,A,180.0,2,235;338,0.0,0.0,0.0,False,False,True
A05,A,180.0,2,283;338,0.0,0.0,0.0,False,False,True
A05,A,180.0,3,201;235;283,0.0,1.160311428702309e-14,1.160311428702309e-14,True,False,True
A05,A,180.0,3,201;235;338,0.0,0.0,0.0,False,False,True
A05,A,180.0,3,201;283;338,0.0,8.204640795236539e-15,8.204640795236539e-15,True,False,True
A05,A,180.0,3,235;283;338,0.0,8.204640795236539e-15,8.204640795236539e-15,True,False,True
A05,A,180.0,4,201;235;283;338,0.0,1.0048591735576161e-14,1.0048591735576161e-14,True,False,True
A05,A,200.0,1,201,0.0,0.0,0.0,False,False,True
A05,A,200.0,1,235,0.0,0.0,0.0,False,False,True
A05,A,200.0,1,283,0.0,0.0,0.0,False,False,True
A05,A,200.0,1,338,0.0,0.0,0.0,False,False,True
A05,A,200.0,2,201;235,0.0,0.0,0.0,False,False,True
A05,A,200.0,2,201;283,0.0,0.0,0.0,False,False,True
A05,A,200.0,2,201;338,0.0,0.0,0.0,False,False,True
A05,A,200.0,2,235;283,0.0,1.0048591735576161e-14,1.0048591735576161e-14,True,False,True
A05,A,200.0,2,235;338,0.0,0.0,0.0,False,False,True
A05,A,200.0,2,283;338,0.0,0.0,0.0,False,False,True
A05,A,200.0,3,201;235;283,0.0,8.204640795236539e-15,8.204640795236539e-15,True,False,True
A05,A,200.0,3,201;235;338,0.0,0.0,0.0,False,False,True
A05,A,200.0,3,201;283;338,0.0,8.204640795236539e-15,8.204640795236539e-15,True,False,True
A05,A,200.0,3,235;283;338,0.0,8.204640795236539e-15,8.204640795236539e-15,True,False,True
A05,A,200.0,4,201;235;283;338,0.0,7.105427357601002e-15,7.105427357601002e-15,True,False,True
A05,A,220.0,1,201,0.0,0.0,0.0,False,False,True
A05,A,220.0,1,235,0.0,0.0,0.0,False,False,True
A05,A,220.0,1,283,0.0,0.0,0.0,False,False,True
A05,A,220.0,1,338,0.0,0.0,0.0,False,False,True
A05,A,220.0,2,201;235,0.0,0.0,0.0,False,False,True
A05,A,220.0,2,201;283,0.0,0.0,0.0,False,False,True
A05,A,220.0,2,201;338,0.0,0.0,0.0,False,False,True
A05,A,220.0,2,235;283,0.0,0.0,0.0,False,False,True
A05,A,220.0,2,235;338,0.0,0.0,0.0,False,False,True
A05,A,220.0,2,283;338,0.0,0.0,0.0,False,False,True
A05,A,220.0,3,201;235;283,0.0,0.0,0.0,False,False,True
A05,A,220.0,3,201;235;338,0.0,0.0,0.0,False,False,True
A05,A,220.0,3,201;283;338,0.0,0.0,0.0,False,False,True
A05,A,220.0,3,235;283;338,0.0,0.0,0.0,False,False,True
A05,A,220.0,4,201;235;283;338,0.0,0.0,0.0,False,False,True
A06,A,180.0,1,201,0.0,2.3748799973342156,2.3748799973342156,True,True,False
A06,A,180.0,1,235,0.0,2.2246686832018514,2.2246686832018514,True,True,False
A06,A,180.0,1,283,0.0,2.0800457252878584,2.0800457252878584,True,True,False
A06,A,180.0,1,338,0.0,2.952348912136083,2.952348912136083,True,True,False
A06,A,180.0,2,201;235,0.0,2.8390271803392997,2.8390271803392997,True,True,False
A06,A,180.0,2,201;283,0.0,3.0309564465970427,3.0309564465970427,True,True,False
A06,A,180.0,2,201;338,0.0,3.384940338864774,3.384940338864774,True,True,False
A06,A,180.0,2,235;283,0.0,3.106552735825909,3.106552735825909,True,True,False
A06,A,180.0,2,235;338,0.0,3.000199916930313,3.000199916930313,True,True,False
A06,A,180.0,2,283;338,0.0,3.334679816215276,3.334679816215276,True,True,False
A06,A,180.0,3,201;235;283,0.0,3.3889724313089604,3.3889724313089604,True,True,False
A06,A,180.0,3,201;235;338,0.0,3.700556891175525,3.700556891175525,True,True,False
A06,A,180.0,3,201;283;338,0.0,3.584377925178959,3.584377925178959,True,True,False
A06,A,180.0,3,235;283;338,0.0,3.8139040790964533,3.8139040790964533,True,True,False
A06,A,180.0,4,201;235;283;338,0.0,3.83362923235361,3.83362923235361,True,True,False
A06,A,200.0,1,201,0.0,2.374879997334216,2.374879997334216,True,True,False
A06,A,200.0,1,235,0.0,2.2246686832018514,2.2246686832018514,True,True,False
A06,A,200.0,1,283,0.0,2.0800457252878584,2.0800457252878584,True,True,False
A06,A,200.0,1,338,0.0,2.952348912136083,2.952348912136083,True,True,False
A06,A,200.0,2,201;235,0.0,2.8390271803392997,2.8390271803392997,True,True,False
A06,A,200.0,2,201;283,0.0,3.0309564465970427,3.0309564465970427,True,True,False
A06,A,200.0,2,201;338,0.0,3.384940338864774,3.384940338864774,True,True,False
A06,A,200.0,2,235;283,0.0,3.106552735825909,3.106552735825909,True,True,False
A06,A,200.0,2,235;338,0.0,3.000199916930313,3.000199916930313,True,True,False
A06,A,200.0,2,283;338,0.0,3.3346798162152766,3.3346798162152766,True,True,False
A06,A,200.0,3,201;235;283,0.0,3.38897243130896,3.38897243130896,True,True,False
A06,A,200.0,3,201;235;338,0.0,3.700556891175525,3.700556891175525,True,True,False
A06,A,200.0,3,201;283;338,0.0,3.5843779251789596,3.5843779251789596,True,True,False
A06,A,200.0,3,235;283;338,0.0,3.8139040790964533,3.8139040790964533,True,True,False
A06,A,200.0,4,201;235;283;338,0.0,3.8336292323536094,3.8336292323536094,True,True,False
A06,A,220.0,1,201,0.0,2.3748799973342156,2.3748799973342156,True,True,False
A06,A,220.0,1,235,0.0,2.2246686832018514,2.2246686832018514,True,True,False
A06,A,220.0,1,283,0.0,2.0800457252878584,2.0800457252878584,True,True,False
A06,A,220.0,1,338,0.0,2.952348912136083,2.952348912136083,True,True,False
A06,A,220.0,2,201;235,0.0,2.8390271803392997,2.8390271803392997,True,True,False
A06,A,220.0,2,201;283,0.0,3.0309564465970427,3.0309564465970427,True,True,False
A06,A,220.0,2,201;338,0.0,3.384940338864774,3.384940338864774,True,True,False
A06,A,220.0,2,235;283,0.0,3.106552735825909,3.106552735825909,True,True,False
A06,A,220.0,2,235;338,0.0,3.000199916930313,3.000199916930313,True,True,False
A06,A,220.0,2,283;338,0.0,3.334679816215276,3.334679816215276,True,True,False
A06,A,220.0,3,201;235;283,0.0,3.38897243130896,3.38897243130896,True,True,False
A06,A,220.0,3,201;235;338,0.0,3.700556891175525,3.700556891175525,True,True,False
A06,A,220.0,3,201;283;338,0.0,3.584377925178959,3.584377925178959,True,True,False
A06,A,220.0,3,235;283;338,0.0,3.8139040790964533,3.8139040790964533,True,True,False
A06,A,220.0,4,201;235;283;338,0.0,3.8336292323536094,3.8336292323536094,True,True,False
A07,A,180.0,1,201,0.0,2.4844250090036106,2.4844250090036106,True,True,False
A07,A,180.0,1,235,0.0,3.017689565375545,3.017689565375545,True,True,False
A07,A,180.0,1,283,0.0,1.6890288816248282,1.6890288816248282,True,True,False
A07,A,180.0,1,338,0.0,3.52469610568626,3.52469610568626,True,True,False
A07,A,180.0,2,201;235,0.0,3.409980913763117,3.409980913763117,True,True,False
A07,A,180.0,2,201;283,0.0,2.9363073427551267,2.9363073427551267,True,True,False
A07,A,180.0,2,201;338,0.0,3.9499143705485658,3.9499143705485658,True,True,False
A07,A,180.0,2,235;283,0.0,2.9750451916273377,2.9750451916273377,True,True,False
A07,A,180.0,2,235;338,0.0,3.8501010729370058,3.8501010729370058,True,True,False
A07,A,180.0,2,283;338,0.0,2.8142008535418492,2.8142008535418492,True,True,False
A07,A,180.0,3,201;235;283,0.0,3.2464912620717725,3.2464912620717725,True,True,False
A07,A,180.0,3,201;235;338,0.0,4.103174070769865,4.103174070769865,True,True,False
A07,A,180.0,3,201;283;338,0.0,3.791113527599206,3.791113527599206,True,True,False
A07,A,180.0,3,235;283;338,0.0,3.291371300163717,3.291371300163717,True,True,False
A07,A,180.0,4,201;235;283;338,0.0,3.761622196011364,3.761622196011364,True,True,False
A07,A,200.0,1,201,0.0,2.4844250090036106,2.4844250090036106,True,True,False
A07,A,200.0,1,235,0.0,3.0176895653755444,3.0176895653755444,True,True,False
A07,A,200.0,1,283,0.0,1.6890288816248282,1.6890288816248282,True,True,False
A07,A,200.0,1,338,0.0,3.5246961056862602,3.5246961056862602,True,True,False
A07,A,200.0,2,201;235,0.0,3.4099809137631176,3.4099809137631176,True,True,False
A07,A,200.0,2,201;283,0.0,2.9363073427551267,2.9363073427551267,True,True,False
A07,A,200.0,2,201;338,0.0,3.949914370548566,3.949914370548566,True,True,False
A07,A,200.0,2,235;283,0.0,2.9750451916273377,2.9750451916273377,True,True,False
A07,A,200.0,2,235;338,0.0,3.8501010729370053,3.8501010729370053,True,True,False
A07,A,200.0,2,283;338,0.0,2.8142008535418492,2.8142008535418492,True,True,False
A07,A,200.0,3,201;235;283,0.0,3.2464912620717725,3.2464912620717725,True,True,False
A07,A,200.0,3,201;235;338,0.0,4.103174070769865,4.103174070769865,True,True,False
A07,A,200.0,3,201;283;338,0.0,3.791113527599206,3.791113527599206,True,True,False
A07,A,200.0,3,235;283;338,0.0,3.291371300163717,3.291371300163717,True,True,False
A07,A,200.0,4,201;235;283;338,0.0,3.761622196011364,3.761622196011364,True,True,False
A07,A,220.0,1,201,0.0,2.4844250090036106,2.4844250090036106,True,True,False
A07,A,220.0,1,235,0.0,3.0176895653755444,3.0176895653755444,True,True,False
A07,A,220.0,1,283,0.0,1.6890288816248282,1.6890288816248282,True,True,False
A07,A,220.0,1,338,0.0,3.5246961056862602,3.5246961056862602,True,True,False
A07,A,220.0,2,201;235,0.0,3.4099809137631176,3.4099809137631176,True,True,False
A07,A,220.0,2,201;283,0.0,2.9363073427551267,2.9363073427551267,True,True,False
A07,A,220.0,2,201;338,0.0,3.9499143705485658,3.9499143705485658,True,True,False
A07,A,220.0,2,235;283,0.0,2.9750451916273377,2.9750451916273377,True,True,False
A07,A,220.0,2,235;338,0.0,3.8501010729370053,3.8501010729370053,True,True,False
A07,A,220.0,2,283;338,0.0,2.8142008535418492,2.8142008535418492,True,True,False
A07,A,220.0,3,201;235;283,0.0,3.2464912620717725,3.2464912620717725,True,True,False
A07,A,220.0,3,201;235;338,0.0,4.103174070769865,4.103174070769865,True,True,False
A07,A,220.0,3,201;283;338,0.0,3.791113527599206,3.791113527599206,True,True,False
A07,A,220.0,3,235;283;338,0.0,3.291371300163717,3.291371300163717,True,True,False
A07,A,220.0,4,201;235;283;338,0.0,3.761622196011364,3.761622196011364,True,True,False
A08,A,180.0,1,201,0.0,2.7203509696042167,2.7203509696042167,True,True,False
A08,A,180.0,1,235,0.0,1.9223439683713643,1.9223439683713643,True,True,False
A08,A,180.0,1,283,0.0,3.904496299067034,3.904496299067034,True,True,False
A08,A,180.0,1,338,0.0,3.0050133293922037,3.0050133293922037,True,True,False
A08,A,180.0,2,201;235,0.0,2.5030397354409657,2.5030397354409657,True,True,False
A08,A,180.0,2,201;283,0.0,3.4798183362472646,3.4798183362472646,True,True,False
A08,A,180.0,2,201;338,0.0,3.3332163869795353,3.3332163869795353,True,True,False
A08,A,180.0,2,235;283,0.0,3.1121716084072486,3.1121716084072486,True,True,False
A08,A,180.0,2,235;338,0.0,2.8040040465596983,2.8040040465596983,True,True,False
A08,A,180.0,2,283;338,0.0,3.977330478836903,3.977330478836903,True,True,False
A08,A,180.0,3,201;235;283,0.0,3.1277456068299156,3.1277456068299156,True,True,False
A08,A,180.0,3,201;235;338,0.0,3.0194243050303466,3.0194243050303466,True,True,False
A08,A,180.0,3,201;283;338,0.0,3.6073362690308657,3.6073362690308657,True,True,False
A08,A,180.0,3,235;283;338,0.0,3.5008771240141203,3.5008771240141203,True,True,False
A08,A,180.0,4,201;235;283;338,0.0,3.322978005876759,3.322978005876759,True,True,False
A08,A,200.0,1,201,0.0,2.7203509696042167,2.7203509696042167,True,True,False
A08,A,200.0,1,235,0.0,1.9223439683713641,1.9223439683713641,True,True,False
A08,A,200.0,1,283,0.0,3.9044962990670338,3.9044962990670338,True,True,False
A08,A,200.0,1,338,0.0,3.0050133293922037,3.0050133293922037,True,True,False
A08,A,200.0,2,201;235,0.0,2.5030397354409657,2.5030397354409657,True,True,False
A08,A,200.0,2,201;283,0.0,3.479818336247264,3.479818336247264,True,True,False
A08,A,200.0,2,201;338,0.0,3.3332163869795353,3.3332163869795353,True,True,False
A08,A,200.0,2,235;283,0.0,3.1121716084072486,3.1121716084072486,True,True,False
A08,A,200.0,2,235;338,0.0,2.8040040465596983,2.8040040465596983,True,True,False
A08,A,200.0,2,283;338,0.0,3.9773304788369024,3.9773304788369024,True,True,False
A08,A,200.0,3,201;235;283,0.0,3.1277456068299156,3.1277456068299156,True,True,False
A08,A,200.0,3,201;235;338,0.0,3.0194243050303466,3.0194243050303466,True,True,False
A08,A,200.0,3,201;283;338,0.0,3.6073362690308657,3.6073362690308657,True,True,False
A08,A,200.0,3,235;283;338,0.0,3.5008771240141203,3.5008771240141203,True,True,False
A08,A,200.0,4,201;235;283;338,0.0,3.322978005876759,3.322978005876759,True,True,False
A08,A,220.0,1,201,0.0,2.7203509696042167,2.7203509696042167,True,True,False
A08,A,220.0,1,235,0.0,1.9223439683713643,1.9223439683713643,True,True,False
A08,A,220.0,1,283,0.0,3.904496299067034,3.904496299067034,True,True,False
A08,A,220.0,1,338,0.0,3.0050133293922037,3.0050133293922037,True,True,False
A08,A,220.0,2,201;235,0.0,2.5030397354409657,2.5030397354409657,True,True,False
A08,A,220.0,2,201;283,0.0,3.4798183362472646,3.4798183362472646,True,True,False
A08,A,220.0,2,201;338,0.0,3.3332163869795353,3.3332163869795353,True,True,False
A08,A,220.0,2,235;283,0.0,3.1121716084072486,3.1121716084072486,True,True,False
A08,A,220.0,2,235;338,0.0,2.8040040465596983,2.8040040465596983,True,True,False
A08,A,220.0,2,283;338,0.0,3.977330478836903,3.977330478836903,True,True,False
A08,A,220.0,3,201;235;283,0.0,3.1277456068299156,3.1277456068299156,True,True,False
A08,A,220.0,3,201;235;338,0.0,3.019424305030346,3.019424305030346,True,True,False
A08,A,220.0,3,201;283;338,0.0,3.6073362690308652,3.6073362690308652,True,True,False
A08,A,220.0,3,235;283;338,0.0,3.50087712401412,3.50087712401412,True,True,False
A08,A,220.0,4,201;235;283;338,0.0,3.322978005876759,3.322978005876759,True,True,False
A09,A,180.0,1,201,0.0,1.785184257985327,1.785184257985327,True,True,False
A09,A,180.0,1,235,0.0,2.3811258371167083,2.3811258371167083,True,True,False
A09,A,180.0,1,283,0.0,3.213738252326124,3.213738252326124,True,True,False
A09,A,180.0,1,338,0.0,1.842971785449313,1.842971785449313,True,True,False
A09,A,180.0,2,201;235,0.0,2.3972420116139257,2.3972420116139257,True,True,False
A09,A,180.0,2,201;283,0.0,2.881404092754236,2.881404092754236,True,True,False
A09,A,180.0,2,201;338,0.0,2.556721489848512,2.556721489848512,True,True,False
A09,A,180.0,2,235;283,0.0,2.8522591342997634,2.8522591342997634,True,True,False
A09,A,180.0,2,235;338,0.0,2.4276702061943927,2.4276702061943927,True,True,False
A09,A,180.0,2,283;338,0.0,2.843644495240511,2.843644495240511,True,True,False
A09,A,180.0,3,201;235;283,0.0,2.937789554221648,2.937789554221648,True,True,False
A09,A,180.0,3,201;235;338,0.0,2.575456443505284,2.575456443505284,True,True,False
A09,A,180.0,3,201;283;338,0.0,2.9322168000173487,2.9322168000173487,True,True,False
A09,A,180.0,3,235;283;338,0.0,2.7150984521469335,2.7150984521469335,True,True,False
A09,A,180.0,4,201;235;283;338,0.0,2.8167506488346037,2.8167506488346037,True,True,False
A09,A,200.0,1,201,0.0,1.785184257985327,1.785184257985327,True,True,False
A09,A,200.0,1,235,0.0,2.3811258371167083,2.3811258371167083,True,True,False
A09,A,200.0,1,283,0.0,3.2137382523261246,3.2137382523261246,True,True,False
A09,A,200.0,1,338,0.0,1.842971785449313,1.842971785449313,True,True,False
A09,A,200.0,2,201;235,0.0,2.3972420116139257,2.3972420116139257,True,True,False
A09,A,200.0,2,201;283,0.0,2.8814040927542357,2.8814040927542357,True,True,False
A09,A,200.0,2,201;338,0.0,2.556721489848512,2.556721489848512,True,True,False
A09,A,200.0,2,235;283,0.0,2.852259134299763,2.852259134299763,True,True,False
A09,A,200.0,2,235;338,0.0,2.427670206194392,2.427670206194392,True,True,False
A09,A,200.0,2,283;338,0.0,2.843644495240511,2.843644495240511,True,True,False
A09,A,200.0,3,201;235;283,0.0,2.937789554221648,2.937789554221648,True,True,False
A09,A,200.0,3,201;235;338,0.0,2.575456443505284,2.575456443505284,True,True,False
A09,A,200.0,3,201;283;338,0.0,2.9322168000173487,2.9322168000173487,True,True,False
A09,A,200.0,3,235;283;338,0.0,2.7150984521469335,2.7150984521469335,True,True,False
A09,A,200.0,4,201;235;283;338,0.0,2.8167506488346032,2.8167506488346032,True,True,False
A09,A,220.0,1,201,0.0,1.785184257985327,1.785184257985327,True,True,False
A09,A,220.0,1,235,0.0,2.381125837116708,2.381125837116708,True,True,False
A09,A,220.0,1,283,0.0,3.2137382523261246,3.2137382523261246,True,True,False
A09,A,220.0,1,338,0.0,1.842971785449313,1.842971785449313,True,True,False
A09,A,220.0,2,201;235,0.0,2.3972420116139257,2.3972420116139257,True,True,False
A09,A,220.0,2,201;283,0.0,2.881404092754236,2.881404092754236,True,True,False
A09,A,220.0,2,201;338,0.0,2.556721489848512,2.556721489848512,True,True,False
A09,A,220.0,2,235;283,0.0,2.8522591342997634,2.8522591342997634,True,True,False
