Delta_ratio,mode_id,Re_C43,Im_C43,abs_C43,phase_C43,Re_C50,Im_C50,abs_C50,phase_C50,cumsum_abs_C43,cumsum_abs_C50
0.05,16,0.2974838711382295,0.20418426890882316,0.3608155612736476,0.601520224209482,-4.139229247144451,-2.841046455528649,5.020434614940017,-2.540072429380311,0.3608155612736476,5.020434614940017
0.05,15,6.097268518573321,-1.9622681116353977,6.405246250498606,-0.3113597257410945,-4.1793909998525915,1.3450425645655615,4.390495260234538,2.830232927848699,6.632022084083996,8.45206900442287
0.05,14,-0.5119079578363569,-0.03900542845073921,0.5133918393827613,-3.0655434281775458,-2.7162881194335675,-0.20697076549067503,2.7241618978217397,-3.0655434281775458,6.151210324661772,11.165541873820727
0.05,13,14.65959062192291,-6.829376457565724,16.17232141659085,-0.43596788526125463,-14.804733320870705,6.896993225096685,16.332441466269792,2.7056247683285384,22.280205315676316,26.356496569527742
0.05,12,1.2454474880460924,0.7611896361054569,1.459640060972115,0.5485978281129807,-0.6939133847225424,-0.42410433348283405,0.8132528949693411,-2.5929948254768123,23.164075497861237,26.958887710195054
0.05,11,13.84275859066185,1.8047896154322642,13.959915148571449,0.1296465929336063,-13.611696115769467,-1.7746641781886234,13.726897103621033,-3.0119460606561868,36.142386250133235,40.256834399078244
0.05,10,17.222764680677578,-3.006076865879754,17.48313820140916,-0.17280017491586197,-19.21211990081761,3.3533007185048365,19.50256846654094,2.9687924786739313,53.62541446839592,59.69590940340775
0.05,9,0.16416217672166758,1.0940533884544075,1.1063010607671704,1.4218579573273973,0.07624875035933114,0.5081572708278418,0.5138459728620632,1.4218579573273973,53.61364966630154,59.67634297537848
0.05,8,27.41603680075638,-2.4779211220557604,27.527788994896742,-0.09013726860885506,-23.748206953278853,2.146414671388887,23.845008480546102,3.051455384980938,81.10965595605079,83.51602086588677
0.05,7,-0.9200144808697505,-0.0973397656250027,0.9251495419563082,-3.0361823848217195,-19.390994264937753,-2.0516142693758685,19.499225104940848,-3.0361823848217195,80.2101397187123,102.65596011493272
0.05,6,16.854915217869713,20.305934251771294,26.38975431562095,0.8779996308038597,-10.221969556370636,-12.3149027480842,16.004545957512818,-2.2635930227859333,96.86129573137389,112.76990820309057
0.05,5,12.405984037788128,6.756759315799704,14.126649864617582,0.4987165085885563,22.67648857739413,12.350457245328764,25.821636825913657,0.4987165085885563,110.02105367994542,90.23671666408904
0.05,4,-6.289014153272302,1.8303210251328743,6.549944585651301,2.8583811109901784,10.048586459156345,-2.924486830656846,10.465501089285004,-0.28321154259961484,104.11445931628009,80.02041158193595
0.1,16,0.2934271134665192,0.20139982854179048,0.3558951557045363,0.601520224209482,-4.082782993641455,-2.8023033903666525,4.951971452343836,-2.540072429380311,0.3558951557045363,4.951971452343836
0.1,15,6.0165002779663235,-1.936274678265484,6.320398343811958,-0.31135972574109444,-4.12402816699743,1.3272252876733666,4.33233600802475,2.830232927848699,6.544079341615465,8.338321463905801
0.1,14,-0.47805587547682027,-0.03642602925178099,0.4794416290696509,-3.0655434281775458,-2.536662060249134,-0.19328394681135608,2.5440151516849023,-3.0655434281775458,6.094934961300119,10.872242122771425
0.1,13,13.722526000371275,-6.392831725131509,15.138560608483012,-0.43596788526125463,-13.858390944450726,6.456126320078592,15.288445526934561,2.705624768328539,21.190269545335894,25.063407731598733
0.1,12,1.2308457414042764,0.752265375292,1.4425270999174526,0.5485978281129807,-0.6857778771781982,-0.4191320933148219,0.8037182394804167,-2.5929948254768127,22.067218064374526,25.66222490686757
0.1,11,13.565866720747511,1.7686890385027398,13.680679836908856,0.1296465929336063,-13.339426107915422,-1.7391661898685693,13.452322770604248,-3.0119460606561868,34.811552921999635,38.716462716485225
0.1,10,15.405376743519424,-2.6888683377768707,15.63827501828984,-0.17280017491586197,-17.18481037169453,2.9994522865912496,17.444610099702356,2.9687924786739313,50.44929107789976,56.09501319283039
0.1,9,0.16268645097775553,1.0842184631214318,1.0963560357407338,1.4218579573273973,0.07556331692945426,0.5035892224412261,0.5092267862400208,1.4218579573273973,50.442589762351886,56.07267142598798
0.1,8,27.161870410199967,-2.454949010066947,27.272586581080372,-0.09013726860885506,-23.5280439848904,2.1265158627598737,23.623948092338562,3.051455384980938,77.68932463884168,79.69347592283067
0.1,7,-0.8970687216329253,-0.09491204859158298,0.9020757109577786,-3.0361823848217195,-18.907370262253266,-2.000445675782179,19.012901754747872,-3.0361823848217195,76.81141020621537,98.37102346871674
0.1,6,15.16639347065608,18.271690166980246,23.746034457670653,0.8779996308038596,-9.197934865470007,-11.081198464427217,14.401214018180998,-2.2635930227859338,91.742566391568,107.47791627547042
0.1,5,7.436128690763179,4.049991653363246,8.467493271205077,0.4987165085885564,13.592254093064941,7.402846012560834,15.477451354022357,0.4987165085885564,99.57721821348105,93.81290012949059
0.1,4,-1.9706261202882815,0.5735204807518098,2.0523871583607787,2.8583811109901784,3.148666303777555,-0.9163709917766414,3.2793040857953253,-0.2832115425996149,97.69778764167216,90.64401599456892
0.2,16,0.2782492833469031,0.19098220779906422,0.33748609953429204,0.6015202242094821,-3.8715966926869654,-2.657351261368995,4.6958254521568445,-2.540072429380311,0.33748609953429204,4.6958254521568445
0.2,15,5.7137486916210625,-1.8388409205389435,6.002354541515348,-0.31135972574109444,-3.916506183783454,1.2604390261066207,4.11433192950528,2.830232927848699,6.214457182181959,7.912389664792333
0.2,14,-0.3780541471888432,-0.028806280041056925,0.3791500230469297,-3.0655434281775458,-2.0060324767209763,-0.15285200208904037,2.0118474177238004,-3.0655434281775458,5.858973527801299,9.91598994089884
0.2,13,10.928306304689064,-5.091105183162396,12.056003926472892,-0.4359678852612547,-11.036506043201458,5.141511553024202,12.175368852379941,2.7056247683285384,17.873129345459674,21.138028994321072
0.2,12,1.1757092272577174,0.7185671716004212,1.3779081853159767,0.5485978281129809,-0.6550580230531039,-0.4003568058722511,0.7677151721663915,-2.5929948254768123,18.722151074613464,21.721423823700537
0.2,11,12.560864372130153,1.6376589558504842,12.667171769212176,0.1296465929336063,-12.351199196680959,-1.6103232532959548,12.455732117230124,-3.0119460606561868,30.598511197059874,33.87381705133985
0.2,10,10.832914854607347,-1.8907867196847241,10.99668671311994,-0.17280017491586197,-12.084195709621488,2.1091864075813054,12.266884414975145,2.9687924786739313,41.591999503669165,46.06913148931269
0.2,9,0.1570396577778616,1.0465855969057276,1.0583018783719067,1.421857957327397,0.07294053905438085,0.48610980617926697,0.49155169199300713,1.4218579573273973,41.60210229156339,46.03797581870983
0.2,8,26.190645870965213,-2.367167620746581,26.297403173754976,-0.09013726860885506,-22.68675384789972,2.0504782277298217,22.779228720867323,3.051455384980938,67.8887523923515,68.81720077142187
0.2,7,-0.8156930608193458,-0.0863023061191762,0.8202458518702309,-3.0361823848217195,-17.192228810729702,-1.8189795463064775,17.288187240724973,-3.0361823848217195,67.08814266529392,85.84038194150462
0.2,6,10.827576441835122,13.044506750222638,16.952745145267386,0.8779996308038596,-6.566580450097524,-7.911078113123843,10.28130029322897,-2.2635930227859338,77.65480553183451,92.36017919235849
0.2,5,2.857405463044737,1.556249058731396,3.2537174298085976,0.4987165085885564,5.22295709444344,2.8446162671506063,5.947362652279992,0.4987165085885564,80.62378965951152,87.07325057603417
0.2,4,-0.5259739287855539,0.15307663762006762,0.5477965231243955,2.8583811109901784,0.8404011137284109,-0.24458584294993765,0.8752692537313789,-0.2832115425996149,80.11306878626623,86.23508858606402
