layer,Delta_ratio,z_hat,D43,D50,D50_over_D43,D50_over_Dmax,D43_over_Dmax
G_DETECTED_PEAK,0.05,43.0,0.05068905656358957,0.029942887152511578,0.5907169946031278,0.5907169946031278,1.0
G_DETECTED_PEAK,0.1,43.0,0.057027518629365184,0.04909002960683107,0.8608130037338348,0.8608130037338348,1.0
G_DETECTED_PEAK,0.2,50.0,0.055481291982826475,0.06428473493516486,1.1586740798152895,1.0,0.8630554678149144
G_AT_TRUE_K,0.05,50.0,0.04913506171476072,0.11693134858108276,2.3797944787348313,1.0,0.4202043533320698
G_AT_TRUE_K,0.1,50.0,0.055175177816194076,0.10765326951846672,1.9511177630834962,1.0,0.5125267264337883
G_AT_TRUE_K,0.2,50.0,0.058194200984540714,0.09620458100454021,1.6531643939934317,1.0,0.6049005190490289
G_EQ5_IDEAL,0.05,50.0,0.04843220091287184,0.12067088652805757,2.491542491433356,1.0,0.4013577947951076
G_EQ5_IDEAL,0.1,50.0,0.05546926936974967,0.11142839680491166,2.00883116130748,1.0,0.4978019154925563
G_EQ5_IDEAL,0.2,50.0,0.059726073270166914,0.0994369204349387,1.664882939568828,1.0,0.6006428297349125
