branch_id,topology,launch_deg,phi_deg,tau_s,ray_exists,continuation_5pt,discontinuity,modal_energy_supported,modal_peak_tau_s,modal_peak_rel_amp,observable_branch,energy_tol_s,notes,status_RAY_EXISTS,status_MODAL,status_OBS
C0,refracted,0.3020833333333322,-0.3035965961839901,33.33053677842697,True,True,False,True,33.324544270833336,0.7982784968936912,True,0.015,"(50.5, 200.0): ok phi=-0.173 tau=33.66173 tau_err_vs_pred=0.00214s | (49.5, 200.0): ok phi=-0.436 tau=32.99935 tau_err_vs_pred=0.00215s | (50.0, 205.0): ok phi=-0.049 tau=33.33051 tau_err_vs_pred=0.00002s | (50.0, 195.0): ok phi=-0.553 tau=33.33055 tau_err_vs_pred=0.00001s",RAY_EXISTS,MODAL_ENERGY_SUPPORTED,OBSERVABLE_BRANCH
C1,surface_bounce,13.199218749999996,13.147062056720376,33.813455896268046,True,False,True,False,,,False,0.015,"(50.5, 200.0): DISCONTINUITY nearest phi=-0.17 (ref 13.15) tau=33.6617 (ref 33.8135, pred_err≈0.4851s) | (49.5, 200.0): DISCONTINUITY nearest phi=14.16 (ref 13.15) tau=33.5533 (ref 33.8135, pred_err≈0.0732s) | (50.0, 205.0): DISCONTINUITY nearest phi=13.92 (ref 13.15) tau=33.8753 (ref 33.8135, pred_err≈0.0619s) | (50.0, 195.0): ok phi=13.174 tau=33.81421 tau_err_vs_pred=0.00075s",RAY_EXISTS,MODAL_ENERGY_NOT_SUPPORTED,NOT_OBSERVABLE
