sv,sv_min,cond_J,det_F,crb_r_m,crb_z_m,corr_rz,cond_F
"[2.8782020109912667e-05, 1.1313256423213635e-07]",1.1313256423213635e-07,254.40968571042845,6.545769684666574e-15,77135.84950089826,347.6628971823161,0.8874530035864595,231739.29646651348
