theta_rel_deg,phi1_deg,phi2_deg,u1,u2,delta_u,is_pm_mirror,delta_u_formula_pm
0.0,-5.0,15.0,0.9961946980917455,0.9659258262890683,0.030268871802677233,False,0.030268871802677233
0.0,-5.0,20.0,0.9961946980917455,0.9396926207859084,0.05650207730583712,False,0.05650207730583712
0.0,-2.0,-1.0,0.9993908270190958,0.9998476951563913,0.00045686813729550746,False,0.00045686813729550746
0.0,-2.0,1.0,0.9993908270190958,0.9998476951563913,0.00045686813729550746,False,0.00045686813729550746
0.0,-2.0,2.0,0.9993908270190958,0.9993908270190958,0.0,True,0.0
0.0,-2.0,5.0,0.9993908270190958,0.9961946980917455,0.003196128927350217,False,0.003196128927350217
0.0,-2.0,10.0,0.9993908270190958,0.984807753012208,0.014583074006887742,False,0.014583074006887742
0.0,-2.0,15.0,0.9993908270190958,0.9659258262890683,0.03346500073002745,False,0.03346500073002745
0.0,-2.0,20.0,0.9993908270190958,0.9396926207859084,0.059698206233187334,False,0.059698206233187334
0.0,-1.0,1.0,0.9998476951563913,0.9998476951563913,0.0,True,0.0
0.0,-1.0,2.0,0.9998476951563913,0.9993908270190958,0.00045686813729550746,False,0.00045686813729550746
0.0,-1.0,5.0,0.9998476951563913,0.9961946980917455,0.0036529970646457244,False,0.0036529970646457244
0.0,-1.0,10.0,0.9998476951563913,0.984807753012208,0.01503994214418325,False,0.01503994214418325
0.0,-1.0,15.0,0.9998476951563913,0.9659258262890683,0.03392186886732296,False,0.03392186886732296
0.0,-1.0,20.0,0.9998476951563913,0.9396926207859084,0.06015507437048284,False,0.06015507437048284
0.0,1.0,2.0,0.9998476951563913,0.9993908270190958,0.00045686813729550746,False,0.00045686813729550746
0.0,1.0,5.0,0.9998476951563913,0.9961946980917455,0.0036529970646457244,False,0.0036529970646457244
0.0,1.0,10.0,0.9998476951563913,0.984807753012208,0.01503994214418325,False,0.01503994214418325
0.0,1.0,15.0,0.9998476951563913,0.9659258262890683,0.03392186886732296,False,0.03392186886732296
0.0,1.0,20.0,0.9998476951563913,0.9396926207859084,0.06015507437048284,False,0.06015507437048284
0.0,2.0,5.0,0.9993908270190958,0.9961946980917455,0.003196128927350217,False,0.003196128927350217
0.0,2.0,10.0,0.9993908270190958,0.984807753012208,0.014583074006887742,False,0.014583074006887742
0.0,2.0,15.0,0.9993908270190958,0.9659258262890683,0.03346500073002745,False,0.03346500073002745
0.0,2.0,20.0,0.9993908270190958,0.9396926207859084,0.059698206233187334,False,0.059698206233187334
0.0,5.0,10.0,0.9961946980917455,0.984807753012208,0.011386945079537525,False,0.011386945079537525
0.0,5.0,15.0,0.9961946980917455,0.9659258262890683,0.030268871802677233,False,0.030268871802677233
0.0,5.0,20.0,0.9961946980917455,0.9396926207859084,0.05650207730583712,False,0.05650207730583712
0.0,10.0,15.0,0.984807753012208,0.9659258262890683,0.018881926723139708,False,0.018881926723139708
0.0,10.0,20.0,0.984807753012208,0.9396926207859084,0.04511513222629959,False,0.04511513222629959
0.0,15.0,20.0,0.9659258262890683,0.9396926207859084,0.026233205503159884,False,0.026233205503159884
15.0,-20.0,-15.0,0.9076733711903687,0.9330127018922194,0.025339330701850682,False,0.025339330701850682
15.0,-20.0,-10.0,0.9076733711903687,0.9512512425641977,0.04357787137382896,False,0.04357787137382896
15.0,-20.0,-5.0,0.9076733711903687,0.9622501868990583,0.05457681570868955,False,0.05457681570868955
15.0,-20.0,-2.0,0.9076733711903687,0.9653374103741355,0.057664039183766724,False,0.057664039183766724
15.0,-20.0,-1.0,0.9076733711903687,0.9657787111071577,0.05810533991678901,False,0.05810533991678901
15.0,-20.0,1.0,0.9076733711903687,0.9657787111071577,0.05810533991678901,False,0.05810533991678901
15.0,-20.0,2.0,0.9076733711903687,0.9653374103741355,0.057664039183766724,False,0.057664039183766724
15.0,-20.0,5.0,0.9076733711903687,0.9622501868990583,0.05457681570868955,False,0.05457681570868955
15.0,-20.0,10.0,0.9076733711903687,0.9512512425641977,0.04357787137382896,False,0.04357787137382896
15.0,-20.0,15.0,0.9076733711903687,0.9330127018922194,0.025339330701850682,False,0.025339330701850682
15.0,-20.0,20.0,0.9076733711903687,0.9076733711903687,0.0,True,0.0
15.0,-15.0,-10.0,0.9330127018922194,0.9512512425641977,0.018238540671978276,False,0.018238540671978276
15.0,-15.0,-5.0,0.9330127018922194,0.9622501868990583,0.02923748500683887,False,0.02923748500683887
15.0,-15.0,-2.0,0.9330127018922194,0.9653374103741355,0.03232470848191604,False,0.03232470848191604
15.0,-15.0,-1.0,0.9330127018922194,0.9657787111071577,0.03276600921493833,False,0.03276600921493833
15.0,-15.0,1.0,0.9330127018922194,0.9657787111071577,0.03276600921493833,False,0.03276600921493833
15.0,-15.0,2.0,0.9330127018922194,0.9653374103741355,0.03232470848191604,False,0.03232470848191604
15.0,-15.0,5.0,0.9330127018922194,0.9622501868990583,0.02923748500683887,False,0.02923748500683887
15.0,-15.0,10.0,0.9330127018922194,0.9512512425641977,0.018238540671978276,False,0.018238540671978276
15.0,-15.0,15.0,0.9330127018922194,0.9330127018922194,0.0,True,0.0
15.0,-15.0,20.0,0.9330127018922194,0.9076733711903687,0.025339330701850682,False,0.025339330701850682
15.0,-10.0,-5.0,0.9512512425641977,0.9622501868990583,0.010998944334860594,False,0.010998944334860594
15.0,-10.0,-2.0,0.9512512425641977,0.9653374103741355,0.014086167809937766,False,0.014086167809937766
15.0,-10.0,-1.0,0.9512512425641977,0.9657787111071577,0.014527468542960054,False,0.014527468542960054
15.0,-10.0,1.0,0.9512512425641977,0.9657787111071577,0.014527468542960054,False,0.014527468542960054
15.0,-10.0,2.0,0.9512512425641977,0.9653374103741355,0.014086167809937766,False,0.014086167809937766
15.0,-10.0,5.0,0.9512512425641977,0.9622501868990583,0.010998944334860594,False,0.010998944334860594
15.0,-10.0,10.0,0.9512512425641977,0.9512512425641977,0.0,True,0.0
15.0,-10.0,15.0,0.9512512425641977,0.9330127018922194,0.018238540671978276,False,0.018238540671978276
15.0,-10.0,20.0,0.9512512425641977,0.9076733711903687,0.04357787137382896,False,0.04357787137382896
15.0,-5.0,-2.0,0.9622501868990583,0.9653374103741355,0.003087223475077172,False,0.003087223475077172
15.0,-5.0,-1.0,0.9622501868990583,0.9657787111071577,0.0035285242080994594,False,0.0035285242080994594
15.0,-5.0,1.0,0.9622501868990583,0.9657787111071577,0.0035285242080994594,False,0.0035285242080994594
15.0,-5.0,2.0,0.9622501868990583,0.9653374103741355,0.003087223475077172,False,0.003087223475077172
15.0,-5.0,5.0,0.9622501868990583,0.9622501868990583,0.0,True,0.0
15.0,-5.0,10.0,0.9622501868990583,0.9512512425641977,0.010998944334860594,False,0.010998944334860594
15.0,-5.0,15.0,0.9622501868990583,0.9330127018922194,0.02923748500683887,False,0.02923748500683887
15.0,-5.0,20.0,0.9622501868990583,0.9076733711903687,0.05457681570868955,False,0.05457681570868955
15.0,-2.0,-1.0,0.9653374103741355,0.9657787111071577,0.00044130073302228734,False,0.00044130073302228734
15.0,-2.0,1.0,0.9653374103741355,0.9657787111071577,0.00044130073302228734,False,0.00044130073302228734
15.0,-2.0,2.0,0.9653374103741355,0.9653374103741355,0.0,True,0.0
15.0,-2.0,5.0,0.9653374103741355,0.9622501868990583,0.003087223475077172,False,0.003087223475077172
15.0,-2.0,10.0,0.9653374103741355,0.9512512425641977,0.014086167809937766,False,0.014086167809937766
15.0,-2.0,15.0,0.9653374103741355,0.9330127018922194,0.03232470848191604,False,0.03232470848191604
15.0,-2.0,20.0,0.9653374103741355,0.9076733711903687,0.057664039183766724,False,0.057664039183766724
15.0,-1.0,1.0,0.9657787111071577,0.9657787111071577,0.0,True,0.0
15.0,-1.0,2.0,0.9657787111071577,0.9653374103741355,0.00044130073302228734,False,0.00044130073302228734
15.0,-1.0,5.0,0.9657787111071577,0.9622501868990583,0.0035285242080994594,False,0.0035285242080994594
15.0,-1.0,10.0,0.9657787111071577,0.9512512425641977,0.014527468542960054,False,0.014527468542960054
15.0,-1.0,15.0,0.9657787111071577,0.9330127018922194,0.03276600921493833,False,0.03276600921493833
15.0,-1.0,20.0,0.9657787111071577,0.9076733711903687,0.05810533991678901,False,0.05810533991678901
15.0,1.0,2.0,0.9657787111071577,0.9653374103741355,0.00044130073302228734,False,0.00044130073302228734
15.0,1.0,5.0,0.9657787111071577,0.9622501868990583,0.0035285242080994594,False,0.0035285242080994594
15.0,1.0,10.0,0.9657787111071577,0.9512512425641977,0.014527468542960054,False,0.014527468542960054
15.0,1.0,15.0,0.9657787111071577,0.9330127018922194,0.03276600921493833,False,0.03276600921493833
15.0,1.0,20.0,0.9657787111071577,0.9076733711903687,0.05810533991678901,False,0.05810533991678901
15.0,2.0,5.0,0.9653374103741355,0.9622501868990583,0.003087223475077172,False,0.003087223475077172
15.0,2.0,10.0,0.9653374103741355,0.9512512425641977,0.014086167809937766,False,0.014086167809937766
15.0,2.0,15.0,0.9653374103741355,0.9330127018922194,0.03232470848191604,False,0.03232470848191604
15.0,2.0,20.0,0.9653374103741355,0.9076733711903687,0.057664039183766724,False,0.057664039183766724
15.0,5.0,10.0,0.9622501868990583,0.9512512425641977,0.010998944334860594,False,0.010998944334860594
15.0,5.0,15.0,0.9622501868990583,0.9330127018922194,0.02923748500683887,False,0.02923748500683887
15.0,5.0,20.0,0.9622501868990583,0.9076733711903687,0.05457681570868955,False,0.05457681570868955
15.0,10.0,15.0,0.9512512425641977,0.9330127018922194,0.018238540671978276,False,0.018238540671978276
15.0,10.0,20.0,0.9512512425641977,0.9076733711903687,0.04357787137382896,False,0.04357787137382896
15.0,15.0,20.0,0.9330127018922194,0.9076733711903687,0.025339330701850682,False,0.025339330701850682
30.0,-20.0,-15.0,0.8137976813493738,0.8365163037378079,0.02271862238843414,False,0.02271862238843414
30.0,-20.0,-10.0,0.8137976813493738,0.8528685319524433,0.039070850603069474,False,0.039070850603069474
30.0,-20.0,-5.0,0.8137976813493738,0.862729915662821,0.048932234313447176,False,0.048932234313447176
30.0,-20.0,-2.0,0.8137976813493738,0.8654978445076765,0.051700163158302725,False,0.051700163158302725
30.0,-20.0,-1.0,0.8137976813493738,0.8658935039207541,0.052095822571380346,False,0.052095822571380346
30.0,-20.0,1.0,0.8137976813493738,0.8658935039207541,0.052095822571380346,False,0.052095822571380346
30.0,-20.0,2.0,0.8137976813493738,0.8654978445076765,0.051700163158302725,False,0.051700163158302725
30.0,-20.0,5.0,0.8137976813493738,0.862729915662821,0.048932234313447176,False,0.048932234313447176
30.0,-20.0,10.0,0.8137976813493738,0.8528685319524433,0.039070850603069474,False,0.039070850603069474
30.0,-20.0,15.0,0.8137976813493738,0.8365163037378079,0.02271862238843414,False,0.02271862238843414
30.0,-20.0,20.0,0.8137976813493738,0.8137976813493738,0.0,True,0.0
30.0,-15.0,-10.0,0.8365163037378079,0.8528685319524433,0.016352228214635334,False,0.016352228214635334
30.0,-15.0,-5.0,0.8365163037378079,0.862729915662821,0.026213611925013036,False,0.026213611925013036
30.0,-15.0,-2.0,0.8365163037378079,0.8654978445076765,0.028981540769868586,False,0.028981540769868586
30.0,-15.0,-1.0,0.8365163037378079,0.8658935039207541,0.029377200182946206,False,0.029377200182946206
30.0,-15.0,1.0,0.8365163037378079,0.8658935039207541,0.029377200182946206,False,0.029377200182946206
30.0,-15.0,2.0,0.8365163037378079,0.8654978445076765,0.028981540769868586,False,0.028981540769868586
30.0,-15.0,5.0,0.8365163037378079,0.862729915662821,0.026213611925013036,False,0.026213611925013036
30.0,-15.0,10.0,0.8365163037378079,0.8528685319524433,0.016352228214635334,False,0.016352228214635334
30.0,-15.0,15.0,0.8365163037378079,0.8365163037378079,0.0,True,0.0
30.0,-15.0,20.0,0.8365163037378079,0.8137976813493738,0.02271862238843414,False,0.02271862238843414
30.0,-10.0,-5.0,0.8528685319524433,0.862729915662821,0.009861383710377702,False,0.009861383710377702
30.0,-10.0,-2.0,0.8528685319524433,0.8654978445076765,0.012629312555233252,False,0.012629312555233252
30.0,-10.0,-1.0,0.8528685319524433,0.8658935039207541,0.013024971968310872,False,0.013024971968310872
30.0,-10.0,1.0,0.8528685319524433,0.8658935039207541,0.013024971968310872,False,0.013024971968310872
30.0,-10.0,2.0,0.8528685319524433,0.8654978445076765,0.012629312555233252,False,0.012629312555233252
30.0,-10.0,5.0,0.8528685319524433,0.862729915662821,0.009861383710377702,False,0.009861383710377702
30.0,-10.0,10.0,0.8528685319524433,0.8528685319524433,0.0,True,0.0
30.0,-10.0,15.0,0.8528685319524433,0.8365163037378079,0.016352228214635334,False,0.016352228214635334
30.0,-10.0,20.0,0.8528685319524433,0.8137976813493738,0.039070850603069474,False,0.039070850603069474
30.0,-5.0,-2.0,0.862729915662821,0.8654978445076765,0.0027679288448555495,False,0.0027679288448555495
30.0,-5.0,-1.0,0.862729915662821,0.8658935039207541,0.0031635882579331698,False,0.0031635882579331698
30.0,-5.0,1.0,0.862729915662821,0.8658935039207541,0.0031635882579331698,False,0.0031635882579331698
30.0,-5.0,2.0,0.862729915662821,0.8654978445076765,0.0027679288448555495,False,0.0027679288448555495
30.0,-5.0,5.0,0.862729915662821,0.862729915662821,0.0,True,0.0
30.0,-5.0,10.0,0.862729915662821,0.8528685319524433,0.009861383710377702,False,0.009861383710377702
30.0,-5.0,15.0,0.862729915662821,0.8365163037378079,0.026213611925013036,False,0.026213611925013036
30.0,-5.0,20.0,0.862729915662821,0.8137976813493738,0.048932234313447176,False,0.048932234313447176
30.0,-2.0,-1.0,0.8654978445076765,0.8658935039207541,0.0003956594130776203,False,0.0003956594130776203
30.0,-2.0,1.0,0.8654978445076765,0.8658935039207541,0.0003956594130776203,False,0.0003956594130776203
30.0,-2.0,2.0,0.8654978445076765,0.8654978445076765,0.0,True,0.0
30.0,-2.0,5.0,0.8654978445076765,0.862729915662821,0.0027679288448555495,False,0.0027679288448555495
30.0,-2.0,10.0,0.8654978445076765,0.8528685319524433,0.012629312555233252,False,0.012629312555233252
30.0,-2.0,15.0,0.8654978445076765,0.8365163037378079,0.028981540769868586,False,0.028981540769868586
30.0,-2.0,20.0,0.8654978445076765,0.8137976813493738,0.051700163158302725,False,0.051700163158302725
30.0,-1.0,1.0,0.8658935039207541,0.8658935039207541,0.0,True,0.0
30.0,-1.0,2.0,0.8658935039207541,0.8654978445076765,0.0003956594130776203,False,0.0003956594130776203
30.0,-1.0,5.0,0.8658935039207541,0.862729915662821,0.0031635882579331698,False,0.0031635882579331698
30.0,-1.0,10.0,0.8658935039207541,0.8528685319524433,0.013024971968310872,False,0.013024971968310872
30.0,-1.0,15.0,0.8658935039207541,0.8365163037378079,0.029377200182946206,False,0.029377200182946206
30.0,-1.0,20.0,0.8658935039207541,0.8137976813493738,0.052095822571380346,False,0.052095822571380346
30.0,1.0,2.0,0.8658935039207541,0.8654978445076765,0.0003956594130776203,False,0.0003956594130776203
30.0,1.0,5.0,0.8658935039207541,0.862729915662821,0.0031635882579331698,False,0.0031635882579331698
30.0,1.0,10.0,0.8658935039207541,0.8528685319524433,0.013024971968310872,False,0.013024971968310872
30.0,1.0,15.0,0.8658935039207541,0.8365163037378079,0.029377200182946206,False,0.029377200182946206
30.0,1.0,20.0,0.8658935039207541,0.8137976813493738,0.052095822571380346,False,0.052095822571380346
30.0,2.0,5.0,0.8654978445076765,0.862729915662821,0.0027679288448555495,False,0.0027679288448555495
30.0,2.0,10.0,0.8654978445076765,0.8528685319524433,0.012629312555233252,False,0.012629312555233252
30.0,2.0,15.0,0.8654978445076765,0.8365163037378079,0.028981540769868586,False,0.028981540769868586
30.0,2.0,20.0,0.8654978445076765,0.8137976813493738,0.051700163158302725,False,0.051700163158302725
30.0,5.0,10.0,0.862729915662821,0.8528685319524433,0.009861383710377702,False,0.009861383710377702
30.0,5.0,15.0,0.862729915662821,0.8365163037378079,0.026213611925013036,False,0.026213611925013036
30.0,5.0,20.0,0.862729915662821,0.8137976813493738,0.048932234313447176,False,0.048932234313447176
30.0,10.0,15.0,0.8528685319524433,0.8365163037378079,0.016352228214635334,False,0.016352228214635334
30.0,10.0,20.0,0.8528685319524433,0.8137976813493738,0.039070850603069474,False,0.039070850603069474
30.0,15.0,20.0,0.8365163037378079,0.8137976813493738,0.02271862238843414,False,0.02271862238843414
45.0,-20.0,-15.0,0.6644630243886748,0.6830127018922194,0.018549677503544637,False,0.018549677503544637
45.0,-20.0,-10.0,0.6644630243886748,0.696364240320019,0.03190121593134421,False,0.03190121593134421
45.0,-20.0,-5.0,0.6644630243886748,0.7044160264027587,0.039953002014083916,False,0.039953002014083916
45.0,-20.0,-2.0,0.6644630243886748,0.7066760308408345,0.04221300645215975,False,0.04221300645215975
45.0,-20.0,-1.0,0.6644630243886748,0.7069990853988243,0.042536061010149506,False,0.042536061010149506
45.0,-20.0,1.0,0.6644630243886748,0.7069990853988243,0.042536061010149506,False,0.042536061010149506
45.0,-20.0,2.0,0.6644630243886748,0.7066760308408345,0.04221300645215975,False,0.04221300645215975
45.0,-20.0,5.0,0.6644630243886748,0.7044160264027587,0.039953002014083916,False,0.039953002014083916
45.0,-20.0,10.0,0.6644630243886748,0.696364240320019,0.03190121593134421,False,0.03190121593134421
45.0,-20.0,15.0,0.6644630243886748,0.6830127018922194,0.018549677503544637,False,0.018549677503544637
45.0,-20.0,20.0,0.6644630243886748,0.6644630243886748,0.0,True,0.0
45.0,-15.0,-10.0,0.6830127018922194,0.696364240320019,0.01335153842779957,False,0.01335153842779957
45.0,-15.0,-5.0,0.6830127018922194,0.7044160264027587,0.02140332451053928,False,0.02140332451053928
45.0,-15.0,-2.0,0.6830127018922194,0.7066760308408345,0.023663328948615114,False,0.023663328948615114
45.0,-15.0,-1.0,0.6830127018922194,0.7069990853988243,0.02398638350660487,False,0.02398638350660487
45.0,-15.0,1.0,0.6830127018922194,0.7069990853988243,0.02398638350660487,False,0.02398638350660487
45.0,-15.0,2.0,0.6830127018922194,0.7066760308408345,0.023663328948615114,False,0.023663328948615114
45.0,-15.0,5.0,0.6830127018922194,0.7044160264027587,0.02140332451053928,False,0.02140332451053928
45.0,-15.0,10.0,0.6830127018922194,0.696364240320019,0.01335153842779957,False,0.01335153842779957
45.0,-15.0,15.0,0.6830127018922194,0.6830127018922194,0.0,True,0.0
45.0,-15.0,20.0,0.6830127018922194,0.6644630243886748,0.018549677503544637,False,0.018549677503544637
45.0,-10.0,-5.0,0.696364240320019,0.7044160264027587,0.00805178608273971,False,0.00805178608273971
45.0,-10.0,-2.0,0.696364240320019,0.7066760308408345,0.010311790520815545,False,0.010311790520815545
45.0,-10.0,-1.0,0.696364240320019,0.7069990853988243,0.0106348450788053,False,0.0106348450788053
45.0,-10.0,1.0,0.696364240320019,0.7069990853988243,0.0106348450788053,False,0.0106348450788053
45.0,-10.0,2.0,0.696364240320019,0.7066760308408345,0.010311790520815545,False,0.010311790520815545
45.0,-10.0,5.0,0.696364240320019,0.7044160264027587,0.00805178608273971,False,0.00805178608273971
45.0,-10.0,10.0,0.696364240320019,0.696364240320019,0.0,True,0.0
45.0,-10.0,15.0,0.696364240320019,0.6830127018922194,0.01335153842779957,False,0.01335153842779957
45.0,-10.0,20.0,0.696364240320019,0.6644630243886748,0.03190121593134421,False,0.03190121593134421
45.0,-5.0,-2.0,0.7044160264027587,0.7066760308408345,0.0022600044380758355,False,0.0022600044380758355
45.0,-5.0,-1.0,0.7044160264027587,0.7069990853988243,0.0025830589960655903,False,0.0025830589960655903
45.0,-5.0,1.0,0.7044160264027587,0.7069990853988243,0.0025830589960655903,False,0.0025830589960655903
45.0,-5.0,2.0,0.7044160264027587,0.7066760308408345,0.0022600044380758355,False,0.0022600044380758355
45.0,-5.0,5.0,0.7044160264027587,0.7044160264027587,0.0,True,0.0
45.0,-5.0,10.0,0.7044160264027587,0.696364240320019,0.00805178608273971,False,0.00805178608273971
45.0,-5.0,15.0,0.7044160264027587,0.6830127018922194,0.02140332451053928,False,0.02140332451053928
45.0,-5.0,20.0,0.7044160264027587,0.6644630243886748,0.039953002014083916,False,0.039953002014083916
45.0,-2.0,-1.0,0.7066760308408345,0.7069990853988243,0.0003230545579897548,False,0.0003230545579897548
45.0,-2.0,1.0,0.7066760308408345,0.7069990853988243,0.0003230545579897548,False,0.0003230545579897548
45.0,-2.0,2.0,0.7066760308408345,0.7066760308408345,0.0,True,0.0
45.0,-2.0,5.0,0.7066760308408345,0.7044160264027587,0.0022600044380758355,False,0.0022600044380758355
45.0,-2.0,10.0,0.7066760308408345,0.696364240320019,0.010311790520815545,False,0.010311790520815545
45.0,-2.0,15.0,0.7066760308408345,0.6830127018922194,0.023663328948615114,False,0.023663328948615114
45.0,-2.0,20.0,0.7066760308408345,0.6644630243886748,0.04221300645215975,False,0.04221300645215975
45.0,-1.0,1.0,0.7069990853988243,0.7069990853988243,0.0,True,0.0
45.0,-1.0,2.0,0.7069990853988243,0.7066760308408345,0.0003230545579897548,False,0.0003230545579897548
45.0,-1.0,5.0,0.7069990853988243,0.7044160264027587,0.0025830589960655903,False,0.0025830589960655903
45.0,-1.0,10.0,0.7069990853988243,0.696364240320019,0.0106348450788053,False,0.0106348450788053
45.0,-1.0,15.0,0.7069990853988243,0.6830127018922194,0.02398638350660487,False,0.02398638350660487
45.0,-1.0,20.0,0.7069990853988243,0.6644630243886748,0.042536061010149506,False,0.042536061010149506
45.0,1.0,2.0,0.7069990853988243,0.7066760308408345,0.0003230545579897548,False,0.0003230545579897548
45.0,1.0,5.0,0.7069990853988243,0.7044160264027587,0.0025830589960655903,False,0.0025830589960655903
45.0,1.0,10.0,0.7069990853988243,0.696364240320019,0.0106348450788053,False,0.0106348450788053
45.0,1.0,15.0,0.7069990853988243,0.6830127018922194,0.02398638350660487,False,0.02398638350660487
45.0,1.0,20.0,0.7069990853988243,0.6644630243886748,0.042536061010149506,False,0.042536061010149506
45.0,2.0,5.0,0.7066760308408345,0.7044160264027587,0.0022600044380758355,False,0.0022600044380758355
45.0,2.0,10.0,0.7066760308408345,0.696364240320019,0.010311790520815545,False,0.010311790520815545
45.0,2.0,15.0,0.7066760308408345,0.6830127018922194,0.023663328948615114,False,0.023663328948615114
45.0,2.0,20.0,0.7066760308408345,0.6644630243886748,0.04221300645215975,False,0.04221300645215975
45.0,5.0,10.0,0.7044160264027587,0.696364240320019,0.00805178608273971,False,0.00805178608273971
45.0,5.0,15.0,0.7044160264027587,0.6830127018922194,0.02140332451053928,False,0.02140332451053928
45.0,5.0,20.0,0.7044160264027587,0.6644630243886748,0.039953002014083916,False,0.039953002014083916
45.0,10.0,15.0,0.696364240320019,0.6830127018922194,0.01335153842779957,False,0.01335153842779957
45.0,10.0,20.0,0.696364240320019,0.6644630243886748,0.03190121593134421,False,0.03190121593134421
45.0,15.0,20.0,0.6830127018922194,0.6644630243886748,0.018549677503544637,False,0.018549677503544637
60.0,-20.0,-15.0,0.4698463103929543,0.48296291314453427,0.013116602751579942,False,0.013116602751579942
60.0,-20.0,-10.0,0.4698463103929543,0.4924038765061041,0.022557566113149796,False,0.022557566113149796
60.0,-20.0,-5.0,0.4698463103929543,0.4980973490458729,0.02825103865291856,False,0.02825103865291856
60.0,-20.0,-2.0,0.4698463103929543,0.499695413509548,0.029849103116593667,False,0.029849103116593667
60.0,-20.0,-1.0,0.4698463103929543,0.49992384757819575,0.03007753718524142,False,0.03007753718524142
60.0,-20.0,1.0,0.4698463103929543,0.49992384757819575,0.03007753718524142,False,0.03007753718524142
60.0,-20.0,2.0,0.4698463103929543,0.499695413509548,0.029849103116593667,False,0.029849103116593667
60.0,-20.0,5.0,0.4698463103929543,0.4980973490458729,0.02825103865291856,False,0.02825103865291856
60.0,-20.0,10.0,0.4698463103929543,0.4924038765061041,0.022557566113149796,False,0.022557566113149796
60.0,-20.0,15.0,0.4698463103929543,0.48296291314453427,0.013116602751579942,False,0.013116602751579942
60.0,-20.0,20.0,0.4698463103929543,0.4698463103929543,0.0,True,0.0
60.0,-15.0,-10.0,0.48296291314453427,0.4924038765061041,0.009440963361569854,False,0.009440963361569854
