z_hit,tau,phi_arr_rad,phi_arr_deg,launch_deg,z_min,z_max,topology,residual_m,x_hit,r_km,z_s,root_ok,admitted,branch_id
199.99431260934358,33.81194116528598,-0.2294292347581874,-13.145326848560309,-13.184895833333336,1.5491644560040498,2617.8015991811317,surface_bounce,-0.005687390656419211,50000.0011760441,50.0,190.0,True,True,E0
200.07111996114827,33.33054368925661,-0.013925036617474264,-0.7978458277464031,-0.16666666666666696,189.5413883626364,2010.2343899591701,refracted,0.0711199611482698,50000.00000112576,50.0,190.0,True,True,E1
199.9770796803437,30.606082461884434,-0.2746443152334167,-15.73596013013532,-15.783854166666668,2.6908432821202393,2760.804532973015,surface_bounce,-0.022920319656293486,45000.00148138836,45.0,200.0,True,True,E2
200.01070872923918,30.678929270452144,0.28889746170669434,16.5526052678359,-16.583333333333336,1.2442812377438912,2803.618354361132,surface_bounce,0.010708729239183867,45000.00000095856,45.0,200.0,True,True,E3
199.95169187225738,30.019172842555637,-0.029664727097592773,-1.699663663099434,1.7005208333333328,199.95169187225738,2025.3818415330868,refracted,-0.04830812774261517,45000.000012935496,45.0,200.0,True,True,E4
199.9013829401739,33.232374880017616,0.2509935215911657,14.3808694722995,-14.475260416666668,0.6876899541072223,2688.8577565540545,surface_bounce,-0.09861705982609692,49000.00000096866,49.0,200.0,True,True,E3
199.96932215553892,32.668168645161785,-0.009971042766604273,-0.5712986678708728,0.5729166666666646,199.96932215553892,2008.1520450538246,refracted,-0.03067784446108135,49000.00000100232,49.0,200.0,True,True,E4
199.96970611031665,33.16912506962619,0.23757022288802904,13.611771109466336,13.671223958333332,0.203712859714539,2645.8210195308343,surface_bounce,-0.030293889683349562,49000.000000971915,49.0,200.0,True,True,E5
200.06969096415912,33.16911890186216,-0.23788527505366241,-13.629822268883585,-13.686197916666668,1.577763871239064,2645.4332341329673,surface_bounce,0.0696909641591219,49000.00003860736,49.0,200.0,True,True,E2
200.03096388730418,33.55331077513405,0.24711796757593485,14.15881658395179,-14.223307291666668,2.2513395525391626,2675.7713262186535,surface_bounce,0.03096388730418198,49500.00000096962,49.5,200.0,True,True,E3
199.98468002628263,32.999349741339216,-0.007617351777393381,-0.4364421079111169,0.43749999999999845,199.98468002628263,2007.2156878548767,refracted,-0.01531997371736793,49500.00001481975,49.5,200.0,True,True,E4
200.05584006699408,33.49112181914321,-0.23403556513839177,-13.409250138388911,-13.41796875,0.7638876273108064,2631.4156832871245,surface_bounce,0.05584006699407951,49500.00000263418,49.5,200.0,True,True,E2
200.05378308229024,33.813455896268046,0.22945951985378804,13.147062056720376,13.199218749999996,1.7473915334945982,2619.2806792153256,surface_bounce,0.05378308229023787,50000.000000973785,50.0,200.0,True,True,E5
200.01518761030593,33.33053677842697,-0.0052987602012582805,-0.30359659618399015,0.30208333333333226,200.0,2006.528601320614,refracted,0.015187610305929411,50000.00004038694,50.0,200.0,True,True,E4
200.0336606409379,33.66172797970995,-0.0030133685127824153,-0.17265329790004605,0.16666666666666607,200.0,2006.0891467419249,refracted,0.0336606409379101,50500.00000624285,50.5,200.0,True,True,E4
199.98853048297184,34.13606797478616,-0.22575916266340998,-12.935047207020824,-12.984375,1.391715096167502,2606.3300205558858,surface_bounce,-0.01146951702816068,50500.00115071819,50.5,200.0,True,True,E2
200.0734023430776,34.45898401298983,0.22176641283841797,12.706279493397185,12.746093749999996,3.315264577766362,2593.610224695078,surface_bounce,0.0734023430775892,51000.00000097551,51.0,200.0,True,True,E5
