aperture_tag,aperture_m,note,f_hz,theta_rel_deg,phi1_deg,phi2_deg,delta_u,steering_corr,bartlett_dual_peak,crb_sigma_u,L_required_lambda_over_du_m,resolved_corr_lt_0p95,resolved_sigma_u_lt_du,is_pm_mirror
L14m,14.0,理论基准孔径（非装备需求）,200.0,0.0,10.0,15.0,0.018881926723139708,0.9973746691209411,False,0.010442367873665304,397.20522751572736,False,True,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,0.0,10.0,20.0,0.04511513222629959,0.9850666302444276,True,0.010442367873665304,166.24133921141254,False,True,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-20.0,2.0,0.051700163158302725,0.9804161619552682,False,0.010442367873665304,145.06724044633012,False,True,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-20.0,5.0,0.048932234313447176,0.9824464099711987,False,0.010442367873665304,153.2731972130467,False,True,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-20.0,10.0,0.039070850603069474,0.9887876298836115,False,0.010442367873665304,191.9589638883057,False,True,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-15.0,2.0,0.028981540769868586,0.9938215430697993,True,0.010442367873665304,258.78541308602786,False,True,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-15.0,5.0,0.026213611925013036,0.9949436816309142,True,0.010442367873665304,286.11089618075476,False,True,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-15.0,10.0,0.016352228214635334,0.9980306220036148,False,0.010442367873665304,458.6530900594611,False,True,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-10.0,2.0,0.012629312555233252,0.9988250049682672,False,0.010442367873665304,593.8565513522111,False,True,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-10.0,5.0,0.009861383710377702,0.9992835088511091,False,0.010442367873665304,760.5423559482142,False,False,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-10.0,10.0,0.0,0.9999999999999998,False,0.010442367873665304,inf,False,False,True
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-5.0,2.0,0.0027679288448555495,0.9999435415238976,False,0.010442367873665304,2709.607226334391,False,False,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-5.0,5.0,0.0,0.9999999999999998,False,0.010442367873665304,inf,False,False,True
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-5.0,10.0,0.009861383710377702,0.9992835088511091,False,0.010442367873665304,760.5423559482142,False,False,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-2.0,2.0,0.0,0.9999999999999998,False,0.010442367873665304,inf,False,False,True
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-2.0,5.0,0.0027679288448555495,0.9999435415238976,False,0.010442367873665304,2709.607226334391,False,False,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-2.0,10.0,0.012629312555233252,0.9988250049682672,False,0.010442367873665304,593.8565513522111,False,True,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-1.0,2.0,0.0003956594130776203,0.9999988463624945,False,0.010442367873665304,18955.697127642085,False,False,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-1.0,5.0,0.0031635882579331698,0.9999262474547121,False,0.010442367873665304,2370.725704014304,False,False,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,-1.0,10.0,0.013024971968310872,0.998750257145694,False,0.010442367873665304,575.8169782051845,False,True,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,1.0,2.0,0.0003956594130776203,0.9999988463624945,False,0.010442367873665304,18955.697127642085,False,False,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,1.0,5.0,0.0031635882579331698,0.9999262474547121,False,0.010442367873665304,2370.725704014304,False,False,False
L14m,14.0,理论基准孔径（非装备需求）,200.0,30.0,1.0,10.0,0.013024971968310872,0.998750257145694,False,0.010442367873665304,575.8169782051845,False,True,False
