abs_phi_deg,delta_u_theta0,L_req_200Hz_m,L_req_300Hz_m
1.0,0.00015230484360873042,49243.34526922481,32828.89684614987
2.0,0.0006091729809042379,12311.773888702726,8207.84925913515
5.0,0.003805301908254455,1970.9342861156463,1313.9561907437642
10.0,0.01519224698779198,493.67285866447327,329.1152391096489
15.0,0.03407417371093169,220.10805202867905,146.7387013524527
20.0,0.06030737921409157,124.36289054072394,82.90859369381596
