z_hit,tau,phi_arr_rad,phi_arr_deg,launch_deg,z_min,z_max,topology,residual_m,x_hit,r_km,z_s,root_ok,admitted,grid_r_km,grid_zs_m,branch_id
200.03096388730418,33.55331077513405,0.24711796757593485,14.15881658395179,-14.223307291666668,2.2513395525391626,2675.7713262186535,surface_bounce,0.03096388730418198,49500.00000096962,49.5,200.0,True,True,49.5,200.0,R4
200.0336606409379,33.66172797970995,-0.0030133685127824153,-0.17265329790004605,0.16666666666666607,200.0,2006.0891467419249,refracted,0.0336606409379101,50500.00000624285,50.5,200.0,True,True,50.5,200.0,R0
199.98853048297184,34.13606797478616,-0.22575916266340998,-12.935047207020824,-12.984375,1.391715096167502,2606.3300205558858,surface_bounce,-0.01146951702816068,50500.00115071819,50.5,200.0,True,True,50.5,200.0,R3
199.99016001314862,32.999370164177144,-0.010684373028977156,-0.6121694813037987,0.27083333333333237,195.0,2008.4782602782273,refracted,-0.009839986851375215,49500.000021719316,49.5,195.0,True,True,49.5,195.0,R0
200.09330769197157,33.00190944167424,-0.0628496918345706,-3.601022085818728,-3.5664062500000018,0.06768939693609555,2087.315655865118,surface_bounce,0.09330769197157451,49500.00025973743,49.5,195.0,True,True,49.5,195.0,R1
199.93470045880656,33.43335554740452,-0.2197036210786773,-12.58809023154968,12.601562499999998,3.357815435631183,2586.0555600792954,surface_bounce,-0.06529954119343984,49500.00121173,49.5,195.0,True,True,49.5,195.0,R2
200.04345129915328,33.490358476641326,-0.23360797287830323,-13.384750906533377,-13.432942708333336,2.2420020395127587,2631.505031711666,surface_bounce,0.04345129915327561,49500.001620855,49.5,195.0,True,True,49.5,195.0,R3
200.0955173581716,32.999319196355586,-0.004594447534466501,-0.26324245291921733,0.6041666666666645,200.0955173581716,2006.3355899653377,refracted,0.09551735817160534,49500.000008989184,49.5,205.0,True,True,49.5,205.0,R0
200.01535679911757,33.55411987513167,0.24752289801858177,14.182017389311822,-14.252604166666668,1.3048734058594373,2675.599961311932,surface_bounce,0.015356799117569153,49500.00000096952,49.5,205.0,True,True,49.5,205.0,R4
200.02179672956126,33.66172537788432,-0.010556144573397952,-0.6048225319856295,-0.25000000000000044,193.96645765549337,2008.4001356652102,refracted,0.021796729561259554,50500.0000213965,50.5,195.0,True,True,50.5,195.0,R0
199.90250913695513,33.67662220468752,0.07528037928957924,4.313248013436941,-4.291666666666668,0.019783368933042667,2119.312091736952,surface_bounce,-0.09749086304486809,50500.00000099717,50.5,195.0,True,True,50.5,195.0,R1
200.0286388015591,34.08034404423786,-0.2117630855356764,-12.133131057862109,12.150390625,2.3586901513800527,2560.2698140495568,surface_bounce,0.02863880155911147,50500.000930503025,50.5,195.0,True,True,50.5,195.0,R2
200.0979825931925,33.6617057018786,0.004599376694247268,0.2635248729712009,0.6041666666666645,198.94744842707107,2006.3355899653377,refracted,0.09798259319251201,50500.000000999986,50.5,205.0,True,True,50.5,205.0,R0
200.0644205806408,33.66341912764261,-0.06212216052200562,-3.559337612145141,-3.6067708333333353,0.027027053409859225,2085.604967378027,surface_bounce,0.0644205806408138,50500.00024283429,50.5,205.0,True,True,50.5,205.0,R1
200.020923804923,34.13680552185388,-0.22614828215547486,-12.957342111642417,-13.013020833333334,1.6120589625727426,2606.189788873259,surface_bounce,0.020923804923000944,50500.0012610337,50.5,205.0,True,True,50.5,205.0,R3
200.0681105233313,34.19692718994051,0.23934895898059672,13.713685180438054,-13.763020833333334,0.9284684873970175,2650.117273334038,surface_bounce,0.06811052333131329,50500.00000097149,50.5,205.0,True,True,50.5,205.0,R4
200.02212816212634,33.66300893941314,0.06202212832585226,3.5536061894901287,3.5989583333333326,0.13460626005713394,2085.5276727904893,surface_bounce,0.022128162126335837,50500.00000099808,50.5,205.0,True,True,50.5,205.0,R6
199.90458533735142,34.13530790505122,0.2251123130268205,12.897985452864678,12.963867187499996,0.06431235879755448,2605.328111706393,surface_bounce,-0.09541466264857945,50500.00000097477,50.5,205.0,True,True,50.5,205.0,R7
200.00376568855359,32.999381022576955,-0.013705887025807523,-0.7852894810618835,0.10937499999999961,190.0,2010.1259944234005,refracted,0.003765688553585278,49500.000029958996,49.5,190.0,True,True,49.5,190.0,R0
199.9311950638972,33.492657178558204,0.23359115420279755,13.383787267409902,13.425781249999998,1.363633653189856,2633.2941298501983,surface_bounce,-0.06880493610279359,49500.00000097284,49.5,190.0,True,True,49.5,190.0,R6
199.98302673394596,32.99927938129689,-0.001447348016904835,-0.08292693285527637,0.7812499999999978,199.98302673394596,2005.9544600408262,refracted,-0.016973266054037595,49500.00000358527,49.5,210.0,True,True,49.5,210.0,R0
199.99978854431566,33.016960097667685,0.07811919876052073,4.47590038792145,-4.557291666666668,0.3632268805554577,2126.800784508901,surface_bounce,-0.00021145568433666995,49500.00000099695,49.5,210.0,True,True,49.5,210.0,R1
200.06992162327964,33.4311696130224,-0.2192319102605773,-12.561063192521887,12.601562499999998,3.4275546511283093,2584.030590605948,surface_bounce,0.06992162327964024,49500.000906708345,49.5,210.0,True,True,49.5,210.0,R2
200.08627357613466,33.00170258318764,0.0628211319636388,3.599385725750897,3.6822916666666665,0.05675312027099266,2087.2903816600337,surface_bounce,0.08627357613465847,49500.00000099803,49.5,210.0,True,True,49.5,210.0,R6
200.06632061635634,33.66169995201097,-0.017220369572971874,-0.9866544981867881,-0.6041666666666677,183.97921048093244,2012.5289300868085,refracted,0.0663206163563359,50500.000042085434,50.5,190.0,True,True,50.5,190.0,R0
200.0534460199596,34.194568580320784,0.23883260304362544,13.684100164523077,-13.720052083333334,1.756389044914279,2648.199755719066,surface_bounce,0.05344601995960829,50500.00000097161,50.5,190.0,True,True,50.5,190.0,R1
199.9010848306164,34.08105703705278,-0.21220023718565872,-12.158178002413274,12.1339111328125,0.0004236674915105709,2560.034119264393,surface_bounce,-0.09891516938358791,50500.00102704426,50.5,190.0,True,True,50.5,190.0,R2
199.9306548573008,34.13753936584735,0.22571101859674192,12.932288755192149,12.960937499999996,1.5849655173852142,2607.1125731524944,surface_bounce,-0.06934514269920555,50500.000000974636,50.5,190.0,True,True,50.5,190.0,R6
200.0096714227042,33.66165799569794,0.011580629674641263,0.6635212044609041,1.0208333333333317,192.7232702191331,2008.917266708923,refracted,0.009671422704201404,50500.000000999935,50.5,210.0,True,True,50.5,210.0,R0
200.0594955199747,34.078250130089394,-0.21126909506749614,-12.104827488915687,12.153645833333332,3.3230904932895413,2558.356823090528,surface_bounce,0.05949551997468916,50500.00067869119,50.5,210.0,True,True,50.5,210.0,R2
200.08091124567798,34.13459189807312,0.2254196789888779,12.915596225256545,12.979166666666664,0.18146532509546098,2605.553377623787,surface_bounce,0.08091124567798147,50500.0000009747,50.5,210.0,True,True,50.5,210.0,R6
199.96932215553892,32.668168645161785,-0.009971042766604273,-0.5712986678708728,0.5729166666666646,199.96932215553892,2008.1520450538246,refracted,-0.03067784446108135,49000.00000100232,49.0,200.0,True,True,49.0,200.0,R0
199.9013829401739,33.232374880017616,0.2509935215911657,14.3808694722995,-14.475260416666668,0.6876899541072223,2688.8577565540545,surface_bounce,-0.09861705982609692,49000.00000096866,49.0,200.0,True,True,49.0,200.0,R1
200.06969096415912,33.16911890186216,-0.23788527505366241,-13.629822268883585,-13.686197916666668,1.577763871239064,2645.4332341329673,surface_bounce,0.0696909641591219,49000.00003860736,49.0,200.0,True,True,49.0,200.0,R3
199.96970611031665,33.16912506962619,0.23757022288802904,13.611771109466336,13.671223958333332,0.203712859714539,2645.8210195308343,surface_bounce,-0.030293889683349562,49000.000000971915,49.0,200.0,True,True,49.0,200.0,R6
199.9894086158314,33.99292156409898,-0.0005780507941578815,-0.03311987084943211,0.04166666666666652,199.9894086158314,2005.9109111430432,refracted,-0.010591384168606055,51000.00000670782,51.0,200.0,True,True,51.0,200.0,R0
200.08077544559583,34.45896096188958,-0.2221878632034436,-12.730426820587402,-12.772135416666668,0.39393378522617795,2592.827805122122,surface_bounce,0.08077544559583316,51000.000964768835,51.0,200.0,True,True,51.0,200.0,R3
200.0734023430776,34.45898401298983,0.22176641283841797,12.706279493397185,12.746093749999996,3.315264577766362,2593.610224695078,surface_bounce,0.0734023430775892,51000.00000097551,51.0,200.0,True,True,51.0,200.0,R6
199.91140058004342,32.668198566003916,-0.01230764433413669,-0.7051760760941327,0.4479166666666651,195.0,2009.3468097591674,refracted,-0.08859941995658005,49000.00000104595,49.0,195.0,True,True,49.0,195.0,R0
199.92675120764935,32.686002984187596,0.07861449517946573,4.504278782334941,-4.509114583333334,0.01996810500004198,2129.024176842229,surface_bounce,-0.07324879235065396,49000.00000099691,49.0,195.0,True,True,49.0,195.0,R1
199.97352011527846,33.11028120678436,-0.2238214206150536,-12.82402276586497,12.833984374999996,4.17193841236756,2599.2682760362827,surface_bounce,-0.026479884721538838,49000.00144746962,49.0,195.0,True,True,49.0,195.0,R2
199.9823745124406,33.169907899968265,0.23801349417317766,13.637168683284692,13.656249999999996,3.225599183398332,2645.592193189508,surface_bounce,-0.017625487559399744,49000.000000971806,49.0,195.0,True,True,49.0,195.0,R6
199.92478152214883,32.66813206927764,-0.0075748959030120825,-0.4340095654935309,0.7031249999999977,199.92478152214883,2007.2271607893163,refracted,-0.0752184778511662,49000.00005760879,49.0,205.0,True,True,49.0,205.0,R0
199.98627534544008,33.23321368893574,0.25143934795279954,14.40641344121679,-14.460937499999998,0.27015040812710467,2688.7339255488496,surface_bounce,-0.013724654559922556,49000.000000968554,49.0,205.0,True,True,49.0,205.0,R1
200.05439186687926,33.992884780166,-0.0205794601616174,-1.179116211918292,-1.0416666666666685,177.10275546857062,2015.3535530299157,refracted,0.05439186687925712,51000.000002792025,51.0,195.0,True,True,51.0,195.0,R0
199.95157653242742,34.404265200841685,-0.2079247386945673,-11.913209983559184,11.932291666666666,1.954877567279861,2547.750488606327,surface_bounce,-0.04842346757257587,51000.00086502805,51.0,195.0,True,True,51.0,195.0,R2
199.94666198127464,34.458252460210865,-0.22178196166164338,-12.707170375344395,-12.744791666666668,2.684079139770361,2593.026721432132,surface_bounce,-0.053338018725355596,51000.00087241449,51.0,195.0,True,True,51.0,195.0,R3
200.00864788175247,33.99287793428171,0.01919800727839598,1.0999647921135256,1.2291666666666652,180.02558343981096,2014.1499136411896,refracted,0.008647881752466446,51000.00000099982,51.0,205.0,True,True,51.0,205.0,R0
200.02244347256163,34.51879361730092,0.23496743523752694,13.462642362123793,-13.571614583333334,1.2101599846338313,2637.7802302463333,surface_bounce,0.02244347256163337,51000.00000097252,51.0,205.0,True,True,51.0,205.0,R1
199.9611095267196,32.668220387303826,-0.01466919985637211,-0.8404832406040352,0.3229166666666656,190.0,2010.7554192460495,refracted,-0.038890473280389415,49000.00000119229,49.0,190.0,True,True,49.0,190.0,R0
199.9497191047574,32.6680875491658,-0.005205788208106107,-0.29826969336345144,0.8333333333333313,199.9497191047574,2006.5328230679906,refracted,-0.050280895242593715,49000.00003962593,49.0,210.0,True,True,49.0,210.0,R0
199.95797023042604,33.108077417639265,-0.2233502604522682,-12.797027277062668,12.833333333333332,2.674289856012061,2597.260144028044,surface_bounce,-0.042029769573957765,49000.00110772157,49.0,210.0,True,True,49.0,210.0,R2
199.91926612911072,33.16755301818001,0.2374398450049482,13.604301007023953,13.654947916666664,1.4442688719314418,2643.6918049533347,surface_bounce,-0.08073387088927575,49000.000000971944,49.0,210.0,True,True,49.0,210.0,R6
199.94197341425175,33.99281398638918,-0.02850432397201795,-1.6331774614702075,-1.437500000000002,156.0593292403926,2023.9247772310714,refracted,-0.05802658574825159,51000.00001232777,51.0,190.0,True,True,51.0,190.0,R0
199.9059356031318,34.40495423091264,-0.20837769474596915,-11.939162453609422,11.914469401041666,0.00905043263611649,2547.4418966421886,surface_bounce,-0.09406439686819112,51000.0009546102,51.0,190.0,True,True,51.0,190.0,R2
200.08738563139255,33.99279251423834,0.02699897939420594,1.5469275704486765,1.7291666666666663,160.6872898273276,2022.046016700844,refracted,0.08738563139255007,51000.00000099964,51.0,210.0,True,True,51.0,210.0,R0
200.0176147155113,34.402203683660794,-0.20742276571287105,-11.884449050278391,11.936848958333332,2.682523038943147,2545.8566675916404,surface_bounce,0.017614715511285794,51000.00062750322,51.0,210.0,True,True,51.0,210.0,R2
