z_hit,tau,phi_arr_rad,phi_arr_deg,launch_deg,z_min,z_max,topology,residual_m,x_hit,r_km,z_s,root_ok,admitted
199.9013829401739,33.232374880017616,0.2509935215911657,14.3808694722995,-14.475260416666668,0.6876899541072223,2688.8577565540545,surface_bounce,-0.09861705982609692,49000.00000096866,49.0,200.0,True,True
200.06969096415912,33.16911890186216,-0.23788527505366241,-13.629822268883585,-13.686197916666668,1.577763871239064,2645.4332341329673,surface_bounce,0.0696909641591219,49000.00003860736,49.0,200.0,True,True
192.47773916688013,32.68587624496051,0.07779759200051796,4.457473677910414,-4.550934791564942,1.0974297085741824e-05,2128.5680983165757,surface_bounce,-7.522260833119873,49000.00000099697,49.0,200.0,False,False
199.85505044834005,32.671594816541536,-0.06355579012883343,-3.6414785380013743,-3.6426782608032244,2.2864424622182078e-05,2089.0813366714506,surface_bounce,-0.14494955165994838,49000.00003777482,49.0,200.0,False,False
199.96932215553892,32.668168645161785,-0.009971042766604273,-0.5712986678708728,0.5729166666666646,199.96932215553892,2008.1520450538246,refracted,-0.03067784446108135,49000.00000100232,49.0,200.0,True,True
201.09551661045415,32.67163486061747,0.06375383870743989,3.652825885694089,3.643779436747232,3.017702303209635e-05,2089.127487847483,surface_bounce,1.0955166104541547,49000.00000099797,49.0,200.0,False,False
191.26455295058577,33.11082562335464,-0.2237916679344213,-12.822318062835537,12.842544237772621,4.365645261650286e-05,2599.0862231381757,surface_bounce,-8.735447049414233,49000.00154243305,49.0,200.0,False,False
199.96970611031665,33.16912506962619,0.23757022288802904,13.611771109466336,13.671223958333332,0.203712859714539,2645.8210195308343,surface_bounce,-0.030293889683349562,49000.000000971915,49.0,200.0,True,True
200.03096388730418,33.55331077513405,0.24711796757593485,14.15881658395179,-14.223307291666668,2.2513395525391626,2675.7713262186535,surface_bounce,0.03096388730418198,49500.00000096962,49.5,200.0,True,True
200.05584006699408,33.49112181914321,-0.23403556513839177,-13.409250138388911,-13.41796875,0.7638876273108064,2631.4156832871245,surface_bounce,0.05584006699407951,49500.00000263418,49.5,200.0,True,True
193.44886043054518,33.01610352560439,0.07689619010666009,4.405827153747259,-4.478236834208172,3.903910177127656e-06,2125.145445933996,surface_bounce,-6.5511395694548185,49500.000000997046,49.5,200.0,False,False
205.10134327379498,33.0019066533489,-0.0635682826960785,-3.6421943093798004,-3.609183311462404,5.183585373935706e-06,2087.2966970197376,surface_bounce,5.101343273794981,49500.00026203172,49.5,200.0,False,False
199.98468002628263,32.999349741339216,-0.007617351777393381,-0.4364421079111169,0.43749999999999845,199.98468002628263,2007.2156878548767,refracted,-0.01531997371736793,49500.00001481975,49.5,200.0,True,True
202.86632718723487,33.00224008716002,0.06344737621856944,3.6352668785027373,3.6114403406778965,2.2423515415814776e-05,2087.780307627544,surface_bounce,2.866327187234873,49500.000000997985,49.5,200.0,False,False
192.12991602545523,33.43375952934827,-0.2197029795859241,-12.588053476722335,12.606624921162922,4.4515033870595744e-05,2585.668656282695,surface_bounce,-7.8700839745447695,49500.00127615464,49.5,200.0,False,False
190.64041981960924,33.4896952940714,0.23304675767228522,13.35259564382998,13.416024208068844,5.26855490150524e-05,2631.507489016531,surface_bounce,-9.359580180390765,49500.00000097296,49.5,200.0,False,False
215.21206338294195,33.876990974766684,0.24433027551619804,13.99909359434674,-13.993451754252117,5.92929083609306e-09,2663.8061676100097,surface_bounce,15.212063382941949,50000.0000009703,50.0,200.0,False,False
205.27228663957462,33.81265226887831,-0.22966520934465767,-13.1588471964374,-13.220314343770346,4.130067791230374e-05,2618.7065506492536,surface_bounce,5.272286639574617,50000.00127941186,50.0,200.0,False,False
192.17974976697874,33.346249056117664,0.0752110737194835,4.309277096773707,-4.410213788350424,9.347168921536309e-06,2121.979294570627,surface_bounce,-7.820250233021255,50000.00000099717,50.0,200.0,False,False
197.86332851014822,33.332751072443465,-0.06220825612441155,-3.564270526797637,-3.5822973251342796,2.807243372771051e-05,2086.573743845017,surface_bounce,-2.1366714898517785,50000.00002756109,50.0,200.0,False,False
200.01518761030593,33.33053677842697,-0.0052987602012582805,-0.30359659618399015,0.30208333333333226,200.0,2006.528601320614,refracted,0.015187610305929411,50000.00004038694,50.0,200.0,True,True
199.67329608615557,33.33264946631105,0.06236177226305397,3.573066353628993,3.5836807886759434,3.1771145524439603e-06,2086.631228603297,surface_bounce,-0.3267039138444261,50000.00000099806,50.0,200.0,False,False
202.90394917233112,33.75558619357046,-0.21540015282345468,-12.341519663256896,12.37632338205973,4.353006079504951e-05,2572.520995960691,surface_bounce,2.9039491723311244,50000.00089284737,50.0,200.0,False,False
200.05378308229024,33.813455896268046,0.22945951985378804,13.147062056720376,13.199218749999996,1.7473915334945982,2619.2806792153256,surface_bounce,0.05378308229023787,50000.000000973785,50.0,200.0,True,True
