z_hit,tau,phi_arr_rad,phi_arr_deg,launch_deg,z_min,z_max,topology,residual_m,x_hit,r_km,z_s,root_ok,admitted
198.82295321113642,34.19594579134874,0.23892558881251857,13.689427856635433,-13.77453327178955,1.8284984694361128e-05,2650.0514627408998,surface_bounce,-1.1770467888635778,50500.000000971595,50.5,200.0,False,False
199.98853048297184,34.13606797478616,-0.22575916266340998,-12.935047207020824,-12.984375,1.391715096167502,2606.3300205558858,surface_bounce,-0.01146951702816068,50500.00115071819,50.5,200.0,True,True
207.92910840668404,33.67727581409656,0.07678326342604758,4.39935693155374,-4.346528053283692,1.2820554542436469e-06,2120.253239444743,surface_bounce,7.929108406684037,50500.00000099705,50.5,200.0,False,False
200.68609772545906,33.66318668436526,-0.062150604030229054,-3.5609673051208897,-3.5613203048706072,2.0572770455806744e-05,2085.4565738433994,surface_bounce,0.6860977254590637,50500.000238337416,50.5,200.0,False,False
200.0336606409379,33.66172797970995,-0.0030133685127824153,-0.17265329790004605,0.16666666666666607,200.0,2006.0891467419249,refracted,0.0336606409379101,50500.00000624285,50.5,200.0,True,True
203.9866538354915,33.66337939950344,0.06273418610813909,3.5944040951846095,3.560846010843912,6.986605306291693e-06,2085.690651314658,surface_bounce,3.986653835491495,50500.000000998036,50.5,200.0,False,False
203.41819098082104,34.07917569217942,-0.21150022692318388,-12.118070368757621,12.151447614034016,5.867189694974684e-05,2559.6329512743573,surface_bounce,3.418190980821038,50500.000784063675,50.5,200.0,False,False
204.11816203064012,34.13667619235409,0.2261866133653914,12.959538328194265,12.962673505147295,4.928604419340843e-05,2605.9120256415267,surface_bounce,4.118162030640121,50500.00000097453,50.5,200.0,False,False
197.49543413970392,34.51762925133068,0.2346618725342023,13.445134908846683,-13.532225608825684,9.93778003177681e-06,2637.3844829492878,surface_bounce,-2.5045658602960827,51000.00000097259,51.0,200.0,False,False
200.08077544559583,34.45896096188958,-0.2221878632034436,-12.730426820587402,-12.772135416666668,0.39393378522617795,2592.827805122122,surface_bounce,0.08077544559583316,51000.000964768835,51.0,200.0,True,True
209.25481893751288,34.007597938152244,0.0758149719827375,4.343877918513441,-4.286873181660971,1.325316022260381e-05,2117.4817298050775,surface_bounce,9.25481893751288,51000.00000006686,51.0,200.0,False,False
202.4901221107801,33.99367129911309,-0.062132826313108624,-3.5599487169605113,-3.5431083043416356,4.23102093477512e-06,2084.7818741696183,surface_bounce,2.4901221107801064,51000.00002070984,51.0,200.0,False,False
199.9894086158314,33.99292156409898,-0.0005780507941578815,-0.03311987084943211,0.04166666666666652,199.9894086158314,2005.9109111430432,refracted,-0.010591384168606055,51000.00000670782,51.0,200.0,True,True
203.2285340086144,33.99390606825857,0.06231972137965689,3.5706570154855437,3.5433193842569985,3.343290706997459e-05,2084.9669296653615,surface_bounce,3.228534008614389,51000.00000099806,51.0,200.0,False,False
193.61178966205804,34.40444738741895,-0.2079710662884291,-11.91586435916246,11.931813875834147,5.6399440908627696e-05,2546.999036491059,surface_bounce,-6.388210337941956,51000.00088996452,51.0,200.0,False,False
200.0734023430776,34.45898401298983,0.22176641283841797,12.706279493397185,12.746093749999996,3.315264577766362,2593.610224695078,surface_bounce,0.0734023430775892,51000.00000097551,51.0,200.0,True,True
200.01070872923918,30.678929270452144,0.28889746170669434,16.5526052678359,-16.583333333333336,1.2442812377438912,2803.618354361132,surface_bounce,0.010708729239183867,45000.00000095856,45.0,200.0,True,True
199.9770796803437,30.606082461884434,-0.2746443152334167,-15.73596013013532,-15.783854166666668,2.6908432821202393,2760.804532973015,surface_bounce,-0.022920319656293486,45000.00148138836,45.0,200.0,True,True
198.2557414454626,30.046193823863806,0.09070620521452794,5.197082734439991,-5.253482500712078,3.163272463435618e-05,2164.1417249210044,surface_bounce,-1.7442585545373959,45000.00000099589,45.0,200.0,False,False
197.59198023694327,30.02814449129306,-0.07176489947691339,-4.111825857207746,-4.129436175028483,2.1336362736601444e-06,2110.277603554489,surface_bounce,-2.4080197630567284,45000.00020388749,45.0,200.0,False,False
199.95169187225738,30.019172842555637,-0.029664727097592773,-1.699663663099434,1.7005208333333328,199.95169187225738,2025.3818415330868,refracted,-0.04830812774261517,45000.000012935496,45.0,200.0,True,True
201.53477085362334,30.028103059676376,0.0722318887763632,4.138582373143992,4.127399762471517,2.0463182826668813e-05,2110.185699079238,surface_bounce,1.5347708536233426,45000.000000997396,45.0,200.0,False,False
207.11551576864034,30.53575445642537,-0.2597419611484808,-14.882118136258951,14.909928321838375,4.256319155082622e-05,2714.3442166616387,surface_bounce,7.115515768640336,45000.000053181204,45.0,200.0,False,False
196.60717308880473,30.605467589253795,0.2739856387392023,15.69822074695236,15.768710772196451,2.4768225609150818e-05,2760.8766615145264,surface_bounce,-3.3928269111952716,45000.0000009627,45.0,200.0,False,False
204.9053976129342,37.10368042276068,0.20701345621129777,11.860997343323639,-11.890406608581543,7.138523252958606e-05,2544.1501657992385,surface_bounce,4.905397612934195,55000.000000978645,55.0,200.0,False,False
203.20173229894573,37.05103699392439,-0.19379727035575942,-11.103765672540796,-11.157717068990072,4.249767356157008e-05,2500.9814551947966,surface_bounce,3.2017322989457284,55000.0008839936,55.0,200.0,False,False
201.45380168860004,36.65010644216996,0.06781618691630774,3.8855812929747464,-3.8902591069539394,5.690840692684773e-06,2098.9513362026782,surface_bounce,1.4538016886000378,55000.0000009977,55.0,200.0,False,False
199.9823563393546,36.64234431832981,0.017398523391514393,0.9968619600934139,-0.9973958333333349,183.56050310003116,2012.6972551707797,refracted,-0.01764366064540468,55000.00000025331,55.0,200.0,True,True
202.1334158545849,37.00321846106679,-0.17992191581789244,-10.308766418273324,10.343878110249836,1.9401973636590242e-05,2454.700645999261,surface_bounce,2.1334158545849107,55000.000007013245,55.0,200.0,False,False
193.93763337306143,37.050671417191396,0.19327235665509546,11.073690332884158,11.13536993662516,5.967399905859594e-05,2500.9032815453274,surface_bounce,-6.062366626938569,55000.00000098138,55.0,200.0,False,False
188.02774180185412,41.25131044238619,0.341063814142179,19.541517094981177,-19.623269081115723,1.7298687549072156e-06,2957.6168622185987,surface_bounce,-11.97225819814588,60000.00000094207,60.0,200.0,False,False
200.06929785920084,41.167102271912526,-0.331705224456397,-19.005309403791205,-19.065104166666664,3.376105500187734,2930.709955690831,surface_bounce,0.06929785920084441,60000.00134293691,60.0,200.0,True,True
197.2685345390245,40.35368227468044,0.1768384532370071,10.132097026102077,-10.235383033752441,6.129587676539927e-06,2445.9335166419223,surface_bounce,-2.7314654609754996,60000.00000098441,60.0,200.0,False,False
199.925799136612,40.310293477826065,-0.16503145780521128,-9.455606019129934,-9.478190104166668,0.058328310034003295,2402.6235218917245,surface_bounce,-0.07420086338800047,60000.000001004824,60.0,200.0,True,True
191.2317164982408,39.95463198349922,0.06143436634602874,3.5199299086879874,-3.609183311462404,5.183585373935706e-06,2087.2966970197376,surface_bounce,-8.768283501759214,60000.000000998116,60.0,200.0,False,False
200.05886123329134,39.95288254564419,0.03939726439833487,2.2572969743856026,-2.256510416666667,116.72697442468724,2039.6550543787193,refracted,0.05886123329133852,60000.00000099922,60.0,200.0,True,True
196.2660050287827,40.27050155531338,-0.15130316384880887,-8.669032715513122,8.681928952534992,1.2285345311724427e-05,2357.188773502447,surface_bounce,-3.7339949712172995,60000.000421224475,60.0,200.0,False,False
199.99006380888233,40.310284977816714,0.1644721443386643,9.423559718071962,9.467447916666666,2.1479639599432465,2403.2767970671766,surface_bounce,-0.009936191117674298,60000.00000093269,60.0,200.0,True,True
199.97719438593387,41.08281427042708,-0.3213548202878031,-18.412274928676162,18.470703125,0.0542455249933127,2901.939527504472,surface_bounce,-0.022805614066129465,60000.00052199902,60.0,200.0,True,True
200.07263118263444,41.1671309442601,0.3313537399288708,18.985170823799802,19.035156249999996,1.1332861705030641,2930.3941188918175,surface_bounce,0.07263118263443857,60000.0000009456,60.0,200.0,True,True
207.32533344458543,33.87413037222085,0.2430018723035445,13.922981696770071,-13.948349952697754,4.151175136968277e-07,2662.4777996943017,surface_bounce,7.325333444585425,50000.00000097062,50.0,190.0,False,False
199.99431260934358,33.81194116528598,-0.2294292347581874,-13.145326848560309,-13.184895833333336,1.5491644560040498,2617.8015991811317,surface_bounce,-0.005687390656419211,50000.0011760441,50.0,190.0,True,True
209.2478208336145,33.34661205243905,0.07748922687447325,4.439805657639033,-4.331835746765137,1.5011635833950265e-05,2122.7944352423824,surface_bounce,9.247820833614497,50000.000000997,50.0,190.0,False,False
205.14636021953336,33.33204108274994,-0.06299008680834972,-3.609066125281121,-3.4874639511108416,1.669179401003751e-05,2085.8925358439246,surface_bounce,5.1463602195333635,50000.00002272751,50.0,190.0,False,False
200.07111996114827,33.33054368925661,-0.013925036617474264,-0.7978458277464031,-0.16666666666666696,189.5413883626364,2010.2343899591701,refracted,0.0711199611482698,50000.00000112576,50.0,190.0,True,True
198.54478639853485,33.333011998199765,0.06231972307202956,3.570657112451355,3.5062106450398756,1.5013507679129123e-05,2086.9453273866366,surface_bounce,-1.4552136014651467,50000.00000099806,50.0,190.0,False,False
209.82741374808657,33.75601972419747,-0.21580049321564232,-12.36445747809786,12.358604749043781,2.3574006409177173e-05,2572.8819705608744,surface_bounce,9.82741374808657,50000.000948375986,50.0,190.0,False,False
205.11736635557176,33.81573126155655,0.23017447651827963,13.188026056130495,13.188825925191239,2.3860678524556533e-05,2619.9656137520783,surface_bounce,5.117366355571761,50000.000000973625,50.0,190.0,False,False
210.46050242486095,33.877831851278415,0.24379154670655173,13.9682267072519,-14.035318692525228,2.2472424934250057e-06,2664.955475879327,surface_bounce,10.460502424860948,50000.00000097043,50.0,210.0,False,False
199.98332804812824,33.81496270374597,-0.23020691034376156,-13.189884377444073,-13.258463541666668,2.7623660388613693,2619.7510311737724,surface_bounce,-0.016671951871757074,50000.00000111219,50.0,210.0,True,True
198.66848055561013,33.34708802570461,0.07647591095094323,4.381746931907362,-4.485902468363445,2.844668628809721e-05,2123.580856019232,surface_bounce,-1.331519444389869,50000.000000997075,50.0,210.0,False,False
196.28342266226153,33.333235351259994,-0.0621455892928466,-3.5606799818335086,-3.674812634785971,1.7465819395823257e-05,2086.9760151907753,surface_bounce,-3.716577337738471,50000.000031146075,50.0,210.0,False,False
199.98326962819945,33.330472997374514,0.003485404043852292,0.19969894161056645,0.8020833333333313,199.32436517125416,2006.1813350194648,refracted,-0.016730371800548482,50000.00000099999,50.0,210.0,True,True
200.65259972345703,33.33227176432447,0.06246332037071893,3.5788846316157352,3.656605084737141,3.579384452911949e-05,2086.20240687156,surface_bounce,0.6525997234570298,50000.00000099805,50.0,210.0,False,False
199.9720747171376,33.75458323250538,-0.21519932119454097,-12.330012858527402,12.375651041666664,3.970845143457474,2571.1076308413813,surface_bounce,-0.02792528286241236,50000.00077042604,50.0,210.0,True,True
200.1847020398297,33.81196377918256,0.22932605708578374,13.139415203391595,13.184668540954586,1.5494570117624562e-05,2617.199982380012,surface_bounce,0.1847020398296877,50000.00000097382,50.0,210.0,False,False
