source,n_freqs,freq_spacing_Hz,T_amb_period_s,local_mainlobe_width_s,first_null_width_s,global_max_sidelobe,crb_sigma_tau_s,effective_bw_Hz,represents
S0_DENSE,226,1.0,1.0,0.00520000000000001,0.008200000000000013,0.4907037600350636,0.00024395322683340431,225.99778759979043,continuous broadband
S0_23POINT,23,10.22727272727272,0.09777777777777785,0.0050000000000000044,0.008000000000000007,0.9999551387640602,0.00023460321322941465,235.00483554019206,discrete comb control (NOT true broadband)
S1,5,36.0,0.027777777777777776,0.006399999999999989,0.09819999999999998,0.7927480454109614,0.0002959190594404395,186.31070822687568,sparse lines
S2,5,35.0,0.02857142857142857,0.005599999999999994,0.01780000000000001,0.9814944441019126,0.00026257901356076203,209.9668545270896,sparse lines
