f_hz,zs_a,zs_b,phi200_abs_corr,max_abs_dk,k_consistent,phi_consistent
201.0,180.0,200.0,1.0000000000000004,0.0,True,True
235.0,180.0,200.0,0.9999999999999999,0.0,True,True
283.0,180.0,200.0,0.9999999999999992,0.0,True,True
338.0,180.0,200.0,0.9999999999999997,0.0,True,True
