M,best_c_re,best_c_im,complex_corr,normalized_residual,amplitude_shape_residual,phase_rmse,c_ref_from_M1_re,c_ref_from_M1_im,residual_fixed_c_ref
1,-0.9999998421224126,0.00013921273569867377,0.9999998811284357,0.00048583928243547085,1.4280768173638596e-07,0.0005166388996058316,-0.9999998421224126,0.00013921273569867377,0.00048583928243547085
2,-0.9999498476153518,0.00017676841753480675,0.9999999275899443,0.0004002352573357052,0.00015181488153437862,0.0007161667334320778,-0.9999998421224126,0.00013921273569867377,0.0004050907709509214
4,-0.9999286645563022,0.00014534393961780707,0.9999998682579756,0.0004515758178337243,0.00011975068363738838,0.00047757029034141754,-0.9999998421224126,0.00013921273569867377,0.0004571928298051345
8,-0.9999336679939915,0.00013128942479488702,0.9999998719082662,0.0004747643183518191,0.00011860061280390623,0.00046002830839796517,-0.9999998421224126,0.00013921273569867377,0.0004794200039822118
16,-0.9999337603422729,0.00015571275803809092,0.9999999574218139,0.0004594435821752511,0.00011837273030327057,0.00044551750950060125,-0.9999998421224126,0.00013921273569867377,0.0004644653611816452
23,-0.9999341968432031,0.00015601947199780976,0.999999851006671,0.00045962821126563293,0.00011847234562948872,0.0004455951710637777,-0.9999998421224126,0.00013921273569867377,0.00046459709915572207
