zs,zr,mode_id,method,k_true,g_real,g_imag,abs_g
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4395030842253795,0.2538456511711662,-1.901571949707179,1.918440380760287
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4407622395975614,0.750529813577248,-1.44214691981274,1.6257560516244964
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4430444587096412,-0.708988908608601,5.046435343287941,5.095995971987782
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.44469710013563,0.7503967345274044,-1.7948424846529378,1.9453932260354263
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4459562555078118,0.8423990412847364,-1.2540376016664272,1.5107105782216286
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4472154108799937,0.8644024211994145,-0.9962402924166952,1.3189716699042147
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4484745662521756,0.8907301653579217,-0.8480124884729073,1.2298477174368228
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4498911160458803,1.2748266763973133,0.47319067998771785,1.359813396934101
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4520946379471986,0.001260903957593984,-0.7332449193728132,0.7332460035109865
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4533537933193805,0.043315362664193224,-0.7393546811922483,0.7406224174595458
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4546916459023238,0.39317319108066107,-0.6018668703379934,0.7189081219425755
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4559508012745057,0.40400244433235555,-0.56546909700056,0.6949627865498604
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4572099566466876,0.4102880699162814,-0.5342573362761434,0.6736224474292016
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4583904148081082,0.2734408370201502,-0.6125297837489421,0.6707925367278664
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4597282673910514,0.4195011961405189,-0.4414453384616321,0.6089788505464134
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4609874227632333,0.41876674894811794,-0.41542024290625645,0.5898640252133276
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4622465781354153,0.41798225802585093,-0.38814106784343244,0.5704056947217735
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4635057335075972,0.41665906127943036,-0.3620025122605018,0.5519516212759692
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.464764888879779,0.415018217110848,-0.3378920431418782,0.5351739468177238
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.466024044251961,0.4141010545386661,-0.3023458545232841,0.5127306301728521
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4672831996241429,0.40906199012401734,-0.28844554129003086,0.5005322587549383
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4685423549963248,0.40598076477847406,-0.2678595002627004,0.4863836893349717
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4698015103685067,0.4025778611622644,-0.2479636977835949,0.47281595755272204
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4710606657406886,0.39893325249469325,-0.22896285396472216,0.45996926901877405
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4723198211128705,0.39520161902664175,-0.21074213332619107,0.44788008042349126
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4735789764850524,0.39024687604716307,-0.19404661978296373,0.4358287678822544
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4748381318572343,0.3863601945706628,-0.177456795760023,0.4251648084097447
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4760972872294162,0.3819890466422797,-0.1617592816488131,0.41482730979796617
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4773564426015982,0.37744838047341195,-0.146780148194605,0.40498356982232225
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.47861559797378,0.3727882222336205,-0.13244693383592496,0.39561755385554
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.479874753345962,0.3679235408060871,-0.118824792168314,0.38663556886702943
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4811339087181439,0.36306266519506103,-0.1056821495592132,0.3781312147839648
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4823930640903258,0.3580828933789729,-0.09310728927043005,0.3699896293762089
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4836522194625077,0.3530112410427301,-0.08105121082358757,0.362196404010998
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4849113748346896,0.3478846982545101,-0.06947887932280272,0.35475495479497415
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4861705302068715,0.3426730508494222,-0.05837077761290177,0.347608928909465
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4874296855790534,0.3373987333331614,-0.0477022949498927,0.3407541844179001
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4886888409512353,0.3320697815078445,-0.0374496019971538,0.3341748232294181
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4899479963234172,0.32668816270747214,-0.02759524292544821,0.3278515717291871
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4912071516955991,0.32125886995593855,-0.01812114919077623,0.32176954109014266
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.492466307067781,0.31578614393799553,-0.009010976314405866,0.31591468214910057
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.493725462439963,0.3102739183302117,-0.0002496805057595475,0.3102740187903876
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4949846178121449,0.30472587989398203,0.008176628710996003,0.3048355608098226
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4962437731843268,0.29914550485872576,0.016280806464079256,0.2995882136137914
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4975029285565087,0.2935360875415416,0.024074774935504695,0.2945216961064002
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.4987620839286906,0.28790076403053044,0.03156961370828304,0.28962646709003204
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5000212393008725,0.2822425320511356,0.03877563998016073,0.28489365937926264
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5012803946730544,0.27656426774923926,0.045702480020275466,0.28031502078139975
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5025395500452363,0.27086873991672866,0.05235913300242659,0.2758828611437148
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5037987054174182,0.2651586220922692,0.05875402816069085,0.27159000477738143
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5050578607896001,0.259436502870681,0.06489507606115624,0.2674297476324429
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.506317016161782,0.2537048947084387,0.07078971469439192,0.26339581869409656
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.507576171533964,0.24796624145205182,0.07644495098404135,0.2594823451235358
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5088353269061459,0.24222292477243845,0.08186739823222207,0.2556838207212721
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5100944822783278,0.23647726968926727,0.08706330994823006,0.2519950773702376
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5113536376505097,0.23073154928608985,0.09203861047398976,0.2484112591126701
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5126127930226916,0.2249879887554866,0.09679892273497104,0.24492779859968908
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5138719483948735,0.21924876885349137,0.10134959342902683,0.2415403956525714
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5151311037670554,0.21351602885152438,0.10569571592467336,0.23824499772577437
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5163902591392373,0.20779186905288913,0.10984215109598358,0.23503778207319334
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5176494145114192,0.20207835292831924,0.11379354630983438,0.23191513944542466
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5189085698836011,0.19637750892765612,0.11755435274695727,0.22887365917114122
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.520167725255783,0.19069133200278182,0.12112884121983299,0.22591011548014991
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.521426880627965,0.1850217848864453,0.12452111663501465,0.22302145495578887
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5226860360001468,0.17937079915267748,0.12773513122421623,0.22020478500145702
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5239451913723288,0.17374027609105747,0.13077469666749092,0.21745736323397086
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5252043467445107,0.16813208741678656,0.1336434952044485,0.21477658771287758
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5264635021166926,0.1625480758358687,0.136345089824241,0.21215998792685595
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5277226574888745,0.15699005548749995,0.13888293362717608,0.20960521647816618
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5289818128610564,0.15145981227704333,0.14126037841744546,0.20711004139258216
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5302409682332383,0.14595910411300939,0.14348068260611002,0.20467233900697865
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5315001236054202,0.14048966106161542,0.14554701847540885,0.2022900873801991
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5327592789776021,0.13505318543268394,0.1474624788635883,0.19996136018768512
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.534018434349784,0.12965135179648635,0.14923008331463133,0.19768432104936412
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.535277589721966,0.12428580695248984,0.1508527837435146,0.1954572182678326
4.0,18.0,-1,AUTOMATIC_PEAK_ID,1.5365367450941478,0.1189581698454903,0.15233346964653932,0.19327837992786892
4.0,70.0,1,ORACLE_MODE_ID,1.486930251121521,0.08358430412744236,-8.354960959870011e-05,0.08358434588489666
4.0,70.0,2,ORACLE_MODE_ID,1.4840487241744995,-0.017826495031543065,-0.09658192539798932,0.09821329970371835
4.0,70.0,3,ORACLE_MODE_ID,1.479351282119751,0.08925034592966499,-0.023869382146699168,0.09238707513840899
4.0,70.0,4,ORACLE_MODE_ID,1.4730875492095947,0.12267377577116467,-0.026288981449258925,0.1254590204313483
4.0,70.0,5,ORACLE_MODE_ID,1.465836763381958,-0.007410129617905527,0.12010469481551331,0.12033307000854648
4.0,70.0,6,ORACLE_MODE_ID,1.4583847522735596,0.13691905160825588,0.18044144973325085,0.2265081532200144
4.0,70.0,7,ORACLE_MODE_ID,1.4506748914718628,0.7868047938475246,0.03982497176313815,0.7878120410335072
4.0,70.0,8,ORACLE_MODE_ID,1.44283926486969,-3.7481377074231506,-0.1186798036726544,3.750016155912805
4.0,70.0,9,ORACLE_MODE_ID,1.4351578950881958,10.724530436197437,-0.392522177584234,10.731711267865002
4.0,70.0,10,ORACLE_MODE_ID,1.4275851249694824,-16.857859441520677,-0.4476316489002201,16.863801441050146
4.0,70.0,11,ORACLE_MODE_ID,1.4195870161056519,10.239150621490278,0.053647851432002014,10.239291164017557
4.0,70.0,12,ORACLE_MODE_ID,1.4104909896850586,3.8551082044298823,-0.43949799355435126,3.8800796066834624
4.0,70.0,13,ORACLE_MODE_ID,1.4000681638717651,-14.379956816516252,0.5212193139027423,14.389399835227925
4.0,70.0,14,ORACLE_MODE_ID,1.3885791301727295,16.499910264506948,0.13409751092112643,16.500455171879864
4.0,70.0,15,ORACLE_MODE_ID,1.375969648361206,-10.445023423816743,-0.12920491022029612,10.445822525435968
4.0,70.0,16,ORACLE_MODE_ID,1.3623950481414795,3.39304559012622,0.16939323346937352,3.397271323315257
4.0,70.0,17,ORACLE_MODE_ID,1.3477357625961304,0.41383310151024255,0.0018516000755101902,0.4138372437667088
4.0,70.0,18,ORACLE_MODE_ID,1.3320367336273193,-0.3740020800758904,0.016556219735814254,0.3743683537814505
4.0,70.0,19,ORACLE_MODE_ID,1.315035343170166,-0.00881218049869473,-0.007787520328810966,0.011760101955902415
4.0,70.0,20,ORACLE_MODE_ID,1.2967256307601929,0.03186068106653655,-0.02028493829506207,0.037770116754625424
4.0,70.0,21,ORACLE_MODE_ID,1.277047872543335,0.018483078227191103,0.037508816266399,0.04181549328250169
4.0,70.0,22,ORACLE_MODE_ID,1.2560290098190308,-0.03680248770271133,0.014619362647648076,0.0395998594105038
4.0,70.0,23,ORACLE_MODE_ID,1.2335797548294067,-0.030301816417376438,-0.008463094046576702,0.03146146911753465
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.1841306353047363,0.024946409015293665,0.015707607909531837,0.029479692484792173
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.1853897906769182,0.024652727615035775,0.01642346754112387,0.029622411531397923
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.1866489460491,0.024339586726514335,0.017135591292449816,0.029766490739746174
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.187908101421282,0.02400696599842793,0.017843494245647407,0.02991194917326731
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.189167256793464,0.023654855444276417,0.01854668825682318,0.03005880622023098
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.1904264121656458,0.023283255539120577,0.019244682128348962,0.030207081598876494
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.1916855675378277,0.02289217731480384,0.019936981780075486,0.030356795363006967
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.1929447229100096,0.02248164245191116,0.020623090422528027,0.030507967908586456
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.1942038782821915,0.022051683367008294,0.02130250872753084,0.030660619977510527
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.1954630336543735,0.021602343301100155,0.02197473500270191,0.030814772667302922
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.1967221890265554,0.021133676398611367,0.022639265358405335,0.03097044743121279
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.1979813443987373,0.020645747791651774,0.02329559388201224,0.031127666089704513
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.1992404997709192,0.020138633676490977,0.023943212805160645,0.03128645083401288
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.200499655143101,0.019612421387823827,0.02458161267124101,0.031446824230953525
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.201758810515283,0.019067209473771995,0.02521028250391967,0.03160880923167051
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.203017965887465,0.018503107765859277,0.02582870997066599,0.03177242917599759
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2042771212596468,0.017920237448615445,0.026436381545708192,0.03193770779885464
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2055362766318287,0.01731873112900125,0.02703278267192566,0.032104669238386514
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2067954320040106,0.016698732899791714,0.027617397918130518,0.03227333803973407
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2080545873761925,0.016060398409741397,0.028189711136106632,0.03244373916515725
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2093137427483744,0.015403894926767669,0.02874920561346564,0.03261589799959865
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2105728981205564,0.014729401406156424,0.02929536422544704,0.03278984036077768
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2118320534927383,0.014037108559601733,0.02982766958245863,0.03296559250846816
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2130912088649202,0.013327218925860232,0.030345604178568637,0.03314318115782143
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.214350364237102,0.012599946948318685,0.030848650536380102,0.033322633494610676
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.215609519609284,0.011855519059670958,0.03133629135410338,0.03350397719679673
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.216868674981466,0.011094173778710442,0.03180800965991997,0.03368724046813257
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2181278303536478,0.01031616182650323,0.032263288973253916,0.03387245208428658
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2193869857258297,0.009521746262248934,0.03270161349498646,0.0340596414699
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2206461410980116,0.008711202675867117,0.033122468339709846,0.034248838826668494
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2219052964701935,0.007884819420726937,0.03352533986260822,0.03444007535126571
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2231644518423754,0.007042897951407039,0.033909716168779844,0.03463338363777271
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2244236072145573,0.006185753271803998,0.03427508799631065,0.0348287984388562
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2256827625867392,0.0053137144989254415,0.03462095040181466,0.03502635819637836
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2269419179589212,0.004427125297332262,0.034946806235327345,0.03522610827848846
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.228201073331103,0.0035263428793468367,0.03525217373022804,0.03542810814605968
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.229460228703285,0.002611729373154178,0.03553660322247215,0.035632447276464384
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2307193840754669,0.0016836084577868116,0.035799707008859497,0.03583927397924398
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2319785394476488,0.0007421005099773927,0.03604113670894342,0.0360487759631261
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2332376948198307,-0.00021304085347318216,0.03626007142184301,0.03626069726194471
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2344968501920126,-0.0011810945042535805,0.036454759941671286,0.036473888010916236
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2357560055641945,-0.002160205940060011,0.036625020192660535,0.03668867119174885
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2370151609363764,-0.0031500867646280586,0.03677136742665145,0.03690604976220684
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2382743163085583,-0.004150770391809503,0.03689340417307124,0.03712616552140973
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2395334716807402,-0.005161962949636081,0.03699050771737547,0.03734894272509772
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2407926270529221,-0.0061832246632016665,0.037062090567200875,0.03757433731214731
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.242051782425104,-0.007214066832022822,0.03710760281003302,0.03780234049055775
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.243310937797286,-0.00825397859749168,0.037126513683798754,0.03803296177003766
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2445700931694679,-0.009302433164397349,0.037118300273851615,0.038266218496186596
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2458292485416498,-0.01035888844813058,0.037082440908365356,0.038502129728149086
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2470884039138317,-0.011422785704407887,0.03701841016167147,0.03874071145638096
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2483475592860136,-0.01249354620259897,0.03692567335083878,0.03898197082151338
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2496067146581955,-0.013570563529195114,0.0368036785192895,0.03922589638301631
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2508658700303774,-0.014653183554275435,0.03665184385021192,0.03947243906696932
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2521250254025593,-0.015740646389899242,0.036469543973877035,0.03972147512913384
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2533841807747412,-0.01683191371755629,0.036256154916830804,0.039972766838792806
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2546433361469231,-0.01792534292487239,0.03601159173676168,0.04022626826328133
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.255902491519105,-0.019020138770638913,0.03573806231560771,0.040484253444130855
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.257161646891287,-0.020120537549243582,0.035435429556673476,0.04074930305092946
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2584208022634689,-0.021225535840784824,0.03509791277085496,0.04101690934966925
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2596799576356508,-0.022331182957682934,0.03472519037205094,0.04128583992926253
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2609391130078327,-0.023436310618944342,0.034317959834480355,0.041556985244705254
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2621982683800146,-0.024540312076065537,0.0338760971481811,0.04183081250446484
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2634574237521965,-0.0256424802933128,0.033399151216808386,0.04210748267940234
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2647165791243784,-0.026741979316444776,0.03288657165238433,0.04238702693995615
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2659757344965603,-0.027837858270152227,0.03233777950097665,0.0426694074967402
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2672348898687422,-0.028929042787718545,0.03175219980912113,0.042954530719494566
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2684940452409241,-0.03001429844210381,0.031129299755207136,0.043242241086941996
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.269753200613106,-0.031092155700583334,0.030468668438224242,0.04353230872016506
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.271012355985288,-0.03216077376657805,0.029770216275945244,0.04382443549415748
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2722715113574699,-0.033217727490078786,0.02903472605380976,0.044118394538161916
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2735306667296518,-0.03425993711099655,0.028265525269518758,0.04441489850952315
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2747898221018337,-0.035286229179783656,0.027473617421481612,0.044720438548276266
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2760489774740156,-0.0363204896377596,0.026683431239978857,0.0450686528561181
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2773081328461975,-0.03744485427566516,0.02584288117830269,0.04549694076882171
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2785672882183794,-0.038547510486634434,0.024831852341800964,0.04585336907406257
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2798264435905613,-0.03955522534556428,0.023771405675394687,0.04614862489741766
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2810855989627432,-0.040526250605704306,0.02269017658240123,0.04644589434489229
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2823447543349251,-0.041476622884959666,0.02157308295990786,0.046751557774433856
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.283603909707107,-0.04240637616030907,0.020410433769922354,0.047062581163021824
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.284863065079289,-0.04331227243797236,0.019196266486105222,0.047375622325693055
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2861222204514708,-0.044189805613294136,0.017925753440540187,0.04768722634576014
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2873813758236528,-0.045032957461739555,0.016593948697614276,0.04799298272799784
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2886405311958347,-0.0458330280909537,0.015195033216124594,0.04828618330770491
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2898996865680166,-0.0465760859677053,0.013721724464669037,0.04855530358627543
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2911588419401985,-0.04723711236041136,0.012165148989181668,0.048778434108518856
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2924179973123804,-0.04776505876586732,0.010517899329853538,0.04890937584164914
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2936771526845623,-0.04804118462325172,0.00879797288838758,0.04884014482933237
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2949363080567442,-0.0477832837921026,0.00721918336242211,0.04832555036807017
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.296195463428926,-0.04706560543556279,0.007068555060051867,0.047593441624377855
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.297454618801108,-0.049390238816334184,0.007683061654781217,0.04998424878624959
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.29871377417329,-0.05175655786467025,0.005207906865674839,0.05201791591289008
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.2999729295454718,-0.05274994770876651,0.0024780355115085508,0.05280812099737973
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3012320849176537,-0.05331826125941082,-7.570295978570965e-05,0.05331831500211638
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3024912402898357,-0.05371655502855179,-0.002592087898200292,0.05377905915695652
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.303829092872779,-0.04672066370707911,-0.027582047271793943,0.05425485921955245
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3050882482449608,-0.045753671138362824,-0.03012995805627785,0.05478332588580687
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3063474036171427,-0.04456149403787529,-0.032807037500442796,0.05533559849177611
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3076065589893247,-0.043052376119253055,-0.035669941959868334,0.05590931808682705
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3088657143615066,-0.04106336112484639,-0.038792871626085246,0.05648970274189337
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3101248697336885,-0.038268410320225356,-0.04227650623865809,0.0570243299669924
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3113840251058704,-0.0339087982239598,-0.046216176350076785,0.05732138827187122
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3126431804780523,-0.025860518910677196,-0.05026135601299056,0.05652406873707938
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3139023358502342,-0.007957415306221047,-0.048546200007185764,0.04919404428885029
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.316420646594598,-0.03871367020983678,-0.015929378848472984,0.04186279220995874
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3176011047560185,-0.05236468072464011,-0.010259867097261361,0.053360328524541166
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3188602601282005,-0.05433630767591939,-0.019989464497621273,0.057896571770302926
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3201981127111437,-0.03734634897631189,-0.048070956303997915,0.06087336545519189
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3214572680833256,-0.03356143465596487,-0.05410219295581614,0.06366645253816929
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3227164234555076,-0.02910484419386338,-0.06003445805918744,0.06671752475931192
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3239755788276895,-0.023653310271686337,-0.06638726936601065,0.07047516314762187
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3252347341998714,-0.01661431697260148,-0.07369488867372889,0.07554450440038223
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3265725867828146,0.028257136436875125,-0.07835651020707995,0.08329590897183607
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.327910439365758,0.07751763307047416,-0.05668088021430465,0.09602971216616774
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3320026943253491,-0.3619061991877345,0.09808090609158449,0.3749612795346452
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3361736464957017,0.03966822193794519,0.04697293034971523,0.06148189991661997
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3375901962894063,-0.023397777365132835,0.04446711167155566,0.0502471890361931
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.3389280488723496,-0.04172139581964472,0.015405403124532615,0.044474726694706375
4.0,70.0,-1,AUTOMATIC_PEAK_ID,1.340265901455293,-0.03882075585450113,-0.01533044756369416,0.04173815649520184
