test,dr,zs,zr,mode_id,k_m,g1_real,g1_imag,g5_real,g5_imag,relative_complex_error,amplitude_error,phase_error
MULTIMODE_LEAKAGE,2.5,4.0,18.0,1,1.4869303,-0.22502146163106476,-0.07957346912367372,1.4822048105984492e-06,0.0,161029.1334102948,161027.1906224626,-2.8016910864667866
MULTIMODE_LEAKAGE,2.5,4.0,18.0,2,1.4840487,-0.10765703247808524,0.2546240016262052,1.1441064570776119e-05,0.0,24163.163590568176,24161.774143221028,1.9708087585077136
MULTIMODE_LEAKAGE,2.5,4.0,18.0,3,1.4793513,-0.2624551646912334,-0.016878046708093217,8.130362935838013e-05,0.0,3235.752723485332,3233.754784236409,-3.0773727797823147
MULTIMODE_LEAKAGE,2.5,4.0,18.0,4,1.4730875,-0.30179464584537297,-0.011758903582600483,0.0007853186041769867,0.0,385.58664558168016,383.58740182073257,-3.1026490917287943
MULTIMODE_LEAKAGE,2.5,4.0,18.0,5,1.4658368,-0.07832727440667364,-0.47932761848101035,0.010518325678141406,0.0,46.34692562239569,45.17514512648154,-1.7327753995936257
MULTIMODE_LEAKAGE,2.5,4.0,18.0,6,1.4583848,0.25245743937255594,-0.6215274135641077,0.12442878244182153,0.0,5.09991937834142,4.391385728511016,-1.184966237158912
MULTIMODE_LEAKAGE,2.5,4.0,18.0,7,1.4506749,0.28228730997200147,-0.46072321269985583,0.9502792675328608,0.0,0.8539250513708474,0.43140311498598044,-1.0210874202904348
MULTIMODE_LEAKAGE,2.5,4.0,18.0,8,1.4428393,4.925211684046582,0.5800879256187161,5.457859488977001,0.0,0.14429424897084936,0.09135528139717453,0.117239166609473
MULTIMODE_LEAKAGE,2.5,4.0,18.0,9,1.4351579,14.527730801285799,0.5770765098958615,14.667719891003546,0.0,0.040484363716032416,0.008762927898891354,0.03970153959802768
MULTIMODE_LEAKAGE,2.5,4.0,18.0,10,1.4275851,8.288068020237441,0.6588343594973805,8.000910416216604,0.0,0.08982662643941651,0.03915833970236238,0.07932510674350386
MULTIMODE_LEAKAGE,2.5,4.0,18.0,11,1.419587,-23.080725791192144,0.2676828655527661,-23.499980859985243,0.0,0.021166922967565713,0.017774604728565076,-0.011597159780706624
MULTIMODE_LEAKAGE,2.5,4.0,18.0,12,1.410491,-27.29646090069141,0.19541148333419045,-28.599253879470282,0.0,0.04606297669492364,0.04552893343695077,-0.007158735556136261
SINGLE_MODE,2.5,4.0,70.0,1,1.4869303,0.0007795520075260868,-3.471615356298585e-16,0.0007795520107504876,0.0,4.136222798891383e-09,4.1362227749174615e-09,-4.4533466950021435e-13
SINGLE_MODE,2.5,4.0,70.0,2,1.4840487,-0.001984282413922068,8.743006318923108e-16,-0.0019842824507797256,0.0,1.8574803978587467e-08,1.8574803973361574e-08,-4.406130023418373e-13
SINGLE_MODE,2.5,4.0,70.0,3,1.4793513,-0.0009238794026083456,3.9958271066953266e-16,-0.0009238794355565995,0.0,3.56629368168422e-08,3.566293681421958e-08,-4.3250527021320035e-13
SINGLE_MODE,2.5,4.0,70.0,4,1.4730875,0.02093535154644604,-8.840150833577809e-15,0.020935351506413284,0.0,1.912208440953657e-09,1.9122083943313654e-09,-4.2225948840484135e-13
SINGLE_MODE,2.5,4.0,70.0,5,1.4658368,-0.08139241713718509,3.359118538881489e-14,-0.08139241784710538,0.0,8.72219192885552e-09,8.722191919091534e-09,-4.1270657108263176e-13
SINGLE_MODE,2.5,4.0,70.0,6,1.4583848,0.09621272645038906,-3.893413369482346e-14,0.09621272651947943,0.0,7.181002532794825e-10,7.181001392595062e-10,-4.0466719041476675e-13
SINGLE_MODE,2.5,4.0,70.0,7,1.4506749,0.5867074305029576,-2.316480340880389e-13,0.5867074357943132,0.0,9.018729366924309e-09,9.018729358281823e-09,-3.948271694623973e-13
SINGLE_MODE,2.5,4.0,70.0,8,1.4428393,-3.841242910015972,1.4883649868124849e-12,-3.8412429194727444,0.0,2.4619042766996805e-09,2.461904246208504e-09,-3.8746963461529597e-13
SINGLE_MODE,2.5,4.0,70.0,9,1.4351579,10.804090573610639,-4.090949801138777e-12,10.80409070701661,0.0,1.2347727763045142e-08,1.2347727757239441e-08,-3.786482326546819e-13
SINGLE_MODE,2.5,4.0,70.0,10,1.4275851,-16.511124418127963,6.130207452770264e-12,-16.51112399336663,0.0,2.5725767191874833e-08,2.5725767189195675e-08,-3.7127740652476465e-13
SINGLE_MODE,2.5,4.0,70.0,11,1.419587,9.864123130200262,-3.524291969370097e-12,9.86412313549838,0.0,5.371099488186432e-10,5.371098299865776e-10,-3.572838581647496e-13
SINGLE_MODE,2.5,4.0,70.0,12,1.410491,3.9779170923663463,-1.3531398224131408e-12,3.977916909504159,0.0,4.5969333029137996e-08,4.596933302787943e-08,-3.40162902090098e-13
MULTIMODE_LEAKAGE,2.5,4.0,70.0,1,1.4869303,0.08358430412744236,-8.354960959870011e-05,0.0007795520107504876,0.0,106.22100017104344,106.22099966675556,-0.0009995845828251774
MULTIMODE_LEAKAGE,2.5,4.0,70.0,2,1.4840487,-0.017826495031543065,-0.09658192539798932,-0.0019842824507797256,0.0,49.32392093442686,48.4956248114402,1.3882766674488893
MULTIMODE_LEAKAGE,2.5,4.0,70.0,3,1.4793513,0.08925034592966499,-0.023869382146699168,-0.0009238794355565995,0.0,100.9654385626247,98.99906003184232,2.880265589836867
MULTIMODE_LEAKAGE,2.5,4.0,70.0,4,1.4730875,0.12267377577116467,-0.026288981449258925,0.020935351506413284,0.0,5.019263845082075,4.992687554967275,-0.21110692392517802
MULTIMODE_LEAKAGE,2.5,4.0,70.0,5,1.4658368,-0.007410129617905527,0.12010469481551331,-0.08139241784710538,0.0,1.733111092791715,0.4784309545219632,-1.5091771810972767
MULTIMODE_LEAKAGE,2.5,4.0,70.0,6,1.4583848,0.13691905160825588,0.18044144973325085,0.09621272651947943,0.0,1.9225731323363224,1.3542431590290198,0.9216866865263704
MULTIMODE_LEAKAGE,2.5,4.0,70.0,7,1.4506749,0.7868047938475246,0.03982497176313815,0.5867074357943132,0.0,0.3477406264282419,0.34276812082145985,0.05057291707304847
MULTIMODE_LEAKAGE,2.5,4.0,70.0,8,1.4428393,-3.7481377074231506,-0.1186798036726544,-3.8412429194727444,0.0,0.03926920475205333,0.02374928258181117,0.031653096672126305
MULTIMODE_LEAKAGE,2.5,4.0,70.0,9,1.4351579,10.724530436197437,-0.392522177584234,10.80409070701661,0.0,0.037069667777621246,0.0066992624473803395,-0.03658407682838141
MULTIMODE_LEAKAGE,2.5,4.0,70.0,10,1.4275851,-16.857859441520677,-0.4476316489002201,-16.51112399336663,0.0,0.034292948316674385,0.0213599902602151,0.026547053021185926
MULTIMODE_LEAKAGE,2.5,4.0,70.0,11,1.419587,10.239150621490278,0.053647851432002014,9.86412313549838,0.0,0.038406376661076685,0.03803359136597209,0.005239434647118596
MULTIMODE_LEAKAGE,2.5,4.0,70.0,12,1.410491,3.8551082044298823,-0.43949799355435126,3.977916909504159,0.0,0.11471675522344985,0.024595109713564114,-0.113513977018336
SINGLE_MODE,2.5,50.0,18.0,1,1.4869303,0.15344105145707693,-6.833422716567839e-14,0.1534410520917433,0.0,4.136222803721201e-09,4.1362227797461515e-09,-4.453451440587525e-13
SINGLE_MODE,2.5,50.0,18.0,2,1.4840487,0.42392020062774755,-1.8673951274195133e-13,0.42392020850198225,0.0,1.8574803826303556e-08,1.8574803821080195e-08,-4.405062850636148e-13
SINGLE_MODE,2.5,50.0,18.0,3,1.4793513,0.1731117525699193,-7.485678743535118e-14,0.17311175874359302,0.0,3.5662936801067843e-08,3.566293679844627e-08,-4.324188642542727e-13
SINGLE_MODE,2.5,50.0,18.0,4,1.4730875,-1.814210314207238,7.66275931596283e-13,-1.8142103107380896,0.0,1.912208627687644e-09,1.9122085810399863e-09,-4.2237436618869914e-13
SINGLE_MODE,2.5,50.0,18.0,5,1.4658368,-4.592428164049782,1.8953727476400672e-12,-4.592428204105821,0.0,8.722191755403608e-09,8.722191745639133e-09,-4.1271690703347965e-13
SINGLE_MODE,2.5,50.0,18.0,6,1.4583848,8.368752104677505,-3.3866243143165775e-12,8.368752110687106,0.0,7.181002113476781e-10,7.18100097323324e-10,-4.046749469880591e-13
SINGLE_MODE,2.5,50.0,18.0,7,1.4506749,18.755142932933232,-7.409184377138445e-12,18.75514310208079,0.0,9.018729285286537e-09,9.018729276634375e-09,-3.9504814245527464e-13
SINGLE_MODE,2.5,50.0,18.0,8,1.4428393,-34.7611991071632,1.34718902700115e-11,-34.76119919274194,0.0,2.461904180128005e-09,2.4619041496233276e-09,-3.8755539555697785e-13
SINGLE_MODE,2.5,50.0,18.0,9,1.4351579,-4.677340019473318,1.7710277688820497e-12,-4.677340077227839,0.0,1.2347727605666113e-08,1.2347727599860665e-08,-3.786399452485117e-13
SINGLE_MODE,2.5,50.0,18.0,10,1.4275851,8.996285506596216,-3.340439036492171e-12,8.996285275159876,0.0,2.5725767164982576e-08,2.5725767162302905e-08,-3.713131418564817e-13
SINGLE_MODE,2.5,50.0,18.0,11,1.419587,16.590217804899815,-5.927702773078636e-12,16.590217813810586,-0.0,5.371100524146425e-10,5.371099335711423e-10,-3.5730108204654956e-13
SINGLE_MODE,2.5,50.0,18.0,12,1.410491,4.962814249549186,-1.688427175849938e-12,4.962814021411934,-0.0,4.596933319169086e-08,4.59693331904319e-08,-3.4021567017208277e-13
MULTIMODE_LEAKAGE,2.5,50.0,18.0,1,1.4869303,0.31813562506871496,0.08301061469913854,0.1534410520917433,0.0,1.201971255574879,1.1427591810888829,0.2552374613291939
MULTIMODE_LEAKAGE,2.5,50.0,18.0,2,1.4840487,0.3279875814334804,-0.5041421682061163,0.42392020850198225,0.0,1.210577955356507,0.418767571154779,-0.9940096213956793
MULTIMODE_LEAKAGE,2.5,50.0,18.0,3,1.4793513,0.47639624995238905,-0.00663554443037731,0.17311175874359302,0.0,1.7523770428912422,1.7522247083166813,-0.013927723754952746
MULTIMODE_LEAKAGE,2.5,50.0,18.0,4,1.4730875,-1.5225286592528182,-0.009780589619516888,-1.8142103107380896,0.0,0.1608664572802315,0.16075878042431385,0.006423823306082855
MULTIMODE_LEAKAGE,2.5,50.0,18.0,5,1.4658368,-4.218377054115651,0.47235733728626195,-4.592428204105821,0.0,0.13119953684232336,0.07570878783956529,-0.11151156287617343
MULTIMODE_LEAKAGE,2.5,50.0,18.0,6,1.4583848,8.897695485857325,1.066326864669429,8.368752110687106,0.0,0.14223248338337122,0.07081241051433115,0.11927419002773873
MULTIMODE_LEAKAGE,2.5,50.0,18.0,7,1.4506749,19.862140810906702,-0.6994239419200401,18.75514310208079,0.0,0.069817744065796,0.059680089811906215,-0.03519938074467883
MULTIMODE_LEAKAGE,2.5,50.0,18.0,8,1.4428393,-35.28426927692736,-0.5440280754214513,-34.76119919274194,0.0,0.02171092705311019,0.01516817247114182,0.015417209495294782
MULTIMODE_LEAKAGE,2.5,50.0,18.0,9,1.4351579,-5.1113991733978885,0.7508567385775726,-4.677340077227839,0.0,0.18542391094250943,0.10452834051424399,-0.14585529891961033
MULTIMODE_LEAKAGE,2.5,50.0,18.0,10,1.4275851,8.411624856916657,0.17756793036707297,8.996285275159876,0.0,0.06792030283945336,0.06478078397751737,0.02110669035025176
MULTIMODE_LEAKAGE,2.5,50.0,18.0,11,1.419587,16.034601323879233,-0.48706151302719736,16.590217813810586,-0.0,0.04453688245025786,0.03304482168284443,-0.030366317525758912
MULTIMODE_LEAKAGE,2.5,50.0,18.0,12,1.410491,4.506794495975493,0.16636598679659143,4.962814021411934,-0.0,0.0978112088803289,0.09126876640782755,0.03689772871969419
SINGLE_MODE,2.5,50.0,70.0,1,1.4869303,80.70091214097326,-3.593925157474587e-11,80.7009124747702,0.0,4.1362227404192745e-09,4.136222716444902e-09,-4.4533885208094054e-13
SINGLE_MODE,2.5,50.0,70.0,2,1.4840487,-73.52265249732767,3.239364332330297e-11,-73.52265386299655,0.0,1.8574803927034762e-08,1.857480392180932e-08,-4.4059405126168945e-13
SINGLE_MODE,2.5,50.0,70.0,3,1.4793513,-1.967124832121975,8.507639037702575e-13,-1.9671249022754258,0.0,3.566293667997022e-08,3.5662936677347776e-08,-4.3249105998652983e-13
SINGLE_MODE,2.5,50.0,70.0,4,1.4730875,-48.36397664906107,2.042099822574528e-11,-48.36397655657906,0.0,1.912208635878786e-09,1.9122085892617492e-09,-4.2223571427809225e-13
SINGLE_MODE,2.5,50.0,70.0,5,1.4658368,35.53691371602439,-1.4662049352409667e-11,35.53691402598416,-0.0,8.722191620906514e-09,8.72219161114821e-09,-4.125864578329497e-13
SINGLE_MODE,2.5,50.0,70.0,6,1.4583848,6.471014517345521,-2.617905892066119e-12,6.471014521992358,0.0,7.181002939877091e-10,7.181001800288096e-10,-4.0455880373144517e-13
SINGLE_MODE,2.5,50.0,70.0,7,1.4506749,11.57952424523097,-4.572342504616245e-12,11.579524349663567,0.0,9.018729340764547e-09,9.018729332120428e-09,-3.9486445278607753e-13
SINGLE_MODE,2.5,50.0,70.0,8,1.4428393,24.46494091913688,-9.480416451879137e-12,24.46494097936722,-0.0,2.4619042571977163e-09,2.4619042267001395e-09,-3.8751029414763063e-13
SINGLE_MODE,2.5,50.0,70.0,9,1.4351579,-3.4452802626087684,1.304734098539484e-12,-3.4452803051501517,0.0,1.234772777743676e-08,1.2347727771629412e-08,-3.7870187592562895e-13
SINGLE_MODE,2.5,50.0,70.0,10,1.4275851,-18.565235423467833,6.892264536872972e-12,-18.565234945862922,0.0,2.5725767098003525e-08,2.572576709532482e-08,-3.7124573858948423e-13
SINGLE_MODE,2.5,50.0,70.0,11,1.419587,-6.963748279085713,2.4877877535800508e-12,-6.96374828282601,0.0,5.371099765044778e-10,5.371098576960207e-10,-3.5724837456454963e-13
SINGLE_MODE,2.5,50.0,70.0,12,1.410491,-0.6902859356125117,2.348121697082206e-13,-0.690285903880529,0.0,4.596933318585799e-08,4.596933318459939e-08,-3.4016652751278297e-13
MULTIMODE_LEAKAGE,2.5,50.0,70.0,1,1.4869303,88.71034971729517,-2.2933581053745726,80.7009124747702,0.0,0.10323676330096528,0.09961568247482053,-0.02584644752086865
MULTIMODE_LEAKAGE,2.5,50.0,70.0,2,1.4840487,-82.97175244554822,-4.692753354312806,-73.52265386299655,0.0,0.14349634539840792,0.13032309823352017,0.05649825369835331
MULTIMODE_LEAKAGE,2.5,50.0,70.0,3,1.4793513,-4.55878613814375,2.8918421650224677,-1.9671249022754258,0.0,1.9740627116514429,1.744430238700646,-0.565290948739483
MULTIMODE_LEAKAGE,2.5,50.0,70.0,4,1.4730875,-49.0858372116744,2.319827137695313,-48.36397655657906,0.0,0.050234564961780276,0.01605840482508931,-0.04722548127473799
MULTIMODE_LEAKAGE,2.5,50.0,70.0,5,1.4658368,34.31476585743738,-0.8084914162721866,35.53691402598416,-0.0,0.041235105224078736,0.03412296975547568,-0.023556677190895728
MULTIMODE_LEAKAGE,2.5,50.0,70.0,6,1.4583848,5.978137477327143,-1.4293340820905014,6.471014521992358,0.0,0.23364607549147856,0.050128055663002186,-0.2346877178128141
MULTIMODE_LEAKAGE,2.5,50.0,70.0,7,1.4506749,10.33233413195805,-0.3521662918720354,11.579524349663567,0.0,0.11191798187655308,0.10718837156713944,-0.03407071532442992
MULTIMODE_LEAKAGE,2.5,50.0,70.0,8,1.4428393,23.571105710493214,0.2409313123508543,24.46494097936722,-0.0,0.03783933966960715,0.03648502425934033,0.010221112455586913
MULTIMODE_LEAKAGE,2.5,50.0,70.0,9,1.4351579,-3.6138961912227505,0.026160563078672983,-3.4452803051501517,0.0,0.049526655055657225,0.04896860530519547,-0.007238754175229872
MULTIMODE_LEAKAGE,2.5,50.0,70.0,10,1.4275851,-18.40735624075896,0.462593761188554,-18.565234945862922,0.0,0.026328407895064694,0.008190950455436614,-0.025125629466727743
MULTIMODE_LEAKAGE,2.5,50.0,70.0,11,1.419587,-5.598484164388186,-0.18494414651865965,-6.96374828282601,0.0,0.19784371200067835,0.19561450392779933,0.033022673493768466
MULTIMODE_LEAKAGE,2.5,50.0,70.0,12,1.410491,-0.771793941990133,-0.7050343071340963,-0.690285903880529,0.0,1.0281684448637927,0.5143604859264675,0.7402241786538536
SINGLE_MODE,1.25,4.0,18.0,1,1.4869303,1.4822048044524808e-06,-6.5994454502950675e-19,1.4822048105984492e-06,0.0,4.146504149775892e-09,4.146504125871024e-09,-4.452451800500586e-13
SINGLE_MODE,1.25,4.0,18.0,2,1.4840487,1.1441064356548688e-05,-5.0381519702685784e-18,1.1441064570776119e-05,0.0,1.8724431608828533e-08,1.8724431603650426e-08,-4.4035692950060353e-13
SINGLE_MODE,1.25,4.0,18.0,3,1.4793513,8.130362640678586e-05,-3.5148479179264447e-17,8.130362935838013e-05,0.0,3.630335186314764e-08,3.630335186057359e-08,-4.3231133385620843e-13
SINGLE_MODE,1.25,4.0,18.0,4,1.4730875,0.0007853186044697771,-3.317116546719401e-16,0.0007853186041769867,0.0,3.7283035105622646e-10,3.728301117860481e-10,-4.223911833795171e-13
SINGLE_MODE,1.25,4.0,18.0,5,1.4658368,0.01051832556112222,-4.3428802221079366e-15,0.010518325678141406,0.0,1.112526743030848e-08,1.1125267422646833e-08,-4.128870319587813e-13
SINGLE_MODE,1.25,4.0,18.0,6,1.4583848,0.12442878198513278,-5.0334736378943035e-14,0.12442878244182153,0.0,3.670282198299828e-09,3.670282176007037e-09,-4.0452647350479746e-13
SINGLE_MODE,1.25,4.0,18.0,7,1.4506749,0.9502792553275455,-3.751443600208404e-13,0.9502792675328608,0.0,1.2843924661681291e-08,1.2843924655614395e-08,-3.9477275539550144e-13
SINGLE_MODE,1.25,4.0,18.0,8,1.4428393,5.4578594533583935,-2.114308728096148e-12,5.457859488977001,0.0,6.526112985063894e-09,6.526112973566286e-09,-3.8738790292504643e-13
SINGLE_MODE,1.25,4.0,18.0,9,1.4351579,14.667719643315174,-5.558220550483384e-12,14.667719891003546,0.0,1.6886630970998977e-08,1.6886630966747173e-08,-3.789423772506143e-13
SINGLE_MODE,1.25,4.0,18.0,10,1.4275851,8.000910583892225,-2.970956813896919e-12,8.000910416216604,0.0,2.0957067664438477e-08,2.09570676611488e-08,-3.7132733615073465e-13
SINGLE_MODE,1.25,4.0,18.0,11,1.419587,-23.499980689236075,8.400391493523784e-12,-23.499980859985243,0.0,7.2659279561910975e-09,7.265927947397979e-09,-3.5746376154987636e-13
SINGLE_MODE,1.25,4.0,18.0,12,1.410491,-28.599254914582964,9.72200098203757e-12,-28.599253879470282,0.0,3.619369533901051e-08,3.619369533741412e-08,-3.3993896033565034e-13
SINGLE_MODE,1.25,4.0,70.0,1,1.4869303,0.000779552007518072,-3.4705311541260997e-16,0.0007795520107504876,0.0,4.146504160457219e-09,4.146504136557675e-09,-4.4519558934567223e-13
SINGLE_MODE,1.25,4.0,70.0,2,1.4840487,-0.001984282413625165,8.738669510233166e-16,-0.0019842824507797256,0.0,1.872443143050295e-08,1.8724431425323964e-08,-4.403944443708565e-13
SINGLE_MODE,1.25,4.0,70.0,3,1.4793513,-0.0009238794020166792,3.995285005609084e-16,-0.0009238794355565995,0.0,3.6303351941939164e-08,3.630335193936351e-08,-4.324465938831435e-13
SINGLE_MODE,1.25,4.0,70.0,4,1.4730875,0.020935351514218617,-8.841885557053786e-15,0.020935351506413284,0.0,3.728305098990251e-10,3.728302706842704e-10,-4.2234235002209834e-13
SINGLE_MODE,1.25,4.0,70.0,5,1.4658368,-0.08139241694159294,3.360506317662271e-14,-0.08139241784710538,0.0,1.1125267775316168e-08,1.1125267767654892e-08,-4.1287707675197367e-13
SINGLE_MODE,1.25,4.0,70.0,6,1.4583848,0.09621272616635157,-3.8920255907015644e-14,0.09621272651947943,0.0,3.6702822506513635e-09,3.6702822283589614e-09,-4.045229509422965e-13
SINGLE_MODE,1.25,4.0,70.0,7,1.4506749,0.5867074282586872,-2.3159252293680765e-13,0.5867074357943132,0.0,1.2843924511430706e-08,1.2843924505365044e-08,-3.9473255626600894e-13
SINGLE_MODE,1.25,4.0,70.0,8,1.4428393,-3.841242894404359,1.4883649868124849e-12,-3.8412429194727444,0.0,6.526113073109659e-09,6.526113061607199e-09,-3.874696361900535e-13
SINGLE_MODE,1.25,4.0,70.0,9,1.4351579,10.804090524571915,-4.093614336397877e-12,10.80409070701661,0.0,1.688663109302727e-08,1.688663108877653e-08,-3.7889485719207046e-13
SINGLE_MODE,1.25,4.0,70.0,10,1.4275851,-16.511124339391372,6.133760166449065e-12,-16.51112399336663,0.0,2.0957067580492926e-08,2.095706757720032e-08,-3.7149257920706603e-13
SINGLE_MODE,1.25,4.0,70.0,11,1.419587,9.864123063826371,-3.526068326209497e-12,9.86412313549838,0.0,7.26592803785535e-09,7.265928029062222e-09,-3.5746394315986033e-13
SINGLE_MODE,1.25,4.0,70.0,12,1.410491,3.9779170534796715,-1.3522516439934407e-12,3.977916909504159,0.0,3.619369526383121e-08,3.619369526223481e-08,-3.3993962815553495e-13
SINGLE_MODE,1.25,50.0,18.0,1,1.4869303,0.15344105145549936,-6.832034937787057e-14,0.1534410520917433,0.0,4.14650409008312e-09,4.146504066177229e-09,-4.452547002891511e-13
SINGLE_MODE,1.25,50.0,18.0,2,1.4840487,0.42392020056431734,-1.8668400159072007e-13,0.42392020850198225,0.0,1.872443152567085e-08,1.8724431520492307e-08,-4.4037533795796627e-13
SINGLE_MODE,1.25,50.0,18.0,3,1.4793513,0.1731117524590559,-7.484290964754337e-14,0.17311175874359302,0.0,3.630335200214123e-08,3.630335199956686e-08,-4.3233869788964835e-13
SINGLE_MODE,1.25,50.0,18.0,4,1.4730875,-1.8142103114144823,7.661649092938205e-13,-1.8142103107380896,0.0,3.728306192143953e-10,3.7283038003276367e-10,-4.2231317090049284e-13
SINGLE_MODE,1.25,50.0,18.0,5,1.4658368,-4.592428153013828,1.8962609260597674e-12,-4.592428204105821,0.0,1.1125267641244434e-08,1.1125267633581926e-08,-4.12910308638215e-13
SINGLE_MODE,1.25,50.0,18.0,6,1.4583848,8.368752079971426,-3.3848479574771773e-12,8.368752110687106,0.0,3.670282073819973e-09,3.6702820515342117e-09,-4.0446268752278953e-13
SINGLE_MODE,1.25,50.0,18.0,7,1.4506749,18.755142861191146,-7.403855306620244e-12,18.75514310208079,0.0,1.2843924625609035e-08,1.2843924619542408e-08,-3.9476400480748043e-13
SINGLE_MODE,1.25,50.0,18.0,8,1.4428393,-34.76119896588642,1.3468337556332699e-11,-34.76119919274194,0.0,6.526113164294362e-09,6.526113152792878e-09,-3.874531937045703e-13
SINGLE_MODE,1.25,50.0,18.0,9,1.4351579,-4.6773399982433235,1.7719159473017498e-12,-4.677340077227839,0.0,1.6886630976672344e-08,1.6886630972423065e-08,-3.7882983660953257e-13
SINGLE_MODE,1.25,50.0,18.0,10,1.4275851,8.996285463695637,-3.341327214911871e-12,8.996285275159876,0.0,2.0957067888389856e-08,2.0957067885098683e-08,-3.714118708655637e-13
SINGLE_MODE,1.25,50.0,18.0,11,1.419587,16.590217693267256,-5.931255486757436e-12,16.590217813810586,-0.0,7.265928120005285e-09,7.265928111209633e-09,-3.575152295418338e-13
SINGLE_MODE,1.25,50.0,18.0,12,1.410491,4.962814201034513,-1.6870949082203879e-12,4.962814021411934,-0.0,3.619369540463718e-08,3.6193695403040714e-08,-3.399472234662156e-13
SINGLE_MODE,1.25,50.0,70.0,1,1.4869303,80.70091214014354,-3.5925040720030665e-11,80.7009124747702,0.0,4.1465040982333885e-09,4.14650407433737e-09,-4.4516275922190295e-13
SINGLE_MODE,1.25,50.0,70.0,2,1.4840487,-73.52265248632665,3.2372327041230164e-11,-73.52265386299655,0.0,1.8724431558212193e-08,1.872443155303533e-08,-4.4030412323944104e-13
SINGLE_MODE,1.25,50.0,70.0,3,1.4793513,-1.9671248308621982,8.503198145604074e-13,-1.9671249022754258,0.0,3.630335190008502e-08,3.6303351897511525e-08,-4.3226530478378894e-13
SINGLE_MODE,1.25,50.0,70.0,4,1.4730875,-48.36397657461062,2.042455093942408e-11,-48.36397655657906,0.0,3.7283055578949647e-10,3.728303166123529e-10,-4.2230917277687725e-13
SINGLE_MODE,1.25,50.0,70.0,5,1.4658368,35.536913630626486,-1.4669154779767268e-11,35.53691402598416,-0.0,1.1125267480834384e-08,1.1125267473176473e-08,-4.1278640380083745e-13
SINGLE_MODE,1.25,50.0,70.0,6,1.4583848,6.471014498241908,-2.617461802856269e-12,6.471014521992358,0.0,3.670282251804607e-09,3.670282229515817e-09,-4.0449017747795183e-13
SINGLE_MODE,1.25,50.0,70.0,7,1.4506749,11.57952420093703,-4.5705661477768444e-12,11.579524349663567,0.0,1.2843924538089513e-08,1.2843924532024514e-08,-3.9471104930261196e-13
SINGLE_MODE,1.25,50.0,70.0,8,1.4428393,24.46494081970625,-9.476863738200336e-12,24.46494097936722,-0.0,6.526113064510194e-09,6.5261130530139406e-09,-3.873650791980181e-13
SINGLE_MODE,1.25,50.0,70.0,9,1.4351579,-3.4452802469709747,1.304956143144409e-12,-3.4452803051501517,0.0,1.6886630954008e-08,1.6886630949760142e-08,-3.787663265685576e-13
