test,dr,zs,zr,mode_id,k_m,g1_real,g1_imag,g5_real,g5_imag,relative_complex_error,amplitude_error,phase_error
SINGLE_MODE,1.25,50.0,70.0,10,1.4275851,-18.56523533493581,6.895817250551772e-12,-18.565234945862922,0.0,2.095706781417416e-08,2.095706781088254e-08,-3.714371041435341e-13
SINGLE_MODE,1.25,50.0,70.0,11,1.419587,-6.963748232227918,2.489120021209601e-12,-6.96374828282601,0.0,7.2659278929873684e-09,7.265927884195434e-09,-3.5743969170080903e-13
SINGLE_MODE,1.25,50.0,70.0,12,1.410491,-0.6902859288645267,2.3464563625452683e-13,-0.690285903880529,0.0,3.6193695263294506e-08,3.619369526169824e-08,-3.399252779793772e-13
SINGLE_MODE,0.625,4.0,18.0,1,1.4869303,1.482204804448671e-06,-6.600504241479135e-19,1.4822048105984492e-06,0.0,4.149074470962738e-09,4.149074447065012e-09,-4.453166135792074e-13
SINGLE_MODE,0.625,4.0,18.0,2,1.4840487,1.1441064356120714e-05,-5.037304937321324e-18,1.1441064570776119e-05,0.0,1.8761838404167387e-08,1.876183839900134e-08,-4.402828950635592e-13
SINGLE_MODE,0.625,4.0,18.0,3,1.4793513,8.130362639376882e-05,-3.5148479179264447e-17,8.130362935838013e-05,0.0,3.646345590530277e-08,3.6463455902740024e-08,-4.3231133392542326e-13
SINGLE_MODE,0.625,4.0,18.0,4,1.4730875,0.0007853186041675516,-3.3182007488918863e-16,0.0007853186041769867,0.0,1.2021726697613843e-11,1.2014299057015888e-11,-4.225292424352055e-13
SINGLE_MODE,0.625,4.0,18.0,5,1.4658368,0.010518325554803134,-4.342012860369948e-15,0.010518325678141406,0.0,1.1726036608670271e-08,1.1726036601404063e-08,-4.128045702471333e-13
SINGLE_MODE,0.625,4.0,18.0,6,1.4583848,0.12442878189329867,-5.034167527284694e-14,0.12442878244182153,0.0,4.408327749298244e-09,4.408327730732611e-09,-4.0458223979092235e-13
SINGLE_MODE,0.625,4.0,18.0,7,1.4506749,0.9502792544187948,-3.7531089347453417e-13,0.9502792675328608,0.0,1.3800223269866973e-08,1.3800223264215473e-08,-3.9494800263116344e-13
SINGLE_MODE,0.625,4.0,18.0,8,1.4428393,5.457859447812922,-2.113864638886298e-12,5.457859488977001,0.0,7.542165457680749e-09,7.542165447736233e-09,-3.8730653639924123e-13
SINGLE_MODE,0.625,4.0,18.0,9,1.4351579,14.667719626671332,-5.5573323720636836e-12,14.667719891003546,0.0,1.8021356884775773e-08,1.8021356880792958e-08,-3.7888182440836956e-13
SINGLE_MODE,0.625,4.0,18.0,10,1.4275851,8.000910574353743,-2.9736213491560193e-12,8.000910416216604,0.0,1.9764893085996162e-08,1.9764893082501797e-08,-3.7166036559485073e-13
SINGLE_MODE,0.625,4.0,18.0,11,1.419587,-23.499980649704302,8.405720564041985e-12,-23.499980859985243,0.0,8.948132448493317e-09,8.948132441344199e-09,-3.576905312961504e-13
SINGLE_MODE,0.625,4.0,18.0,12,1.410491,-28.59925484468898,9.72200098203757e-12,-28.599253879470282,0.0,3.374978592789506e-08,3.374978592618308e-08,-3.399389611664303e-13
SINGLE_MODE,0.625,4.0,70.0,1,1.4869303,0.0007795520075160683,-3.4710732552123424e-16,0.0007795520107504876,0.0,4.149074500859928e-09,4.1490744769677285e-09,-4.4526512942637714e-13
SINGLE_MODE,0.625,4.0,70.0,2,1.4840487,-0.0019842824135509387,8.736501105888195e-16,-0.0019842824507797256,0.0,1.8761838512038693e-08,1.8761838506872596e-08,-4.40285165368872e-13
SINGLE_MODE,0.625,4.0,70.0,3,1.4793513,-0.0009238794018687627,3.9942008034365983e-16,-0.0009238794355565995,0.0,3.646345563519754e-08,3.6463455632634585e-08,-4.3232924073828154e-13
SINGLE_MODE,0.625,4.0,70.0,4,1.4730875,0.020935351506161763,-8.84535500400574e-15,0.020935351506413284,0.0,1.2021604338256659e-11,1.2014177366536161e-11,-4.2250807211917815e-13
SINGLE_MODE,0.625,4.0,70.0,5,1.4658368,-0.08139241689269491,3.360506317662271e-14,-0.08139241784710538,0.0,1.1726036566559815e-08,1.1726036559291056e-08,-4.1287707700001734e-13
SINGLE_MODE,0.625,4.0,70.0,6,1.4583848,0.09621272609534222,-3.892719480091955e-14,0.09621272651947943,0.0,4.4083275528396365e-09,4.408327534272826e-09,-4.0459507157446676e-13
SINGLE_MODE,0.625,4.0,70.0,7,1.4506749,0.5867074276976194,-2.316480340880389e-13,0.5867074357943132,0.0,1.3800223534320655e-08,1.3800223528672612e-08,-3.948271713502611e-13
SINGLE_MODE,0.625,4.0,70.0,8,1.4428393,-3.8412428905014546,1.4876988529977098e-12,-3.8412429194727444,0.0,7.54216550662248e-09,7.542165496678495e-09,-3.8729622036566874e-13
SINGLE_MODE,0.625,4.0,70.0,9,1.4351579,10.804090512312236,-4.093614336397877e-12,10.80409070701661,0.0,1.802135680233248e-08,1.8021356798349395e-08,-3.7889485762201217e-13
SINGLE_MODE,0.625,4.0,70.0,10,1.4275851,-16.51112431970723,6.133760166449065e-12,-16.51112399336663,0.0,1.9764892892863604e-08,1.97648928893724e-08,-3.714925796499501e-13
SINGLE_MODE,0.625,4.0,70.0,11,1.419587,9.864123047232901,-3.526068326209497e-12,9.86412313549838,0.0,8.948132270826666e-09,8.948132263686602e-09,-3.5746394376118767e-13
SINGLE_MODE,0.625,4.0,70.0,12,1.410491,3.9779170437580023,-1.3518075547835906e-12,3.977916909504159,0.0,3.374978568298623e-08,3.374978568127536e-08,-3.3982799035610766e-13
SINGLE_MODE,0.625,50.0,18.0,1,1.4869303,0.15344105145510495,-6.833422716567839e-14,0.1534410520917433,0.0,4.14907450212956e-09,4.149074478228772e-09,-4.45345144064476e-13
SINGLE_MODE,0.625,50.0,18.0,2,1.4840487,0.42392020054845986,-1.8662849043948881e-13,0.42392020850198225,0.0,1.876183828682652e-08,1.8761838281661375e-08,-4.402443908028739e-13
SINGLE_MODE,0.625,50.0,18.0,3,1.4793513,0.17311175243134005,-7.482903185973555e-14,0.17311175874359302,0.0,3.646345584249244e-08,3.646345583993032e-08,-4.3225853131730266e-13
SINGLE_MODE,0.625,50.0,18.0,4,1.4730875,-1.8142103107162932,7.664979762012081e-13,-1.8142103107380896,0.0,1.2021657955704798e-11,1.2014231414980408e-11,-4.224967588782893e-13
SINGLE_MODE,0.625,50.0,18.0,5,1.4658368,-4.59242815025484,1.8958168368499173e-12,-4.592428204105821,0.0,1.1726036661184302e-08,1.1726036653917777e-08,-4.12813608579748e-13
SINGLE_MODE,0.625,50.0,18.0,6,1.4583848,8.368752073794905,-3.3857361358968774e-12,8.368752110687106,0.0,4.4083276647816645e-09,4.408327646217263e-09,-4.0456881815135154e-13
SINGLE_MODE,0.625,50.0,18.0,7,1.4506749,18.755142843255626,-7.403855306620244e-12,18.75514310208079,0.0,1.38002233662026e-08,1.3800223360556365e-08,-3.9476400518499276e-13
SINGLE_MODE,0.625,50.0,18.0,8,1.4428393,-34.76119893056723,1.3468337556332699e-11,-34.76119919274194,0.0,7.542165260232172e-09,7.542165250280126e-09,-3.874531940982429e-13
SINGLE_MODE,0.625,50.0,18.0,9,1.4351579,-4.677339992935825,1.7719159473017498e-12,-4.677340077227839,0.0,1.8021356772072974e-08,1.8021356768091254e-08,-3.788298370394006e-13
SINGLE_MODE,0.625,50.0,18.0,10,1.4275851,8.996285452970493,-3.3422153933315712e-12,8.996285275159876,0.0,1.9764893217380032e-08,1.9764893213888486e-08,-3.715105985468704e-13
SINGLE_MODE,0.625,50.0,18.0,11,1.419587,16.59021766535912,-5.931255486757436e-12,16.590217813810586,-0.0,8.94813244861628e-09,8.948132441474167e-09,-3.5751523014324754e-13
SINGLE_MODE,0.625,50.0,18.0,12,1.410491,4.962814188905845,-1.6866508190105378e-12,4.962814021411934,-0.0,3.3749785823679066e-08,3.3749785821967894e-08,-3.3985774095289975e-13
SINGLE_MODE,0.625,50.0,70.0,1,1.4869303,80.70091213993612,-3.593925157474587e-11,80.7009124747702,0.0,4.149074349664168e-09,4.149074325764055e-09,-4.4533885208666386e-13
SINGLE_MODE,0.625,50.0,70.0,2,1.4840487,-73.5226524835764,3.2372327041230164e-11,-73.52265386299655,0.0,1.8761838466008375e-08,1.876183846084183e-08,-4.4030412325591145e-13
SINGLE_MODE,0.625,50.0,70.0,3,1.4793513,-1.9671248305472542,8.505418591653324e-13,-1.9671249022754258,0.0,3.646345564867713e-08,3.646345564611359e-08,-4.3237818259287167e-13
SINGLE_MODE,0.625,50.0,70.0,4,1.4730875,-48.36397655599801,2.043520908046048e-11,-48.36397655657906,0.0,1.2021605818170978e-11,1.2014178092147336e-11,-4.2252954648589887e-13
SINGLE_MODE,0.625,50.0,70.0,5,1.4658368,35.53691360927701,-1.467270749344607e-11,35.53691402598416,-0.0,1.1726036545925113e-08,1.1726036538656026e-08,-4.1288637653709237e-13
SINGLE_MODE,0.625,50.0,70.0,6,1.4583848,6.471014493466005,-2.617461802856269e-12,6.471014521992358,0.0,4.408327760444753e-09,4.408327741887568e-09,-4.04490177776484e-13
SINGLE_MODE,0.625,50.0,70.0,7,1.4506749,11.579524189863545,-4.572342504616245e-12,11.579524349663567,0.0,1.3800223337649645e-08,1.3800223332000535e-08,-3.948644546741196e-13
SINGLE_MODE,0.625,50.0,70.0,8,1.4428393,24.46494079484859,-9.475087381360936e-12,24.46494097936722,-0.0,7.542165342144444e-09,7.542165332200653e-09,-3.872924713292598e-13
SINGLE_MODE,0.625,50.0,70.0,9,1.4351579,-3.445280243061526,1.305622276959184e-12,-3.4452803051501517,0.0,1.802135684495066e-08,1.802135684096621e-08,-3.7895967377068556e-13
SINGLE_MODE,0.625,50.0,70.0,10,1.4275851,-18.565235312802805,6.894040893712372e-12,-18.565234945862922,0.0,1.9764893041101282e-08,1.9764893037612916e-08,-3.7134142269439275e-13
SINGLE_MODE,0.625,50.0,70.0,11,1.419587,-6.9637482205134695,2.490008199629301e-12,-6.96374828282601,0.0,8.948132302307112e-09,8.948132295162922e-09,-3.5756723545724363e-13
SINGLE_MODE,0.625,50.0,70.0,12,1.410491,-0.6902859271775303,2.3464563625452683e-13,-0.690285903880529,0.0,3.3749785702267184e-08,3.374978570055533e-08,-3.399252788101238e-13
