env,mechanism,median_delta_J,p10_delta_J,min_delta_J,fraction_tested_dJ_gt_0,fraction_tested_dJ_gt_0p5,median_J_true_star,median_J_alt_star,n
E0_nominal,A,3.761622196011364,1.9067039929068637,1.0633058257760721,1.0,1.0,0.0,3.761622196011364,27
E0_nominal,B,2.6298799214343376,1.334501964356941,1.1385484957850511,1.0,1.0,0.0,2.6298799214343376,30
E0_nominal,C,2.597404001096762,1.3710815604724864,1.327894377116004,1.0,1.0,0.0,2.597404001096762,30
E1_shift50m,A,3.761622196011354,1.9067039929068548,1.0633058257760652,1.0,1.0,1.0048591735576161e-14,3.761622196011364,27
E1_shift50m,B,2.2854638778461274,1.0756912784488615,0.8188117870154439,1.0,1.0,0.5383173529157614,2.610178741765057,30
E1_shift50m,C,2.1243601400064573,0.8812564247970472,0.8762976120481214,1.0,1.0,0.4839183312810681,2.6252294732288144,30
E2_shift150m_plus2,A,3.761622196011357,1.9067039929068557,1.0633058257760624,1.0,1.0,7.105427357601002e-15,3.761622196011364,27
E2_shift150m_plus2,B,2.339796057974911,1.0847402252916325,1.0637109664119284,1.0,1.0,0.2840559916140486,2.6064845722724734,30
E2_shift150m_plus2,C,1.8861533465108817,1.1186637374610775,1.1142151204392627,1.0,1.0,0.23181537374699268,2.4009579474144855,30
