x_m,phase_rad,B_steered,B_unsteered,steered_differs_from_unsteered
"[-7.0, -5.0, -3.0, -1.0, 1.0, 3.0, 5.0, 7.0]","[1.4254085027323047, -0.5429002475114381, -2.5112089426484436, 1.8036677246001025, -0.1646408600691659, -2.1329493893949016, 2.1819274438490335, 0.2136190253709589]",3.929348534264206e-17,1.3228910610609061e-12,True
