span,zs,snr,method,k_hat,eq24_model_sorted_j,eq24_mode_id_kraken,oracle_sorted_j,oracle_mode_id_kraken,oracle_status,abs_k_err,match
insufficient_1990m,4.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_STANDARD_PSD_POWER_2,1.42230699,12,11,12,11,UNIQUE,0.0027199738943481933,True
insufficient_1990m,4.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_STANDARD_PSD_POWER_2,1.42767592,13,10,13,10,UNIQUE,9.079503051756532e-05,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_PRINTED_LITERAL_CONTROL_PRINTED_EQ19_POWER_1,1.37030504,8,15,8,15,UNIQUE,0.0056646083612059694,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_PRINTED_LITERAL_CONTROL_PRINTED_EQ19_POWER_1,1.39576912,10,13,10,13,UNIQUE,0.0042990438717651625,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_PRINTED_LITERAL_CONTROL_PRINTED_EQ19_POWER_1,1.43151087,14,9,14,9,ORACLE_MODE_ID_AMBIGUOUS,0.003647025088195699,False
insufficient_1990m,50.0,R0_NOISELESS,MMAR_PRINTED_LITERAL_CONTROL_PRINTED_EQ19_POWER_1,1.45881573,17,6,17,6,UNIQUE,0.0004309777264404069,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_PRINTED_LITERAL_CONTROL_PRINTED_EQ19_POWER_1,1.47553612,19,4,19,4,UNIQUE,0.002448570790405169,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_PRINTED_LITERAL_CONTROL_PRINTED_EQ19_POWER_1,1.48612059,22,1,22,1,UNIQUE,0.0008096611215209215,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_PRINTED_LITERAL_CONTROL_STANDARD_PSD_POWER_2,1.47553612,19,4,19,4,UNIQUE,0.002448570790405169,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_PRINTED_LITERAL_CONTROL_STANDARD_PSD_POWER_2,1.48612059,22,1,22,1,UNIQUE,0.0008096611215209215,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.38855941,9,14,9,14,UNIQUE,1.972017272944271e-05,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.42752252,13,10,13,10,UNIQUE,6.260496948251593e-05,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.43519243,14,9,14,9,UNIQUE,3.4534911804273705e-05,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.44286233,15,8,15,8,UNIQUE,2.3065130310140347e-05,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.45068563,16,7,16,7,UNIQUE,1.0738528137155257e-05,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.45835554,17,6,17,6,UNIQUE,2.9212273559675594e-05,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.46587204,18,5,18,5,UNIQUE,3.527661804203497e-05,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.47308175,19,4,19,4,UNIQUE,5.799209594758992e-06,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.47906428,20,3,20,3,UNIQUE,0.00028700211975096757,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.48412641,21,2,21,2,UNIQUE,7.76858255004953e-05,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.48688758,22,1,22,1,UNIQUE,4.267112152089858e-05,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_STANDARD_PSD_POWER_2,1.48412641,21,2,21,2,UNIQUE,7.76858255004953e-05,True
insufficient_1990m,50.0,R0_NOISELESS,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_STANDARD_PSD_POWER_2,1.48688758,22,1,22,1,UNIQUE,4.267112152089858e-05,True
insufficient_1990m,50.0,R1_20dB,MMAR_PRINTED_LITERAL_CONTROL_PRINTED_EQ19_POWER_1,1.47983127,20,3,20,3,UNIQUE,0.00047998788024905537,True
insufficient_1990m,50.0,R1_20dB,MMAR_PRINTED_LITERAL_CONTROL_STANDARD_PSD_POWER_2,1.47983127,20,3,20,3,UNIQUE,0.00047998788024905537,True
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.2535691,0,23,1,22,UNIQUE,0.00245990981903077,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.28302153,1,22,2,21,UNIQUE,0.005973657456665116,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.3092526,2,21,4,19,UNIQUE,0.005782743170166027,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.33487008,3,20,5,18,UNIQUE,0.002833346372680623,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.36202154,4,19,7,16,UNIQUE,0.00037350814147951716,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.38334387,5,18,9,14,UNIQUE,0.005235260172729461,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.38871281,6,17,9,14,UNIQUE,0.0001336798272704165,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.39040019,7,16,9,14,UNIQUE,0.0018210598272705436,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.39853028,8,15,10,13,UNIQUE,0.0015378838717652332,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.42767592,9,14,13,10,UNIQUE,9.079503051756532e-05,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.44393612,10,13,15,8,UNIQUE,0.0010968551303101037,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.46418466,11,12,18,5,UNIQUE,0.0016521033819580921,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.46587204,12,11,18,5,UNIQUE,3.527661804203497e-05,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.47231476,13,10,19,4,UNIQUE,0.0007727892095947819,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.47354194,14,9,19,4,UNIQUE,0.0004543907904053235,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.48182544,15,8,21,2,ORACLE_MODE_ID_AMBIGUOUS,0.0022232841744995735,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.48397301,16,7,21,2,UNIQUE,7.571417449958595e-05,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.48688758,17,6,22,1,UNIQUE,4.267112152089858e-05,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.52615749,18,5,22,1,UNIQUE,0.0392272388784789,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.53382739,19,4,22,1,UNIQUE,0.046897138878478906,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.54042351,20,3,22,1,UNIQUE,0.05349325887847911,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.54349147,21,2,22,1,UNIQUE,0.05656121887847898,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_PRINTED_EQ19_POWER_1,1.54978079,22,1,22,1,UNIQUE,0.06285053887847902,True
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_STANDARD_PSD_POWER_2,1.36202154,7,16,7,16,UNIQUE,0.00037350814147951716,True
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_STANDARD_PSD_POWER_2,1.46418466,18,5,18,5,UNIQUE,0.0016521033819580921,True
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_STANDARD_PSD_POWER_2,1.47354194,19,4,19,4,UNIQUE,0.0004543907904053235,True
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_STANDARD_PSD_POWER_2,1.48688758,21,2,22,1,UNIQUE,4.267112152089858e-05,False
insufficient_1990m,50.0,R1_20dB,MMAR_OUR_MOVING_SAMPLE_INTERPRETATION_STANDARD_PSD_POWER_2,1.54349147,22,1,22,1,UNIQUE,0.05656121887847898,True
