span,zs,snr,k,abs_g,abs_g_db
sufficient_4990m,4.0,R1_20dB,1.3599174971370949,19.600134784380415,-31.950063956626966
sufficient_4990m,4.0,R1_20dB,1.3603009923340663,31.793499900632362,-27.748478340904576
sufficient_4990m,4.0,R1_20dB,1.3606844875310378,41.60804845555683,-25.41169818359542
sufficient_4990m,4.0,R1_20dB,1.3610679827280092,39.23313597306986,-25.922184645612028
sufficient_4990m,4.0,R1_20dB,1.3614514779249807,62.956534347289775,-21.81442885790444
sufficient_4990m,4.0,R1_20dB,1.3618349731219521,115.47051983533588,-16.545822695003782
sufficient_4990m,4.0,R1_20dB,1.3622184683189236,156.13216480983021,-13.925397487310033
sufficient_4990m,4.0,R1_20dB,1.362601963515895,160.16657194964648,-13.703807505116147
sufficient_4990m,4.0,R1_20dB,1.3629854587128665,126.44480654381164,-15.757225188108952
sufficient_4990m,4.0,R1_20dB,1.363368953909838,79.57892021030916,-19.77928427428753
sufficient_4990m,4.0,R1_20dB,1.3637524491068094,58.1041112841907,-22.511107855501894
sufficient_4990m,4.0,R1_20dB,1.3641359443037808,56.57974095170024,-22.74202601979973
sufficient_4990m,4.0,R1_20dB,1.3645194395007523,45.03571314041765,-24.724104230550658
sufficient_4990m,4.0,R1_20dB,1.3649029346977237,36.686467316374944,-26.50512723722454
sufficient_4990m,4.0,R1_20dB,1.3652864298946952,42.94632220250764,-25.136725553282957
sufficient_4990m,4.0,R1_20dB,1.3656699250916666,42.52073907504041,-25.223229021983983
sufficient_4990m,4.0,R1_20dB,1.366053420288638,33.387796510974894,-27.32348995553419
sufficient_4990m,4.0,R1_20dB,1.3664369154856095,28.210324859744595,-28.787083367078736
sufficient_4990m,4.0,R1_20dB,1.366820410682581,26.417250855785785,-29.357492709635
sufficient_4990m,4.0,R1_20dB,1.3672039058795524,25.100549671150482,-29.80158047228013
sufficient_4990m,4.0,R1_20dB,1.3675874010765239,29.988749332904355,-28.256078032595116
sufficient_4990m,4.0,R1_20dB,1.3679708962734953,33.058141530281716,-27.40967642105826
sufficient_4990m,4.0,R1_20dB,1.3683543914704668,30.287615808877003,-28.169943359606382
sufficient_4990m,4.0,R1_20dB,1.3687378866674382,30.358754011495797,-28.149566250070485
sufficient_4990m,4.0,R1_20dB,1.3691213818644097,31.953342883042154,-27.704919119654733
sufficient_4990m,4.0,R1_20dB,1.3695048770613811,27.919926681526086,-28.87695964460431
sufficient_4990m,4.0,R1_20dB,1.3698883722583526,28.286920874371624,-28.763531601722995
sufficient_4990m,4.0,R1_20dB,1.370271867455324,35.77467387435861,-26.723731446752893
sufficient_4990m,4.0,R1_20dB,1.3706553626522955,36.70623197400717,-26.500449016073453
sufficient_4990m,4.0,R1_20dB,1.371038857849267,35.34588984071945,-26.828466722355916
sufficient_4990m,4.0,R1_20dB,1.3714223530462384,40.408563927989746,-25.665776786064765
sufficient_4990m,4.0,R1_20dB,1.3718058482432098,40.42308343461597,-25.662656353966057
sufficient_4990m,4.0,R1_20dB,1.3721893434401813,39.92440786788191,-25.770475440419037
sufficient_4990m,4.0,R1_20dB,1.3725728386371527,55.810300893158015,-22.860957835102283
sufficient_4990m,4.0,R1_20dB,1.3729563338341242,64.15386450287464,-21.65078866335695
sufficient_4990m,4.0,R1_20dB,1.3733398290310956,55.914798352722165,-22.844709853726005
sufficient_4990m,4.0,R1_20dB,1.373723324228067,76.82170328045198,-20.085566473185715
sufficient_4990m,4.0,R1_20dB,1.3741068194250385,113.24107782861499,-16.715165227723215
sufficient_4990m,4.0,R1_20dB,1.37449031462201,118.47618631279084,-16.322623793813975
sufficient_4990m,4.0,R1_20dB,1.3748738098189814,151.094471002863,-14.21027366427879
sufficient_4990m,4.0,R1_20dB,1.375257305015953,285.1527304950776,-8.69369442326123
sufficient_4990m,4.0,R1_20dB,1.3756408002129243,429.19121595132714,-5.1422286164757995
sufficient_4990m,4.0,R1_20dB,1.3760242954098958,490.5665380403093,-3.981286688565552
sufficient_4990m,4.0,R1_20dB,1.3764077906068672,429.4977368700025,-5.136027518917229
sufficient_4990m,4.0,R1_20dB,1.3767912858038387,278.36890280902963,-8.902830760792908
sufficient_4990m,4.0,R1_20dB,1.3771747810008101,148.14756314910255,-14.381354869317287
sufficient_4990m,4.0,R1_20dB,1.3775582761977816,150.62818593147804,-14.237120199009428
sufficient_4990m,4.0,R1_20dB,1.377941771394753,148.3138540771102,-14.371610702177547
sufficient_4990m,4.0,R1_20dB,1.3783252665917245,95.98782138849144,-18.15092242000634
sufficient_4990m,4.0,R1_20dB,1.378708761788696,87.52678431201917,-18.952425654079576
sufficient_4990m,4.0,R1_20dB,1.3790922569856674,106.49317874772765,-17.2488093018999
sufficient_4990m,4.0,R1_20dB,1.3794757521826388,82.21598195259914,-19.49612015054242
sufficient_4990m,4.0,R1_20dB,1.3798592473796103,66.59358124879196,-21.326597696809692
sufficient_4990m,4.0,R1_20dB,1.3802427425765817,90.8627287410981,-18.62752961077563
sufficient_4990m,4.0,R1_20dB,1.3806262377735532,81.6312737285793,-19.558113653485627
sufficient_4990m,4.0,R1_20dB,1.3810097329705247,56.782583778207204,-22.71094210740739
sufficient_4990m,4.0,R1_20dB,1.381393228167496,81.82505289966316,-19.537519219272806
sufficient_4990m,4.0,R1_20dB,1.3817767233644676,90.11631717079929,-18.699176416642725
sufficient_4990m,4.0,R1_20dB,1.382160218561439,63.48022332410185,-21.74247619551609
sufficient_4990m,4.0,R1_20dB,1.3825437137584105,73.53621660612721,-20.465219475894912
sufficient_4990m,4.0,R1_20dB,1.382927208955382,93.87215146103578,-18.344509682294458
sufficient_4990m,4.0,R1_20dB,1.3833107041523534,70.77226784110617,-20.79798286527964
sufficient_4990m,4.0,R1_20dB,1.3836941993493248,65.70713944881894,-21.442993901234985
sufficient_4990m,4.0,R1_20dB,1.3840776945462963,102.0981272069217,-17.614889596959156
sufficient_4990m,4.0,R1_20dB,1.3844611897432677,92.02870682853118,-18.516778725508296
sufficient_4990m,4.0,R1_20dB,1.3848446849402392,64.97633020021946,-21.540141530824467
sufficient_4990m,4.0,R1_20dB,1.3852281801372106,114.62887679880058,-16.609364375158652
sufficient_4990m,4.0,R1_20dB,1.385611675334182,132.84592071366922,-15.328280651997275
sufficient_4990m,4.0,R1_20dB,1.3859951705311535,96.03121285316863,-18.146996835427455
sufficient_4990m,4.0,R1_20dB,1.386378665728125,141.96022944774148,-14.751911261910145
sufficient_4990m,4.0,R1_20dB,1.3867621609250964,206.83280759552076,-11.48285657017042
sufficient_4990m,4.0,R1_20dB,1.3871456561220679,183.6589337612597,-12.515003940766285
sufficient_4990m,4.0,R1_20dB,1.3875291513190393,248.00193358797233,-9.906143776519071
sufficient_4990m,4.0,R1_20dB,1.3879126465160108,505.1647245632965,-3.7265847873957734
sufficient_4990m,4.0,R1_20dB,1.3882961417129822,727.2303758369085,-0.5618048996910273
sufficient_4990m,4.0,R1_20dB,1.3886796369099537,775.8222947160104,0.0
sufficient_4990m,4.0,R1_20dB,1.3890631321069251,625.2987803403724,-1.873493482675587
sufficient_4990m,4.0,R1_20dB,1.3894466273038966,365.69677922146934,-6.532822405876901
sufficient_4990m,4.0,R1_20dB,1.389830122500868,190.37086301491473,-12.203235540049365
sufficient_4990m,4.0,R1_20dB,1.3902136176978395,209.80467375167242,-11.358941942184495
sufficient_4990m,4.0,R1_20dB,1.390597112894811,190.67364211877415,-12.189431869355229
sufficient_4990m,4.0,R1_20dB,1.3909806080917824,118.81043228700514,-16.29815359333389
sufficient_4990m,4.0,R1_20dB,1.3913641032887538,119.3025758979811,-16.26224869917794
sufficient_4990m,4.0,R1_20dB,1.3917475984857253,134.75342748358182,-15.20444870674649
sufficient_4990m,4.0,R1_20dB,1.3921310936826967,98.44265247101082,-17.931578975060024
sufficient_4990m,4.0,R1_20dB,1.3925145888796682,82.03972777747842,-19.514760901642607
sufficient_4990m,4.0,R1_20dB,1.3928980840766396,108.59124853930817,-17.07934858421885
sufficient_4990m,4.0,R1_20dB,1.393281579273611,98.95471432508981,-17.886515327037667
sufficient_4990m,4.0,R1_20dB,1.3936650744705825,75.28987938795622,-20.260513085978783
sufficient_4990m,4.0,R1_20dB,1.394048569667554,95.13683356830973,-18.228271259566164
sufficient_4990m,4.0,R1_20dB,1.3944320648645254,101.4382680427853,-17.671208605158164
sufficient_4990m,4.0,R1_20dB,1.3948155600614969,78.40837297793179,-19.90799627284732
sufficient_4990m,4.0,R1_20dB,1.3951990552584683,92.33277950512431,-18.488126926716124
sufficient_4990m,4.0,R1_20dB,1.3955825504554398,115.79662162736042,-16.52132733404892
sufficient_4990m,4.0,R1_20dB,1.3959660456524112,94.82328747001723,-18.25694495449336
sufficient_4990m,4.0,R1_20dB,1.3963495408493827,83.58876671098042,-19.352286762442652
sufficient_4990m,4.0,R1_20dB,1.3967330360463541,125.82008939702885,-15.800245325843708
sufficient_4990m,4.0,R1_20dB,1.3971165312433256,127.57709570526698,-15.679790890162748
sufficient_4990m,4.0,R1_20dB,1.397500026440297,97.35876026568032,-18.027744412385807
sufficient_4990m,4.0,R1_20dB,1.3978835216372685,154.2484442061355,-14.030829268094656
sufficient_4990m,4.0,R1_20dB,1.39826701683424,203.50170957844082,-11.623883874270781
sufficient_4990m,4.0,R1_20dB,1.3986505120312114,168.71018524453814,-13.252419068663674
sufficient_4990m,4.0,R1_20dB,1.3990340072281828,233.8337657917609,-10.41710063745227
sufficient_4990m,4.0,R1_20dB,1.3994175024251543,464.01569432429574,-4.464591716837165
sufficient_4990m,4.0,R1_20dB,1.3998009976221257,644.0665655897328,-1.6166300163259084
sufficient_4990m,4.0,R1_20dB,1.4001844928190972,660.3460576288809,-1.3998133267315025
sufficient_4990m,4.0,R1_20dB,1.4005679880160686,503.9842714527307,-3.746905453934314
sufficient_4990m,4.0,R1_20dB,1.40095148321304,263.3651046990408,-9.384080486926115
sufficient_4990m,4.0,R1_20dB,1.4013349784100115,111.23708820012462,-16.870252873824818
sufficient_4990m,4.0,R1_20dB,1.401718473606983,141.8486740757865,-14.758739502231052
sufficient_4990m,4.0,R1_20dB,1.4021019688039544,115.71092785663305,-16.527757592335195
sufficient_4990m,4.0,R1_20dB,1.4024854640009259,45.59451574437065,-24.616992965022796
sufficient_4990m,4.0,R1_20dB,1.4028689591978973,66.17951514811776,-21.38077349311996
sufficient_4990m,4.0,R1_20dB,1.4032524543948688,73.46746542345736,-20.473343969383112
sufficient_4990m,4.0,R1_20dB,1.4036359495918402,34.4848840848274,-27.042669703895935
sufficient_4990m,4.0,R1_20dB,1.4040194447888117,35.245401116373145,-26.853195964371146
sufficient_4990m,4.0,R1_20dB,1.4044029399857831,50.740268807293425,-23.688189841106848
sufficient_4990m,4.0,R1_20dB,1.4047864351827546,28.862715882562927,-28.588501228251666
sufficient_4990m,4.0,R1_20dB,1.405169930379726,20.61224770947376,-31.512738054438636
sufficient_4990m,4.0,R1_20dB,1.4055534255766975,38.91636110429181,-25.99260062326151
sufficient_4990m,4.0,R1_20dB,1.405936920773669,28.578770105602608,-28.67437441653219
sufficient_4990m,4.0,R1_20dB,1.4063204159706404,14.962127368665024,-34.295378165117135
sufficient_4990m,4.0,R1_20dB,1.4067039111676118,28.86462444555497,-28.58792688800221
sufficient_4990m,4.0,R1_20dB,1.4070874063645833,25.3481205911218,-29.716329822873906
sufficient_4990m,4.0,R1_20dB,1.4074709015615547,21.183529179639855,-31.275278807572477
sufficient_4990m,4.0,R1_20dB,1.4078543967585262,34.35670169144335,-27.075015832957966
sufficient_4990m,4.0,R1_20dB,1.4082378919554976,38.19223697058687,-26.15574318769682
sufficient_4990m,4.0,R1_20dB,1.408621387152469,41.32551464095171,-25.470879700342053
sufficient_4990m,4.0,R1_20dB,1.4090048823494405,48.938606530747016,-24.002213130931867
sufficient_4990m,4.0,R1_20dB,1.409388377546412,60.052529116419514,-22.224619064953423
sufficient_4990m,4.0,R1_20dB,1.4097718727433834,102.82560920393087,-17.553219289798868
sufficient_4990m,4.0,R1_20dB,1.410155367940355,158.3208050148104,-13.804485325000613
sufficient_4990m,4.0,R1_20dB,1.4105388631373263,183.73929006814475,-12.511204433968562
sufficient_4990m,4.0,R1_20dB,1.4109223583342978,157.82397716097773,-13.831785446358627
sufficient_4990m,4.0,R1_20dB,1.4113058535312692,91.21561266039173,-18.593861524915912
sufficient_4990m,4.0,R1_20dB,1.4116893487282407,18.965536971792616,-32.23594224617803
sufficient_4990m,4.0,R1_20dB,1.4120728439252122,39.4342316389269,-25.87777745065965
sufficient_4990m,4.0,R1_20dB,1.4124563391221836,52.93957159219675,-23.319636664317315
sufficient_4990m,4.0,R1_20dB,1.412839834319155,33.27526657146037,-27.352814247542085
sufficient_4990m,4.0,R1_20dB,1.4132233295161265,4.006342540557418,-45.740283543563876
sufficient_4990m,4.0,R1_20dB,1.413606824713098,36.59861095638475,-26.525953059627735
sufficient_4990m,4.0,R1_20dB,1.4139903199100694,45.05931656322199,-24.71955310867581
sufficient_4990m,4.0,R1_20dB,1.4143738151070409,22.109009949833855,-30.903859211551627
sufficient_4990m,4.0,R1_20dB,1.4147573103040123,23.54839200075456,-30.35601997970772
sufficient_4990m,4.0,R1_20dB,1.4151408055009838,50.84710206821965,-23.669920990398992
sufficient_4990m,4.0,R1_20dB,1.4155243006979552,39.35492653190045,-25.895262994508265
sufficient_4990m,4.0,R1_20dB,1.4159077958949267,17.87222400729272,-32.75167313076186
sufficient_4990m,4.0,R1_20dB,1.416291291091898,65.8337190325817,-21.426277321351744
sufficient_4990m,4.0,R1_20dB,1.4166747862888696,74.42640184282051,-20.360704645116957
sufficient_4990m,4.0,R1_20dB,1.417058281485841,32.720007395297046,-27.498977251128593
sufficient_4990m,4.0,R1_20dB,1.4174417766828125,75.75428877617259,-20.207100611293065
sufficient_4990m,4.0,R1_20dB,1.417825271879784,119.28161536460689,-16.263774876408277
sufficient_4990m,4.0,R1_20dB,1.4182087670767554,80.73818830447067,-19.65366511450132
sufficient_4990m,4.0,R1_20dB,1.4185922622737268,135.22785471331088,-15.17392194750716
sufficient_4990m,4.0,R1_20dB,1.4189757574706983,323.8032683989217,-7.589620552030507
sufficient_4990m,4.0,R1_20dB,1.4193592526676697,458.3954734960263,-4.570438704960934
sufficient_4990m,4.0,R1_20dB,1.4197427478646412,458.4041578454387,-4.5702741514467355
sufficient_4990m,4.0,R1_20dB,1.4201262430616126,325.7070183122682,-7.538702778016109
sufficient_4990m,4.0,R1_20dB,1.420509738258584,144.45426420232383,-14.600637784692015
sufficient_4990m,4.0,R1_20dB,1.4208932334555555,81.23579867812266,-19.600296021515963
sufficient_4990m,4.0,R1_20dB,1.421276728652527,102.56397438935215,-17.57534828304527
sufficient_4990m,4.0,R1_20dB,1.4216602238494984,59.465762554789,-22.30990526631715
sufficient_4990m,4.0,R1_20dB,1.4220437190464699,45.75259017805691,-24.586931400570027
sufficient_4990m,4.0,R1_20dB,1.4224272142434413,65.1322742084495,-21.51932026231613
sufficient_4990m,4.0,R1_20dB,1.4228107094404128,34.73100414514952,-26.980898317401856
sufficient_4990m,4.0,R1_20dB,1.4231942046373842,32.14554463323229,-27.652829348412308
sufficient_4990m,4.0,R1_20dB,1.4235776998343557,49.49520224077729,-23.903983051299985
sufficient_4990m,4.0,R1_20dB,1.4239611950313271,19.254421133496432,-32.10463578447985
sufficient_4990m,4.0,R1_20dB,1.4243446902282986,54.06597823199516,-23.13676380991697
sufficient_4990m,4.0,R1_20dB,1.42472818542527,73.63626551805233,-20.453410013572668
sufficient_4990m,4.0,R1_20dB,1.4251116806222415,31.52691711920019,-27.821615013357107
sufficient_4990m,4.0,R1_20dB,1.425495175819213,97.54645667278001,-18.01101514462049
sufficient_4990m,4.0,R1_20dB,1.4258786710161844,152.17784095101217,-14.148216750649274
sufficient_4990m,4.0,R1_20dB,1.4262621662131558,96.02490816479082,-18.147567104442384
sufficient_4990m,4.0,R1_20dB,1.4266456614101273,216.5794102153143,-11.08290177993364
sufficient_4990m,4.0,R1_20dB,1.4270291566070987,516.8253521699216,-3.5283689294971716
sufficient_4990m,4.0,R1_20dB,1.4274126518040702,744.4026393359276,-0.35908702856968505
sufficient_4990m,4.0,R1_20dB,1.4277961470010416,768.7958447569823,-0.07902456706204575
sufficient_4990m,4.0,R1_20dB,1.428179642198013,571.067508653899,-2.661496087615233
sufficient_4990m,4.0,R1_20dB,1.4285631373949845,264.86379417073186,-9.334793193823963
sufficient_4990m,4.0,R1_20dB,1.428946632591956,152.85125689260215,-14.109864828858587
sufficient_4990m,4.0,R1_20dB,1.4293301277889274,235.14976131405317,-10.368354269140049
sufficient_4990m,4.0,R1_20dB,1.4297136229858989,179.851606824388,-12.696958669647794
sufficient_4990m,4.0,R1_20dB,1.4300971181828703,88.08258059264847,-18.897444517091206
sufficient_4990m,4.0,R1_20dB,1.4304806133798418,150.68280063265212,-14.233971443780698
sufficient_4990m,4.0,R1_20dB,1.4308641085768132,154.66486034591733,-14.007412038916392
sufficient_4990m,4.0,R1_20dB,1.4312476037737847,80.98239946380033,-19.6274323037016
sufficient_4990m,4.0,R1_20dB,1.4316310989707561,112.52511256140387,-16.770255993372654
sufficient_4990m,4.0,R1_20dB,1.4320145941677276,150.8445994469029,-14.224649791561584
sufficient_4990m,4.0,R1_20dB,1.432398089364699,97.3679905062192,-18.02692097286971
sufficient_4990m,4.0,R1_20dB,1.4327815845616705,93.95889178644741,-18.336487398712077
sufficient_4990m,4.0,R1_20dB,1.433165079758642,174.47392899224863,-12.960634292466224
sufficient_4990m,4.0,R1_20dB,1.4335485749556134,160.15509609781122,-13.704429866901375
sufficient_4990m,4.0,R1_20dB,1.4339320701525848,106.50813391568215,-17.247589601073077
sufficient_4990m,4.0,R1_20dB,1.4343155653495563,270.3126037668503,-9.157919197064363
sufficient_4990m,4.0,R1_20dB,1.4346990605465277,444.4347213421886,-4.839085499618694
sufficient_4990m,4.0,R1_20dB,1.4350825557434992,503.8109957486268,-3.749892278156688
sufficient_4990m,4.0,R1_20dB,1.4354660509404706,425.7452686554528,-5.212248508103285
sufficient_4990m,4.0,R1_20dB,1.435849546137442,258.720121869451,-9.53864097156476
sufficient_4990m,4.0,R1_20dB,1.4362330413344135,90.39144385807624,-18.672698642179185
sufficient_4990m,4.0,R1_20dB,1.436616536531385,60.714950227928014,-22.129332247618365
sufficient_4990m,4.0,R1_20dB,1.4370000317283564,81.60799107283437,-19.560591373290343
sufficient_4990m,4.0,R1_20dB,1.437383526925328,46.967850629980404,-24.35923139023757
sufficient_4990m,4.0,R1_20dB,1.4377670221222993,15.087420684630434,-34.22294511423201
sufficient_4990m,4.0,R1_20dB,1.4381505173192708,42.39182233568351,-25.249603386678785
sufficient_4990m,4.0,R1_20dB,1.4385340125162422,37.412981805745424,-26.334798659389275
sufficient_4990m,4.0,R1_20dB,1.4389175077132137,8.75797319565274,-38.947172880846345
sufficient_4990m,4.0,R1_20dB,1.4393010029101851,25.003262818238422,-29.835311395641874
sufficient_4990m,4.0,R1_20dB,1.4396844981071566,33.44605890504683,-27.308346108153202
sufficient_4990m,4.0,R1_20dB,1.440067993304128,15.523727613415831,-33.97532483826312
sufficient_4990m,4.0,R1_20dB,1.4404514885010995,21.55012513832401,-31.126249186546744
sufficient_4990m,4.0,R1_20dB,1.440834983698071,44.61907710555772,-24.80483345113044
sufficient_4990m,4.0,R1_20dB,1.4412184788950424,39.03496486588452,-25.966169258150366
sufficient_4990m,4.0,R1_20dB,1.4416019740920138,22.732741851955236,-30.66220871006439
sufficient_4990m,4.0,R1_20dB,1.4419854692889853,79.04555874275196,-19.837695640982254
sufficient_4990m,4.0,R1_20dB,1.4423689644859568,139.4982674453821,-14.903868839302154
sufficient_4990m,4.0,R1_20dB,1.4427524596829282,169.34573982879755,-13.21975959978692
sufficient_4990m,4.0,R1_20dB,1.4431359548798997,155.2305596516689,-13.975700649338815
sufficient_4990m,4.0,R1_20dB,1.443519450076871,105.34192755530498,-17.343219897267804
sufficient_4990m,4.0,R1_20dB,1.4439029452738426,46.810605707708405,-24.388359899585282
sufficient_4990m,4.0,R1_20dB,1.444286440470814,28.543463541990345,-28.685111705132627
sufficient_4990m,4.0,R1_20dB,1.4446699356677855,37.1887237235688,-26.38701963224137
sufficient_4990m,4.0,R1_20dB,1.445053430864757,25.89534286542338,-29.530811801542114
sufficient_4990m,4.0,R1_20dB,1.4454369260617284,16.29066164466155,-33.55647064383546
sufficient_4990m,4.0,R1_20dB,1.4458204212586998,26.856705209258177,-29.21419047048877
sufficient_4990m,4.0,R1_20dB,1.4462039164556713,26.667120285951086,-29.275722716825292
sufficient_4990m,4.0,R1_20dB,1.4465874116526427,16.930374560914437,-33.221913786784974
sufficient_4990m,4.0,R1_20dB,1.4469709068496142,18.10786018199362,-32.63790246477125
sufficient_4990m,4.0,R1_20dB,1.4473544020465856,22.629905376117886,-30.70159035397807
sufficient_4990m,4.0,R1_20dB,1.447737897243557,17.351446828218013,-33.00853123973637
sufficient_4990m,4.0,R1_20dB,1.4481213924405285,8.379842337150185,-39.330528161123404
sufficient_4990m,4.0,R1_20dB,1.4485048876375,12.814704613735506,-35.641073116285405
sufficient_4990m,4.0,R1_20dB,1.4488883828344714,17.487050810641776,-32.940913675605984
sufficient_4990m,4.0,R1_20dB,1.4492718780314429,14.4113791387915,-34.62113423678164
sufficient_4990m,4.0,R1_20dB,1.4496553732284143,6.743739643048765,-41.21722921340933
sufficient_4990m,4.0,R1_20dB,1.4500388684253858,18.3236043432307,-32.535027002303025
sufficient_4990m,4.0,R1_20dB,1.4504223636223572,34.123603454068096,-27.134147385596794
sufficient_4990m,4.0,R1_20dB,1.4508058588193287,40.533193476650865,-25.63902867988309
sufficient_4990m,4.0,R1_20dB,1.4511893540163001,32.874368693891306,-27.458096683039557
sufficient_4990m,4.0,R1_20dB,1.4515728492132716,15.65912344950222,-33.899896156134574
sufficient_4990m,4.0,R1_20dB,1.451956344410243,11.170914111180664,-36.833470860205594
sufficient_4990m,4.0,R1_20dB,1.4523398396072145,19.01210594977953,-32.21464059736735
sufficient_4990m,4.0,R1_20dB,1.452723334804186,16.1657082555353,-33.62335037889932
sufficient_4990m,4.0,R1_20dB,1.4531068300011574,7.873842319018733,-39.87151084643298
sufficient_4990m,4.0,R1_20dB,1.4534903251981288,10.212962809483695,-37.61221010574408
sufficient_4990m,4.0,R1_20dB,1.4538738203951003,11.684009216474497,-36.44340729672045
sufficient_4990m,4.0,R1_20dB,1.4542573155920717,7.243922244227957,-40.59576951469016
sufficient_4990m,4.0,R1_20dB,1.4546408107890432,9.228633221801617,-38.49249739534806
sufficient_4990m,4.0,R1_20dB,1.4550243059860146,13.565138475904869,-35.14676048440947
sufficient_4990m,4.0,R1_20dB,1.455407801182986,11.950308087306928,-36.2476630773942
sufficient_4990m,4.0,R1_20dB,1.4557912963799575,7.552410254299767,-40.23353364965587
sufficient_4990m,4.0,R1_20dB,1.456174791576929,8.36170190909066,-39.349351492527084
sufficient_4990m,4.0,R1_20dB,1.4565582867739004,9.985853353833436,-37.80754143465029
sufficient_4990m,4.0,R1_20dB,1.4569417819708719,8.430516541629592,-39.27816141702232
sufficient_4990m,4.0,R1_20dB,1.4573252771678433,6.215299722477758,-41.92600358206349
sufficient_4990m,4.0,R1_20dB,1.4577087723648148,7.651676418087516,-40.12011319718472
sufficient_4990m,4.0,R1_20dB,1.4580922675617862,11.355052230155756,-36.691462390338465
sufficient_4990m,4.0,R1_20dB,1.4584757627587577,13.244258488765945,-35.35469214813952
sufficient_4990m,4.0,R1_20dB,1.4588592579557291,10.835495576043819,-37.0982695311675
sufficient_4990m,4.0,R1_20dB,1.4592427531527006,5.110484013283355,-43.62600443313552
sufficient_4990m,4.0,R1_20dB,1.459626248349672,6.032379712517629,-42.18547170021071
sufficient_4990m,4.0,R1_20dB,1.4600097435466435,10.04968453319737,-37.75219653117191
sufficient_4990m,4.0,R1_20dB,1.460393238743615,9.312320187350549,-38.414087114362864
sufficient_4990m,4.0,R1_20dB,1.4607767339405864,5.064438271541866,-43.70461947315989
sufficient_4990m,4.0,R1_20dB,1.4611602291375578,4.651859085768538,-44.44271410235064
sufficient_4990m,4.0,R1_20dB,1.4615437243345293,7.219922528261152,-40.62459436435145
sufficient_4990m,4.0,R1_20dB,1.4619272195315007,7.137858238073523,-40.72388674688347
sufficient_4990m,4.0,R1_20dB,1.4623107147284722,5.852268032915762,-42.44876094378232
sufficient_4990m,4.0,R1_20dB,1.4626942099254436,6.261865645248264,-41.86117021133451
sufficient_4990m,4.0,R1_20dB,1.463077705122415,7.9260437279499065,-39.81411583416612
sufficient_4990m,4.0,R1_20dB,1.4634612003193865,9.515087425252423,-38.226989454922574
sufficient_4990m,4.0,R1_20dB,1.463844695516358,10.33227150836794,-37.51132891602061
sufficient_4990m,4.0,R1_20dB,1.4642281907133294,9.969483437153055,-37.82179199058466
sufficient_4990m,4.0,R1_20dB,1.4646116859103009,9.20200174131219,-38.5175988920553
sufficient_4990m,4.0,R1_20dB,1.4649951811072723,8.9653856899392,-38.743865562227754
sufficient_4990m,4.0,R1_20dB,1.4653786763042438,8.458026791432049,-39.249863984812464
sufficient_4990m,4.0,R1_20dB,1.4657621715012152,7.624100637884152,-40.15147270745126
sufficient_4990m,4.0,R1_20dB,1.4661456666981867,8.654438513558635,-39.05046717871164
sufficient_4990m,4.0,R1_20dB,1.4665291618951581,10.52920874227332,-37.34733040049483
sufficient_4990m,4.0,R1_20dB,1.4669126570921296,10.378570973064043,-37.47249392309956
sufficient_4990m,4.0,R1_20dB,1.467296152289101,8.460197918418608,-39.247634652855666
sufficient_4990m,4.0,R1_20dB,1.4676796474860725,7.716810541162855,-40.046488357789215
sufficient_4990m,4.0,R1_20dB,1.468063142683044,8.076383549393126,-39.65090640406767
sufficient_4990m,4.0,R1_20dB,1.4684466378800154,7.637834438925872,-40.135840310673466
sufficient_4990m,4.0,R1_20dB,1.4688301330769868,8.072849854993029,-39.65470760989524
sufficient_4990m,4.0,R1_20dB,1.4692136282739583,9.064490203360394,-38.64837743564952
sufficient_4990m,4.0,R1_20dB,1.4695971234709297,7.365647147871163,-40.45102691242326
sufficient_4990m,4.0,R1_20dB,1.4699806186679012,4.160890854825964,-45.41151863676832
sufficient_4990m,4.0,R1_20dB,1.4703641138648726,7.4292418106427265,-40.37635523006464
sufficient_4990m,4.0,R1_20dB,1.470747609061844,10.677750462312723,-37.22564976961863
sufficient_4990m,4.0,R1_20dB,1.4711311042588155,9.565364507025725,-38.18121462779902
sufficient_4990m,4.0,R1_20dB,1.471514599455787,5.207604920244067,-43.46248454111833
sufficient_4990m,4.0,R1_20dB,1.4718980946527584,2.010069475508181,-51.731023743894596
sufficient_4990m,4.0,R1_20dB,1.47228158984973,3.7367551426426777,-46.3453522966119
sufficient_4990m,4.0,R1_20dB,1.4726650850467013,5.564319218118218,-42.88700437482803
sufficient_4990m,4.0,R1_20dB,1.4730485802436728,6.730412657291658,-41.23441126132765
sufficient_4990m,4.0,R1_20dB,1.4734320754406443,5.538229439548562,-42.927826236806624
sufficient_4990m,4.0,R1_20dB,1.4738155706376157,2.7880224307320285,-48.88931984409491
sufficient_4990m,4.0,R1_20dB,1.4741990658345872,4.675830460392847,-44.39806999797543
sufficient_4990m,4.0,R1_20dB,1.4745825610315586,5.93981795951087,-42.31978241125843
sufficient_4990m,4.0,R1_20dB,1.47496605622853,4.939575686842932,-43.921452228020954
sufficient_4990m,4.0,R1_20dB,1.4753495514255015,7.6512539874169825,-40.120592737519516
sufficient_4990m,4.0,R1_20dB,1.475733046622473,10.62946921731976,-37.265013542992875
sufficient_4990m,4.0,R1_20dB,1.4761165418194444,8.565018441271071,-39.140679066709744
sufficient_4990m,4.0,R1_20dB,1.4765000370164159,1.9824986814255845,-51.85098697153248
