span,zs,snr,p,omega,k_if_mapped,P_ar,P_ar_db
insufficient_1990m,50.0,R1_20dB,7,-2.2641556429192065,,0.026341459416289216,-40.03591152235123
insufficient_1990m,50.0,R1_20dB,7,-2.2580197197676637,,0.026517562805389167,-39.97803605672221
insufficient_1990m,50.0,R1_20dB,7,-2.2518837966161214,,0.026690457260510718,-39.92158789571777
insufficient_1990m,50.0,R1_20dB,7,-2.2457478734645786,,0.02685974510387131,-39.866670440397954
insufficient_1990m,50.0,R1_20dB,7,-2.2396119503130363,,0.027025027738941172,-39.81338521141857
insufficient_1990m,50.0,R1_20dB,7,-2.2334760271614935,,0.027185908057901928,-39.76183130343979
insufficient_1990m,50.0,R1_20dB,7,-2.2273401040099507,,0.027341992996179947,-39.712104824894766
insufficient_1990m,50.0,R1_20dB,7,-2.2212041808584084,,0.02749289620929565,-39.66429832859323
insufficient_1990m,50.0,R1_20dB,7,-2.215068257706866,,0.027638240842789326,-39.618500239225675
insufficient_1990m,50.0,R1_20dB,7,-2.2089323345553233,,0.027777662361816776,-39.574794284344236
insufficient_1990m,50.0,R1_20dB,7,-2.2027964114037806,,0.027910811403323556,-39.533258935803374
insufficient_1990m,50.0,R1_20dB,7,-2.1966604882522383,,0.02803735661066746,-39.493966868927146
insufficient_1990m,50.0,R1_20dB,7,-2.1905245651006955,,0.028156987408325118,-39.456984446810274
insufficient_1990m,50.0,R1_20dB,7,-2.184388641949153,,0.028269416673027695,-39.42237123714341
insufficient_1990m,50.0,R1_20dB,7,-2.1782527187976104,,0.02837438325743613,-39.390179568766804
insufficient_1990m,50.0,R1_20dB,7,-2.172116795646068,,0.028471654323368067,-39.36045413479745
insufficient_1990m,50.0,R1_20dB,7,-2.1659808724945253,,0.02856102744366293,-39.33323164864151
insufficient_1990m,50.0,R1_20dB,7,-2.1598449493429825,,0.028642332435011453,-39.30854055850514
insufficient_1990m,50.0,R1_20dB,7,-2.1537090261914402,,0.028715432888425884,-39.28640082516509
insufficient_1990m,50.0,R1_20dB,7,-2.147573103039898,,0.02878022736938101,-39.266823766776305
insufficient_1990m,50.0,R1_20dB,7,-2.141437179888355,,0.02883665026586669,-39.249811973402224
insufficient_1990m,50.0,R1_20dB,7,-2.1353012567368124,,0.028884672269469804,-39.235359292784004
insufficient_1990m,50.0,R1_20dB,7,-2.12916533358527,,0.02892430048192875,-39.22345088765222
insufficient_1990m,50.0,R1_20dB,7,-2.1230294104337273,,0.028955578147135716,-39.21406336366275
insufficient_1990m,50.0,R1_20dB,7,-2.1168934872821845,,0.028978584016054392,-39.207164965843646
insufficient_1990m,50.0,R1_20dB,7,-2.110757564130642,,0.028993431359223793,-39.202715840307036
insufficient_1990m,50.0,R1_20dB,7,-2.1046216409791,,0.029000266648207762,-39.200668356939914
insufficient_1990m,50.0,R1_20dB,7,-2.098485717827557,,0.028999267933313772,-39.20096748786959
insufficient_1990m,50.0,R1_20dB,7,-2.0923497946760143,,0.028990642949980695,-39.203551235724085
insufficient_1990m,50.0,R1_20dB,7,-2.086213871524472,,0.02897462699029199,-39.2083511050937
insufficient_1990m,50.0,R1_20dB,7,-2.0800779483729297,,0.028951480579027605,-39.2152926101558
insufficient_1990m,50.0,R1_20dB,7,-2.073942025221387,,0.028921486995493215,-39.22429581115529
insufficient_1990m,50.0,R1_20dB,7,-2.067806102069844,,0.028884949683065708,-39.23527587233579
insufficient_1990m,50.0,R1_20dB,7,-2.061670178918302,,0.028842189588027752,-39.248143633982416
insufficient_1990m,50.0,R1_20dB,7,-2.055534255766759,,0.02879354246791769,-39.262806191453436
insufficient_1990m,50.0,R1_20dB,7,-2.0493983326152163,,0.028739356207413316,-39.27916747442862
insufficient_1990m,50.0,R1_20dB,7,-2.043262409463674,,0.02867998817683942,-39.297128820064906
insufficient_1990m,50.0,R1_20dB,7,-2.0371264863121317,,0.028615802664890284,-39.31658953430513
insufficient_1990m,50.0,R1_20dB,7,-2.030990563160589,,0.02854716841324646,-39.337447436209125
insufficient_1990m,50.0,R1_20dB,7,-2.024854640009046,,0.028474456276594895,-39.3595993808463
insufficient_1990m,50.0,R1_20dB,7,-2.018718716857504,,0.028398037027277428,-39.38294175698341
insufficient_1990m,50.0,R1_20dB,7,-2.0125827937059615,,0.02831827931952695,-39.40737095650097
insufficient_1990m,50.0,R1_20dB,7,-2.0064468705544187,,0.028235547824118558,-39.432783813158345
insufficient_1990m,50.0,R1_20dB,7,-2.000310947402876,,0.028150201540357966,-39.45907800898758
insufficient_1990m,50.0,R1_20dB,7,-1.9941750242513334,,0.02806259228872874,-39.486152447214934
insufficient_1990m,50.0,R1_20dB,7,-1.9880391010997909,,0.027973063384276135,-39.513907591179695
insufficient_1990m,50.0,R1_20dB,7,-1.9819031779482483,,0.027881948487954538,-39.542245769234135
insufficient_1990m,50.0,R1_20dB,7,-1.9757672547967058,,0.027789570630726228,-39.571071446062
insufficient_1990m,50.0,R1_20dB,7,-1.9696313316451632,,0.02769624140317281,-39.600291461245305
insufficient_1990m,50.0,R1_20dB,7,-1.9634954084936207,,0.027602260301758493,-39.629815236238095
insufficient_1990m,50.0,R1_20dB,7,-1.9573594853420782,,0.027507914221644107,-39.659554951175274
insufficient_1990m,50.0,R1_20dB,7,-1.9512235621905356,,0.02741347708506631,-39.68942569315604
insufficient_1990m,50.0,R1_20dB,7,-1.945087639038993,,0.02731920959373164,-39.71934557779918
insufficient_1990m,50.0,R1_20dB,7,-1.9389517158874505,,0.027225359093395997,-39.7492358459768
insufficient_1990m,50.0,R1_20dB,7,-1.932815792735908,,0.027132159538764744,-39.779020937698256
insufficient_1990m,50.0,R1_20dB,7,-1.9266798695843652,,0.027039831547022327,-39.808628545142994
insufficient_1990m,50.0,R1_20dB,7,-1.9205439464328227,,0.026948582528642812,-39.83798964683494
insufficient_1990m,50.0,R1_20dB,7,-1.9144080232812801,,0.026858606884611416,-39.867038524916964
insufficient_1990m,50.0,R1_20dB,7,-1.9082721001297376,,0.026770086259768403,-39.895712767427185
insufficient_1990m,50.0,R1_20dB,7,-1.902136176978195,,0.02668318984264263,-39.923953257403625
insufficient_1990m,50.0,R1_20dB,7,-1.8960002538266525,,0.026598074702847148,-39.95170415055433
insufficient_1990m,50.0,R1_20dB,7,-1.88986433067511,,0.026514886157840915,-39.97891284313047
insufficient_1990m,50.0,R1_20dB,7,-1.8837284075235674,,0.026433758161602185,-40.005529931533076
insufficient_1990m,50.0,R1_20dB,7,-1.8775924843720249,,0.026354813708492908,-40.03150916507316
insufficient_1990m,50.0,R1_20dB,7,-1.8714565612204823,,0.02627816524631002,-40.056807393192024
insufficient_1990m,50.0,R1_20dB,7,-1.8653206380689396,,0.026203915093207027,-40.08138450833617
insufficient_1990m,50.0,R1_20dB,7,-1.859184714917397,,0.0261321558538227,-40.105203385570114
insufficient_1990m,50.0,R1_20dB,7,-1.8530487917658545,,0.026062970830566475,-40.128229819903154
insufficient_1990m,50.0,R1_20dB,7,-1.846912868614312,,0.025996434426581297,-40.15043246220217
insufficient_1990m,50.0,R1_20dB,7,-1.8407769454627694,,0.025932612537429293,-40.17178275446405
insufficient_1990m,50.0,R1_20dB,7,-1.8346410223112268,,0.025871562929028147,-40.192254865127815
insufficient_1990m,50.0,R1_20dB,7,-1.8285050991596843,,0.02581333559980199,-40.21182562501864
insufficient_1990m,50.0,R1_20dB,7,-1.8223691760081417,,0.025757973125405672,-40.23047446443371
insufficient_1990m,50.0,R1_20dB,7,-1.8162332528565992,,0.025705510984735187,-40.248183351803675
insufficient_1990m,50.0,R1_20dB,7,-1.8100973297050567,,0.02565597786625245,-40.26493673429237
insufficient_1990m,50.0,R1_20dB,7,-1.8039614065535141,,0.025609395953934046,-40.28072148063202
insufficient_1990m,50.0,R1_20dB,7,-1.7978254834019713,,0.02556578119240162,-40.29552682643082
insufficient_1990m,50.0,R1_20dB,7,-1.7916895602504288,,0.025525143531010926,-40.309344322134294
insufficient_1990m,50.0,R1_20dB,7,-1.7855536370988863,,0.025487487146870262,-40.32216778377026
insufficient_1990m,50.0,R1_20dB,7,-1.7794177139473437,,0.02545281064692911,-40.333993246560695
insufficient_1990m,50.0,R1_20dB,7,-1.7732817907958012,,0.025421107249428074,-40.34481892144005
insufficient_1990m,50.0,R1_20dB,7,-1.7671458676442586,,0.025392364945134718,-40.354645154479414
insufficient_1990m,50.0,R1_20dB,7,-1.761009944492716,,0.025366566638908312,-40.36347438917894
insufficient_1990m,50.0,R1_20dB,7,-1.7548740213411735,,0.025343690272243195,-40.37131113155634
insufficient_1990m,50.0,R1_20dB,7,-1.748738098189631,,0.025323708927537786,-40.378161917926654
insufficient_1990m,50.0,R1_20dB,7,-1.7426021750380885,,0.025306590914925563,-40.38403528523836
insufficient_1990m,50.0,R1_20dB,7,-1.736466251886546,,0.02529229984258851,-40.38894174380184
insufficient_1990m,50.0,R1_20dB,7,-1.7303303287350031,,0.025280794671553832,-40.392893752218896
insufficient_1990m,50.0,R1_20dB,7,-1.7241944055834606,,0.025272029756052635,-40.395905694295536
insufficient_1990m,50.0,R1_20dB,7,-1.718058482431918,,0.025265954870596696,-40.39799385769493
insufficient_1990m,50.0,R1_20dB,7,-1.7119225592803755,,0.025262515225006204,-40.399176414062964
insufficient_1990m,50.0,R1_20dB,7,-1.705786636128833,,0.02526165146870081,-40.399473400334465
insufficient_1990m,50.0,R1_20dB,7,-1.6996507129772904,,0.025263299685645793,-40.3989067009053
insufficient_1990m,50.0,R1_20dB,7,-1.6935147898257479,,0.025267391381428774,-40.3975000303322
insufficient_1990m,50.0,R1_20dB,7,-1.6873788666742053,,0.02527385346402684,-40.39527891620032
insufficient_1990m,50.0,R1_20dB,7,-1.6812429435226628,,0.025282608219912715,-40.39227068177646
insufficient_1990m,50.0,R1_20dB,7,-1.6751070203711202,,0.025293573287238014,-40.38850442804534
insufficient_1990m,50.0,R1_20dB,7,-1.6689710972195777,,0.025306661627924047,-40.38401101470565
insufficient_1990m,50.0,R1_20dB,7,-1.662835174068035,,0.02532178150058322,-40.378823039684164
insufficient_1990m,50.0,R1_20dB,7,-1.6566992509164924,,0.025338836436286833,-40.372974816708016
insufficient_1990m,50.0,R1_20dB,7,-1.6505633277649499,,0.025357725219286077,-40.3665023504593
insufficient_1990m,50.0,R1_20dB,7,-1.6444274046134073,,0.025378341874880493,-40.35944330882239
insufficient_1990m,50.0,R1_20dB,7,-1.6382914814618648,,0.02540057566671077,-40.35183699172212
insufficient_1990m,50.0,R1_20dB,7,-1.6321555583103222,,0.025424311105826845,-40.343724296042794
insufficient_1990m,50.0,R1_20dB,7,-1.6260196351587797,,0.02544942797394612,-40.33514767611237
insufficient_1990m,50.0,R1_20dB,7,-1.6198837120072371,,0.02547580136336744,-40.32615109923462
insufficient_1990m,50.0,R1_20dB,7,-1.6137477888556946,,0.02550330173603958,-40.31677999575561
insufficient_1990m,50.0,R1_20dB,7,-1.607611865704152,,0.025531795004296774,-40.30708120315868
insufficient_1990m,50.0,R1_20dB,7,-1.6014759425526093,,0.025561142635762778,-40.29710290369653
insufficient_1990m,50.0,R1_20dB,7,-1.5953400194010667,,0.02559120178488699,-40.28689455508935
insufficient_1990m,50.0,R1_20dB,7,-1.5892040962495242,,0.025621825453505477,-40.27650681384539
insufficient_1990m,50.0,R1_20dB,7,-1.5830681730979816,,0.02565286268271432,-40.26599145079573
insufficient_1990m,50.0,R1_20dB,7,-1.576932249946439,,0.02568415877819766,-40.255401258478
insufficient_1990m,50.0,R1_20dB,7,-1.5707963267948966,,0.025715555570965106,-40.24478995005584
insufficient_1990m,50.0,R1_20dB,7,-1.564660403643354,,0.02574689171521972,-40.23421204952173
insufficient_1990m,50.0,R1_20dB,7,-1.5585244804918115,,0.025778003024796492,-40.22372277300079
insufficient_1990m,50.0,R1_20dB,7,-1.552388557340269,,0.025808722849279705,-40.21337790105237
insufficient_1990m,50.0,R1_20dB,7,-1.5462526341887264,,0.025838882490525957,-40.20323364195492
insufficient_1990m,50.0,R1_20dB,7,-1.5401167110371838,,0.025868311659886817,-40.19334648605681
insufficient_1990m,50.0,R1_20dB,7,-1.533980787885641,,0.02589683897594478,-40.183773051381536
insufficient_1990m,50.0,R1_20dB,7,-1.5278448647340985,,0.025924292502048443,-40.17456992078906
insufficient_1990m,50.0,R1_20dB,7,-1.521708941582556,,0.02595050032236496,-40.16579347111489
insufficient_1990m,50.0,R1_20dB,7,-1.5155730184310134,,0.02597529115456335,-40.15749969483351
insufficient_1990m,50.0,R1_20dB,7,-1.509437095279471,,0.02599849499661091,-40.149744014921765
insufficient_1990m,50.0,R1_20dB,7,-1.5033011721279284,,0.02601994380451426,-40.14258109372811
insufficient_1990m,50.0,R1_20dB,7,-1.4971652489763858,,0.02603947219717917,-40.13606463678411
insufficient_1990m,50.0,R1_20dB,7,-1.4910293258248433,,0.02605691818390975,-40.13024719262244
insufficient_1990m,50.0,R1_20dB,7,-1.4848934026733007,,0.026072123909433514,-40.1251799497878
insufficient_1990m,50.0,R1_20dB,7,-1.4787574795217582,,0.02608493641073728,-40.120912532342594
insufficient_1990m,50.0,R1_20dB,7,-1.4726215563702154,,0.026095208379445848,-40.11749279527288
insufficient_1990m,50.0,R1_20dB,7,-1.4664856332186729,,0.026102798922987124,-40.11496662129175
insufficient_1990m,50.0,R1_20dB,7,-1.4603497100671303,,0.026107574317377848,-40.11337772061178
insufficient_1990m,50.0,R1_20dB,7,-1.4542137869155878,,0.026109408744149465,-40.11276743531532
insufficient_1990m,50.0,R1_20dB,7,-1.4480778637640452,,0.026108185003726532,-40.11317454998676
insufficient_1990m,50.0,R1_20dB,7,-1.4419419406125027,,0.026103795197482196,-40.114635110283984
insufficient_1990m,50.0,R1_20dB,7,-1.4358060174609601,,0.026096141370736743,-40.117182251114684
insufficient_1990m,50.0,R1_20dB,7,-1.4296700943094176,,0.02608513610914137,-40.12084603604634
insufficient_1990m,50.0,R1_20dB,7,-1.423534171157875,,0.026070703081204873,-40.12565330951546
insufficient_1990m,50.0,R1_20dB,7,-1.4173982480063325,,0.0260527775201747,-40.13162756331241
insufficient_1990m,50.0,R1_20dB,7,-1.41126232485479,,0.026031306639072473,-40.13878881870397
insufficient_1990m,50.0,R1_20dB,7,-1.4051264017032472,,0.026006249973400432,-40.14715352541633
insufficient_1990m,50.0,R1_20dB,7,-1.3989904785517047,,0.02597757964686574,-40.15673447854104
insufficient_1990m,50.0,R1_20dB,7,-1.3928545554001621,,0.025945280556403202,-40.16754075424525
insufficient_1990m,50.0,R1_20dB,7,-1.3867186322486196,,0.02590935047379115,-40.17957766497047
insufficient_1990m,50.0,R1_20dB,7,-1.380582709097077,,0.025869800062232853,-40.19284673459361
insufficient_1990m,50.0,R1_20dB,7,-1.3744467859455345,,0.025826652807392363,-40.207345693804506
insufficient_1990m,50.0,R1_20dB,7,-1.368310862793992,,0.025779944863505138,-40.2230684957296
insufficient_1990m,50.0,R1_20dB,7,-1.3621749396424494,,0.02572972481630641,-40.24000535160581
insufficient_1990m,50.0,R1_20dB,7,-1.3560390164909069,,0.0256760533656087,-40.2581427860872
insufficient_1990m,50.0,R1_20dB,7,-1.3499030933393643,,0.025619002931390838,-40.27746371155318
insufficient_1990m,50.0,R1_20dB,7,-1.3437671701878218,,0.025558657188213745,-40.29794752058484
insufficient_1990m,50.0,R1_20dB,7,-1.337631247036279,,0.025495110533632175,-40.319570195589655
insufficient_1990m,50.0,R1_20dB,7,-1.3314953238847365,,0.025428467497011924,-40.34230443438731
insufficient_1990m,50.0,R1_20dB,7,-1.325359400733194,,0.02535884209577486,-40.36611979042277
insufficient_1990m,50.0,R1_20dB,7,-1.3192234775816514,,0.02528635714657133,-40.39098282615033
insufficient_1990m,50.0,R1_20dB,7,-1.3130875544301088,,0.02521114353921503,-40.416857278034556
insufficient_1990m,50.0,R1_20dB,7,-1.3069516312785663,,0.025133339481408473,-40.443704231542554
insufficient_1990m,50.0,R1_20dB,7,-1.3008157081270237,,0.025053089722340417,-40.47148230445572
insufficient_1990m,50.0,R1_20dB,7,-1.2946797849754812,,0.024970544763154773,-40.5001478368102
insufficient_1990m,50.0,R1_20dB,7,-1.2885438618239387,,0.02488586006208408,-40.529655085779055
insufficient_1990m,50.0,R1_20dB,7,-1.282407938672396,,0.02479919524171963,-40.55995642383809
insufficient_1990m,50.0,R1_20dB,7,-1.2762720155208536,,0.024710713305468913,-40.5910025386064
insufficient_1990m,50.0,R1_20dB,7,-1.2701360923693108,,0.024620579869745043,-40.62274263282181
insufficient_1990m,50.0,R1_20dB,7,-1.2640001692177683,,0.024528962417856154,-40.65512462299667
insufficient_1990m,50.0,R1_20dB,7,-1.2578642460662257,,0.024436029580934573,-40.68809533539913
insufficient_1990m,50.0,R1_20dB,7,-1.2517283229146832,,0.02434195045057949,-40.72160069811624
insufficient_1990m,50.0,R1_20dB,7,-1.2455923997631406,,0.024246893927200572,-40.75558592807411
insufficient_1990m,50.0,R1_20dB,7,-1.239456476611598,,0.024151028107357267,-40.78999571201638
insufficient_1990m,50.0,R1_20dB,7,-1.2333205534600555,,0.024054519712703004,-40.824774380570645
insufficient_1990m,50.0,R1_20dB,7,-1.227184630308513,,0.0239575335624774,-40.85986607466207
insufficient_1990m,50.0,R1_20dB,7,-1.2210487071569704,,0.02386023209085315,-40.89521490366204
insufficient_1990m,50.0,R1_20dB,7,-1.214912784005428,,0.023762774909845914,-40.93076509478455
insufficient_1990m,50.0,R1_20dB,7,-1.2087768608538851,,0.023665318417941977,-40.96646113336377
insufficient_1990m,50.0,R1_20dB,7,-1.2026409377023426,,0.023568015454095252,-41.00224789376013
insufficient_1990m,50.0,R1_20dB,7,-1.1965050145508,,0.023471014996295315,-41.03807076074886
insufficient_1990m,50.0,R1_20dB,7,-1.1903690913992575,,0.023374461903512986,-41.073875741344104
insufficient_1990m,50.0,R1_20dB,7,-1.184233168247715,,0.023278496699491655,-41.10960956710055
insufficient_1990m,50.0,R1_20dB,7,-1.1780972450961724,,0.023183255396567827,-41.145219787016174
insufficient_1990m,50.0,R1_20dB,7,-1.1719613219446299,,0.02308886935747433,-41.18065485123012
insufficient_1990m,50.0,R1_20dB,7,-1.1658253987930873,,0.022995465192898887,-41.215864185772205
insufficient_1990m,50.0,R1_20dB,7,-1.1596894756415448,,0.022903164692438575,-41.25079825867344
insufficient_1990m,50.0,R1_20dB,7,-1.1535535524900022,,0.02281208478650137,-41.28540863779091
insufficient_1990m,50.0,R1_20dB,7,-1.1474176293384597,,0.022722337536656454,-41.3196480407364
insufficient_1990m,50.0,R1_20dB,7,-1.1412817061869172,,0.022634030151921006,-41.35347037732623
insufficient_1990m,50.0,R1_20dB,7,-1.1351457830353744,,0.02254726502848779,-41.386830784990245
insufficient_1990m,50.0,R1_20dB,7,-1.129009859883832,,0.022462139810441258,-41.41968565759277
insufficient_1990m,50.0,R1_20dB,7,-1.1228739367322893,,0.022378747469076,-41.45199266812605
insufficient_1990m,50.0,R1_20dB,7,-1.116738013580747,,0.022297176398515778,-41.483710785740016
insufficient_1990m,50.0,R1_20dB,7,-1.1106020904292042,,0.02221751052543028,-41.51480028757048
insufficient_1990m,50.0,R1_20dB,7,-1.1044661672776614,,0.022139829430758165,-41.54522276582232
insufficient_1990m,50.0,R1_20dB,7,-1.0983302441261191,,0.022064208481462844,-41.57494113055499
insufficient_1990m,50.0,R1_20dB,7,-1.0921943209745764,,0.021990718970472403,-41.60391960860585
insufficient_1990m,50.0,R1_20dB,7,-1.086058397823034,,0.02191942826308207,-41.63212373907247
insufficient_1990m,50.0,R1_20dB,7,-1.0799224746714913,,0.02185039994822553,-41.65952036575926
insufficient_1990m,50.0,R1_20dB,7,-1.073786551519949,,0.021783693993148535,-41.686077626975774
insufficient_1990m,50.0,R1_20dB,7,-1.0676506283684062,,0.02171936690014239,-41.71176494305616
insufficient_1990m,50.0,R1_20dB,7,-1.0615147052168639,,0.021657471864115513,-41.73655300194959
insufficient_1990m,50.0,R1_20dB,7,-1.055378782065321,,0.021598058929896406,-41.76041374321234
insufficient_1990m,50.0,R1_20dB,7,-1.0492428589137788,,0.021541175148271648,-41.78332034071262
insufficient_1990m,50.0,R1_20dB,7,-1.043106935762236,,0.021486864729865145,-41.805247184339734
insufficient_1990m,50.0,R1_20dB,7,-1.0369710126106932,,0.02143516919606217,-41.826169860990355
insufficient_1990m,50.0,R1_20dB,7,-1.030835089459151,,0.021386127526270674,-41.846065135086135
insufficient_1990m,50.0,R1_20dB,7,-1.0246991663076082,,0.021339776300894998,-41.86491092885901
insufficient_1990m,50.0,R1_20dB,7,-1.0185632431560658,,0.021296149839471944,-41.88268630262343
insufficient_1990m,50.0,R1_20dB,7,-1.012427320004523,,0.0212552803334874,-41.89937143523877
insufficient_1990m,50.0,R1_20dB,7,-1.0062913968529807,,0.021217197973451965,-41.91494760494935
insufficient_1990m,50.0,R1_20dB,7,-1.000155473701438,,0.021181931069869063,-41.929397170775545
insufficient_1990m,50.0,R1_20dB,7,-0.9940195505498957,,0.0211495061677754,-41.942703554615555
insufficient_1990m,50.0,R1_20dB,7,-0.9878836273983529,,0.02111994815457578,-41.954851224205115
insufficient_1990m,50.0,R1_20dB,7,-0.9817477042468106,,0.021093280360929036,-41.96582567707057
insufficient_1990m,50.0,R1_20dB,7,-0.9756117810952678,,0.021069524654471615,-41.975613425600216
insufficient_1990m,50.0,R1_20dB,7,-0.969475857943725,,0.021048701526189748,-41.98420198334888
insufficient_1990m,50.0,R1_20dB,7,-0.9633399347921827,,0.021030830169270556,-41.991579852681596
insufficient_1990m,50.0,R1_20dB,7,-0.95720401164064,,0.021015928550277174,-41.99773651385434
insufficient_1990m,50.0,R1_20dB,7,-0.9510680884890976,,0.021004013472503788,-42.002662415621955
insufficient_1990m,50.0,R1_20dB,7,-0.9449321653375549,,0.02099510063137319,-42.00634896745696
insufficient_1990m,50.0,R1_20dB,7,-0.9387962421860125,,0.020989204661742443,-42.00878853345674
insufficient_1990m,50.0,R1_20dB,7,-0.9326603190344698,,0.020986339176982664,-42.00997442801083
insufficient_1990m,50.0,R1_20dB,7,-0.9265243958829275,,0.020986516799695674,-42.009900913295354
insufficient_1990m,50.0,R1_20dB,7,-0.9203884727313847,,0.02098974918392514,-42.008563198656724
insufficient_1990m,50.0,R1_20dB,7,-0.9142525495798419,,0.020996047028712137,-42.005957441942684
insufficient_1990m,50.0,R1_20dB,7,-0.9081166264282996,,0.021005420082835485,-42.00208075283455
insufficient_1990m,50.0,R1_20dB,7,-0.9019807032767568,,0.021017877140566268,-41.99693119823113
insufficient_1990m,50.0,R1_20dB,7,-0.8958447801252145,,0.021033426028253536,-41.9905078097307
insufficient_1990m,50.0,R1_20dB,7,-0.8897088569736717,,0.021052073581545105,-41.98281059325416
insufficient_1990m,50.0,R1_20dB,7,-0.8835729338221294,,0.021073825613033597,-41.973840540848535
insufficient_1990m,50.0,R1_20dB,7,-0.8774370106705867,,0.021098686870104084,-41.96359964470656
insufficient_1990m,50.0,R1_20dB,7,-0.8713010875190443,,0.021126660982745942,-41.95209091343336
insufficient_1990m,50.0,R1_20dB,7,-0.8651651643675016,,0.02115775040107881,-41.93931839058755
insufficient_1990m,50.0,R1_20dB,7,-0.8590292412159592,,0.02119195632233063,-41.92528717551862
insufficient_1990m,50.0,R1_20dB,7,-0.8528933180644165,,0.0212292786069956,-41.91000344651715
insufficient_1990m,50.0,R1_20dB,7,-0.8467573949128737,,0.021269715683891945,-41.8934744862883
insufficient_1990m,50.0,R1_20dB,7,-0.8406214717613314,,0.02131326444383433,-41.87570870975175
insufficient_1990m,50.0,R1_20dB,7,-0.8344855486097886,,0.021359920121633808,-41.85671569416344
insufficient_1990m,50.0,R1_20dB,7,-0.8283496254582463,,0.021409676166140985,-41.836506211545235
insufficient_1990m,50.0,R1_20dB,7,-0.8222137023067035,,0.021462524098054925,-41.81509226339807
insufficient_1990m,50.0,R1_20dB,7,-0.8160777791551612,,0.021518453355234175,-41.792487117662624
insufficient_1990m,50.0,R1_20dB,7,-0.8099418560036185,,0.021577451125265528,-41.768705347877614
insufficient_1990m,50.0,R1_20dB,7,-0.8038059328520761,,0.021639502165074414,-41.74376287447125
insufficient_1990m,50.0,R1_20dB,7,-0.7976700097005334,,0.021704588607396783,-41.71767700810334
insufficient_1990m,50.0,R1_20dB,7,-0.791534086548991,,0.02177268975397935,-41.690466494957235
insufficient_1990m,50.0,R1_20dB,7,-0.7853981633974483,,0.02184378185543267,-41.662151563858416
insufficient_1990m,50.0,R1_20dB,7,-0.7792622402459055,,0.02191783787773166,-41.63275397507293
insufficient_1990m,50.0,R1_20dB,7,-0.7731263170943632,,0.021994827255443446,-41.60229707061209
insufficient_1990m,50.0,R1_20dB,7,-0.7669903939428204,,0.022074715631861346,-41.570805825840196
insufficient_1990m,50.0,R1_20dB,7,-0.7608544707912781,,0.022157464586341286,-41.53830690214999
insufficient_1990m,50.0,R1_20dB,7,-0.7547185476397353,,0.02224303134927207,-41.50482870043449
insufficient_1990m,50.0,R1_20dB,7,-0.748582624488193,,0.02233136850526609,-41.47040141504574
insufficient_1990m,50.0,R1_20dB,7,-0.7424467013366502,,0.02242242368533364,-41.43505708788869
insufficient_1990m,50.0,R1_20dB,7,-0.7363107781851079,,0.022516139249003253,-41.398829662253505
insufficient_1990m,50.0,R1_20dB,7,-0.7301748550335652,,0.022612451957573738,-41.361755035941
insufficient_1990m,50.0,R1_20dB,7,-0.7240389318820228,,0.022711292639930918,-41.323871113184666
insufficient_1990m,50.0,R1_20dB,7,-0.7179030087304801,,0.022812585852636305,-41.28521785481807
insufficient_1990m,50.0,R1_20dB,7,-0.7117670855789373,,0.02291624953629278,-41.245837326079624
insufficient_1990m,50.0,R1_20dB,7,-0.705631162427395,,0.023022194670517908,-41.20577374138709
insufficient_1990m,50.0,R1_20dB,7,-0.6994952392758522,,0.023130324930203925,-41.1650735053533
insufficient_1990m,50.0,R1_20dB,7,-0.6933593161243099,,0.023240536346115854,-41.123785249252236
insufficient_1990m,50.0,R1_20dB,7,-0.6872233929727671,,0.02335271697327228,-41.08195986208207
insufficient_1990m,50.0,R1_20dB,7,-0.6810874698212248,,0.023466746570963298,-41.039650515310065
insufficient_1990m,50.0,R1_20dB,7,-0.674951546669682,,0.023582496298683555,-40.99691268032388
insufficient_1990m,50.0,R1_20dB,7,-0.6688156235181397,,0.02369982843268838,-40.953804137557064
insufficient_1990m,50.0,R1_20dB,7,-0.662679700366597,,0.02381859610831124,-40.91038497620447
insufficient_1990m,50.0,R1_20dB,7,-0.6565437772150546,,0.023938643093602142,-40.86671758339722
insufficient_1990m,50.0,R1_20dB,7,-0.6504078540635119,,0.024059803600249837,-40.822866621669924
insufficient_1990m,50.0,R1_20dB,7,-0.6442719309119691,,0.024181902138121693,-40.77889899352593
insufficient_1990m,50.0,R1_20dB,7,-0.6381360077604268,,0.024304753420084056,-40.734883791892656
insufficient_1990m,50.0,R1_20dB,7,-0.632000084608884,,0.024428162324033817,-40.6908922352606
insufficient_1990m,50.0,R1_20dB,7,-0.6258641614573417,,0.024551923919264976,-40.64699758631923
insufficient_1990m,50.0,R1_20dB,7,-0.6197282383057989,,0.024675823564394243,-40.60327505294325
insufficient_1990m,50.0,R1_20dB,7,-0.6135923151542566,,0.024799637084056587,-40.559801670445864
insufficient_1990m,50.0,R1_20dB,7,-0.6074563920027138,,0.0249231310314396,-40.51665616410489
insufficient_1990m,50.0,R1_20dB,7,-0.6013204688511715,,0.02504606304343195,-40.473918791084806
insufficient_1990m,50.0,R1_20dB,7,-0.5951845456996288,,0.025168182294701042,-40.431671161024774
insufficient_1990m,50.0,R1_20dB,7,-0.589048622548086,,0.02528923005636978,-40.389996034741415
insufficient_1990m,50.0,R1_20dB,7,-0.5829126993965437,,0.025408940364119382,-40.348977100706456
